DOY2,HR2,VPD,CO2,H2O,LW_IN,SW_IN,NETRAD_1_1_1,LW_OUT,SW_OUT,USTAR,TA_1_1_1,RH,PPFD_IN,PPFD_OUT,LE,H,G_3_1_1,SH,TS_1_1_1,TS_1_2_1,PA,WS
1,0.25,0.08,362.6373,1.024,124.5,-2.846,-84.5275,174.6375,-0.2605,0.0405,-36.9125,66.615,0,0,-2.6825,-52.382,-10.0655,-9.5625,-9.69425,-9.67425,93.3975,0.639
1,0.75,0.07975,364.0058,1.06,125.1925,-2.808,-83.11375,174.615,-0.201,0.05975,-37.215,66.5,0,0,-4.585,-68.14575,-10.124,-6.95,-9.695,-9.67475,93.495,0.45725
1,1.25,0.08,363.7246,0.6104,128.218475,-2.624,-84.43175,175.085,-0.20125,0.05,-37.125,66.035,0,0,-3.53,-46.072,-10.241,-5.1525,-9.6955,-9.6755,93.3975,0.339
1,1.75,0.08,365.243025,0.900625,128.8975,-2.51,-85.12575,174.3925,-0.20175,0.07,-37.1325,65.825,0,0,-5,-54.9885,-10.2605,-10.14,-9.69625,-9.67625,93.3,0.289
1,2.25,0.08,366.676975,1.01125,129.11,-2.7985,-84.3885,171.94,-0.20125,0.0495,-37.5275,65.4175,0,0,-4.37,-35.766,-10.28,-9.135,-9.70675,-9.6865,93.395,0.50925
1,2.75,0.08,366.3676,0.983,129.34,-2.602,-84.6775,171.4375,-0.3115,0.05825,-37.4375,65.1075,0,0,-5.175,-28.766,-10.2815,-9.25,-9.72675,-9.697,93.395,0.61525
1,3.25,0.08,366.065525,1.022475,130.1825,-2.607,-83.73725,172.6,-0.32575,0.028,-37.83,64.850975,0,0,-5.52,-39.46425,-10.2805,-8.52,-9.737,-9.70725,93.3925,0.5295
1,3.75,0.08,367.28705,1.3152,130.243475,-2.57125,-84.41775,173.8625,-0.22175,0.058,-38.225,64.54,0,0,-7.69,-43.676,-10.28275,-6.805,-9.7475,-9.7175,93.3925,0.72475
1,4.25,0.08,367.1343,1.45125,128.91,-2.87375,-85.99925,173.9275,-0.281,0.04,-38.325,64.555,0,0,-5.3325,-36.60025,-10.30425,-7.16,-9.75775,-9.728,93.49,0.6295
1,4.75,0.08,367.87515,1.3335,125.895,-2.5695,-92.39975,173.125,-0.19,0.064,-38.43,64.05,0,0,-13.01,-57.53875,-10.30575,-5.425,-9.7685,-9.73825,93.49,0.47925
