DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,FC_1_1_1,H_1_1_1,LE_1_1_1,G_2_1_1,TS_2_1_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,H2O_1_1_1,PPFD_DIF_1_1_1,T_SONIC_1_2_1,TA_1_2_1,TA_1_3_1,RH_1_2_1,RH_1_3_1,CO2_1_2_1,H2O_1_2_1,SW_IN_1_2_1,SW_OUT_1_2_1,LW_IN_1_2_1,LW_OUT_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,W_SIGMA_1_2_1,T_SONIC_SIGMA_1_2_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,PPFD_IN_1_1_2,TA_1_1_2,RH_1_1_2,WS_1_1_2,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_2_1_1,CO2_2_1_1,H2O_2_1_1,LW_BC_IN_1_1_1,LW_BC_OUT_1_1_1,PPFD_BC_IN_1_1_1,TA_2_1_1,G_2_1_2,U_SIGMA_2_1_1,V_SIGMA_2_1_1,W_SIGMA_2_1_1,T_SONIC_SIGMA_2_1_1,WS_1_2_1,WS_2_1_1
1,0.5,0.508316,-1.05,3.76291,0.602052,-12.20995,-0.450775,-7.277535,2.35126,78.3617,98.5805,410.825,0.92,-23.558,0,-0.3310235,0.476,277.9715,310.05,4.14,0.338921,-0.2376115,-0.7188695,-0.560426,82.0171,78.72525,425.2165,4.67144,-0.5889795,0.6208585,279.819,308.296,0.973211,0.965505,0.6077705,0.0992176,-0.352205,0.0985667,0.0309745,-1.56456,76.6935,3.72287,0.951877,1.03758,0.653059,-0.0995324,433.74,4.799995,293.665,309.134,-0.0744763,-0.531286,-9.05106,0.269753,0.308737,0.125789,0.1339325,2.754545,0.530007
1,1.5,0.4993935,-1.195165,3.74,0.637,-12.9246,-0.541,-7.29994,2.32858,79.7855,98.5724,411.3565,0.875,-21.0935,0,-0.3037895,0.46523,277.9995,309.299,4.157,0.33771,-0.3260565,-0.869646,-0.744663,82.8009,80.1113,426.0715,4.68168,-0.5828195,0.613671,281.179,307.636,0.93287,0.9275265,0.5716285,0.1010675,-0.554092,0.105978,0.0278426,-1.61338,77.0947,3.70303,0.942495,0.956786,0.621385,-0.321938,433.921,4.67548,291.556,307.774,-0.08114225,-0.757985,-9.095225,0.275381,0.306309,0.124013,0.139556,2.68437,0.515552
1,2.5,0.47475,-1.465,3.774,0.59,-12.8,-0.506,-7.369,2.31,80.3525,98.573,411.246,0.82,-22.771,0,-0.3196075,0.468987,276.9,308.626,4.11557,0.33418,-0.6379985,-0.997894,-0.804084,83.6681,80.17665,426.358,4.57817,-0.6206245,0.615735,280.743,307.138,0.8978785,0.8931895,0.561327,0.0968503,-0.769835,0.0992083,0.02518295,-1.806,78.0402,3.62283,0.9099285,0.907515,0.6141305,-0.672638,434.0355,4.71702,290.842,306.754,-0.0933555,-0.9997065,-9.324945,0.27154,0.295614,0.121126,0.117078,2.574765,0.523441
1,3.5,0.462905,-1.619835,3.72678,0.6075,-12.4577,-0.616034,-7.494,2.3,81.0385,98.59,411.4305,0.74,-19.596,0,-0.316413,0.4424515,276.991,307.628,4.12,0.334,-0.7626075,-1.140885,-0.971891,84.37785,80.9486,426.257,4.62259,-0.639814,0.665008,276.534,306.082,0.8902695,0.884877,0.541987,0.100999,-0.9924,0.102884,0.0255611,-1.95065,79.0135,3.546945,0.898857,0.930607,0.601168,-0.9584565,434.415,4.70453,286.691,305.787,-0.09524865,-1.268235,-9.463215,0.2575565,0.2962795,0.1244435,0.122299,2.53491,0.5119885
1,4.5,0.472,-1.785,3.734,0.514284,-11.871,-0.543245,-7.576,2.28,81.7133,98.55905,411.7745,0.69,-19.6,0,-0.304134,0.453,276.8,306.83,4.119,0.333,-1.197245,-1.355595,-1.20412,84.4944,81.2485,426.454,4.71076,-0.6868855,0.654374,275.473,304.453,0.906331,0.896232,0.564558,0.09748805,-1.32658,0.1022535,0.025785,-2.1668,79.8964,3.582045,0.92779,0.925523,0.603297,-0.994192,434.582,4.708225,289.923,305.4335,-0.0878004,-1.431515,-9.87166,0.261009,0.298363,0.11894,0.1252605,2.49466,0.518514
1,5.5,0.474,-2.030835,3.81628,0.599,-10.6765,-0.52,-7.5815,2.24705,82.405,98.5598,411.5765,0.67,-23.24,0,-0.302988,0.471297,277.2,305.976,4.09,0.3335,-1.28059,-1.493085,-1.36024,84.9855,81.7685,426.624,4.618415,-0.5966215,0.7015025,278.521,304.098,0.887263,0.886693,0.570868,0.101174,-1.418985,0.103613,0.02497945,-2.54305,79.8246,3.636745,0.890535,0.953643,0.602524,-1.22977,434.51,4.62519,290.4075,304.2515,-0.08943895,-1.615515,-9.821855,0.269884,0.299529,0.1234425,0.1333285,2.60513,0.520961
1,6.5,0.462873,-2.165,3.8087,0.5615,-11.387,-0.554,-7.648175,2.217,82.4785,98.6,411.865,0.665,-18.7785,0,-0.291,0.453,276.71,304.987,4.04166,0.334,-1.33962,-1.69995,-1.62241,85.8161,82.7131,426.673,4.58026,-0.6490445,0.6544375,278.955,303.012,0.867613,0.89132,0.554862,0.103294,-1.63326,0.10336,0.02365415,-2.38065,79.3495,3.694885,0.905199,0.909218,0.602093,-1.42198,434.8705,4.540175,289.707,303.6855,-0.08189095,-1.8983,-9.742795,0.257863,0.293263,0.120206,0.124525,2.521715,0.517024
1,7.5,0.4605525,-2.32167,3.71133,0.535,-11.482,-0.5775,-7.667985,2.180035,83.131,98.6,411.988,0.64,-19.3,0,-0.190362,0.518209,274.6185,304.708,3.9809,0.353652,-1.9403,-2.02212,-1.82266,85.9522,83.4242,426.71,4.56558,-0.5762305,0.6592335,277.006,302.873,0.833705,0.835631,0.517757,0.104381,-2.009155,0.09614935,0.06339795,-2.45734,80.5382,3.59117,0.854538,0.857661,0.561291,-1.64703,435.206,4.597835,290.5165,303.3765,-0.0897327,-2.01546,-9.716045,0.242464,0.280559,0.110994,0.1213525,2.42594,0.507021
1,8.5,0.47,-2.455,3.80626,0.648171,-8.29898,-0.361,-7.667,2.15489,83.56,98.618,412.09,0.63,-4.33,30.621,14.64,3.08015,276.488,304.194,3.989355,25.34815,-1.97147,-2.09316,-1.94929,86.3565,83.81095,427.762,4.68458,10.83985,2.091885,278.075,302.43,0.793588,0.794825,0.502264,0.0978529,-2.12104,0.09570835,23.0746,-2.53993,81.577,3.60378,0.845418,0.836014,0.555496,-1.79699,435.435,4.64708,289.6465,302.558,5.141325,-2.11949,-9.681525,0.2262865,0.271601,0.116175,0.123378,2.46372,0.5217675
1,9.5,0.55,-2.25,3.67171,0.993,12.07,2.2255,-7.635,2.109,82.3933,98.63505,412.2185,0.64,53.31,166.092,83.3105,13.55925,275.45,306.828,4.03474,117.039,-1.49702,-2.01355,-1.89246,84.7394,82.1048,427.848,4.78748,70.9822,9.92667,277.407,303.227,0.914306,0.921704,0.581531,0.11814,-2.20857,0.106815,141.7165,-2.31836,81.6833,3.477005,0.940178,0.957559,0.62903,-1.58533,435.8685,4.65331,290.607,306.355,26.98265,-1.94466,-9.60645,0.291157,0.334643,0.135577,0.1414765,2.42288,0.536635
