DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2_1_1_1,CO2_1_2_1,H2O,NETRAD,PPFD_IN,PPFD_OUT,PPFD_BC_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,TA,RH,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,W_SIGMA,V_SIGMA
1,0.25,0.5515,0.632,2.184,-5.17825,0.919,0.20625,409.8385,396.6,4.83575,-6.74125,0,0,0.017,-0.47375,1.169,307.66375,319.48675,1.799,87.6,4.699,102,1.042,1.556,1.901,2.364,3.399,5.33,0.985,1.354,1.799,2.491,3.628,5.138,-3.36,-3.066,-2.94,-3.234,1.20255,1.6813
1,0.75,0.7735,0.92075,2.517,-4.19975,0.873,0.2355,410.1185,396.9,4.8315,-7.07,0,0,0.009,-0.4585,1.10025,304.67425,319.209,1.799,88.7,4.58225,102,1.066,1.5535,1.8985,2.374,3.4135,5.325,1.0415,1.3415,1.8025,2.491,3.63,5.1315,-3.528,-3.066,-2.982,-3.045,1.18285,1.65095
1,1.25,0.94,1.015,2.125,-4.83,0.903,0.2675,410.144,398.1,4.829,-7.05675,0,0,0.017,-0.5005,1.19625,303.2315,318.65075,1.5785,88.1,4.7275,102,1.078,1.5285,1.8975,2.389,3.404,5.3275,1.0075,1.3385,1.794,2.492,3.6305,5.129,-3.528,-3.087,-2.982,-3.003,1.13845,1.68915
1,1.75,0.9895,1.01825,2.236,-5.10825,0.89625,0.294,410.116,398.175,4.87225,-7.63925,0,0,0.009,-0.5165,1.1395,303.546,318.2675,1.4105,87.8,4.5535,102,1.06725,1.5295,1.894,2.385,3.373,5.306,0.9955,1.34975,1.79,2.491,3.61375,5.11075,-3.528,-3.066,-2.898,-3.024,1.1428,1.61025
1,2.25,1.087,1.14,2.583,-4.695,0.827,0.21825,410.548,398.025,4.832,-7.72025,0,0,0.017,-0.4945,1.172,304.07975,318.64325,1.4855,88.7,4.6115,102,1.08,1.518,1.882,2.3885,3.4085,5.32,0.9585,1.319,1.795,2.4925,3.629,5.1215,-3.549,-3.087,-2.898,-3.129,1.0978,1.576
1,2.75,1.1415,1.07825,2.64425,-4.8865,0.8775,0.3395,410.757,397.9,4.8215,-7.028,0,0,0.017,-0.492,1.19725,304.252,318.7135,1.5615,89.375,4.58325,102,1.074,1.5275,1.8705,2.3905,3.3985,5.3165,0.9335,1.3115,1.797,2.4855,3.6325,5.12,-3.528,-3.066,-2.9925,-3.045,1.1274,1.6086
1,3.25,1.148,1.028,2.373,-4.18,0.899,0.349,410.1425,398.3,4.814,-7.327,0,0,0.015,-0.485,1.191,303.3955,318.236,1.556,89.6,4.62425,102,1.085,1.5305,1.8705,2.3775,3.3875,5.312,0.8975,1.273,1.7985,2.4855,3.6435,5.1155,-3.528,-3.108,-2.9925,-3.402,1.14465,1.6866
1,3.75,1.01625,0.98875,2.64425,-4.704,0.85375,0.3295,410.071,397.55,4.875,-7.40175,0,0,0.015,-0.4615,1.18775,301.7515,317.5515,1.5275,88.875,4.5755,102,1.085,1.526,1.866,2.378,3.3955,5.3085,0.8885,1.2455,1.794,2.481,3.645,5.124,-3.5385,-3.108,-2.9925,-3.3285,1.1288,1.68575
1,4.25,1.105,1.046,2.611,-2.875,0.8665,0.286,410.607,397.15,4.80525,-7.6005,0,0,0.009,-0.4935,1.1315,300.8245,317.155,1.34775,88.375,4.669,102,1.0745,1.5125,1.8625,2.375,3.385,5.3015,0.887,1.2315,1.7785,2.4755,3.645,5.117,-3.5385,-3.0765,-2.982,-3.297,1.1357,1.7127
1,4.75,1.1055,1.029,2.2695,-4.56425,0.928,0.198,410.6715,396.55,4.778,-6.41875,0,0,0.017,-0.4705,1.138,302.1615,316.9305,1.17375,88.85,4.77525,102.05,1.0685,1.5095,1.8535,2.375,3.391,5.2985,0.8435,1.2035,1.783,2.4785,3.6505,5.1195,-3.5385,-3.108,-2.9505,-3.234,1.1802,1.6997
1,5.25,0.916,0.993,2.3985,-5.7895,0.924,0.2735,410.2875,396.975,4.7125,-6.0985,0,0,0.009,-0.462,1.1915,301.87,317.635,1.1425,89.25,4.73775,102,1.064,1.505,1.853,2.3605,3.3785,5.302,0.831,1.194,1.7905,2.471,3.6395,5.117,-3.5385,-3.108,-2.982,-3.36,1.14765,1.7148
1,5.75,1.043,1.02,3.317,-4.739,0.911,0.311,410.2385,397.1,4.66725,-6.36175,0,0,0.017,-0.452,1.0585,301.9795,316.8925,1.09475,89.6,4.8465,102.1,1.054,1.4945,1.8285,2.366,3.3785,5.2905,0.8225,1.1685,1.748,2.4665,3.6425,5.122,-3.57,-3.108,-2.982,-3.2655,1.14545,1.73185
1,6.25,1.03375,1.07025,3.0365,-5.3765,0.9115,0.3135,410.2815,395.375,4.648,-6.95825,0,0,0.017,-0.412,1.066,301.3825,315.9085,1.07125,89.9,4.824,102.1,1.0425,1.51,1.84,2.3475,3.373,5.2935,0.8235,1.1545,1.751,2.4485,3.641,5.1195,-3.5805,-3.108,-2.982,-3.402,1.1635,1.691175
1,6.75,1.04,0.9835,3.54825,-3.406,0.902,0.3885,410.3145,395.95,4.63125,-6.233,0,0,0.017,-0.4115,1.08075,300.706,315.442,0.962,89.2,4.9905,102.1,0.99125,1.49975,1.85075,2.36075,3.34875,5.2605,0.82275,1.156,1.7525,2.46825,3.62325,5.11025,-3.57,-3.108,-2.982,-3.318,1.117325,1.7086
1,7.25,0.93675,0.9235,2.79675,-2.819,0.912,0.3195,410.338,397.3,4.55875,-6.18125,0,0,0.017,-0.418,1.128,301.971,315.198,1.01275,89.075,5.2875,102.1,1.0165,1.487,1.8485,2.325,3.3605,5.287,0.7885,1.1305,1.743,2.4695,3.6315,5.132,-3.6225,-3.108,-2.982,-3.5595,1.14335,1.7064
1,7.75,0.922,0.913,2.174,-2.977,0.93775,0.3105,410.397,397.2,4.5465,-5.249,7.7705,0.5335,2.30125,2.4545,2.0485,301.8675,315.195,0.99075,89.15,5.15575,102.1,0.986,1.4825,1.8345,2.326,3.3665,5.2805,0.7965,1.109,1.727,2.467,3.6285,5.1175,-3.6225,-3.066,-3.003,-3.57,1.13305,1.752
1,8.25,1.02925,0.973,2.702,-1.7525,0.911,0.316,410.59,397.8,4.52575,3.737,50.9125,6.643,14.38675,32.2595,7.646,304.203,315.697,0.98575,89.15,4.98225,102.1,0.962,1.465,1.8325,2.329,3.344,5.2835,0.786,1.099,1.716,2.472,3.6295,5.116,-3.6645,-3.0765,-3.066,-3.6015,1.14665,1.68015
1,8.75,1.14025,1.047,4.503,7.2965,0.91975,0.297,410.7805,398.9,4.5435,34.5665,147.1635,18.184,32.55425,105.9665,19.87,304.009,316.092,0.88025,88.7,4.91025,102.1,0.9365,1.447,1.831,2.3245,3.3465,5.2795,0.763,1.097,1.705,2.456,3.6245,5.123,-3.6855,-3.066,-3.024,-3.4125,1.17885,1.70835
1,9.25,1.042,1.0825,6.148,28.5575,0.9645,0.2905,411.181,399.175,4.55025,100.622,282.49,31.1125,62.7945,198.0415,34.4955,307.5495,317.929,0.88625,88.025,5.0315,102.1,0.9365,1.4525,1.8305,2.331,3.3365,5.2815,0.799,1.0875,1.6785,2.451,3.6255,5.113,-3.6855,-3.1185,-3.045,-3.5805,1.18015,1.80405
1,9.75,0.9435,1.052,8.31075,49.08325,0.9855,0.2885,410.7295,399.2,4.68225,161.27575,401.4135,43.56875,77.267,268.701,46.592,308.2905,319.792,0.856,86.975,4.93,102.1,0.9295,1.4435,1.827,2.326,3.35,5.281,0.7875,1.0645,1.683,2.441,3.615,5.112,-3.6855,-3.129,-3.024,-3.612,1.2012,1.8157
1,10.25,1.012,1.058,10.85325,87.5735,0.98,0.2065,410.761,398.6,4.74175,211.892,502.59425,56.13475,102.7415,331.0895,57.256,309.802,321.12425,1.206,86.1,5.113,102.1,0.9105,1.43725,1.80625,2.31175,3.32225,5.26575,0.78575,1.035,1.64275,2.419,3.5855,5.0935,-3.654,-3.108,-3.024,-3.654,1.2378,1.8273
1,10.75,1.003,1.025,13.206,112.59575,0.9845,0.1725,411.25325,398.075,4.7905,250.48675,578.539,69.46775,120.16675,387.8525,66.193,309.037,323.4315,1.59125,84.4,5.1515,102.1,0.9415,1.4285,1.824,2.3185,3.3475,5.2915,0.819,1.0555,1.6485,2.451,3.603,5.11,-3.717,-3.129,-2.982,-3.381,1.279075,1.8888
1,11.25,0.782,0.8595,12.9675,120.45425,1.04875,0.1855,410.847,397.925,4.799,276.0905,636.687,75.0005,159.752,409.081,73.786,309.522,324.36,1.89625,84.4,5.315,102.1,0.9485,1.43,1.817,2.3065,3.355,5.2735,0.7985,1.0335,1.64,2.443,3.606,5.1075,-3.6225,-3.0765,-2.9505,-3.0975,1.3245,1.921075
1,11.75,0.9525,0.897,17.33675,146.06925,1.029,0.204,411.04425,397.575,4.785,290.939,692.9935,79.59875,192.094,445.548,73.0775,305.495,325.113,2.0095,85.15,5.34375,102.05,0.9825,1.4345,1.811,2.3055,3.351,5.2765,0.8045,1.0415,1.6315,2.452,3.606,5.106,-3.612,-3.0765,-2.8455,-3.1185,1.306075,1.946475
1,12.25,0.912,0.875,15.031,148.58925,1.042,0.1675,411.27125,397.325,4.759,288.601,652.64375,80.537,238.29475,415.94975,70.73375,313.3945,325.1465,2.0205,84.25,5.0125,102.05,0.9855,1.4315,1.801,2.3,3.3465,5.2815,0.8015,1.045,1.629,2.453,3.597,5.0935,-3.612,-3.024,-2.898,-2.8455,1.305725,1.938325
1,12.75,0.699,0.806,15.39325,164.74775,1.06,0.142,411.16675,396.8,4.712,280.865,667.616,83.78175,240.00325,417.245,71.511,314.6215,326.692,2.2655,84.05,5.2985,102,0.987,1.428,1.80625,2.314,3.35825,5.29,0.8105,1.061,1.63975,2.46475,3.60825,5.10225,-3.444,-3.024,-2.751,-2.667,1.3367,1.931875
1,13.25,0.8675,0.873,15.3,145.473,1.044,0.1875,411.24475,397.7,4.762,275.9345,619.719,75.01675,190.767,404.3075,65.744,311.168,326.727,2.429,83.6,5.3835,102,0.9785,1.458,1.7975,2.282,3.34775,5.28725,0.844,1.06475,1.64875,2.44925,3.61225,5.10675,-3.192,-3.003,-2.625,-2.667,1.28685,1.9127
1,13.75,0.9215,0.977,17.255,151.20425,1.056,0.17625,410.787,397.675,4.81475,250.55625,570.24675,69.7885,153.2505,367.9285,59.3305,312.18825,326.9805,2.61125,83.075,5.132,102,0.974,1.4585,1.7785,2.258,3.3565,5.273,0.885,1.0695,1.6555,2.44,3.588,5.0965,-3.213,-2.982,-2.604,-2.667,1.270075,1.8905
1,14.25,0.8195,0.822,15.649,123.844,1.031,0.26625,410.645,397.9,4.798,210.1435,500.06175,60.17675,117.3615,306.73525,55.48675,310.255,326.657,2.4525,82.15,5.265,102,1.016,1.454,1.7765,2.259,3.3505,5.277,0.926,1.0975,1.6615,2.444,3.598,5.102,-3.234,-2.982,-2.541,-2.688,1.30345,1.90735
1,14.75,0.864,0.94875,12.964,103.773,1.018,0.23025,410.44125,398.1,4.92725,149.25375,384.1745,50.26775,98.539,242.8035,40.53775,312.73075,325.047,2.46575,84.3,5.317,102,1.02,1.4405,1.775,2.251,3.35,5.277,0.9865,1.136,1.6545,2.445,3.5935,5.103,-3.171,-2.982,-2.478,-2.604,1.236825,1.7866
1,15.25,0.835,0.857,10.488,84.761,0.97625,0.24325,410.7155,398,4.89875,107.1985,297.90425,38.71025,87.215,182.2105,32.014,311.92725,325.77,2.454,83.4,5.2,102,1.041,1.4485,1.768,2.2565,3.345,5.2805,1.0605,1.152,1.66,2.455,3.578,5.093,-3.087,-2.982,-2.5095,-2.5935,1.221675,1.846175
1,15.75,1.03525,1.071,8.16725,53.326,0.9665,0.2395,410.5415,398.275,4.793,61.218,205.8275,28.70225,63.07,125.8555,23.19,314.1475,326.043,2.42225,83.45,5.226,102,1.042,1.451,1.7685,2.2635,3.3225,5.2805,1.0735,1.151,1.647,2.456,3.5855,5.086,-3.087,-2.982,-2.457,-2.5515,1.2268,1.76215
1,16.25,0.8755,0.9495,7.7235,25.77575,0.948,0.2085,410.4275,398.3,4.755,23.056,119.2195,17.285,37.872,75.4195,13.83375,313.64875,324.36075,2.47125,83.1,5.178,101.95,1.027,1.4465,1.7935,2.2765,3.3405,5.282,1.09,1.1475,1.642,2.46,3.571,5.0675,-3.003,-2.982,-2.4045,-2.5095,1.229,1.76975
1,16.75,0.905,1.1175,6.0765,9.73925,0.907,0.21625,410.40675,397.8,4.7505,3.85375,53.124,7.387,17.89725,30.637,6.81175,313.788,324.44925,2.5605,83.825,4.9,102,1.0395,1.4785,1.802,2.2775,3.3235,5.2865,1.088,1.153,1.6475,2.454,3.591,5.0865,-2.8875,-2.982,-2.457,-2.5515,1.157775,1.70045
1,17.25,1.014,1.10425,4.192,-0.86525,0.8765,0.18725,410.479,397.6,4.7155,-7.132,13.997,0,3.754,5.542,2.276,314.351,321.451,2.53,84.4,4.85125,102,1.027,1.489,1.82025,2.2615,3.326,5.28,1.01525,1.1365,1.65025,2.463,3.57425,5.073,-2.856,-2.982,-2.604,-2.604,1.11105,1.6525
1,17.75,1.01,0.9745,3.941,-2.3265,0.8675,0.22675,410.46575,397.45,4.7945,-7.67,0,0,0.077,-0.274,1.21,314.63,322.761,2.23525,85.7,4.7845,102,1.0305,1.51225,1.859,2.263,3.3165,5.27275,1.033,1.14975,1.663,2.4675,3.576,5.07875,-2.814,-2.982,-2.562,-2.604,1.1147,1.639
1,18.25,1.008,1.0115,3.382,-3.0975,0.88475,0.24925,410.50525,397.6,4.88725,-7.66,0,0,0.017,-0.523,1.243,314.538,322.063,2.177,86.6,4.602,102,1.025,1.52675,1.86725,2.257,3.30675,5.278,1.0125,1.15375,1.69025,2.471,3.572,5.085,-2.982,-2.982,-2.52,-2.646,1.091675,1.6653
1,18.75,0.8195,0.88975,3.88625,-1.359,0.866,0.3115,410.578,397.15,4.8885,-7.8005,0,0,0.017,-0.49875,1.23575,314.6365,322.02375,1.9255,86.425,4.6,102.1,1.0185,1.53275,1.87425,2.252,3.321,5.2725,1.0125,1.13275,1.6825,2.452,3.55525,5.07575,-3.129,-2.982,-2.499,-2.73,1.13795,1.60245
1,19.25,0.78025,0.77375,4.409,-3.69,0.922,0.2365,410.538,397.55,4.89025,-6.642,0,0,0.009,-0.61275,1.2475,313.31875,321.3545,2.0085,86.1,4.494,102.1,1.037,1.496,1.852,2.289,3.338,5.288,0.938,1.138,1.659,2.45,3.564,5.083,-3.276,-2.982,-2.436,-2.856,1.123475,1.6317
1,19.75,0.84575,1.0025,3.845,-3.527,0.881,0.27,410.369,397.65,4.905,-7.01625,0,0,0.017,-0.5355,1.21825,314.05775,321.906,2.15125,88.8,4.41,102.1,1.019,1.495,1.868,2.296,3.344,5.277,0.92,1.131,1.68,2.444,3.56,5.094,-3.276,-2.982,-2.478,-2.982,1.11875,1.712775
1,20.25,0.86425,0.972,4.308,-4.532,0.9025,0.24625,410.044,397.9,4.8865,-8.099,0,0,0.009,-0.5905,1.12775,314.48725,321.77025,2.20875,88.9,4.5995,102.1,0.996,1.488,1.878,2.288,3.326,5.275,0.937,1.139,1.65,2.44,3.558,5.087,-3.276,-2.982,-2.604,-2.94,1.1245,1.7184
1,20.75,0.819,0.884,3.163,-4.219,0.887,0.3395,410.45925,398.35,4.8885,-8.12075,0,0,0.009,-0.58575,1.122,313.486,321.0675,2.19975,88.6,4.607,102.1,1.022,1.496,1.868,2.276,3.337,5.267,1.02,1.111,1.64,2.446,3.553,5.089,-3.318,-2.982,-2.772,-2.94,1.1375,1.7263
1,21.25,1.09,0.99725,3.5885,-4.5865,0.899,0.255,409.899,397.75,4.8745,-8.65375,0,0,0.017,-0.5925,1.07825,311.5135,321.36575,2.413,88.9,4.5935,102.1,1.034,1.502,1.881,2.29,3.333,5.268,1.009,1.112,1.648,2.448,3.554,5.066,-3.318,-2.982,-2.814,-2.94,1.1721,1.718125
1,21.75,0.984,1.019,2.91875,-3.79,0.89925,0.2885,410.178,397.8,4.85,-8.978,0,0,0.017,-0.453,1.13,308.50975,321.95075,2.49175,88,4.568,102,1.016,1.498,1.878,2.298,3.336,5.266,0.975,1.133,1.65,2.429,3.547,5.08,-3.318,-2.982,-2.814,-2.856,1.16925,1.69685
1,22.25,0.95775,1.01225,2.9,-3.419,0.892,0.32525,410.0505,398.25,4.85775,-8.55925,0,0,0.017,-0.498,1.17175,310.29975,321.78325,2.49975,87.3,4.7,102,0.994,1.503,1.874,2.283,3.317,5.269,0.959,1.121,1.654,2.436,3.549,5.072,-3.318,-3.024,-2.688,-2.772,1.1793,1.68885
1,22.75,0.947,0.84,2.663,-4.252,0.8915,0.346,409.915,399.05,4.9105,-8.61375,0,0,0.009,-0.4995,1.1035,310.43,321.3235,2.44425,87.8,4.771,102,0.976,1.482,1.877,2.293,3.327,5.268,0.944,1.118,1.631,2.429,3.548,5.08,-3.318,-3.024,-2.604,-2.73,1.16855,1.70355
1,23.25,1.049,0.822,1.661,-4.476,0.9175,0.29,409.703,399.05,4.8995,-8.81525,0,0,0.017,-0.5075,1.17075,311.74725,321.415,2.33,88.6,4.963,102,1.003,1.466,1.862,2.308,3.319,5.253,0.914,1.123,1.64,2.427,3.541,5.068,-3.36,-3.024,-2.604,-2.898,1.2032,1.7018
1,23.75,1.0745,0.943,2.77325,-4.158,0.898,0.327,409.655,398.65,4.9225,-6.651,0,0,0.017,-0.4665,1.22175,312.081,321.3145,2.228,88.2,4.9835,102,1.044,1.466,1.872,2.309,3.327,5.257,0.904,1.162,1.635,2.429,3.559,5.067,-3.36,-3.024,-2.814,-3.192,1.13705,1.67245
2,0.25,0.822,0.71675,1.753,-4.78925,0.756,0.32075,408.713,399.425,5.2975,-10.35275,0,0,0.017,-0.63875,1.46025,301.762,317.19025,1.144,86.6,4.308,101.8,0.47325,0.82075,1.07325,1.4585,2.388,4.01175,0.433,0.5865,0.96675,1.55,2.4565,3.78425,-2.1735,-1.554,-1.911,-2.142,0.96215,1.46255
2,0.75,0.765,0.807,1.606,-4.131,0.7475,0.30075,408.6555,398.875,5.302,-9.334,0,0,0.017,-0.6455,1.3485,303.25875,316.588,1.3155,87.425,4.15425,101.8,0.45925,0.819,1.062,1.45725,2.372,4.002,0.4105,0.56325,0.944,1.5455,2.4445,3.755,-1.995,-1.5435,-1.7955,-2.0895,0.98595,1.446375
