DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,H2O_1_5_2,H2O_1_5_3,H2O_1_6_2,H2O_1_6_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3
1,0.25,4.2763727081571,-5.55949300903865,0.139884941463209,0.450366953425558,0.139930205814021,0.50049814084979,2.37228286902182,0.29625895567557,0.660247585779151,-3.62937371495884,1.02577515577783,1.09974686316072,2.87,2.2125,1.3,1.07,0.6125,-6.0275,-5.839,-5.926325,-5.8157,-5.772975,-5.920725,-5.8745,95.964585,89.995,0.577,-3.825,-3.92,-3.83,-3.7,0.45,0.9,-0.78,6.7,-0.495,0.11,278.4,292.4,301.3,303.2,0.09,0.26,-0.01,0.16,-0.22,0.13,0.3,0.14,0.1,0.02,0.384,0.3565,0.89675,1.323,1.509,2.457,3.44425,3.908,4.947,1.087,1.31825,1.694,1.938,2.11,2.875,3.91,3.941,5.492,1.2045,0.9675,1.589,1.768,2.06875,2.925,3.342,4.078,5.1465,1.134,1.219,1.726,2.042,2.03725,2.82825,3.124,4.58,4.884,0.786,0.967,0.66,1.795,2.089,2.798,3.40275,4.281,5.379,-2.539,-3.831,-2.633,-9.1,3.58103052944524,3.63937196639706,3.8033333706539,3.61355831041807,4.5073216680407,3.9297509017791,3.59874240576526,4.05328815568067,3.00014111192918,3.86159399306787,3.27390122503161,3.30144232432607,4.01293881071044,420.641049819542,425.722597051753,422.069741759598,425.816735463076,422.733772073786,423.415692036094,421.46270094645,422.676443692886,421.926490538298,423.858400698544,422.258276074923,428.652956377438,426.770431778774
1,0.75,4.47627361835505,-5.51444303628597,0.135251381059423,0.435481178505314,0.189534192490219,0.601560457102191,1.24908084707551,0.972851245069804,0.676492840827219,-3.31686850690319,1.2549947319486,1.1110216843342,2.93,2.43,1.28,1.07,0.6075,-6.253775,-5.8685,-6.03815,-5.99725,-5.921875,-6.0735,-5.904125,95.9707775,90.015,0.558925,-4.03,-4.1,-4.04,-3.84,0.48,1,-0.74,6.7,-0.475,0.11,278.1,291.5,301.6,303.3,0.09,0.26,-0.01,0.16,-0.23,0.13,0.3,0.14,0.1,0.02,0.381,0.372,0.897,1.3275,1.509,2.453,3.444,3.907,4.947,1.086,1.3235,1.693,1.937,2.11,2.875,3.911,3.94,5.491,1.204,0.973,1.588,1.766,2.0685,2.925,3.34475,4.078,5.146,1.136,1.219,1.726,2.041,2.03725,2.8275,3.123,4.579,4.883,0.788,0.969,0.6595,1.794,2.089,2.798,3.4025,4.28,5.378,-2.53575,-3.84375,-2.6305,-9.04,3.63567635895707,3.77306696285998,3.59208928938814,3.7826972238268,3.13827597662113,4.05233680296265,3.51140893752949,4.12865423647265,3.1750416319686,4.00354649241851,3.63321840075196,3.5640352151046,3.83378530820455,420.91371941635,425.279854038999,422.570938724013,425.797736739744,422.301093978946,423.509297147759,422.447355954769,422.617687127748,422.560606166379,424.132604749558,422.702322549219,428.882845772552,425.145655841492
1,1.25,4.3083429056917,-5.49105972473319,0.141678626588558,0.503034292491789,0.185514988284667,0.503548234413433,1.94844580638156,1.076276412686,0.648732403650377,-2.90589244709077,1.13690867926649,1.10263394396275,2.9,2.25,1.31,1.03,0.59,-6.37625,-6.248,-6.1968,-6.032475,-6.11945,-6.22105,-6.0317,95.999475,89.825,0.55005,-4.15,-4.04,-4.17,-3.9,0.49,0.9,-0.75,6.7,-0.49,0.09,278.3,290.3,301.7,302.8,0.09,0.26,-0.01,0.16,-0.2275,0.13,0.3,0.14,0.1,0.02,0.3825,0.372,0.8995,1.326,1.50825,2.4545,3.443,3.906,4.946,1.085,1.3235,1.692,1.935,2.11,2.874,3.91,3.939,5.49,1.2035,0.967,1.587,1.769,2.0675,2.925,3.34475,4.077,5.1455,1.136,1.21,1.726,2.044,2.038,2.82875,3.122,4.579,4.883,0.79,0.97,0.6585,1.7925,2.088,2.797,3.4,4.279,5.378,-2.5335,-3.843,-2.63975,-8.82,3.85608831586452,3.66868016653071,3.84189329865086,3.65849279840059,4.62416675366209,4.00167946434787,3.61566716313581,4.12679311706862,3.07383337495486,3.88755737890006,3.24525447920433,3.41557226227714,4.4033643765011,420.9693678724,425.600284457897,422.371364541654,425.820484079567,422.919497086114,423.644369841761,421.230467630989,422.635387061232,422.196593174785,424.100652383535,422.886357743541,429.531491839369,425.568857161307
1,1.75,4.44530783801721,-5.75066672054667,0.136150399258176,0.422276287205788,0.168291463519772,0.491726459048249,1.64984887698022,1.08445798021092,0.656572075966139,-2.43532994173099,1.63594106369885,1.13274817350001,2.91,2.3,1.3,1.06,0.585,-6.2575,-6.112,-6.102425,-6.034325,-6.129,-6.26105,-6.1915,96.0063775,89.885,0.5028,-4.11,-3.98,-4.06,-3.8,0.51,0.9,-0.78,6.7,-0.51,0.08,279,290.3,300.8,302.9,0.09,0.26,-0.01,0.16,-0.23,0.13,0.29,0.14,0.1,0.0275,0.387,0.372,0.90025,1.321,1.5075,2.4545,3.441,3.906,4.945,1.083,1.3215,1.691,1.937,2.11,2.874,3.91,3.939,5.49,1.203,0.96125,1.588,1.7655,2.06725,2.925,3.344,4.076,5.1445,1.131,1.219,1.7265,2.044,2.0365,2.829,3.122,4.578,4.882,0.792,0.971,0.6575,1.7915,2.088,2.797,3.4,4.278,5.377,-2.527,-3.846,-2.654,-8.02,3.84190711977949,3.65127467929305,3.64872734125852,3.65210319683692,3.138000080876,3.87845482860064,3.15446460196415,4.06900002085342,3.48143974447007,3.77114915190739,3.66174098223193,3.49307730866107,3.72638897966805,421.089412320774,425.621766256079,422.711608777682,425.729114716484,422.524737498962,423.526026981389,422.661474309886,422.536262528279,423.523647127016,424.370803396544,423.531730295539,429.198513143795,425.366682706379
1,2.25,4.53431405064419,-5.54443221222513,0.151419232003687,0.489936453135664,0.140061925023384,0.539027042065454,1.54397345827252,1.38627727691458,0.650259454744074,-1.73232946981891,1.93815227657032,1.12728525912836,2.935,2.29,1.29,1.07,0.66,-6.134,-5.922,-5.96355,-6.08905,-6.038675,-6.112975,-6.6066,96.061605,90.035,0.5109,-4.1,-4.23,-4.09,-4,0.52,0.9,-0.72,6.7,-0.5,0.07,280.1,290.3,300.7,303.2,0.1,0.26,-0.01,0.16,-0.22,0.13,0.29,0.14,0.1,0.02,0.3865,0.371,0.89625,1.3205,1.5075,2.454,3.439,3.904,4.944,1.081,1.3215,1.691,1.9375,2.1105,2.874,3.909,3.938,5.489,1.2015,0.9665,1.588,1.77225,2.067,2.92725,3.3405,4.075,5.1435,1.1295,1.21575,1.723,2.044,2.037,2.8285,3.12,4.577,4.881,0.793,0.973,0.6575,1.7895,2.087,2.797,3.403,4.278,5.376,-2.4975,-3.8535,-2.65975,-7.95,3.87093864788547,3.46644996549503,3.86283024003681,3.45383363498015,4.06621139167314,3.68907653607952,3.76654933118674,3.90157883864959,3.16185328369674,3.64970880004202,3.58885978523345,3.11427239443384,4.2045193093521,420.849478060422,425.933865560851,423.321170725461,426.137376359914,423.572336024914,423.863077375294,422.17495323427,422.796216668779,423.179081952628,424.708629242519,423.481574607227,429.380213087683,426.851535263372
1,2.75,4.33691132551364,-5.44605693221949,0.141565944604399,0.486559863225237,0.231968716319657,0.606826351839635,1.36733793433473,0.630702263252759,0.640618652807563,-2.39066498297998,1.65522413981232,1.13676825242774,2.86,2.25,1.28,1.05,0.5975,-6.483425,-5.822,-5.9389,-5.83515,-6.07805,-6.0093,-6.62875,96.0667475,89.895,0.486775,-4.21,-4.25,-4.23,-4.11,0.52,0.9,-0.72,6.7,-0.48,0.07,280.4,290.7,300.7,303.1,0.1,0.26,-0.01,0.16,-0.22,0.13,0.29,0.14,0.1,0.02,0.386,0.37,0.8945,1.31725,1.50575,2.4535,3.438,3.904,4.943,1.08,1.32075,1.69,1.936,2.11,2.87475,3.909,3.937,5.489,1.201,0.976,1.588,1.77275,2.067,2.92725,3.3405,4.074,5.143,1.126,1.21475,1.724,2.0385,2.036,2.82825,3.12,4.5775,4.881,0.795,0.974,0.6565,1.788,2.087,2.796,3.403,4.276,5.375,-2.487,-3.8515,-2.6155,-7.68,3.81963383545241,3.55628151205596,3.70231823031338,3.57220967811463,3.96125022554617,3.78771262519725,3.25249909604435,3.99637207267919,3.185294122641,3.73862017222902,3.69027773684404,3.1669851035103,3.62377607535855,421.163610553671,425.864366576519,422.21208190835,426.248980583938,422.292690759109,424.292316216788,421.405732649893,423.073671814523,421.297868747574,424.463413995971,424.229970503874,429.25212188464,426.561085910693
1,3.25,4.31690247090031,-5.45894359283438,0.1356419649732,0.444012495778566,0.174206659167055,0.511833524712199,0.737552921214836,0.866546777282246,0.654072954998947,-2.63030806125684,1.41096177046705,1.11676824403643,3,2.355,1.32,1.07,0.61,-6.3672,-5.854,-6.00435,-5.8187,-6.122575,-6.3186,-6.6329,96.0748925,90.375,0.4683,-4.2,-4.29,-4.31,-4.22,0.33,0.9,-0.76,6.7,-0.5,0.07,279.4,290.5,300.5,303.1,0.09,0.25,-0.0175,0.16,-0.22,0.13,0.3,0.14,0.1,0.03,0.385,0.369,0.89475,1.31825,1.5065,2.453,3.437,3.903,4.942,1.078,1.3215,1.69,1.93275,2.11075,2.87475,3.909,3.937,5.488,1.2005,0.966,1.59475,1.777,2.066,2.92725,3.3395,4.073,5.142,1.13,1.2145,1.72025,2.04375,2.037,2.82675,3.119,4.57725,4.88,0.796,0.975,0.6565,1.7865,2.087,2.796,3.4005,4.276,5.374,-2.6085,-3.8695,-2.67575,-8.08,3.86996182495992,3.68339331780113,4.04017260556287,3.68532697595738,4.22313637971764,3.86778136729078,3.8613457962722,3.9446539971935,3.23894013078217,3.77744524980021,3.4684041868204,3.22401099574268,4.23069673592039,421.187608942484,425.818548806311,423.637592807152,425.962821966425,423.675553195292,423.549347811875,422.990202673615,423.168102199165,423.432136815643,424.917905574293,423.813146883855,429.521686160542,426.994376652609
1,3.75,4.46873160305168,-5.46347579574558,0.149758464680029,0.430096546811998,0.157618350886678,0.489611138355655,1.41202927481234,1.53302841862802,0.68579046644468,-3.45198982958471,1.87861392995867,1.11575536265825,2.98,2.3525,1.35,1.09,0.62,-6.2919,-5.77,-5.8874,-6.059575,-6.118925,-6.24985,-6.61735,96.08279,90.815,0.4458,-4.245,-4.22,-4.32,-4.18,0.27,1,-0.75,6.7,-0.4875,0.08,279,290.5,300.6,303.4,0.09,0.26,-0.01,0.16,-0.22,0.13,0.29,0.14,0.1,0.03,0.3845,0.368,0.895,1.3185,1.507,2.453,3.437,3.902,4.942,1.077,1.32225,1.689,1.928,2.11,2.874,3.909,3.936,5.487,1.1995,0.961,1.599,1.767,2.065,2.923,3.3395,4.072,5.1415,1.135,1.2185,1.7225,2.045,2.037,2.8275,3.118,4.57675,4.88,0.797,0.976,0.6555,1.7865,2.086,2.796,3.399,4.275,5.373,-2.54675,-3.8775,-2.67,-7.9,3.91344830634961,3.33906704797445,3.70867539645808,3.70015789959831,3.93284255576943,3.77577629887803,3.2691214631151,3.93187066878047,3.52982748522307,3.75805614387664,3.68854037804885,3.19967363193842,3.71508926117985,421.202605236672,426.258322335677,422.30819075162,426.535434480015,423.066483732557,424.50111814495,421.793310560978,423.162696610921,422.327288326819,424.871278291118,422.636420478649,430.038039952396,425.076873010459
1,4.25,4.36958983876636,-5.53604909280399,0.150398957379148,0.447004711415862,0.234156641291214,0.470429969412909,1.62559979068634,1.14573653655776,0.664156165080085,-2.98304360705272,1.65759497078798,1.12830785803223,2.89,2.275,1.29,1.07,0.57,-6.281725,-5.744,-6.19535,-6.06605,-6.209225,-6.145075,-6.19995,96.10349,90.8375,0.4753,-4.04,-4.16,-4.17,-4.07,0.3,1,-0.7,6.7,-0.48,0.05,280.8,290.5,300.8,303.4,0.1,0.26,-0.01,0.15,-0.23,0.12,0.29,0.13,0.1,0.03,0.3835,0.35125,0.8955,1.3195,1.506,2.453,3.437,3.901,4.94,1.076,1.322,1.689,1.928,2.111,2.8755,3.908,3.935,5.487,1.1985,0.955,1.597,1.77275,2.0655,2.923,3.3385,4.071,5.141,1.1275,1.218,1.7225,2.0455,2.037,2.827,3.117,4.572,4.879,0.795,0.977,0.6555,1.7865,2.086,2.796,3.4005,4.274,5.372,-2.448,-3.881,-2.647,-8.13,3.98954304654115,3.668337271409,3.62441859943743,3.69292553633452,3.74806063685287,3.77404481751296,3.68744007260352,3.97050277682422,3.51824997380961,3.85350931661064,3.43118746804238,3.2402566880545,3.70008757569608,421.04051429719,425.998254627527,423.088883069714,426.142851571109,423.044419819536,423.874109089429,422.821088138019,422.833435108684,423.431783771069,424.987407461697,423.562889456249,429.209999385408,428.199612508446
1,4.75,4.19493759528825,-5.58411817935746,0.144228476555063,0.436414835506499,0.2068992382193,0.553820077294272,0.778059416172465,1.32819288197866,0.665600381210747,-3.19155622021501,2.50689744973694,1.10489751830643,2.91,2.2375,1.31,1.05,0.56,-6.2065,-5.736,-6.1916,-6.2065,-6.226775,-6.14745,-6.08155,96.0654275,91.72,0.430875,-3.8775,-4.03,-4.01,-4.01,0.28,0.9,-0.75,6.7,-0.49,0.06,279.8,291,300.7,303.6,0.09,0.26,-0.01,0.16,-0.22,0.12,0.29,0.14,0.105,0.02,0.3825,0.35075,0.895,1.3195,1.506,2.453,3.435,3.901,4.937,1.073,1.322,1.682,1.927,2.112,2.8755,3.908,3.934,5.486,1.197,0.96025,1.5955,1.778,2.0655,2.923,3.3385,4.0715,5.14,1.1275,1.218,1.7225,2.0465,2.03675,2.827,3.116,4.572,4.879,0.792,0.975,0.655,1.7855,2.085,2.795,3.3995,4.273,5.371,-2.46325,-3.86125,-2.627,-7.78,3.79246316136843,3.6667214697686,3.72970343534897,3.68591500305326,3.7888890169815,3.7838044780817,3.36305013566744,3.90210283031047,3.30068384315916,3.8359408292753,3.68016954522375,3.27731572613555,3.66854908693665,421.169085739347,426.373944745322,422.816181870851,426.760104989219,422.860333126286,424.360604367829,423.508950824006,423.545837572645,422.216955778452,425.023546063794,424.00191216217,429.189993192259,427.143224766669
