DOY2,HR2,H,SH,LE,SLE,FC,SC,TAU,CO2,CO2_SIGMA,H2O,H2O_SIGMA,U_SIGMA,V_SIGMA,W_SIGMA,WS,USTAR,T_SONIC,T_SONIC_SIGMA,TA,RH,PA,VPD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,G_1_1_1,G_1_2_1,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT
1,0.25,-67.0421225,-8.60027,-6.81240975,-4.08513,-1.060458,-0.290194,-0.7825229,382.0618,0.325930414,3.298941,0.0220831794,0.2841115,0.2363492,0.09279,0.4737722,0.0565,-2.576042,0.1393475,-2.586308675,13.8195,88.009,0.955637150375,-4.344325,2.937975,2.00335,-5.103775,-43.48910125,-11.7556035,0,0,-86.925,0,0
1,0.75,-73.06045,-7.216271,-7.805221,-5.8338505,-1.0592895,-0.452609425,-0.703911225,380.478325,0.3220792423,3.41984,0.02067897955,0.2396694,0.239808325,0.069885,0.528566,0.057245,-2.35145175,0.1449162,-2.5518272375,12.883629903,88.04575,0.8379321773,-4.415925,2.72645,1.81515,-5.20265,-42.72573625,-11.9680975,0,0,-87.885,0,0
1,1.25,-85.09747,-7.1953515,-2.99197,-3.5469655,-0.379367675,-0.57539345,-0.7727943,381.96275,0.386451772625,3.673125,0.020339586475,0.248984775,0.23445015,0.0715125,0.868029875,0.05355,-2.87137775,0.154471025,-2.624943465,12.67475,88.06125,0.853143722925,-4.7437,2.53705,1.6527,-5.6075,-42.7500125,-12.1815975,0,0,-90.34,0,0
1,1.75,-75.68499,-7.8784355,-10.2420855,-3.962914,-0.703766225,-0.2631544,-0.7578489,381.9224,0.3489255665,3.568828,0.0188151456,0.2640201,0.2257709,0.07627,0.8570274,0.04626,-3.003244,0.1463151,-2.97479369,12.7855,88.0845,0.753122302,-4.8449,2.360875,1.49795,-5.627075,-44.0627725,-12.46598825,0,0,-88.685,0,0
1,2.25,-79.6094025,-6.815075,-4.87816375,-3.815269,-0.852878975,-1.612526,-0.956403125,376.417125,0.3345383824,3.66947625,0.01904367625,0.28214975,0.225212,0.0879,0.377030625,0.049775,-3.07680375,0.118006375,-3.286775,12.69394431,88.06125,0.706018835125,-4.880925,2.19905,1.3474,-5.902775,-45.77604,-12.75021125,0,0,-90.575,0,0
1,2.75,-81.5568,-8.446529,-6.976585,-3.796783,-0.385258825,-0.587127425,-0.813305775,375.20635,0.311422512,3.550056,0.01705814895,0.29461945,0.2337768,0.09819,0.500152025,0.064435,-2.784618,0.146271525,-1.8464,12.28775,88.1,0.72916480885,-3.899625,2.0495,1.2076,-5.702325,-41.30284625,-13.0245615,0,0,-91.29,0,0
1,3.25,-89.83301,-6.9412235,-5.56412475,-5.11757375,-0.644094275,-0.434493425,-0.73651115,382.010775,0.354745191925,3.59951875,0.01915962855,0.29915945,0.251685775,0.0948675,0.683836775,0.05799,-2.74948675,0.1134062,-2.89666581,12.44025,88.1,0.745682660325,-3.367075,1.91275,1.078325,-4.6926,-42.461714,-13.20089975,0,0,-89.425,0,0
1,3.75,-73.9298625,-6.00372825,-3.60935125,-4.136219,-1.2231825,-0.3727607,-0.6276185,382.18525,0.315664204125,3.40364125,0.0203160305,0.266678625,0.26417475,0.0853125,0.876497625,0.0554,-2.38840875,0.129821875,-2.556582205,12.2745,88.1,0.86125565275,-4.0726,1.7814,0.95495,-5.65075,-45.76318,-13.25640275,0,0,-88.605,0,0
1,4.25,-75.811245,-7.538974,-2.911511,-6.635249,-0.456492475,-0.2573204,-0.6565296,382.5127,0.3023518158,3.448447,0.0211049529,0.2667688,0.26376,0.07304,0.7114403,0.0461,-2.397228,0.1709325,-2.59520745,12.49375,88.1,0.79797680155,-4.507375,1.653775,0.831924999999999,-6.09905,-45.45085925,-13.25781175,0,0,-88.055,0,0
1,4.75,-77.8239,-6.326121,-5.203559,-4.001572,-1.1385951,-0.4511345,-0.700806125,381.685,0.384674290625,3.38298125,0.016789620375,0.302386875,0.24131725,0.0856,0.471425625,0.050325,-2.475835,0.187989875,-2.7742595225,13.97275,88.1,0.672652395275,-4.0204,1.5355,0.7138,-5.89865,-44.96540675,-13.1569355,0,0,-88.825,0,0
