DOY2,HR2,USTAR,TA_1,WS,FC,H,LE,G_1_2_1,RH_1,PA,VPD,NETRAD,PPFD_IN,H2O_1
1,0.25,0.742,10.862575,4.336725,4.356525,13.228875,20.478,0.461425000000001,98.2353,87.67295,9.47425,0.923950000000003,2.17755,9.819075
1,0.75,0.7527,10.485125,4.127775,4.1305,7.5515,21.50345,0.506975000000001,98.127475,87.66425,9.5525,0.656250000000004,2.175625,9.751325
1,1.25,0.721874999999999,10.04865,4.1814,3.2034,12.5885,21.502975,0.372550000000003,98.3243,87.6494,9.643,1.15405,2.167375,9.722825
1,1.75,0.73945,10.032375,3.7801,3.9448,8.69344999999999,19.458275,0.259200000000004,98.16985,87.6544,9.434,1.44085,2.164,9.8092
1,2.25,0.696625,10.0634,4.08325,3.8902,11.1226499999999,18.3804,0.252325000000004,98.181125,87.66035,9.565,1.75225,2.16355,9.9499
1,2.75,0.7514,10.55645,4.037775,3.341,6.41472499999999,17.144,0.168500000000005,98.207925,87.65865,9.515,1.52595,2.161825,10.187025
1,3.25,0.72905,10.50375,4.0521,3.90375,10.51265,13.5089,0.226450000000005,98.26965,87.6451,9.40625,0.8775,2.166275,10.33805
1,3.75,0.712325,10.22335,4.0622,4.20339999999999,13.7075999999999,16.6502,0.231925000000005,98.23805,87.61175,9.292,0.7312,2.165275,10.29005
1,4.25,0.6982,10.22735,3.608425,2.998975,6.52725,20.930025,0.208450000000004,98.275425,87.60485,9.29,0.225600000000008,2.166275,10.238125
1,4.75,0.7595,10.095,3.862775,3.3101,10.613725,19.73285,0.316925000000001,98.293025,87.61145,8.8975,0.0777000000000003,2.166275,10.3455
1,5.25,0.7074,9.802225,4.08295,3.99619999999999,10.0306,17.343625,0.222350000000007,98.004575,87.611,9.02,0.0166500000000023,2.165275,10.522
1,5.75,0.7454,9.954375,3.9569,3.2519,20.4235,22.43775,0.139925000000011,97.904975,87.61445,9.30075,0.7569,2.1791,10.661825
1,6.25,0.754375,9.996925,4.022025,3.4802,12.49955,17.4164,0.00227500000001135,98.142925,87.62315,9.03,0.381700000000004,2.178275,10.543075
1,6.75,0.7713,9.753175,4.384025,3.2034,17.6996,20.0152,-0.319299999999993,98.09805,87.61985,9.08,0.785300000000001,2.441175,10.4358
1,7.25,0.795725,10.0468,4.594475,2.90659999999999,10.771975,23.7758,-0.659175,97.91775,87.6316,9.05325,1.47085,19.06715,10.5796
1,7.75,0.7805,10.2562,3.8558,3.117175,10.0135,23.11185,-0.6589,98.013125,87.6587,9.192,17.2934,116.62525,10.563075
1,8.25,0.760625,10.37555,4.2836,2.81055,10.069125,37.96585,-0.457949999999999,98.0087,87.6943,9.394,74.7354,321.43,10.562875
1,8.75,0.8265,11.0642,4.26105,2.8521,29.122,50.1065249999999,0.0540750000000016,97.9807,87.73375,9.52,145.0695,501.232175,10.6197
