DOY2,HR2,CO2,FC,SC,G,H,LE,SH,SLE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,PPFD_IN,NETRAD,TS,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,402.3634,14.89733,2.826179,4.59740965,-1.7898985,101.80753,7.48805025,24.3432725,92.098415,100,15.9106,0.461057832423279,12.3073982773917,0.03077652675,-2.2994524,14.875017875,0.0451045525000001,2.33926461725103,1.13190925,1.97365561962728,1.46642826038248,9.33401475
1,0.75,402.6815,11.50563,2.581202,3.944207875,-0.183681875,122.5787725,10.1777335,27.669785,92.08921375,100,15.7505,0.37383421729505,12.2596164448507,0.029310802,-1.93798965,14.7438169375,0.0289996,2.35457068705273,1.105,1.96306512468272,1.48796461202886,9.162705
1,1.25,402.5394,12.16616,2.59044175,3.465688925,1.76117,104.0186,14.1510075,11.0326625,92.081255,100,15.63405,0.391382144753653,12.2626297135695,0.03279039,-2.275259725,14.6133780625,0.0181003425,2.3968398633067,1.12918325,1.94119194834847,1.469752277476,8.9696085
1,1.75,401.5872,14.24418,2.007468,3.11916855,14.04553,187.126995,15.98018,8.84332375,92.069596,100,15.6908,0.404203898982919,12.0555751058919,0.03158855325,-2.65667810000001,14.49037175,0.02946118,2.40305622539745,1.071292,1.89170851222619,1.41083190936104,9.065436
1,2.25,401.91025,13.99337,1.8476725,2.77133985,9.1975225,121.901,10.230862,14.92292,92.047543,100,15.432125,0.420457087528,12.0228596169449,0.03101974325,-3.6738774,14.371970125,0.02358075,2.38490625247407,1.13960625,1.91626468146744,1.46916111194551,9.5914925
1,2.75,402.7096,12.9135,1.2418375,2.4906358,17.148555,215.0482,13.683905,16.1017375,92.029782,100,15.0892,0.40654481255021,11.8919976611569,0.02876188775,-1.936476775,14.2551619375,0.00132116000000004,2.6964257878034,1.18531,2.06942310877193,1.54647650418519,9.364284
1,3.25,402.309875,14.848975,1.7597,2.317389925,7.3079525,195.068425,7.8269925,20.16703,92.01128675,100,15.35535,0.715066374776482,11.7628575732083,0.03317862575,-1.807765025,14.1453968125,0.00143789499999997,2.45869762306326,1.19127275,2.07485626645068,1.56580542277311,9.195456
1,3.75,402.6327,14.0528,1.5762605,2.14463785,5.59307249999999,173.91795,8.9536155,11.9961025,92.0044505,100,15.86355,0.506656339886588,11.7282049829422,0.03108968975,-2.54303155,14.0390654375,0.0090214755,2.55053345566617,1.15337675,2.07531649338505,1.54765276095182,9.26676275
1,4.25,403.6125,15.7390575,1.61388325,1.699971425,13.7669575,168.434,13.325285,31.6608649999999,91.996967,100,15.715,0.497981218308279,11.7075425688704,0.03119344275,-1.85515347500001,13.93814475,0.017586,2.74107057459481,1.235875,2.21933000627025,1.62769392413545,9.614365
1,4.75,403.8584,11.72626,1.866266,1.5654431,3.7352115,145.9983125,21.80114,10.785673,91.9957515,100,15.725325,0.494186273590951,11.6543798993315,0.041842308,-2.09585837500001,13.8359825625,-0.00114287132500002,2.63970222469434,1.2200385,2.03815602423837,1.59786116033274,9.09064175
1,5.25,405.2152,11.734325,1.8265065,1.40820075,1.66496604999999,139.4376,15.411535,32.0496699999999,91.99754475,100,15.544,0.585699604655137,11.6257538465029,3.4679199,-1.786304475,13.7325030625,0.0134186,2.52831366030509,1.249998,2.1135001165153,1.61063951314245,9.14434
1,5.75,404.258625,13.29327,1.65912375,1.278453795,8.71879524999998,185.95815,8.7607125,20.518025,91.992372,100,16.164875,0.517998488404626,11.6393135557375,44.842767,-0.14914248,13.6734275,0.0115512625,2.49051263241437,1.22846125,2.10805830471732,1.56813033728769,9.3744725
1,6.25,402.49675,12.89375,1.08602675,0.982566544999997,10.792515,175.3734,17.43268,18.23931,91.98156,100,15.73945,0.638788924140124,11.8405568594574,181.749575,12.987145,13.617983,0.00172373599999998,2.68099857068823,1.286446,2.2433975377903,1.65232131302271,9.948393
1,6.75,402.058075,9.928004,0.834227099999999,0.761892072499999,30.07709,187.417,46.49821,30.99745,91.98331875,100,15.681825,0.668938563578596,11.9266502514232,362.4687575,65.20562575,13.570965975,7.87637499999258e-05,2.54547580425114,1.21595975,2.20967477915268,1.63365181884459,10.1737425
1,7.25,400.7195,5.1697975,0.57292915,0.730812885,66.374625,215.97275,47.78353,38.32162,91.991795,100,15.7803,0.672696532618884,12.6640401536098,566.50729,151.90176,13.52692935,-0.0338676775,2.63603858215137,1.3196465,2.23697312005574,1.71197084323192,10.52291
1,7.75,400.756425,5.562206,0.505915975,1.17638165,116.853125,152.56115,38.84413,34.4872,91.985698,100,15.857575,0.565402519367637,13.8226419759889,788.758755,254.865145,13.486981925,-0.0865730425,2.6247771145053,1.219464,2.22531604434589,1.63525120378156,9.57102125
