DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,421.018,2.754,418.538,2.7605,1971.776,421.294,2.655,419.18,2.81,1972.814,420.6545,2.619,417.9515,2.747,1972.4605,421.171,2.723,418.078,2.893,1975.1875,12.064,-10.115,0.3095,415.637,2.902,0.228,0.004,0.253,4.202,-0.049,0.787,-50.662,-0.411,1.7495,11.07,9.635,5.66,-9.4225,-10.6655,-10.156,-9.3925,-11.239,65.968,75.565,0.789,-9.96,-9.81,-3.27,0.95,-1.74,2.6,-0.98,-0.05,210,265.1,-45.4,293.05,293.8,0.1,0.075,0.15,-0.13,-0.04,0.02,0.02,0.09,-7.756,-6.7125,-5.6865,-4.84,-4.1045,-2.405,-1.2285,0.731,0.53,-3.441,-2.8245,-2.118,-1.417,-0.7885,-0.0735,-0.3625,0.898,1.386,-2.1,-1.931,-1.498,-1.002,-0.612,0.3095,0.498,1.123,1.4025,-6.655,-5.815,-4.535,-3.9295,-3.135,-0.565,0.028,0.709,0.781,-5.5765,-5.014,-3.798,-3.0985,-2.606,-1.25,-0.501,0.775,1.4635,-2.68,-2.643,-2.677
1,0.75,421.048,2.6825,418.628,2.7345,1972.8835,421.42,2.647,419.7085,2.731,1974.8795,420.913,2.5045,417.5265,2.705,1974.25,421.3915,2.641,418.368,2.815,1975.5835,12.159,-10.549,0.319,415.9585,2.882,0.214,-0.0015,0.206,6.8495,-0.024,0.767,-43.015,-0.15,1.765,10.94,9.665,6.11,-9.842,-10.857,-10.272,-9.506,-11.658,65.955,75.765,0.748,-10.07,-9.85,-3.28,0.9,-1.86,2.6,-1.01,-0.04,207.4,264.3,-46.97,293.1,293.9,0.1,0.08,0.15,-0.13,-0.03,0.03,0.02,0.09,-7.826,-6.772,-5.7195,-4.8505,-4.1125,-2.406,-1.236,0.738,0.5315,-3.464,-2.839,-2.133,-1.413,-0.7905,-0.0765,-0.363,0.8975,1.386,-2.1,-1.923,-1.497,-1.003,-0.612,0.3085,0.4975,1.123,1.4025,-6.677,-5.841,-4.5455,-3.9315,-3.155,-0.564,0.028,0.708,0.781,-5.5655,-5.0055,-3.8095,-3.0935,-2.604,-1.2485,-0.5015,0.776,1.463,-2.759,-2.647,-2.694
1,1.25,421.287,2.6425,418.66,2.633,1973.422,421.47,2.664,419.6785,2.757,1975.719,421.127,2.511,418.207,2.668,1974.167,421.4345,2.626,418.127,2.784,1971.847,11.672,-9.882,0.283,415.7925,2.84,0.2,-0.004,0.265,3.929,-0.032,0.694,-44.342,-0.096,1.798,11.47,10.04,5.98,-9.035,-10.846,-10.192,-9.676,-11.772,65.9485,76.09,0.775,-10.05,-9.87,-3.3,0.9,-1.87,2.6,-0.99,-0.03,206.9,265,-52.85,292.9,293.7,0.1,0.07,0.14,-0.125,-0.03,0.03,0.02,0.09,-7.952,-6.7715,-5.7265,-4.864,-4.1205,-2.4055,-1.237,0.73,0.5305,-3.489,-2.84,-2.133,-1.4155,-0.7895,-0.077,-0.367,0.897,1.3855,-2.101,-1.9205,-1.49,-1.007,-0.612,0.308,0.49,1.121,1.402,-6.738,-5.898,-4.5645,-3.936,-3.155,-0.5635,0.027,0.708,0.781,-5.623,-5.035,-3.856,-3.095,-2.603,-1.249,-0.5015,0.7735,1.463,-2.729,-2.657,-2.7185
1,1.75,421.322,2.6165,418.8695,2.7365,1973,421.325,2.652,419.485,2.734,1974.1885,420.802,2.485,418.2895,2.744,1972.5945,421.318,2.6075,418.4385,2.766,1971.92,11.717,-9.458,0.296,415.769,2.904,0.183,0.002,0.142,5.236,-0.0415,0.753,-44.335,-0.1045,1.822,11.21,9.94,6.15,-9.779,-10.82,-10.12,-9.641,-11.597,65.9455,76.45,0.7175,-9.97,-9.865,-3.32,0.9,-1.71,2.5,-0.99,-0.03,209.85,264.9,-50.655,292.5,293.55,0.1,0.075,0.145,-0.12,-0.04,0.03,0.02,0.09,-7.976,-6.7705,-5.738,-4.8785,-4.129,-2.408,-1.24,0.722,0.529,-3.494,-2.8405,-2.1325,-1.4195,-0.7895,-0.076,-0.368,0.896,1.385,-2.1015,-1.9205,-1.489,-1.009,-0.6115,0.308,0.483,1.119,1.402,-6.778,-5.925,-4.5795,-3.95,-3.144,-0.566,0.034,0.708,0.781,-5.6255,-5.0675,-3.857,-3.0995,-2.601,-1.2495,-0.505,0.775,1.463,-2.932,-2.624,-2.7725
1,2.25,421.325,2.5655,418.457,2.69,1972.879,421.51,2.568,419.202,2.703,1972.2705,421.022,2.508,417.9195,2.7065,1973.55,421.384,2.569,418.23,2.785,1972.585,12.269,-9.836,0.284,415.718,2.877,0.291,0.001,0.281,7.618,-0.099,0.774,-41.3545,0.067,1.747,11.57,10.09,6.25,-9.566,-10.8,-9.95,-9.79,-11.776,65.942,75.84,0.7635,-9.99,-9.7,-3.335,0.9,-1.655,2.5,-1,-0.02,207.5,265.05,-51.18,292.25,293.1,0.1,0.075,0.14,-0.125,-0.04,0.02,0.02,0.09,-8.0075,-6.8065,-5.751,-4.8795,-4.136,-2.4095,-1.2335,0.719,0.528,-3.5025,-2.847,-2.1435,-1.421,-0.791,-0.071,-0.377,0.898,1.384,-2.1015,-1.919,-1.488,-1.006,-0.611,0.308,0.482,1.107,1.403,-6.748,-5.978,-4.587,-3.963,-3.151,-0.567,0.029,0.708,0.78,-5.6265,-5.0635,-3.857,-3.0995,-2.599,-1.25,-0.508,0.773,1.456,-2.899,-2.584,-2.7715
1,2.75,421.3985,2.65,418.638,2.67,1972.796,421.3255,2.588,419.341,2.701,1974.9805,421.062,2.4795,418.309,2.623,1974.639,421.44,2.5695,418.202,2.74,1974.5,12.279,-9.982,0.307,415.6915,2.872,0.2975,-0.008,0.2685,4.296,-0.0805,0.782,-50.9305,-0.2145,1.844,11.62,10.23,6.36,-9.377,-10.76,-9.939,-9.95,-11.5795,65.944,75.6,0.734,-10.27,-9.99,-3.35,0.8,-1.96,2.45,-1.01,-0.05,209.2,265.85,-54.525,292.25,292.9,0.1,0.07,0.145,-0.13,-0.03,0.03,0.02,0.09,-8.0315,-6.809,-5.758,-4.873,-4.134,-2.411,-1.2365,0.719,0.527,-3.5075,-2.845,-2.146,-1.4215,-0.788,-0.072,-0.378,0.897,1.386,-2.101,-1.9175,-1.486,-1.004,-0.611,0.308,0.482,1.107,1.402,-6.668,-5.985,-4.5835,-3.9755,-3.1585,-0.564,0.026,0.707,0.78,-5.659,-5.0795,-3.861,-3.0995,-2.597,-1.2495,-0.506,0.773,1.462,-2.8495,-2.6075,-2.795
1,3.25,421.3395,2.542,419.037,2.653,1974.943,421.4865,2.5785,419.962,2.589,1975.333,420.68,2.3665,418.553,2.669,1975,421.505,2.49,418.5835,2.627,1974.275,12.583,-10.15,0.311,415.8645,2.751,0.283,-0.004,0.295,4.257,-0.039,0.754,-53.788,-0.133,1.908,11.92,10.3,6.35,-9.629,-10.6675,-10.0845,-9.861,-11.2605,65.942,75.675,0.7175,-10.505,-10.135,-3.36,0.9,-2.04,2.6,-1.005,-0.055,203.15,264.75,-54.815,292.3,292.95,0.1,0.07,0.14,-0.14,-0.035,0.025,0.02,0.09,-8.0125,-6.856,-5.796,-4.867,-4.1325,-2.412,-1.241,0.7225,0.527,-3.5285,-2.853,-2.143,-1.423,-0.791,-0.072,-0.378,0.9,1.384,-2.0985,-1.914,-1.485,-1.0065,-0.611,0.307,0.482,1.1125,1.4,-6.672,-5.987,-4.57,-3.9815,-3.1665,-0.5635,0.026,0.707,0.779,-5.6805,-5.0805,-3.865,-3.1015,-2.596,-1.2505,-0.5045,0.773,1.462,-2.935,-2.598,-2.74
1,3.75,421.331,2.5975,418.906,2.602,1974.0885,421.579,2.5955,419.506,2.685,1975.02,420.899,2.41,418.3755,2.6275,1973.8765,421.521,2.543,418.662,2.524,1974.689,12.7475,-9.9775,0.293,415.9635,2.7805,0.274,-0.021,0.276,4.359,-0.032,0.845,-46.114,-0.135,1.897,11.83,9.99,6.91,-9.9205,-10.7545,-10.034,-9.923,-11.17,65.9235,75.63,0.72,-10.555,-10.42,-3.385,0.9,-1.91,2.6,-1.02,-0.035,201.5,264.1,-54.69,292.25,293,0.1,0.07,0.135,-0.125,-0.035,0.02,0.02,0.09,-8.0385,-6.91,-5.843,-4.864,-4.131,-2.418,-1.2385,0.731,0.527,-3.534,-2.852,-2.143,-1.4235,-0.794,-0.073,-0.379,0.896,1.384,-2.0955,-1.922,-1.484,-1.007,-0.611,0.307,0.495,1.106,1.4,-6.696,-5.984,-4.568,-3.9915,-3.167,-0.5635,0.025,0.706,0.779,-5.6935,-5.0885,-3.875,-3.114,-2.595,-1.2505,-0.5055,0.7725,1.462,-2.849,-2.633,-2.782
1,4.25,421.164,2.588,418.71,2.634,1972.979,421.218,2.6115,419.587,2.603,1975.719,420.823,2.3875,418.207,2.641,1975,421.528,2.511,418.5545,2.6845,1975.763,12.528,-9.8465,0.3005,415.792,2.792,0.219,0.001,0.2585,4.085,-0.128,0.8285,-54.169,-0.1085,1.8765,11.63,10.07,6.81,-10.066,-10.704,-10.074,-10.134,-11.1895,65.917,74.07,0.7535,-10.63,-10.185,-3.38,0.9,-2.135,2.6,-1.035,-0.05,201.45,263.4,-58.34,291.9,293.1,0.1,0.07,0.145,-0.155,-0.04,0.02,0.02,0.09,-8.024,-6.9085,-5.8705,-4.8675,-4.135,-2.421,-1.2365,0.725,0.5245,-3.5485,-2.858,-2.145,-1.4245,-0.793,-0.074,-0.38,0.896,1.384,-2.0925,-1.9285,-1.493,-1.0105,-0.611,0.307,0.4885,1.1115,1.4,-6.717,-5.978,-4.578,-3.998,-3.164,-0.5635,0.025,0.706,0.779,-5.7185,-5.1375,-3.8905,-3.1245,-2.593,-1.251,-0.506,0.772,1.4615,-2.871,-2.5835,-2.823
1,4.75,421.128,2.5485,418.8005,2.5915,1972.3545,421.145,2.665,419.787,2.543,1975.614,420.725,2.285,418.316,2.578,1973.157,421.095,2.4265,418.553,2.62,1976.2185,11.862,-9.7845,0.279,415.804,2.7495,0.282,0.0065,0.216,4.9525,-0.0045,0.785,-50.3,-0.044,1.871,11.56,9.965,6.875,-10.059,-10.7305,-10.0875,-10.153,-11.0375,65.908,74.185,0.765,-10.645,-10.19,-3.42,0.9,-2.07,2.5,-1.015,-0.04,203.15,263.95,-57,291.8,293.05,0.1,0.07,0.13,-0.155,-0.04,0.02,0.02,0.09,-8.0045,-6.8995,-5.898,-4.869,-4.1345,-2.4155,-1.2355,0.724,0.524,-3.58,-2.866,-2.1485,-1.4255,-0.798,-0.074,-0.38,0.896,1.383,-2.0895,-1.9255,-1.485,-1.009,-0.616,0.3065,0.481,1.105,1.399,-6.739,-5.977,-4.6055,-3.9985,-3.1695,-0.563,0.024,0.706,0.779,-5.764,-5.1565,-3.912,-3.1375,-2.591,-1.2505,-0.5065,0.772,1.461,-2.879,-2.624,-2.807
