DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,SH,LE,SLE,G_1_1_1,TS_1_1_1,TS_1_2_1,RH,PA,CO2,VPD,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,PPFD_DIF
1,0.25,1.258675,3.31925,5.582975,2.49035,2.7328,0.566049999999999,5.7681,10.1304,21.9095,5.19900000000001,-0.58475,1.02925,1.89125,97.655,78.67125,391.7224,5.85875,-2.469,0.49375,0.157,3.609,305.9,321.075,7.308875,0.755
1,0.75,1.2317,3.159,5.520775,2.544775,2.39612499999999,0.7553,6.74645000000001,18.6903,21.094875,3.1329,-0.58625,1.024,1.8715,97.725,78.66075,391.9382,5.67475,-1.78125,0.48275,0.074,3.762,307.9,321.975,7.14325,0.7125
1,1.25,1.21675,2.880025,5.883875,2.9318,2.821975,0.745799999999998,13.3463,9.991,19.3635,4.1975,-0.593,1.02625,1.8465,97.925,78.64075,392.741775,5.80975,-1.4385,0.49375,0.04975,3.51875,308.9,321.925,7.172,0.615
1,1.75,1.144175,2.583525,5.95275,2.54385,2.5319,0.4033,4.05185000000001,7.30235,16.61325,5.45045,-0.623125,0.97625,1.81975,97.95,78.63075,392.280925,5.94975,-1.4185,0.508,0.242,3.96775,309.475,321.475,7.10475,0.9525
1,2.25,1.162325,2.718475,6.1662,2.42325,2.4874,0.5306,6.30205000000002,9.2629,17.136875,2.44995,-0.932875,0.887875,1.7925,97.85,78.63075,392.341025,5.85,0.0732499999999999,0.48525,0.008,4.13525,309.075,321.125,6.9375,0.7825
1,2.75,1.1993,2.597475,5.749775,2.3276,2.33095,0.814975,6.47420000000002,11.71275,19.635625,4.6298,-1.493,0.777625,1.728125,97.85,78.621,392.389,5.75125,-0.97725,0.49825,0.13175,3.80625,307.2,320.025,7.042,0.8175
1,3.25,1.2138,3.107275,5.409,2.58964999999999,2.69689999999999,0.7162,12.15075,17.5972,17.847375,3.677,-1.694375,0.751375,1.690125,97.875,78.6115,392.092075,5.64,-1.3025,0.491,0.074,3.92025,307.375,318.55,6.957625,0.855
1,3.75,1.3737,2.141875,5.3935,2.691725,2.65475,0.590775,9.27185000000001,9.41355,21.961875,4.90395,-2.018125,0.7305,1.65275,97.875,78.60175,392.1522,5.3535,-0.902,0.49825,0.05325,3.871,307.725,318.275,6.984,0.86
1,4.25,1.359,2.03685,5.463125,2.87487499999999,2.94092499999999,0.46715,7.54525,16.7319,19.274375,4.454,-2.67925,0.73125,1.605,97.825,78.582,391.969975,5.275,-0.942,0.49825,0.3115,4.4075,308.025,317.875,7.12975,0.665
1,4.75,1.2994,1.932775,5.630775,3.020425,2.95632499999999,0.331475,5.28430000000001,6.90265,19.15275,5.50224999999999,-2.72275,0.730625,1.549125,97.775,78.59175,391.960625,5.35,-0.85125,0.48725,0.264,4.4635,307.025,317.625,7.079625,0.8675
1,5.25,1.2896,2.0043,5.046875,3.021,2.97069999999999,0.3737,4.8193,8.3675,16.806625,10.2855,-2.765375,0.729625,1.493,97.825,78.59175,392.036075,5.22125,-0.79425,0.4925,-0.0525,4.396,306.45,316.175,7.14675,0.6625
1,5.75,1.2982,1.692375,5.202925,2.655275,2.615425,0.606025,6.1924,16.6007,16.86305,10.844,-2.871125,0.729875,1.439875,97.85,78.611725,392.231325,4.728,-0.55475,0.4925,0.1365,3.95825,306.4,316.225,7.63575,0.83
1,6.25,1.2826,1.903725,5.2737,2.90125,2.872,0.4543,5.83990000000001,23.07455,18.520625,6.07975,-2.991625,0.72675,1.384625,97.85,78.621,392.374875,4.88175,-0.6175,0.4925,0.02375,4.156,306.375,316.2,7.840375,0.7175
1,6.75,1.2569,1.551075,5.27235,2.60655,2.54925,0.451624999999999,3.8237,11.82505,18.06955,5.51295,-3.06125,0.726375,1.32275,97.825,78.651,392.31785,4.818,-0.63475,0.4925,-0.00225,4.1575,305.475,315.325,7.892625,0.7725
1,7.25,1.1528,1.448325,5.503625,1.9412,2.04485,0.482,5.53734999999999,15.1007,15.929,5.01005,-3.07975,0.72575,1.297625,98.05,78.671725,392.124975,4.82075,-0.435,1.83525,0.55275,4.50575,305.675,313.65,7.835625,1.53
1,7.75,1.17285,1.698075,5.5871,1.897,1.917475,0.4432,2.92579999999999,17.128575,17.3946,6.02885,-3.080375,0.724375,1.287,97.95,78.69025,391.808025,4.94775,15.4925,62.7675,39.5,15.9375,305.15,313.05,7.744,43.525
1,8.25,1.24925,2.556175,5.56235,2.059825,1.5141,0.918975,11.594525,26.028025,19.2213,7.52619999999999,-3.095625,0.724375,1.275,98.175,78.711475,391.93575,5.195,101.325,253.175,167.5,48.96,307.275,315.975,7.773,167.25
1,8.75,1.2841,3.51425,6.061975,2.1378,1.896675,0.961599999999999,41.31805,40.125875,29.52445,7.71905,-3.093875,0.725,1.262875,97.95,78.75,391.784075,5.83,179.925,544.95,266.65,63.27,308.525,315.95,7.824375,283.3
1,9.25,1.118,4.9336,5.390925,2.663975,3.09895,0.476475,102.32905,39.081075,35.2538499999999,10.7945,-3.088,0.726,1.254625,98.225,78.7605,392.6662,6.4745,232.45,687.7,358.225,61.47,308.1,322.3,8.0265,351.225
1,9.75,1.18705,5.761825,5.7549,3.1894,3.43505,0.822050000000002,134.891425,38.1588,63.3147,12.52105,-1.581375,0.726375,1.25225,98.25,78.80025,392.4982,6.924,318.95,909.75,478.35,76.6225,310.575,333.775,8.0625,422.6
1,10.25,1.18905,7.235,6.0846,1.7876,2.35935,0.433399999999998,184.33455,38.8384249999999,70.553,10.7574,-0.68325,0.73075,1.256625,98.41,78.82,392.599875,8.11275,358.725,1051,529.4,96.525,311.175,342.475,8.06725,515.25
1,10.75,1.21565,8.066,5.9856,2.3255,2.410125,0.58325,226.951,33.9235,78.899075,7.746175,0.941,0.729,1.269875,98.655,78.821225,392.41445,8.59475,404.25,1133,599.575,118.425,312.15,351.275,8.145375,511.75
1,11.25,1.3215,8.938,6.15915,2.027225,1.94115,0.41525,272.44245,20.92045,89.1886,10.6712,3.55825,1.0235,1.29025,98.38,78.81025,391.8936,9.188,446.67,1235.5,655.7475,131.025,313.2375,358.97,7.9675,602
1,11.75,1.3108,9.724,6.238,1.877,2.05775,0.509449999999998,322.23945,21.11295,114.70525,11.40525,7.43499999999999,1.6284,1.3272,98.0925,78.7705,391.469875,9.347,485.75,1335,702,146.25,314.3,364.425,8.0056,629.425
1,12.25,1.36035,10.328,6.1634,2.249325,2.275925,0.17215,319.6248,14.42075,116.4652,6.535125,8.78599999999999,2.1624,1.3684,97.775,78.7015,391.6518,9.93225,497.7,1423,725.4,161.325,314.575,371.8,8.0901,600.4625
1,12.75,1.364,11.105,6.3515,1.4957,1.57305,0.261275,339.208125,18.8536,110.5859,5.91587499999999,14.562,3.3844,1.4352,97.465,78.6715,391.3186,10.171,500.825,1410.5,742.15,182.45,314.625,371.675,8.531275,654.45
1,13.25,1.3097,11.34925,6.2005,1.7283,1.5086,0.2952,374.334275,13.78095,126.091375,5.4784,18.432,3.6836,1.6242,97.75,78.632,391.2086,10.665,498.7,1368.25,720.825,171.95,314.625,374.7,8.1902,633.675
1,13.75,1.2992,11.337,6.5113,2.3913,2.45205,0.1521,332.186125,8.106125,102.4496,5.1393,16.562,3.731,1.8358,97.6,78.612,391.1386,10.6825,463.75,1289,688.9,129.825,313.875,372.125,8.329,622.425
1,14.25,1.3573,11.836,6.5044,2.2336,2.296675,0.2752,316.927,8.53532499999999,102.182875,10.063,19.486,4.2592,2.0192,97.69,78.592025,391.1715,10.5625,442.7,1226,646.6,113.725,314.525,369.075,8.7946,613.025
1,14.75,1.3079,11.394,6.6442,1.9577,1.945175,0.35845,288.363,6.84,98.508,5.16375,19.588,4.5454,2.193,97.43,78.611275,390.975,10.413,380.4,1090,583.725,100.7,313.175,365.5,8.792525,542.8
1,15.25,1.24155,11.00725,6.58355,1.83775,1.7806,0.406475,223.45,6.527,84.7085,5.78,18.744,4.4582,2.3658,97.9025,78.62075,391.311,10.396,315.775,941.75,507.9,85.975,313.475,361.3,8.9154,490.225
1,15.75,1.2733,10.722,6.1244,2.07965,1.8792,0.902199999999999,189.9035,5.4175,68.3325,7.04475,12.986,4.339,2.5214,98.2925,78.65055,391.68405,10.306,248.05,781.025,417.7,57.5075,314.675,356.05,8.3406,415.925
1,16.25,1.25615,10.384,6.04535,2.50965,2.4771,0.547199999999999,146.669,1.264,56.122,9.30675,11.002,4.046,2.6466,98.3,78.670025,391.7297,10.0615,160.875,590.1,314.65,48.695,314.175,349.325,8.3128,351.2
1,16.75,1.13725,9.672,5.3534,2.21725,2.1291,0.64545,78.0855,0.809,50.63125,10.620625,8.73999999999999,3.693,2.7332,98.3275,78.69,391.661825,9.3305,66.30075,357.125,205.775,30.575,311.3,343.075,8.3094,254.5
1,17.25,1.1631,7.89535,5.773725,2.4131,2.33637499999999,0.6548,23.118125,0.805,32.35,8.3895,6.0512,3.345,2.7808,98.355,78.7,391.8425,8.4225,3.193,148.85,97.85,19.4025,312.475,340.475,8.352975,196.25
1,17.75,1.1197,6.46375,5.86975,2.30955,2.133025,0.8115,6.00824999999999,-1.3485,20.747,8.25839999999998,4.42639999999999,2.9752,2.7944,98.3825,78.711225,392.1815,7.17175,-1.02175,23.2425,12.385,4.66375,311.575,332.375,8.385975,116.725
1,18.25,1.114775,5.402375,5.1812,2.4584,2.74439999999999,0.579775,9.39119999999997,0.0359249999999996,20.0208,8.53079999999999,3.8526,2.5838,2.7824,98.41,78.711475,392.19735,6.638,-1.67275,0.50925,0.01525,2.58225,310.625,326.85,8.14179999999999,69
1,18.75,1.16925,4.773125,5.091125,2.060125,2.2249,0.88225,8.8365,5.56,22.876125,4.99719999999999,2.79419999999999,2.2164,2.7436,98.22,78.711725,391.944275,6.309,-1.73175,0.49825,0.03975,2.884,310.175,326.25,8.16439999999999,16.6625
1,19.25,1.17705,4.4708,5.107,2.1383,2.2281,0.775799999999998,7.5185,7.2645,18.148625,6.5502,2.49999999999999,1.8516,2.68,98.05,78.711975,392.10095,6.017,-1.3375,0.50925,0.09825,3.2895,313.9,326.2,8.0626,1.0525
1,19.75,1.20355,4.75895,5.7486,2.174775,2.0998,0.5254,5.061,7.416,20.83775,9.44599999999996,2.07839999999999,1.6378,2.5964,98.465,78.701,392.075225,5.68,-1.262,0.49825,0.06425,3.3355,309.325,323.225,8.0404,1.105
1,20.25,1.2259,4.373125,5.1222,2.02295,1.9885,0.480224999999999,8.356,6.8045,25.585125,3.8244,1.60259999999999,1.4028,2.4902,98.225,78.69125,392.300875,5.444,-1.88675,0.497,0,3.53375,308.55,319.95,7.8602,0.8175
1,20.75,1.212,3.814,5.4756,2.39575,2.21935,0.476799999999999,7.644,10.97,24.11025,5.3768,1.10459999999999,1.1996,2.377,97.9825,78.701,392.52445,6.084,-1.35325,0.50475,-0.059,3.76525,311.35,319.325,7.7784,0.9175
1,21.25,1.2388,4.8066,5.705,1.95045,1.8695,0.699174999999997,5.705,9.5285,26.729625,3.94119999999999,0.864999999999989,1.1738,2.2644,98.01,78.7105,392.396175,6.3575,-0.98275,0.50725,0.01175,4.0465,310.675,320.625,7.626,0.71
1,21.75,1.143425,4.66655,5.04945,1.92805,1.876,0.56495,3.587,7.639,23.373125,4.8494,0.371399999999983,1.2182,2.1444,97.9825,78.7105,392.0854,6.3175,-1.25625,0.502,-0.01275,3.69025,310.1,319.4,7.5698,0.8175
1,22.25,1.23335,4.4354,5.237,2.0767,2.16915,0.7802,6.6855,11.2205,23.2475,3.041375,0.55759999999998,1.1696,2.0574,97.955,78.73025,391.9072,6.401,-1.11825,0.49375,0.0325,3.808,308.55,318.3,7.4476,0.885
1,22.75,1.18685,4.17505,5.352525,2.28865,2.3276,0.463375,4.9065,7.626,19.180125,4.3454,0.479999999999982,1.0474,1.9886,98.04,78.72,391.441175,6.23225,-1.328225,0.506675,0.0032999999999999,3.936525,308.775,317.075,7.4304,0.77825
1,23.25,1.212075,3.93985,5.327875,2.2372,2.400475,0.4753,4.628525,10.720975,20.7112,5.86239999999999,0.417999999999983,0.892799999999997,1.9068,97.7325,78.71025,391.395075,6.195,-1.589875,0.502,-0.0303500000000004,3.7527,308.765,318.225,7.5598,0.74275
1,23.75,1.22595,3.573525,5.416,2.007375,2.003875,0.5625,12.886175,9.64304999999998,22.4962,3.0544,0.343399999999985,0.845199999999998,1.8242,97.665,78.7005,391.65575,6.0085,-1.40467500000001,0.49265,0.102774999999997,3.874175,308.5625,320.11,7.6228,0.82
2,0.25,1.1075,4.34985,4.6342,2.1576,1.93975,0.5064,10.91675,13.967875,23.06535,2.924475,-0.8375,0.63925,1.38175,98.4,78.52,391.37225,6.581,-0.83725,0.485,-0.04325,4.34775,307.6,322.9,8.2211,1.135
2,0.75,0.97225,4.30025,4.3164,2.0388,2.12275,0.537099999999999,7.44825,12.1955,17.3293,4.901,-0.80375,0.639,1.29475,98.5,78.52,391.07775,6.509,-0.71275,0.497,-0.026,4.54175,301.025,324.475,8.069,0.9425
2,1.25,0.93915,4.336,4.107,1.821375,1.7409,0.534424999999999,8.90109999999996,20.26005,17.867525,5.4193,-0.79675,0.6375,1.2115,98.48,78.52,391.594025,6.36,-1.178475,0.50775,0,4.3275,302.65,323.475,8.13085,0.965
