DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,TAU,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_4_1_1,G_1_1_1
1,0.25,423.8785305175,4.607898035775,2076.10052935,1.3974081042,16.28,4.00712085329997,12.097860321,11.315888127,0.6568888222,-0.01776,1.83145122137996,1.23422511445193,0.679214459759931,102.273842915,100.1,1.0079,2.6292007226,3.28583774000004,0.780492809520022,6.87735000000002,-0.0589,-0.0549,0.31035,45.735,313.01,315.6,-0.329475,-0.36505,0.00347499999999999,0.667,-5.563984775
1,0.75,421.9072099125,4.607898035775,2073.487189975,1.38522231997,12.12,1.01730955175,12.097860321,11.41204541075,0.63499492415,-0.013296,1.82722225048644,1.21273698919762,0.633677839840105,102.267026565,100.1,0.869424999999996,2.6292007226,3.13059439,0.723395783986881,4.05139999999998,-0.0363750000000001,-0.0250000000000001,1.3215,56.016,312.1275,315.5825,-0.323675,-0.366725,0.00474999999999999,0.645825,-5.5156767
1,1.25,418.467447275,4.607898035775,2074.539673875,1.37303653574,18.234,-1.74905907995,12.097860321,9.7064494658,0.62417957465,-0.0129375,1.99438842096692,1.27173800650046,0.643897679758636,102.24681646,100.1,1.06815,2.6292007226,3.23409952750004,0.855215901735914,3.51722499999999,-0.0504,-0.033775,0.534649999999999,53.05525,311.465,316.095,-0.325575,-0.371675,-0.000450000000000003,0.662525,-5.4634912
1,1.75,411.00352679,4.607898035775,2074.3750006,1.36085075151,14.16825,-1.318987931175,12.097860321,10.00489704445,0.6611970815,-0.013767,1.94161830322041,1.63300311729999,0.732610253360304,102.22236046,100.1,1.16695,2.6292007226,2.83481813000002,0.714042479106395,4.78725000000003,-0.076725,-0.061575,0.911675,51.295,310.5125,316.1025,-0.3276,-0.37855,-0.006175,0.667075,-5.418034125
1,2.25,403.260900825,4.607898035775,2076.40983,1.34866496728,10.1025,39.08811241,12.097860321,10.546607675,0.73716517,-0.016424,1.88823480688444,1.46933641329395,0.766662519334626,102.192947125,100.1,1.356225,2.6292007226,2.04589230000003,0.929428921987089,3.79849999999999,-0.058075,-0.0636,0.80505,52.106,314.455,316.31,-0.323125,-0.37875,-0.000175000000000004,0.54505,-5.372188125
1,2.75,403.0146033175,4.607898035775,2089.5874646,1.33647918305,11.5755,53.7213942022498,12.097860321,9.54735286649998,0.80703551075,-0.0074695,2.07745021227202,1.53419217287131,0.751936276724094,102.15801443,100.0275,1.566175,2.6292007226,2.81259923500002,0.78996106148871,9.20199999999999,-0.058475,-0.056575,0.6969,58.1975,315.2825,316.4925,-0.327675,-0.384525,-0.00352500000000001,0.592525,-5.326917475
1,3.25,406.55574743,4.532900609475,2084.845806775,1.31552976976667,52.32,8.19351509385,12.097860321,10.74580031335,0.71853796175,-0.00563500000000001,1.87550980044426,1.54729383710129,0.731950225126916,102.12628031,100.1,1.51915,2.575097687875,2.92973687500003,1.23553091573547,1.34749999999999,-0.0567,-0.0420500000000001,0.750249999999999,55.511,316.4275,316.5025,-0.3208,-0.38075,0.000374999999999993,0.58545,-5.283187825
1,3.75,402.95636111,16.811637784,2080.48095835,1.29458035648333,17.98,17.84135001325,12.097860321,10.1206487086,0.58288758335,-0.00427,1.90250051313795,1.43005536692294,0.65359413219592,102.06647215,100.1,1.209225,2.526036513125,2.49417061500001,0.771399467945201,-2.09275000000002,-0.0360500000000001,-0.0373500000000001,1.3888,55.555,316.255,316.2825,-0.323975,-0.383275,-0.00290000000000001,0.6102,-5.241150975
1,4.25,405.8374985,15.754872763225,2095.5282039,1.2736309432,13.6875,10.00206346145,11.373190514,10.787450183125,0.668164259,-0.00577375,1.87317788662278,1.3802612369945,0.74489302084446,102.0234739625,100.1,1.17055,2.5286524256,2.39411625000003,0.789172740366924,-2.39149999999999,-0.0296750000000001,-0.0259000000000001,1.0225,54.5975,316.575,315.955,-0.323425,-0.38245,-0.00342500000000002,0.59505,-5.19742815
1,4.75,414.1644048,14.907382348625,2076.034051275,1.753109383725,13.5379166666667,16.0894608635,10.1329906982,10.853672739375,0.397162612875,-0.010668,1.63003252976057,1.46946507757143,0.664284419987421,101.9645106125,100.1,1.3511,2.8386288186,1.80863578750001,0.760775750716491,8.52649999999998,-0.0456000000000001,-0.0331500000000001,0.980499999999999,51.7275,314.7225,315.3575,-0.32425,-0.380575,-0.00305000000000003,0.569175,-5.1563123
