DOY2,HR2,FC,LE,H,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_6_1_1,G_7_1_1,G_8_1_1,CO2,H2O,PA,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,TA_1_1_2,TA_1_1_3,RH,PPFD_IN,PPFD_DIF,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS
1,0.25,4.059995,91.55501575,10.5634,0.0378000000000002,0.388899999999999,1.78,0.17545,0.209425,1.306,1.25111799999998,0,424.555976,9.65598,88.4805,10.84555,1.074755,10.27425,9.61598,9.6477725,99.56,0.1,33.38941675,0,0,329.668664,341.166,6.76855224999998,1.814,2.3925,3.31125,2.67425,3.00775,4.3682,1.4484,3.20944675,2.64259425,1.80437775,9.7658735
1,0.75,4.62325,69.1966645,13.276625,0.0355750000000002,0.4572,1.943475,0.146199999999998,0.21935,0.221133999999999,0.795931749999993,0,424.57,9.6828935,88.430225,10.87095,1.00006525,10.21,9.51202,9.55122749999999,99.5375,0.0924999999999955,33.706997,0,0,329.048,342.25,6.99162499999996,1.86547499999999,1.98625,3.33535,2.63547499999999,2.97435,4.329975,1.4608925,3.2034825,2.6166525,1.7925615,9.420405
1,1.25,4.70325,81.7525,12.93140375,0.0119750000000001,0.443025,1.934725,0.144674999999998,0.220175,-0.52241925,0.5324815,0,425.106632,9.623621,88.41755,10.943675,1.13933,10.48337825,9.58664,9.71677249999999,99.416875,0,33.36,0,0,330.5435,342.603,5.74879999999999,1.87554999999999,2.60609999999999,3.369225,2.62959999999999,2.96935,4.33065,1.513955,3.29675,2.662385,1.89501,9.366578
1,1.75,4.553,91.228,21.07624275,0.015775,0.41975,1.966125,0.149775,0.213775,-0.725256500000001,0.491991749999998,0,425.049032,9.56559,88.426875,11.22450875,1.27576,10.428,9.47454,9.74249999999999,99.27,0,33.32650325,0,0,328.6645,342.624,6.94263,1.91132499999999,2.34975,3.378125,2.629475,2.97685,4.322475,1.430725,3.060044,2.54434,1.781946,9.5693925
1,2.25,4.0885325,84.38942,16.63155,0.00842500000000004,0.40425,1.959875,0.122449999999999,0.206425,-0.99850525,0.405479999999993,0,424.609656,9.594315,88.4619,11.096437,1.0245525,10.714,9.45799999999999,9.76097499999997,99.5,0,33.31341675,0,0,329.32125,342.17,6.22667999999999,1.91564999999999,2.20325,3.3478,2.607225,2.9641,4.3173,1.431925,3.13465,2.602007,1.83734,9.70933575
1,2.75,4.88225,92.55,14.01828375,0.00455000000000001,0.417475,1.965675,0.10885,0.202475,-0.928214500000001,0.359342999999991,0,424.635658,9.315925,88.4923,10.860775,1.08381,10.51125,9.62599999999999,9.55605,99.435,0,33.1813365,0,0,327.24025,341.156,6.04699999999995,1.89877499999999,2.71595,3.305575,2.5684,2.96785,4.322625,1.4923675,3.347872,2.69474,1.81156,9.88416449999999
1,3.25,6.45130000000002,75.1429999999999,14.471125,0.00232500000000002,0.44765,1.9827,0.0835,0.19825,-0.9982145,0.359403749999991,0,424.61204275,9.254825,88.47025,11.194115,0.9301275,10.645,9.84936,9.76657249999999,99.435,0,32.98242,0,0,327.942,341.369,7.73864999999996,1.89625,2.042125,3.2725,2.5385,2.970625,4.30795,1.44667,3.19014,2.667368,1.79486,9.95625
1,3.75,4.398475,68.4556,11.85892,0.02065,0.498325,1.94255,0.0669500000000002,0.1972,-1.0100325,0.189941749999999,0,424.60099925,9.17366,88.4656,10.9765,1.0012,10.4375,9.68334,9.71507475,99.36755,0,33.00667,0,0,328.00625,341.223,7.78187499999999,1.852175,2.026375,3.258025,2.527875,2.983075,4.274,1.44972,3.12808,2.6328,1.787414,9.3895
1,4.25,5.00724999999999,64.8987,14.67215,0.021775,0.426125,1.940875,0.0596499999999994,0.1993,-0.986448000000001,-0.163312875000005,0,424.583895,9.36356,88.45215,11.0778,0.93182,10.4578,9.57598,9.79797749999999,99.4,0,32.9735,0,0,328.1875,340.484999,6.78087725,1.876175,2.04039999999999,3.2734,2.514975,2.983,4.2729,1.47647775,3.1308,2.58722,1.738425,9.28695
1,4.75,5.4081,96.204875,14.289125,0.0191,0.3515,1.936125,0.0464749999999996,0.209874999999999,-1.0156225,-0.508494250000001,-0.0225052750000012,424.752561,9.289475,88.462075,11.02735,1.06445,10.1525,9.2012,9.82325,99.4,0,33.1198365,0,0,327.392,340.24,6.51524999999996,1.853025,1.99809999999999,3.274675,2.479325,2.980675,4.2834,1.437545,3.2328325,2.729523,1.7753775,9.896332
