DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,436.739336,9.06011,2279.578103,2.379335,0.972792,-15.2529205,-7.130684,0.168749,1.6917185,0.109276,-0.010367,0.413589,0.130072,101.831,92.3,6.414,0.716477,17.425345,0.299904,7.624667,7.920333,8.556667,9.74,10.556667,-26.171972,0,0,-2.171429,0.504032,313.778019,337.993279
1,0.75,437.992367,8.89959,2294.478763,2.569512,2.0633965,-15.4541245,-5.652773,0.269138,1.47908,0.098485,-0.0082395,0.4003965,0.110948,101.82,92.4,6.421,0.694794,17.213755,0.291735,7.597667,7.842,8.506667,9.746667,10.563333,-22.7292605,0,0,-2.285714,0.453629,315.833872,337.389065
1,1.25,438.652189,8.671085,2312.742223,1.957872,-1.2100265,-16.1028065,-6.170083,1.036302,1.4522515,0.103525,-0.0085315,0.4091745,0.106807,101.813,93.1,6.078,0.640027,17.0082355,0.2797435,7.441667,7.713667,8.473333,9.676667,10.546667,-20.554232,0,0,-2.114286,0.403226,316.904679,336.5096895
1,1.75,444.858064,8.940934,2355.7115525,2.492072,1.233518,-16.2778735,-4.951785,0.293405,1.513044,0.0980465,-0.007833,0.3863645,0.1152685,101.834,93.8,5.938,0.592723,16.751307,0.2773685,7.348,7.631333,8.36,9.603333,10.543333,-20.7057705,0,0,-2.057143,0.403226,316.253798,336.2042085
1,2.25,442.541184,8.4366995,2322.259898,2.025335,0.45359,-16.039046,-5.345947,0.7582115,1.4591465,0.1072665,-0.007806,0.392102,0.1171135,101.846,93.95,6.276,0.564315,16.638511,0.274004,7.2645,7.5658335,8.3633335,9.5183335,10.5333335,-18.221459,0,0,-2,0.453629,316.3814655,335.56986
1,2.75,441.787265,8.491577,2358.282762,2.77025,1.615441,-15.668488,-3.914711,0.552623,1.5785115,0.0955795,-0.0081845,0.402461,0.113011,101.871,94.2,6.001,0.5388515,16.512288,0.274025,7.21,7.467333,8.2608335,9.48,10.531667,-18.781809,0,0,-1.885714,0.504032,316.055458,335.382497
1,3.25,440.870377,8.3323985,2437.062908,3.405059,0.170571,-14.920505,-4.190615,1.533589,1.562115,0.1083415,-0.010375,0.423869,0.1189895,101.8515,94.3,5.6245,0.582402,16.4308405,0.269726,7.1455,7.389333,8.194,9.458333,10.5183335,-20.211703,0,0,-2,0.453629,317.6609465,335.345683
1,3.75,441.140087,8.587831,2407.0500335,2.743794,0.353838,-15.267847,-3.6272195,1.501751,1.4670445,0.1074485,-0.009729,0.3887995,0.117501,101.845,94.45,5.591,0.534823,16.2117375,0.274469,7.2115,7.376167,8.1261665,9.418333,10.5116665,-18.555439,0,0,-1.885714,0.504032,317.110253,335.944723
1,4.25,440.4276125,8.5344125,2374.112223,2.474889,-0.8217905,-14.749421,-3.859313,0.391107,1.394657,0.101051,-0.008373,0.398393,0.1113145,101.845,94.9,5.4785,0.4797435,16.243891,0.281644,7.166667,7.3751665,8.0425,9.381667,10.5033335,-17.642184,0,0,-1.770743,0.453629,318.4190455,335.543333
1,4.75,442.552754,8.449098,2360.389231,2.73975,0.330017,-14.601337,-4.671001,0.837318,1.5239905,0.105616,-0.008908,0.390954,0.1184225,101.84,94.85,5.3515,0.4683825,15.9869465,0.2849435,7.029333,7.3548335,8.033333,9.345,10.51,-16.492543,0,0,-1.9714285,0.453629,317.5412535,335.48603
