DOY2,HR2,CO2,FC,H2O,SC,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT,TAU,USTAR,WS,TS_1_1_1,TS_1_2_1,TS_1_3_1,CO2_SIGMA,H2O_SIGMA
1,0.25,442.3665,1.111655,4.62242,0.06475,-0.23791375,8.6530225,98.80025,93.352125,-0.01525,-2.04525,0.56889125,290.705,303.7115,-3.6193175,-6.34624,-6.004595,-0.018225,0.4881345,3.6591925,0.4,0.3135,0.297,1.293765956,0.051516755
1,0.75,442.313,1.03307,4.5649,0.071375,-0.253998,7.65727,98.797275,93.55,0.04825,-2.3335,0.5397407725,292.4615,302.17475,-3.485295,-6.5565275,-6.0422125,-0.015225,0.49033675,3.725545,0.4,0.3,0.3,1.271350641,0.0550447385
1,1.25,440.96875,0.957467,4.551505,0.0686,1.4726875,6.921775,98.7831,93.4775,-0.5745,-2.485,0.562928,294.14075,301.673,-3.09543,-6.5032575,-6.15545,-0.0208,0.471118,3.917405,0.4,0.3,0.3,1.390658738,0.052563009
1,1.75,441.3425,0.90359625,4.524405,0.0697,1.5724,8.197715,98.776025,93.20275,-0.885,-2.61575,0.5113955,293.31125,301.2625,-2.9071975,-6.60464,-6.1830625,-0.0224,0.4577345,3.6887025,0.4,0.3,0.293,1.4392881595,0.051436688
1,2.25,440.358,0.93656,4.47649,0.07485,2.06307,9.159485,98.778,93.022375,-0.48275,-2.527,0.481816565,294.36325,301.89275,-2.82147,-6.4587825,-5.9209675,-0.0224,0.46291925,3.684175,0.4,0.3,0.293,1.265510539,0.048045993
1,2.75,443.5455,1.109065,4.493855,0.0704,2.447405,7.6511175,98.7714,93.30435,-0.10125,-2.316,0.50761475,293.22025,302.4605,-2.9291875,-6.31546,-5.75143,-0.02035,0.5171985,3.490915,0.4,0.3,0.293,1.26718112,0.049773003
1,3.25,445.425,0.991552,4.484615,0.097864,3.5764675,5.8130975,98.739425,93.6494,-0.607,-2.387,0.493337,293.895,302.51675,-3.28537,-6.3597075,-5.974685,-0.026375,0.4860605,3.727865,0.4,0.3,0.29,1.4743107475,0.0449065475
1,3.75,446.22475,0.97562175,4.5495325,0.057675,1.894485,5.89762,98.72435,93.756025,-1.13925,-2.616,0.47916375,294.90225,302.058,-2.86512,-6.52223,-5.9077125,-0.02405,0.4796385,3.53879,0.4,0.3,0.283,1.19827710575,0.05071431475
1,4.25,443.88425,0.9627585,4.5647125,0.100462,0.88487525,6.7739425,98.694075,93.875,-1.2955,-2.566,0.47677825,293.92575,301.60725,-2.6424975,-6.4698375,-5.9399675,-0.0202,0.511966,3.5337175,0.4,0.3,0.253,1.450655387,0.057853076
1,4.75,445.57575,0.958966,4.5606975,0.0652,1.283713,6.58623,98.703175,94.2383,-0.67825,-2.67225,0.4782685,294.27675,302.33725,-3.145405,-6.54564,-6.1274575,-0.02895,0.50477425,3.444905,0.4,0.3,0.213,1.16401906,0.054162283
