DOY2,HR2,CO2,CO2_SIGMA,FC,SC,CH4,FCH4,SCH4,H2O,H2O_SIGMA,G_1,G_2,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,414.258,0.0235399022937649,-0.00589081,-0.0718695,1992.34,-1.802105,-15.8619,13.8472,3.35332670642155,-4.661201,-9.746902,-34.864075,7.7449025,101.7444,75.2550538101219,15.147,0.137194023193432,15.1,0.214257809190368,338.266021038567,391.79467592161,-3.517,0.727,-67.222,13.43,12.84,14.98,15.21,18.11,18.96,20.53,-0.0678646,0.234323067579784,0.0562457,0.19431392127174,0.0596165245548581,0.46625
1,0.75,414.73,0.0190127785291602,0.02698154575,-0.072103675,1991.88,1.31141,-1.67192,13.813525,3.12286013400927,-4.98724,-10.26386,-32.6681,9.5157925,101.7198,74.3369510044164,14.83275,0.145305267762843,14.8875,0.192635560862433,338.726021038567,390.842280130045,-3.434,0.708,-65.979,13.92,12.635,14.81,15.035,17.83,18.875,20.45,-0.060753125,0.216950283316192,0.052541125,0.199004507262999,0.0586991635002439,0.52925
1,1.25,413.899,0.0200073986315063,0.149318,-0.0832424,1991.41,0.5683745,-1.55984,13.4145,3.04816537397145,-5.26132,-11.29974,-31.7874,6.59407,101.7105,75.5491896097652,14.3275,0.14169469193472,14.5225,0.205689307703845,337.277248514564,389.003248514564,-3.406,0.721,-67.112,13.64,12.65,14.61,14.955,17.6,18.78,20.4,-0.061576275,0.209298564184067,0.05996325,0.197715488501111,0.0688441508125113,0.3535
1,1.75,414.222,0.0202903918148468,0.104393,-0.120891,1979.95,1.52374,-0.0208746,14.056,3.78780939330373,-5.542964,-12.46482,-34.5292,6.925515,101.6857,76.3509298590168,14.27475,0.144013425071686,14.3775,0.185620005016467,336.969907324257,387.152253385943,-3.283,0.686,-66.652,13.83,12.215,14.94,14.855,17.43,18.57,20.34,-0.0655928,0.251069290155699,0.063947175,0.188055733064384,0.0654414342010665,0.57775
1,2.25,414.23,0.0215319994426899,0.00118186,-0.110363,1985.1025,-0.0655962,-1.11104875,13.4029,3.20195252931707,-5.852633,-13.45207,-29.8793,2.362705,101.6488,76.1637818691409,13.9602500000001,0.13921201446802,14.15,0.183160367314108,336.155571060782,386.348422148362,-3.196,0.843,-65.725,13.45,11.985,14.53,14.87,17.33,18.375,20.23,-0.057757825,0.229647168228379,0.058408075,0.201009324106181,0.06926006256904,0.46225
1,2.75,413.8885,0.0222980542606189,0.14455755,-0.13752175,1987.6575,1.14675825,-0.638102,12.843825,3.33555018993136,-6.646047,-13.93206,-34.9933,0.537642,101.6417,76.8157700947382,13.832,0.147025509217307,13.8225,0.171751288407275,340.022987733365,386.374880675715,-3.262,0.605,-62.75,12.82,12.15,14.46,14.725,17.26,18.17,20.3,-0.074657425,0.252594980158306,0.056460225,0.200044831094918,0.0667826653078488,0.545
1,3.25,413.905,0.0211852183720054,0.114866,-0.071474825,1993.02,-1.77975,-0.761354,12.7171,2.66348203144755,-7.091657,-14.21075,-32.38925,3.51071,101.662,76.7561218976182,13.657,0.141492458321987,13.6625,0.197741536965255,340.089242417403,388.395120754458,-3.293,0.676,-61.546,13.27,11.79,14.5475,14.61,17.215,17.95,20.1675,-0.07807865,0.252348943443964,0.062967575,0.207771778418245,0.0797176944581276,0.61325
1,3.75,413.67325,0.0266391300152002,0.0227796,-0.10260625,1995.8125,1.362,-1.723625,12.67015,3.02863289382445,-7.459334,-14.9653,-32.967,6.96624,101.6541,76.9575205974705,13.78025,0.136659518397868,13.5125,0.203530465696824,339.626640134404,387.038918224668,-3.19,0.612,-61.353,13.425,11.7,14.43,14.305,17.1475,17.81,20.1475,-0.068496125,0.236069528445851,0.056319175,0.199955761849483,0.0774275419353525,0.63125
1,4.25,414.3965,0.0223115470557486,0.1695355,-0.0811371,1998.7325,1.630405,-0.63961,12.6016,3.45230562321728,-7.832006,-15.78241,-27.060925,6.9024675,101.6539,77.6086022197645,13.74925,0.134824372771517,13.39,0.175273199888261,340.220186185266,385.752136666841,-3.316,0.617,-61.833,13.28,11.53,14.335,14.24,17.12,17.68,20.1275,-0.08025235,0.250163444913404,0.06355575,0.197775581919461,0.0781871093186189,0.57225
1,4.75,415.9735,0.02440850025414,0.1242255,-0.147449,1978.345,-1.0551785,-1.175785,12.577625,2.56512952113723,-8.20708,-16.63188,-28.636725,3.4879075,101.6566,78.1365439507479,13.4972500000001,0.125628450032561,13.295,0.174028477699999,337.232136758397,383.445136758397,-3.021,0.514,-60.113,13,11.445,14.52,14.26,16.79,17.7,20.08,-0.0855794,0.249682198394304,0.067933825,0.211937163985388,0.0802837873149596,0.63
