DOY2,HR2,CO2,FC,G_1_1_1,G_2_1_1,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SC,SH,SLE,SW_IN,SW_OUT,TAU,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_6_1,T_CANOPY,T_SONIC,USTAR,U_SIGMA,VPD,V_SIGMA,WS,W_SIGMA,TA_1_1_3,TA_1_1_2,TS_1_5_1
1,0.25,560.460521815,2.34707435735,2.438,1.530175,19.195556235,9.46373471785,47.9632213159999,338.6,344.24,5.477,100.496826255,0.0181,1.179075,100,1.234938858,1.6666978729,0.8955796981,0.281299999999999,2.4426,0,7.42672500000001,-0.0520500000000002,0.643450000000001,4.3275,4.1075,5.234425,0.761525,1.1,1.6,2.3,4.5,8.45925,8.00271426517498,0.6017829011,1.78622578267237,5.85939612869999,1.34754636364388,8.84482107897499,0.751687141889822,10.676,3.87976294999999,6.0956
1,0.75,549.05171108,2.66009614455,2.476275,1.5366,15.8525798775,9.797913523825,38.328902693,339.4,340.52,6.27225,100.4987904,0.01005,1.111825,100,1.817409252375,1.717789330325,0.7025563227,0.447399999999999,2.3888,0,6.5333,-0.0378250000000001,0.62255,4.3275,4.10705,5.2275,0.905575,1.1,1.6,2.3,4.5,8.38749999999999,8.426539693575,0.64285476855,1.74227383648684,5.587785732,1.32164419028218,9.108180338725,0.782977851761764,10.608,3.96731289999999,6.042675
1,1.25,580.40292193,2.20067543685,2.76417,3.65693874999998,20.590067294,9.85196065705,45.328536848,340.74,340.68,5.88525,100.51855711,0.01205,1.197425,100,2.66495764755,1.698795530225,0.68353616125,0.352375,2.3592,0,6.233,-0.033,0.618425,4.364475,4.105825,5.222825,0.969599999999999,1.1,1.6,2.31375,4.5,8.622,7.85189552402499,0.6417769876,1.91537481986199,5.597911097525,1.53796604473377,8.87798436645,0.726701849603479,10.418,3.91352267499999,6.0489
1,1.75,546.12748468,2.29079078225,2.6651175,3.66243874999997,19.782920958,9.92326425945,41.0256542779999,341.31,340.48,3.8165,100.534149075,0.01705,1.215775,100,1.21201216722499,2.00435388955,0.693523899174998,0.2658,2.4402,0,5.99505,-0.05,0.615625000000001,4.4,4.105425,5.222825,1.0634,1.1,1.591925,2.3,4.5,8.7005,7.3469735619,0.59342714075,1.79751470656518,6.4305660762,1.3513457070298,9.4158969888,0.687271526988589,10.21,4.08964729999999,6.051225
1,2.25,586.2503200225,2.3571759748,2.66952499999999,3.66573874999997,14.806793562,9.559963374375,38.643184119,343.4275,340.98,3.48144999999999,100.5599189075,0.01605,1.295875,100,0.895188359799998,1.43882679405,0.662088918799999,0.3052,2.3088,0,6.206175,0,0.599900000000001,4.4,4.1054,5.222825,1.12855,1.1,1.591925,2.30495,4.5,8.61675,7.276925177675,0.5830536417,1.80007033418987,6.4226681061,1.2811946251978,8.171882225875,0.657061100920376,10.09,4.02811767499999,6.057875
1,2.75,550.9322338625,1.8145524732,2.66889999999999,2.43093499999999,13.290504976,9.8612209553,34.98666571375,343.6175,341.64,3.900375,100.57682852,0.01505,1.42,100,0.653825272800001,1.97888403105,0.834149895125,0.297649999999999,2.259,0,6.516975,-0.048125,0.622825,4.4,4.105,5.222825,1.161275,1.1,1.575775,2.3088,4.5,8.37375,8.03074052575,0.608894292,1.83209750682726,5.9567354067,1.32207514303267,8.782686772925,0.656886349992214,9.716,3.98544999999999,6.084125
1,3.25,536.32024976,1.5193244281,2.65574999999999,2.14995299999999,17.5239007025,10.0847387131,31.578823958,343.4,340.96,3.19685,100.576241365,0.015625,1.41905,100,1.151847217175,1.6595101468,0.766305175749999,0.273249999999999,2.2822,0,6.80465,-0.0360500000000002,0.622825,4.4,4.088425,5.21815,1.150825,1.1,1.56865,2.309075,4.5,8.28775,8.25427508414999,0.56755098155,1.71726365507411,5.98242004297499,1.32473072816773,8.98785236465,0.689330481441285,9.576,3.3501,6.0169
1,3.75,519.068615499999,2.236947834025,2.63972499999999,2.13185049999999,23.249279355,10.2183291044,35.9613222895,340.7625,340.44,5.5028,100.573461585,0.0161,1.38964999999999,100,0.709048096699999,1.39472358425,0.7328452423,0.48045,2.315,0,7.1078,-0.033,0.61815,4.4,4.08745,5.20935,1.118825,1.1,1.5838,2.30935,4.5,8.48975,8.24194870994999,0.54867705395,1.77031128730945,6.02901284459999,1.42069619845117,8.43301460875,0.666345105898492,10.13,3.394928875,6.085075
1,4.25,545.24155385,3.1374639451,2.60736249999999,2.10297424999999,16.19793168475,10.364626578,34.7722064954999,345.7,340.935,5.8565,100.5425457075,0.018625,1.33875,100,1.48002424139999,1.67278840805,0.9667564854,0.452249999999999,2.2578,0,7.044475,-0.0522750000000002,0.604225,4.4,4.008475,5.2275,1.08855,1.1,1.58305,2.3044,4.5,8.3145,8.5340485982,0.5510819515,1.51719944769301,6.1510776456,1.33188498139063,8.314842991575,0.638584837401804,10.252,3.745612025,6.0471
1,4.75,582.555674755,2.44735804415,2.56812499999999,2.28237424999999,17.4302485585,10.111806386,36.25920063375,333.915,341.28,5.54580000000001,100.52124474,0.0282,1.1688,100,2.88251250405,1.3909353668,0.80734066195,0.320375,2.2628,0,6.94212500000001,-0.032675,0.5972,4.4,4.0387,5.2275,1.0463,1.1,1.569125,2.3054,4.5,8.299,8.6055227756,0.55409909075,1.54005063715766,6.11357636554999,1.34479532662678,8.5174706322,0.671053492808948,10.138,3.838985425,6.00935
1,5.25,578.356551365,2.790949890675,2.7243875,2.33161499999999,18.90928403675,9.9686846674,38.3565594475,332.945,344.7,4.08770000000001,100.5244835,0.021,1.031525,100,2.3263599976,1.4804643524,1.33823831885,0.238399999999999,2.2304,0,6.8942,-0.0244250000000003,0.587675,4.4,4.024075,5.222825,1.0295,1.10945,1.599525,2.3088,4.5,8.1935,8.4729645058,0.62440311495,1.67525543121226,6.11811429594999,1.41687830570959,8.4547947636,0.744351303199208,10.108,3.80349479999999,6.05995
1,5.75,600.3849425325,1.93283037515,2.69855,2.38718999999999,18.54536073625,9.8594737036,35.43757117525,333.145,342.36,4.180675,100.53620666,0.014,1.031225,100,1.483601953775,1.5559473984,0.98715334625,0.38085,2.1432,0,6.543575,-0.0536000000000001,0.576075,4.4,4.0075,5.218425,1.004475,1.179275,1.5924,2.304675,4.5,8.237,8.5916953118,0.642237753275,1.61354158260684,6.08885365435,1.33572090225347,8.3218907684,0.762575378817635,10.47,4.233988675,6.0388
1,6.25,586.47726849,2.643320119475,2.6696125,2.55779999999999,18.37436258775,9.9598028776,44.3967391305,337.0125,343.12,4.3777,100.5437659,0.018725,1.004575,100,2.8223570825,1.789780549625,1.0937629686,0.415449999999998,2.0498,0,6.76097500000001,-0.0150750000000006,0.576075,4.4,4.0075,5.2088,0.969524999999999,1.249625,1.583,2.300275,4.5,8.16699999999999,8.36918886359999,0.63471205005,1.71003255849782,5.7786566515,1.33461112960817,8.7436815272,0.709477015036223,10.518,4.319638575,6.03045
1,6.75,593.9044217375,2.56093863315,2.639125,2.678975,19.2053226775,10.26591135575,35.78151655,331.905,343.4,4.7175,100.57672822,1.1169,1.386825,100,2.02854928825,1.9262269734,1.00815307125,0.577249999999999,2.361,0,7.23610000000002,-0.0376000000000001,0.5768,4.4,4.0075,5.20495,0.910849999999999,1.32785,1.567,2.3044,4.5,7.991025,8.53667176064999,0.6516093575,1.63565301226248,5.759325593,1.28373604533187,8.940328152925,0.744285277843262,10.876,4.119096725,6.040025
1,7.25,596.14427871,2.29813826524999,2.6078625,2.5025,24.885510995,9.68298180787499,35.51514667725,330.91,342.36,8.49310000000001,100.6316935875,26.8965,18.91225,100,1.5142742021,5.947642194525,3.069786010175,25.285,14.41,0,7.50550000000002,-0.0218250000000001,0.58695,4.4,4.0075,5.21815,0.918924999999999,1.3625,1.591925,2.3,4.5,8.11174999999999,8.797721850275,0.66101737925,1.66300793253892,5.702087585875,1.28381791023402,9.0066438961,0.766316528270541,11.962,3.471540075,6.00915
