DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2_1_1_1,CO2_1_2_1,H2O,NETRAD,PPFD_IN,PPFD_OUT,TA,RH,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,W_SIGMA,V_SIGMA
1,5.25,0.513,0.412,0.915,-21.709,0.4565,0.033,419.6985,397.3515,3.963,-22.14,0,0,-3.791,87.4,2.0105,99,0.0545,0.6685,0.93,1.067,2.132,4.3935,0.018,-0.146,0.169,0.4775,2.7095,3.595,-3.068,-3.263,0.5375,0.8512
1,5.75,0.451,0.409,0.932,-21.822,0.456,0.0485,419.853,397.5955,3.9545,-21.32,0,0,-3.73,87.2,2.03,99,0.0355,0.611,0.92,1.0005,2.16,4.3725,0.01,-0.1495,0.165,0.541,2.6765,3.607,-3.089,-3.293,0.5422,0.90345
1,6.25,0.471,0.449,0.979,-21.5215,0.4445,0.031,419.865,397.14,3.899,-22.665,0,0,-3.948,87.1,1.9745,99,0.057,0.6875,0.949,1.073,2.14,4.347,0,-0.1535,0.174,0.549,2.721,3.615,-3.09,-3.266,0.5181,0.8587
1,6.75,0.4635,0.413,1.041,-19.494,0.453,0.04,419.975,397.422,3.868,-21.265,0,0,-3.97,87.15,2.007,99.0115,0.041,0.665,0.992,1.02,2.1315,4.343,0.0045,-0.1555,0.169,0.5355,2.679,3.606,-3.113,-3.2925,0.5196,0.8529
1,7.25,0.4355,0.3995,0.887,-19.622,0.457,0.034,420.165,398.1,3.821,-20.0505,0,0,-4.084,87.7,2.035,99.072,0.031,0.651,0.918,1.038,2.14,4.307,-0.009,-0.166,0.1665,0.5435,2.685,3.588,-3.101,-3.2815,0.5295,0.8641
1,7.75,0.448,0.425,0.9345,-19.3805,0.458,0.0225,420.14,397.903,3.86,-18.58,5.0635,0.19,-4.069,87.55,1.9945,99.1,0.035,0.674,0.943,1.028,2.127,4.3485,-0.0165,-0.151,0.17,0.5185,2.69,3.619,-3.124,-3.301,0.5169,0.85925
1,8.25,0.4465,0.4005,1.347,-15.051,0.4595,0.005,419.9995,398.0745,3.873,-8.98,35.847,1.85,-3.992,86.4,2.0845,99.1,0.023,0.6695,0.9135,1.038,2.1315,4.37,0.005,-0.157,0.1665,0.505,2.692,3.6215,-3.124,-3.336,0.52175,0.87555
1,8.75,0.443,0.424,2.658,-3.905,0.4735,-0.009,419.834,397.5,3.892,6.278,90.637,5.162,-3.889,85.3,2.123,99.1,0.0195,0.6335,0.9175,1.035,2.12,4.37,-0.03,-0.1445,0.175,0.514,2.679,3.611,-3.124,-3.3945,0.55895,0.91555
1,9.25,0.428,0.4465,4.898,10.31,0.527,-0.032,419.967,397.3,3.91,28.8915,165.5,9.3795,-3.511,84.2,2.1895,99.1,0.0235,0.647,0.9065,1.039,2.1185,4.3795,-0.0395,-0.1615,0.169,0.476,2.679,3.5945,-3.124,-3.2735,0.6058,1.00095
1,9.75,0.39,0.442,7.142,28.2755,0.543,-0.064,419.736,397.094,3.892,55.3,242.7,13.72,-3.322,82,2.287,99.1,0.023,0.657,0.925,1.0305,2.119,4.368,-0.0365,-0.172,0.166,0.511,2.6915,3.5955,-3.124,-3.287,0.6339,1.0627
1,10.25,0.296,0.408,9.884,47.567,0.585,-0.081,419.431,396.801,3.905,76.625,313.55,17.38,-3.0775,79.8,2.3945,99.1,0.037,0.646,0.891,1.067,2.133,4.381,-0.0375,-0.175,0.162,0.4975,2.681,3.5915,-3.098,-3.2885,0.6725,1.1251
1,10.75,0.305,0.394,10.939,66.471,0.6235,-0.0705,419.027,396.4,3.878,101.996,382.8535,21.3,-2.854,78.435,2.5185,99.1,0.02,0.557,0.901,1.069,2.115,4.3735,-0.033,-0.1635,0.163,0.512,2.663,3.61,-3.089,-3.263,0.7122,1.167
1,11.25,0.2975,0.414,12.045,83.654,0.6335,-0.0905,419.025,396.6,3.8795,120.25,441.8,24.24,-2.622,76.845,2.5655,99.1,0.025,0.601,0.896,1.0615,2.12,4.369,-0.038,-0.165,0.1525,0.498,2.654,3.589,-2.977,-3.263,0.72665,1.2091
1,11.75,0.3,0.376,13.918,97.362,0.6395,-0.0825,418.762,395.982,3.839,132.3,470.6,24.43,-2.557,75.9515,2.6565,99.1,0.044,0.6005,0.899,1.016,2.098,4.316,-0.024,-0.167,0.155,0.5025,2.6835,3.5955,-2.938,-3.204,0.7381,1.222
1,12.25,0.3515,0.4,14.205,103.8125,0.642,-0.0665,418.61,396,3.894,136.05,479.45,24.525,-2.419,75.69,2.6085,99.0625,0.032,0.6595,0.87,0.9985,2.111,4.342,-0.025,-0.164,0.1605,0.49,2.67,3.612,-2.863,-3.088,0.7498,1.2241
1,12.75,0.312,0.391,14.172,104.9145,0.6535,-0.056,418.4055,395.9,3.8425,136.8,474.8,25.75,-2.3735,75.2985,2.642,99,0.0365,0.6825,0.9045,1.074,2.126,4.3195,-0.0195,-0.1595,0.168,0.509,2.651,3.602,-2.7645,-3.065,0.7627,1.2423
1,13.25,0.266,0.343,13.004,97.311,0.658,-0.061,418.195,395.4375,3.871,130.1,465.7,22.96,-2.2835,75.5,2.641,99,0.051,0.578,0.898,1.023,2.1175,4.314,-0.02,-0.158,0.147,0.476,2.671,3.602,-2.757,-3.0395,0.7597,1.2871
1,13.75,0.2975,0.366,12.506,85.8795,0.6525,-0.0605,418.1275,395.9,3.87,111.9,412.135,20.68,-2.1865,74.817,2.623,99,0.053,0.6455,0.907,1.063,2.15,4.316,-0.019,-0.1575,0.143,0.501,2.703,3.603,-2.757,-3,0.7622,1.2496
1,14.25,0.257,0.3575,11.754,74.554,0.649,-0.0495,418.014,395.4,3.927,92,363.45,18.48,-2.1895,74.39,2.586,99,0.112,0.647,0.908,1.0445,2.106,4.327,-0.0095,-0.169,0.155,0.523,2.6885,3.6055,-2.732,-2.95,0.7511,1.22855
1,14.75,0.3205,0.3635,11.1215,58.749,0.6245,-0.022,417.87,396.1,3.92,72.98,315.7645,15.58,-2.163,75.69,2.573,99,0.08,0.649,0.874,1.016,2.105,4.3375,-0.014,-0.173,0.158,0.479,2.709,3.6,-2.6605,-2.9355,0.72655,1.21985
1,15.25,0.314,0.3545,9.0375,40.784,0.619,-0.0045,417.7835,396.3,3.9615,51.735,247.45,13.795,-2.272,76.06,2.5055,99,0.0935,0.7325,0.901,1.0305,2.127,4.317,0.008,-0.16,0.157,0.4725,2.6845,3.567,-2.574,-2.9125,0.70375,1.201
1,15.75,0.316,0.307,7.442,21.724,0.6125,0.017,417.7195,396.1,3.985,25.63,169.4,9.261,-2.3865,77.28,2.444,99,0.116,0.676,0.921,0.987,2.1115,4.371,0.007,-0.16,0.165,0.438,2.67,3.579,-2.576,-2.921,0.6882,1.1221
1,16.25,0.3705,0.348,5.565,4.461,0.557,0.045,417.876,396.1045,3.9465,3.898,97.25,5.1185,-2.531,78.583,2.2805,99,0.12,0.683,0.953,1.043,2.102,4.3225,-0.007,-0.158,0.1575,0.4745,2.668,3.5525,-2.576,-2.9365,0.6529,1.05935
1,16.75,0.405,0.328,4.096,-9.732,0.5215,0.056,417.983,395.5,3.9275,-11.93,38.235,1.7645,-2.634,79.84,2.1335,99,0.05,0.727,0.956,1.053,2.105,4.306,0.007,-0.157,0.167,0.483,2.667,3.57,-2.578,-2.9315,0.6047,0.9841
1,17.25,0.489,0.37,2.4075,-18.09,0.492,0.075,418.247,396.161,3.9185,-22.145,0,0,-2.8515,80.8,2.0245,99,0.089,0.727,0.919,1.057,2.098,4.297,-5e-04,-0.173,0.1655,0.4975,2.681,3.554,-2.617,-3,0.5618,0.92985
1,17.75,0.4645,0.353,1.496,-19.01,0.458,0.071,418.496,396.247,3.902,-25.875,0,0,-3.0755,81.5,1.929,99,0.074,0.729,0.911,1.0045,2.116,4.339,5e-04,-0.15,0.1465,0.465,2.6845,3.571,-2.6325,-3.035,0.5185,0.8657
1,18.25,0.433,0.3525,1.296,-19.81,0.4565,0.066,418.634,396.7355,3.961,-23.325,0,0,-3.2525,81.9,1.955,99,0.1025,0.724,0.922,1.0265,2.102,4.309,-0.008,-0.151,0.169,0.4955,2.7055,3.563,-2.6895,-3.082,0.5158,0.8473
1,18.75,0.466,0.361,1.479,-19.5,0.43,0.064,418.717,397.183,3.989,-23.96,0,0,-3.2555,82.7,1.9335,99.016,0.088,0.7225,0.941,1.016,2.106,4.29,0.002,-0.16,0.1665,0.5,2.6985,3.5625,-2.719,-3.082,0.4974,0.8298
1,19.25,0.419,0.3435,1.232,-18.366,0.4305,0.06,418.972,397.4,3.96,-22.68,0,0,-3.32,83.2,1.9295,99.0525,0.0805,0.686,0.968,1.048,2.098,4.315,0.007,-0.159,0.1405,0.508,2.664,3.578,-2.7475,-3.0805,0.48915,0.8206
1,19.75,0.416,0.382,1.433,-20.6855,0.44,0.02,418.893,397.3465,3.9545,-23.96,0,0,-3.344,83.2,1.965,99.028,0.088,0.7325,0.9215,1.0465,2.079,4.358,0,-0.147,0.166,0.518,2.6555,3.568,-2.756,-3.082,0.5216,0.8247
1,20.25,0.47,0.3745,1.509,-21.53,0.447,0.056,418.97,397.35,3.9365,-23.165,0,0,-3.365,83.6,1.9655,99.039,0.063,0.723,0.922,1.0315,2.074,4.338,-0.006,-0.147,0.147,0.51,2.627,3.572,-2.757,-3.082,0.5208,0.8458
1,20.75,0.4935,0.39,1.5665,-21.9,0.461,0.023,419.209,397.25,3.9725,-22.745,0,0,-3.388,83.8,1.992,99.013,0.071,0.6395,0.9195,1.0045,2.089,4.331,-0.006,-0.1575,0.144,0.48,2.688,3.537,-2.758,-3.095,0.52275,0.8496
1,21.25,0.4775,0.425,1.217,-22.561,0.461,0.052,419.131,397.4,3.9695,-22.83,0,0,-3.4585,84.4,1.991,99.0205,0.121,0.6815,0.9095,0.9965,2.083,4.31,-0.011,-0.158,0.143,0.5035,2.6145,3.5455,-2.7685,-3.138,0.51935,0.8527
1,21.75,0.457,0.3885,1.3295,-22.8955,0.452,0.039,419.24,397.1565,4.014,-23.085,0,0,-3.51,84.6,1.9345,99.018,0.0595,0.6525,0.8975,0.9835,2.091,4.312,-0.025,-0.163,0.149,0.487,2.64,3.549,-2.8365,-3.1385,0.5205,0.8403
1,22.25,0.466,0.4345,1.343,-21.9185,0.4535,0.0215,419.417,397.7,3.974,-23.145,0,0,-3.4975,85.1,1.981,99,0.074,0.696,0.911,0.968,2.1015,4.3145,-0.015,-0.179,0.1655,0.536,2.6365,3.543,-2.8315,-3.2275,0.5236,0.8628
1,22.75,0.4225,0.3905,0.9285,-21.182,0.444,0.0285,419.2405,397.185,3.985,-22.475,0,0,-3.4715,85.2,1.997,99,0.084,0.632,0.905,0.974,2.1035,4.315,-0.01,-0.173,0.1535,0.466,2.6725,3.55,-2.8565,-3.2395,0.52075,0.8432
1,23.25,0.449,0.403,0.977,-21.247,0.428,0.045,419.134,396.822,3.978,-23.175,0,0,-3.455,85.6,1.9415,99,0.071,0.663,0.905,0.974,2.059,4.299,-0.0225,-0.177,0.1465,0.4585,2.67,3.5545,-2.9185,-3.233,0.51035,0.80165
1,23.75,0.486,0.395,1.074,-21.3535,0.426,0.04,419.102,396.881,3.962,-21.64,0,0,-3.6005,85.9,1.9125,99,0.029,0.626,0.92,0.9525,2.089,4.291,-0.026,-0.165,0.148,0.461,2.612,3.553,-2.9395,-3.2475,0.4994,0.802
2,0.25,0.2285,0.165,0.5585,-20.198,0.403,0.075,419.9105,395.3,3.734,-30.2,0,0,-3.944,83.65,1.815,99.1,-0.023,0.251,0.376,0.425,1.335,3.073,-0.201,-0.318,-0.107,0.018,1.1965,2.571,-1.817,-1.991,0.4501,0.7411
2,0.75,0.436,0.342,0.243,-20.1295,0.404,0.055,420.4935,395.4,3.828,-27.45,0,0,-3.931,84.15,1.812,99.1,-0.023,0.257,0.376,0.427,1.337,3.057,-0.2105,-0.303,-0.097,0.02,1.217,2.582,-1.817,-1.9915,0.4599,0.782
2,1.25,0.423,0.363,0.25,-19.716,0.3935,0.037,420.349,395.55,3.846,-28.4625,0,0,-3.938,84.5,1.811,99.1,-0.0255,0.248,0.382,0.4275,1.328,3.075,-0.21,-0.327,-0.086,0.02,1.215,2.576,-1.824,-1.994,0.4546,0.74755
2,1.75,0.4325,0.368,0.194,-19.167,0.402,0.053,420.3345,396.15,3.846,-26.785,0,0,-4.0575,84.2,1.821,99.1,-0.0215,0.2415,0.374,0.43,1.347,3.069,-0.2145,-0.3155,-0.099,0.022,1.2145,2.571,-1.8305,-1.995,0.4657,0.7682
2,2.25,0.458,0.403,0.241,-20.7655,0.408,0.0595,420.109,395.75,3.839,-25.745,0,0,-4.0475,84.6,1.825,99.094,-0.0335,0.2545,0.3745,0.424,1.327,3.069,-0.2285,-0.308,-0.099,0.009,1.2045,2.567,-1.827,-1.996,0.4586,0.7578
2,2.75,0.456,0.393,0.3975,-20.594,0.406,0.039,420.331,396,3.813,-26.04,0,0,-4.14,85,1.819,99.099,-0.0215,0.231,0.368,0.4265,1.3255,3.055,-0.223,-0.334,-0.096,0.028,1.196,2.5575,-1.838,-1.998,0.4687,0.7805
2,3.25,0.434,0.3875,0.302,-20.37,0.417,0.028,420.456,396,3.786,-25.715,0,0,-4.2575,85.3,1.791,99.1,-0.0155,0.2435,0.359,0.424,1.3385,3.079,-0.232,-0.3095,-0.089,0.015,1.227,2.578,-1.838,-1.998,0.4691,0.7666
2,3.75,0.418,0.4,0.3075,-20.51,0.393,0.029,420.486,395.5,3.782,-25.68,0,0,-4.301,85.6,1.792,99.057,-0.032,0.251,0.369,0.434,1.343,3.069,-0.222,-0.334,-0.098,0.024,1.233,2.542,-1.8385,-1.998,0.4758,0.7685
2,4.25,0.43,0.378,0.22,-21.515,0.394,0.0415,420.581,395.55,3.7905,-25.545,0,0,-4.3375,85.75,1.783,99.0635,-0.018,0.231,0.3665,0.436,1.339,3.058,-0.233,-0.3285,-0.092,0.023,1.198,2.564,-1.845,-2.005,0.4496,0.73655
2,4.75,0.447,0.4155,0.232,-20.2345,0.394,0.045,420.62,395.7,3.7505,-26.235,0,0,-4.4205,85.8,1.768,99.0475,-0.024,0.237,0.3665,0.429,1.33,3.081,-0.227,-0.305,-0.093,0.01,1.189,2.556,-1.892,-2.1,0.4599,0.7605
2,5.25,0.4405,0.403,0.218,-19.3675,0.393,0.035,420.8815,395.2,3.7395,-25.93,0,0,-4.529,86.2,1.751,99.0325,-0.013,0.214,0.3595,0.435,1.332,3.056,-0.2335,-0.324,-0.0895,0.022,1.1775,2.548,-1.8965,-2.124,0.444,0.74645
2,5.75,0.462,0.39,0.1175,-18.553,0.399,0.029,421.1335,396.3,3.767,-25.155,0,0,-4.502,86.9,1.798,99,-0.0315,0.2215,0.347,0.429,1.337,3.059,-0.234,-0.311,-0.102,0.024,1.186,2.57,-1.8625,-2.128,0.4696,0.7584
2,6.25,0.4455,0.3815,0.2815,-18.303,0.397,0.0485,421.162,395.8,3.7275,-25.505,0,0,-4.6145,87,1.77,99,-0.057,0.199,0.353,0.427,1.334,3.056,-0.2215,-0.328,-0.093,0.0285,1.196,2.571,-1.841,-2.151,0.4541,0.7545
2,6.75,0.434,0.366,0.315,-17.336,0.399,0.061,421.177,395.6,3.7535,-26.08,0,0,-4.671,87.15,1.746,99,-0.036,0.228,0.347,0.4175,1.3375,3.057,-0.2205,-0.329,-0.099,0.0165,1.184,2.556,-1.856,-2.155,0.4588,0.7615
2,7.25,0.468,0.389,0.242,-17.451,0.409,0.068,421.0555,395.8,3.7405,-20.53,4.68,0.082,-4.779,86.7,1.766,99.006,-0.0575,0.201,0.355,0.417,1.327,3.048,-0.2195,-0.331,-0.105,0.019,1.188,2.552,-1.84,-2.151,0.4627,0.7797
2,7.75,0.453,0.409,0.4475,-12.97,0.441,0.03,421.287,395.85,3.7485,-6.714,38.91,2.264,-4.647,86.1,1.803,99.052,-0.0585,0.196,0.356,0.416,1.338,3.0565,-0.2215,-0.331,-0.104,0.0105,1.199,2.549,-1.846,-2.161,0.4895,0.7999
2,8.25,0.441,0.423,1.856,-2.4345,0.478,0.007,421.154,395.7,3.722,12.23,115.3,7.468,-4.372,84.4,1.913,99.1,-0.0575,0.216,0.369,0.42,1.328,3.039,-0.2295,-0.323,-0.101,0.0155,1.1905,2.562,-1.843,-2.163,0.5356,0.8705
2,8.75,0.445,0.483,3.718,15.025,0.5135,-0.063,420.908,395.35,3.7405,44.03,218.4,13.79,-3.885,82.2,2.058,99.1,-0.0655,0.2175,0.367,0.4175,1.339,3.04,-0.214,-0.319,-0.092,0.0285,1.182,2.564,-1.861,-2.175,0.5789,0.95095
2,9.25,0.419,0.53,5.9795,40.912,0.5595,-0.089,420.6345,395.1,3.731,81.7,331.8,19.97,-3.525,79.875,2.226,99.1,-0.064,0.2,0.3625,0.4135,1.336,3.0425,-0.251,-0.324,-0.09,0.019,1.18,2.572,-1.84,-2.111,0.6352,1.0484
2,9.75,0.404,0.5345,8.9765,73.871,0.607,-0.106,420.4105,395.1,3.7485,124.4,460.3,25.875,-3.035,77.845,2.401,99.1,-0.062,0.233,0.356,0.417,1.329,3.0705,-0.212,-0.335,-0.104,0.0145,1.173,2.549,-1.839,-2.152,0.67215,1.1409
2,10.25,0.391,0.511,11.4715,103.306,0.6305,-0.106,420.0435,394.85,3.669,164.4,563.314,30.15,-2.684,75.225,2.536,99.1,-0.0405,0.189,0.366,0.415,1.337,3.024,-0.214,-0.328,-0.117,0.0225,1.191,2.563,-1.84,-2.109,0.7033,1.1943
2,10.75,0.423,0.551,13.077,127.3125,0.6515,-0.103,419.687,394.8,3.725,191.5,658.2,33.87,-2.477,73.725,2.584,99.1,-0.059,0.196,0.3705,0.429,1.344,3.032,-0.227,-0.3285,-0.106,0.0105,1.198,2.543,-1.838,-2.001,0.7387,1.27165
2,11.25,0.4125,0.4935,14.5205,150.12,0.683,-0.108,419.662,394.65,3.7005,222.6,729.3,38.16,-2.141,72.29,2.664,99.1,-0.063,0.1935,0.371,0.4255,1.334,3.048,-0.213,-0.298,-0.096,0.0115,1.199,2.5555,-1.837,-1.994,0.7706,1.2998
2,11.75,0.401,0.48,14.879,166.127,0.6785,-0.096,419.196,394.4,3.704,237.6,758.8,39.25,-1.932,71.03,2.737,99.088,-0.053,0.199,0.369,0.434,1.33,3.034,-0.218,-0.307,-0.0935,0.0185,1.2005,2.5475,-1.819,-1.994,0.7763,1.3123
2,12.25,0.338,0.431,14.5065,170.297,0.701,-0.1205,419.035,394.6,3.7175,247.7,788.65,39.715,-1.783,70.645,2.764,99.068,-0.041,0.2085,0.382,0.43,1.3355,3.059,-0.222,-0.287,-0.1005,0.022,1.196,2.546,-1.662,-1.984,0.7887,1.3318
2,12.75,0.3735,0.464,16.106,169.503,0.708,-0.0825,418.985,394.3,3.7085,247.1,790.099,39.38,-1.605,69.31,2.773,99.001,-0.019,0.214,0.364,0.4225,1.338,3.044,-0.231,-0.294,-0.094,0.013,1.196,2.545,-1.654,-1.895,0.7983,1.34005
2,13.25,0.4205,0.5065,16.25,161.143,0.7105,-0.065,418.806,394.5,3.726,245.2,797.9,38.85,-1.386,69.29,2.822,99,-0.029,0.219,0.3685,0.433,1.3445,3.072,-0.206,-0.308,-0.099,0.024,1.177,2.563,-1.635,-1.8145,0.828,1.3503
2,13.75,0.3995,0.486,15.005,158.747,0.708,-0.058,418.7705,394.4,3.763,225.8,718.3,34.92,-1.292,68.88,2.786,99,-0.0115,0.2525,0.373,0.4405,1.345,3.061,-0.204,-0.287,-0.078,0.036,1.229,2.5375,-1.634,-1.814,0.8047,1.3527
2,14.25,0.366,0.434,13.331,147.606,0.709,-0.067,418.679,394.1,3.7745,194.7,643.7,30.98,-1.3135,69.035,2.85,99,-0.015,0.208,0.379,0.434,1.3435,3.067,-0.2,-0.282,-0.11,0.003,1.2025,2.547,-1.581,-1.7385,0.7984,1.3419
2,14.75,0.394,0.443,12.3615,121.473,0.7015,-0.018,418.427,393.9,3.722,164.2,545.2,26.23,-1.3765,69.245,2.802,99,-0.0165,0.2205,0.369,0.4375,1.341,3.066,-0.1975,-0.296,-0.1,0.024,1.191,2.542,-1.472,-1.661,0.7894,1.3071
2,15.25,0.413,0.4595,10.29,95.0055,0.6795,-0.019,418.564,394.2,3.708,123.3,440.3,21.529,-1.3025,69.85,2.728,99,-0.0015,0.227,0.3675,0.424,1.341,3.064,-0.174,-0.28,-0.081,0.038,1.1985,2.565,-1.47,-1.6325,0.77865,1.2745
2,15.75,0.375,0.434,9.178,72.572,0.646,-0.018,418.353,394.25,3.7565,90.15,346.4,18.37,-1.5415,70.92,2.599,99,-0.0065,0.235,0.385,0.432,1.339,3.054,-0.1805,-0.299,-0.0955,0.018,1.1935,2.561,-1.47,-1.6325,0.7464,1.219
2,16.25,0.4225,0.4275,7.4,46.705,0.637,0.004,418.298,394.45,3.78,51.145,251.3,14.2525,-1.657,71.31,2.523,99,0.007,0.241,0.3875,0.4355,1.351,3.07,-0.203,-0.293,-0.086,0.0305,1.1925,2.53,-1.461,-1.632,0.7127,1.20245
2,16.75,0.414,0.386,5.766,18.505,0.599,0.03,418.453,394.3,3.838,16.505,155.15,8.31,-1.805,72.485,2.463,99,0.016,0.253,0.3855,0.436,1.343,3.073,-0.19,-0.263,-0.0805,0.0255,1.234,2.563,-1.457,-1.6325,0.6907,1.1389
2,17.25,0.432,0.3565,3.297,-0.294,0.576,0.04,418.387,394.5,3.8615,-7.5275,64.45,3.859,-2.026,74.605,2.285,99,0.01,0.288,0.388,0.451,1.331,3.091,-0.203,-0.28,-0.0905,0.0235,1.216,2.553,-1.462,-1.6325,0.6513,1.05375
2,17.75,0.481,0.3865,1.732,-12.386,0.512,0.077,418.631,394.9,3.8615,-24.975,12.715,0,-2.383,76.5,2.073,99.04,0.012,0.308,0.3975,0.44,1.335,3.066,-0.1925,-0.28,-0.0845,0.0275,1.178,2.561,-1.468,-1.633,0.583,0.9717
2,18.25,0.457,0.361,1.0615,-17.468,0.4675,0.1035,418.8975,395.3,3.865,-34.415,0,0,-2.615,77.85,1.97,99.029,0.007,0.277,0.395,0.424,1.3395,3.081,-0.203,-0.281,-0.0865,0.033,1.205,2.548,-1.47,-1.6335,0.5441,0.883
2,18.75,0.466,0.367,0.794,-17.5615,0.4585,0.09,419.119,395.3,3.8615,-32.82,0,0,-2.784,78.79,1.948,99.1,-0.005,0.3085,0.397,0.4335,1.337,3.059,-0.2045,-0.28,-0.0845,0.0375,1.182,2.538,-1.4715,-1.634,0.5217,0.84215
2,19.25,0.445,0.38,0.475,-17.4115,0.443,0.065,419.233,395.35,3.863,-32.485,0,0,-2.9105,79.785,1.925,99.1,-0.0015,0.241,0.396,0.42,1.3205,3.061,-0.19,-0.284,-0.106,0.019,1.2,2.562,-1.474,-1.6805,0.5025,0.83065
2,19.75,0.4475,0.391,0.479,-19.457,0.45,0.04,419.149,395.2,3.828,-30.8545,0,0,-3.025,80.7,1.909,99.1,-0.007,0.285,0.3935,0.4315,1.3355,3.0475,-0.1815,-0.273,-0.0975,0.0315,1.212,2.565,-1.483,-1.782,0.5228,0.8447
2,20.25,0.448,0.373,0.559,-21.037,0.436,0.053,419.1945,395.3,3.817,-32.92,0,0,-3.216,80.9,1.908,99.1,0.01,0.293,0.398,0.43,1.327,3.06,-0.203,-0.273,-0.094,0.029,1.1955,2.564,-1.592,-1.764,0.50725,0.83645
2,20.75,0.453,0.3965,0.366,-20.204,0.434,0.0395,419.1405,395.3,3.818,-30.1,0,0,-3.28,81.5,1.8805,99.1,-0.01,0.254,0.3835,0.4245,1.3325,3.052,-0.191,-0.28,-0.089,0.034,1.177,2.568,-1.634,-1.7845,0.4947,0.8233
2,21.25,0.469,0.403,0.478,-19.8915,0.427,0.04,419.157,395.3,3.802,-29.99,0,0,-3.41,82,1.878,99.1,-0.0215,0.304,0.385,0.4235,1.336,3.0615,-0.203,-0.277,-0.088,0.033,1.1965,2.561,-1.635,-1.7925,0.4858,0.786
2,21.75,0.468,0.4035,0.396,-19.972,0.442,0.028,419.4905,395.3,3.814,-29.5,0,0,-3.479,82.3,1.886,99.1,-0.018,0.299,0.397,0.43,1.331,3.082,-0.2075,-0.269,-0.0955,0.043,1.234,2.561,-1.636,-1.795,0.4971,0.822
