DOY2,HR2,USTAR,FC,H,LE,CO2,H2O,TA,G,TS,NETRAD,RH,VPD,WS,SW_IN,PA,PPFD_IN
1,9.75,0.1761951,0.177249121,-3.1944182,2.4669013,389.7277284,3.090126923,-7.5792,-3.5935,-2.1697435835,23.5195,81.352,0.774201688,3.09269615,184.43026,98.4653931,365.645
1,10.25,0.18230285,0.180475428,-1.44012965,3.9382093,388.84378845,3.046143872,-7.46105,-2.926439,-2.1506875835,30.1075,80.0965,0.792040295,3.32694425,228.128605,98.50157165,466.265
1,10.75,0.2084542,0.1945934915,-0.97994505,6.5405889,388.33742165,3.09444555,-7.0399,-2.024372,-2.0661269165,38.0095,78.1815,0.9733011775,3.48590705,273.14392,98.4720688,599.71
1,11.25,0.19784565,0.195983672,-0.174462135,8.23589135,388.2236843,3.187386841,-6.4322783,-1.1863001465,-1.95805575,42.0195,77.634,1.0878146675,3.4250646,316.015,98.42261895,603.855
1,11.75,0.2045263,0.288592811,-1.436532,8.178394,388.2816334,3.022158115,-6.03575,0.601405,-1.900028,44.504,76.3445,1.135722414,3.4871192,354.1822785,98.4271653,550.725
1,12.25,0.19523605,0.219643951,0.7551004,9.506123,389.0927658,3.08871708,-5.7003,1.8221089165,-1.843903,39.67895,74.5665,1.159555647,3.5172595,345.97026005,98.35529,584.975
1,12.75,0.18818345,0.221099898,0.4459763,10.7289934,388.4447575,3.1058486675,-5.5082471,2.3263933335,-1.7782731665,42.07,73.77,1.1748208785,3.63073065,316.395,98.3704624,590.705
1,13.25,0.1922897,0.246127679,-1.21854295,10.74596205,387.8621548,3.291652342,-5.518,1.4695,-1.7243880835,40.3925,74.584,1.1600391225,3.741838,283.48801245,98.3922195,581.3
1,13.75,0.20130645,0.152541104,0.1216213,10.57283785,387.1264627,3.336434094,-5.50485,-0.2076123335,-1.6809050835,29.20176,74.201,1.199801538,3.51955315,263.05,98.38126,511.465
1,14.25,0.2069699,0.232697585,-2.7118938,10.5405073,387.1169856,3.25701539,-5.25455,-0.6576256665,-1.6278349165,23.242,73.3335,1.241422673,3.6496588,234.38,98.3653,450.1
1,14.75,0.2094639,0.177494047,-3.09398545,9.61762525,385.9023889,3.0228566175,-5.2199,-0.8939071665,-1.5708200835,11.3235,72.3635,1.245665086,3.60157935,187.735,98.39187,390.785
1,15.25,0.1965899,0.1572718,-4.223187,8.50060125,386.7273041,3.047093054,-5.1175,-1.4419506665,-1.5110876665,1.7384,71.294,1.263150815,3.5006177,142.905,98.35391,263.165
1,15.75,0.19370215,0.2544095705,-6.30173805,6.329556,385.744152,3.5137475895,-5.16755,-2.93462105,-1.4928517085,-12.699,72.2245,1.1898611,3.58172825,86.903,98.3851,161.945
1,16.25,0.18427975,0.264689874,-7.37208675,4.2448822,384.887717,3.42437652,-5.5625,-3.7475,-1.5244197335,-24.9625,73.3365,1.105573691,3.5621512,40.906,98.3674,76.371
1,16.75,0.1764542,0.244388253,-9.76785995,2.4099034,385.0224873,3.397664664,-6.1398,-4.272,-1.57738,-33.0155,73.114,1.221710402,3.349167,10.319,98.37840515,18.944
1,17.25,0.1670339,0.166778546,-8.0482473,2.3018065,385.08589,3.4636105025,-6.46174225,-5.27545,-1.59624,-37.18357825,75.1035,1.161858282,2.8581358,0.310335,98.380127,1.2567
1,17.75,0.1465102,0.286370337,-8.8494525,0.8167282,385.9356856,3.300838049,-6.7261047,-6.60144175,-1.66265,-34.3800415,77.5215,1.0913616925,2.686198,0,98.3463284,0
1,18.25,0.14492695,0.197982538,-9.0762405,1.0404447,386.4711073,3.276396668,-7.03315795,-6.5387,-1.63475,-32.7495203,78.396,1.0207857085,2.75308325,0,98.406,0
1,18.75,0.1517704,0.192185554,-7.2873664,1.2148033,385.7570152,3.3540089855,-7.1597,-6.98055,-1.61275,-32.401381235,78.3515,0.998485188,2.68578805,0,98.4,0
1,19.25,0.1587926,0.212498016,-6.9699578,0.7070603,386.5730547,3.3125849465,-7.5029,-6.981742,-1.5957,-31.655569,78.369,0.805833855,2.71386495,0,98.415,0
1,19.75,0.15915465,0.187599501,-7.58078435,0.77384285,386.5937263,3.1194088865,-7.9764,-7.2623068665,-1.585925,-30.4673935,79.68,0.893730558,2.784434,0,98.406,0
1,20.25,0.16992115,0.1890792605,-8.286323,1.5986518,386.3406099,3.2373038755,-8.16305,-6.978,-1.571075,-22.78050905,80.7055,0.913167062,2.8260918,0,98.421,0
1,20.75,0.1626916,0.096682164,-6.2614239,2.345031,385.89650485,3.017547109,-8.0383,-6.8041438,-1.56135,-23.8409141,80.8215,0.908209454,2.873785,0,98.4079285,0
1,21.25,0.1565559,0.1686,-5.9810555,2.046599,386.5360037,3.050896848,-7.97908775,-7.296749,-1.56165,-23.18406025,81.5085,0.964239116,2.687245,0,98.4065,0
1,21.75,0.1661447,0.128810409,-6.6592021,2.021981,386.0557461,3.031768257,-7.82885,-7.4530488335,-1.5725,-21.806986035,81.6225,1.034818972,2.8607988,0,98.4,0
1,22.25,0.16120955,0.097137998,-7.04017735,1.4393905,385.767445,3.102402877,-7.5177,-7.603519,-1.5480043335,-22.37192725,81.501,0.9992063635,2.7689214,0,98.3855057,0
1,22.75,0.16791955,0.174033337,-7.29503085,1.1475053,384.92562965,3.1302448705,-7.7348,-7.21273,-1.58544525,-21.2204091,81.705,0.961540451,2.9055531,0,98.3905,0
1,23.25,0.16513705,0.1503477715,-6.5451417,1.7028226,385.5007981,3.272422471,-7.6828,-6.9063,-1.6319533335,-19.0313189,81.4675,0.9415454455,2.755598,0,98.387,0
1,23.75,0.17443445,0.1690397555,-7.97561905,0.8078175,385.333607,3.088778225,-7.7466364,-6.62025,-1.6666361665,-24.1391738,82.389,0.937412644,2.7836683,0,98.27265365,0
2,0.25,0.1442689,0.015894478,-6.93594455,0.5554535,386.1173409,2.7822856385,-7.0835,-4.9660343335,-3.709025,-28.9395,85.82,0.563124397,2.50468015,0,98.3303833,0
2,0.75,0.14752575,0.048026284,-7.6699023,0.5395278,388.929307,2.682883711,-7.26095,-4.84105,-3.738925,-27.1385,86.0875,0.527249071,2.431331,0,98.34140775,0
2,1.25,0.1574832,0.031986234,-9.050454,0.38939375,387.5099743,2.684996454,-7.3947,-4.474775,-3.7719,-29.30251693,87.3815,0.532115738,2.6137198,0,98.3406987,0
2,1.75,0.14459685,0.046741127,-9.0744066,0.0276998,386.469084,2.533557449,-7.5201,-5.1607,-3.8071,-29.54288955,87.2975,0.5131503,2.5387,0,98.2886852,0
2,2.25,0.1538393,0.056696054,-9.2259045,0.23814035,386.2714565,2.4978729495,-7.5024,-5.40925325,-3.84525,-28.23026905,87.3235,0.5090410545,2.562672,0,98.2860031,0
2,2.75,0.14272595,0.035164327,-7.928822,0.142976,385.23047125,2.4983248045,-7.699,-5.50045,-3.8852,-29.0640535,87.4855,0.494072221,2.4772719,0,98.2817801,0
2,3.25,0.1434262,0.0293911555,-9.41599035,0.265914,388.9411352,2.508018894,-8.0364,-5.86629,-4.0205740835,-33.415,87.4,0.456918321,2.44080865,0,98.30120005,0
2,3.75,0.1354571,0.018297993,-8.83952,-0.0394015,386.7890827,2.5375034145,-7.9564,-6.5056149165,-4.1097654165,-31.44757475,87.4165,0.4988391785,2.56257055,0,98.2952519,0
2,4.25,0.1282537,0.024266924,-7.56562325,0.0168368,387.7264973,2.5083410235,-7.5777,-6.6276335,-4.2199111665,-26.8635,87.5765,0.502154586,2.4256695,0,98.289165,0
2,4.75,0.120484,0.019970496,-8.186804,0.1912202,387.9696537,2.506513861,-7.7515,-7.0264671665,-4.25025,-27.9575,87.5475,0.49005516,2.4209292,0,98.358,0
2,5.25,0.1292785,0.020023359,-6.9507828,-0.0440723,387.3345402,2.376440392,-8.1519136,-6.2223693335,-4.23765,-28.1905568,87.81,0.4857884395,2.3681024,0,98.34064105,0
2,5.75,0.1200884,0.027594466,-8.661028,0.1833904,387.94285565,2.451676938,-8.4668,-6.114222,-4.23115,-33.6375,88.374,0.504264059,2.3219092,0,98.341362,0
2,6.25,0.1189697,0.001326681,-6.7628796,-0.064462065,385.3134574,2.3977400035,-8.1575,-6.3744448335,-4.2408,-34.7805,87.7085,0.4803642,2.3768842,0,98.3721695,0
2,6.75,0.12672785,0.004409797,-7.3368516,0.3312721,388.11006185,2.31710607,-9.1216,-7.1886645,-4.249,-30.8378796,88.03,0.46711344,2.3371682,0,98.376575,0.136585
2,7.25,0.14503685,0.0485837395,-7.7801108,0.1694092,388.0842064,2.297680698,-8.365,-7.7522313335,-4.247275,-24.413,87.7185,0.434650487,2.4112124,6.033832241,98.40938,8.4476
2,7.75,0.14355045,0.058676267,-6.6040244,0.4591531,387.5949355,2.4915742055,-9.2169,-6.47695,-4.288225,-14.306355,87.436,0.422561208,2.42047405,38.18152745,98.3753815,68.001
2,8.25,0.1572018,0.057621227,-5.132511,1.57591175,389.99120715,2.4186695605,-8.37802645,-5.1655,-4.298775,-2.10065,85.617,0.432457776,2.8500619,102.8,98.4032059,186.78
2,8.75,0.1866071,-0.037128416,-4.6761799,2.7234044,389.3202098,2.429781828,-7.71855,-2.93220275,-4.293,9.1115,85.648,0.4917721835,2.9584321,175.46,98.41941,317.87
2,9.25,0.1811641,-0.036787867,-1.2687045,4.0920587,389.6090327,2.528886352,-7.6362,-1.35030125,-4.2695,19.997,84.0965,0.581638304,2.9667521,240.175,98.4223175,484.465
2,9.75,0.1889465,-0.1266371015,0.78132255,6.0728822,390.2732618,2.514526735,-7.1916,-0.1368688335,-4.14945,33.19315,82.5845,0.73081324,3.2259847,323.01,98.4142151,630.34
2,10.25,0.195138,-0.121169917,4.571532,8.2487726,389.92749775,2.6772376855,-6.599,0.498758,-4.1485,40.88855,80.213,0.797085632,3.176044,382.615,98.405,766.93
2,10.75,0.20105605,-0.0978863815,6.37176515,11.83795,389.9913069,2.7358956565,-6.2928,1.55427325,-4.0342475,49.4307,78.54,0.9360296295,3.43475395,445.5784295,98.414,868.54
2,11.25,0.21205925,-0.08249915,10.2482872,14.6744318,389.69377825,2.782692359,-5.7680152,2.1946368335,-3.885,56.0204,77.708,1.024924759,3.6379974,484.2,98.42679715,927.58
2,11.75,0.22314165,-0.0983492345,10.405914,16.147028,389.6967698,2.691325543,-5.34975,2.46197175,-3.616,59.164,77.095,0.989892186,3.6836236,497.39,98.4276659,1036.8
2,12.25,0.21689275,-0.070660585,10.6620569,17.1431967,389.8216462,2.7198793005,-4.9202662,3.716,-3.38815,57.231,75.3935,1.1515445675,3.750156,499.64,98.4260132,1062.25
2,12.75,0.2181941,-0.006306838,10.4406394,17.58079,389.5744755,2.776111072,-4.6029,3.7382926665,-3.342,54.3741,73.3285,1.195081886,3.7760632,513.44,98.40972065,1059.75
2,13.25,0.2183806,-0.0241864155,9.0381689,18.0630417,389.64333675,2.848824758,-4.2955,3.4592,-3.2896,47.485,72.0145,1.271082006,3.776075,468.30890855,98.3865706,1018.45
2,13.75,0.20548295,0.049855993,7.7365732,18.9393501,389.26658145,2.911713623,-4.095,3.6953557,-3.248425,45.92385,72.101,1.296088335,3.7674005,436.89,98.38200945,949.45
2,14.25,0.2065437,-0.024753373,3.49588605,16.44838205,389.3270644,2.997157417,-3.9286,3.7426,-3.1725,30.6171,72.0325,1.315748826,3.74561215,382.805,98.351593,870.02
2,14.75,0.2080062,-0.036240594,1.0283921,15.53206455,389.4679702,3.031760602,-3.6176,3.3037005,-3.0615,21.472,71.2955,1.358594184,3.6731235,329.095,98.3429947,743.12
2,15.25,0.22454295,0.046176437,-0.2812471,14.2484083,388.99996535,3.0097099475,-3.59455,3.2466,-2.985,11.27,72.197,1.38690819,3.8797488,266.86,98.3476105,574.035
2,15.75,0.21255795,0.04927316,-3.4826627,13.31780295,389.1588712,3.0947794875,-3.6679714,1.9731365,-2.9365,2.131565,72.01,1.319431131,3.62798905,191.785,98.3123245,439.87
2,16.25,0.20002365,0.065005103,-5.405731,9.8371739,388.5924712,3.0332740265,-3.7199,1.3468505,-2.843486,-4.1702,73.2755,1.274689921,3.53029375,122.085,98.3339046,267.835
2,16.75,0.1905998,0.067669804,-7.99979115,6.7019949,388.9314413,3.094907089,-3.90035,0.190092,-2.7341475,-19.27501,75.7445,1.231122774,3.4188557,60.433,98.34414365,144.135
2,17.25,0.16938765,0.058147182,-8.99408055,5.7277,389.0145052,3.228708874,-4.3342,-0.62495425,-2.6616795,-26.854585,77.937,1.120097022,3.1134401,20.2611358,98.33742905,45.3865
2,17.75,0.1485669,0.0584963375,-10.19546,3.0235107,389.1868069,3.129302003,-4.9151,-1.2849129835,-2.6178111665,-32.41310235,79.3705,1.01311316,3.01863955,2.362638055,98.35767365,5.8954
2,18.25,0.1428186,0.0183713005,-10.17103925,2.5093951,388.56461395,3.229144916,-4.9601,-2.0334932335,-2.5826434165,-35.0715,80.264,0.832813365,2.6521776,0,98.3932571,0.045505
2,18.75,0.1316901,0.043177231,-9.89929725,1.26692895,387.6764192,3.090440175,-4.5782,-2.00938875,-2.551,-35.50729825,81.249,0.734371094,2.46757125,0,98.42554095,0
2,19.25,0.1368163,-0.009183706,-11.09849,0.4564922,388.02791345,3.052128357,-4.70428125,-1.93424325,-2.647,-33.384,81.654,0.775483264,2.416833,0,98.3892822,0
2,19.75,0.13601575,0.0562026305,-10.4917374,0.2570295,389.15484635,3.0257533725,-5.0623,-2.05083675,-2.785,-36.7885,83.017,0.810756571,2.464225,0,98.3830795,0
2,20.25,0.1286379,0.058993299,-9.57964565,0.55939825,390.1690672,2.9847361,-5.524,-2.46085125,-2.837,-33.6754603,82.875,0.80257293,2.3849103,0,98.3684447,0
2,20.75,0.11865605,0.0134323615,-7.96728325,0.3575581,388.4695712,2.907211617,-6.0083,-2.5181915,-2.9185,-33.728,83.3075,0.69862663,2.4107227,0,98.3571777,0
2,21.25,0.13174745,0.048411339,-8.4043798,0.56539025,390.87852365,2.912166075,-6.2783,-3.3666,-2.9615,-32.457,84.501,0.6829622035,2.4386592,0,98.3657,0
2,21.75,0.1397001,0.044154666,-9.030817,0.45935845,390.0854377,2.9386016455,-6.3763,-3.45786175,-3.015,-31.5454372,84.523,0.685265039,2.4064192,0,98.3821478,0
2,22.25,0.13524915,0.06706537,-9.4618783,0.5657986,389.6918035,2.797969039,-6.1793165,-3.88475,-3.0745,-32.5515,85.0575,0.700121937,2.3232386,0,98.2935562,0
2,22.75,0.147072,0.021968069,-7.7393527,0.7103947,389.8553862,2.85011504,-6.7028009,-4.28052325,-3.125,-30.86,86.246,0.665311092,2.326649,0,98.32942,0
2,23.25,0.13705915,0.0038054205,-6.9516478,0.2857346,389.4168351,2.785325387,-6.1999,-4.9342995,-3.15,-31.048,86.462,0.673853216,2.700962,0,98.3597336,0
2,23.75,0.15018015,0.045252296,-6.98733855,0.37814155,388.4159602,2.787296574,-6.8891,-4.0723,-3.169,-25.4145,86.986,0.610631522,2.5302266,0,98.3288422,0
3,0.25,0.1422448,0.242657898,-10.28781,1.1305817,384.9326714,4.428225001,0.398725,0.38,-0.1558,-36.739584,81.037,1.2836846855,2.5696628,0,98.2933998,0
3,0.75,0.1402598,0.130989908,-10.28143,0.9860429,385.5652096,4.286902033,0.3413092,0.288,-0.159,-36.008,81.0465,1.257857196,2.4946401,0,98.2707672,0
3,1.25,0.1387123,0.169438712,-9.4443798,0.76838845,386.9163669,4.351194186,0.14238,0.1459391335,-0.15892,-35.4969898,81.349,1.2434595405,2.317579,0,98.2676849,0
3,1.75,0.1217648,0.136035832,-9.3966365,0.9043527,388.0340257,4.3468221125,-0.09375,0.01,-0.1608875,-34.2885,81.952,1.210581237,2.2888789,0,98.25127,0
3,2.25,0.128566,0.185843769,-7.47238755,0.46097335,387.3173859,4.267482268,-0.54035,0.195,-0.15824,-31.8125,82.525,1.038780625,2.3664935,0,98.28092,0
3,2.75,0.1300239,0.125866878,-7.5826402,0.39920065,387.2002156,4.471459332,-0.56212,0.1515,-0.1615275,-30.3416594,82.924,1.0139840185,2.3115113,0,98.25279,0
3,3.25,0.1404949,0.1057933325,-6.3488393,0.79509605,386.8479393,4.109939024,-0.70330205,-0.013,-0.174135,-27.799376,83.104,1.078892786,2.5110338,0,98.248558,0
3,3.75,0.138317,0.088152852,-6.016473,0.5423549,386.864766,4.251435724,-0.64442,0.175,-0.171,-26.518253,84.0055,1.049194085,2.4376965,0,98.314218,0
3,4.25,0.1323223,0.088264225,-6.497375,0.4751502,387.12952555,4.146645919,-0.86803,0.1175,-0.1759925,-25.3704905,84.8355,0.980053463,2.519057,0,98.2804489,0
3,4.75,0.1430463,-0.021072979,-6.2168736,0.4739136,386.8416402,4.061487549,-0.94355,0.2235,-0.173075,-28.3355,84.8825,1.001896867,2.447903,0,98.2893463,0
3,5.25,0.1405035,0.0918981745,-7.0134163,0.8543242,385.9987261,4.1598278665,-1.2047,-0.026,-0.174785,-32.314,84.6275,0.932402026,2.5326064,0,98.31124415,0
3,5.75,0.1249924,0.1352556075,-6.7721581,0.9399447,385.9033919,4.234692065,-1.44885,-0.2345,-0.178,-28.389,85.071,0.913315528,2.552622,0,98.34914,0.057955
3,6.25,0.1195988,0.110178025,-7.265116,0.1938842,386.61153705,4.203327258,-1.3163,-0.2075,-0.1805,-28.3845,84.9215,0.89205722,2.3193126,2.027546805,98.3414536,6.4213
3,6.75,0.1286356,0.097546207,-5.07282245,0.9658521,385.72899375,3.8560757195,-1.2545,0.435615375,-0.156,-12.11,84.9,0.9132764685,2.41117035,20.74437495,98.271,38.3075
3,7.25,0.1432525,0.0995497,-3.1578691,3.104724,386.92541745,4.047306657,-0.85536,1.103874575,-0.115129299,4.309,84.6795,0.9307408025,2.5238074,64.752283,98.37576725,110.215
3,7.75,0.1716153,0.116713743,-1.6717629,5.6972623,386.2316561,4.147963143,-0.5119278,1.9935,-0.115401899,24.898,83.361,0.991008048,2.50492395,136.9,98.3876048,227.575
3,8.25,0.1784687,0.080682617,0.2178227,9.7907333,385.4317304,4.152527212,-0.49682,2.454785375,-0.10707,51.1725,82.5675,1.08641942,2.8095,208.875,98.350441,367.42
3,8.75,0.1971083,0.0303851,0.38997195,12.0099564,386.9184033,4.2636347625,-0.264945,2.65952925,-0.10079,74.785,80.346,1.128150424,2.9979203,301.545,98.397675,477.925
3,9.25,0.2023298,-0.0058050685,2.8503516,18.1676159,386.8733285,4.3690329835,0.264575,4.6603972585,-0.0985225,108.951645,78.4145,1.296202141,3.0685277,382.24,98.43667925,594.805
3,9.75,0.1953454,0.036093253,3.549261,21.3832836,385.607517,4.4384950615,0.50935,5.04128145,-0.0909275,126.865,76.721,1.428460705,3.2431223,452.66,98.41271,695.265
3,10.25,0.2191488,0.197491756,7.5662682,23.66317555,385.3449338,4.537144875,0.71552,4.3085,-0.0837775,146.79879,74.6185,1.472203156,3.3044546,498.165,98.42078,839.945
3,10.75,0.216998,0.1431742485,7.4657786,23.757906,384.3361472,4.549248485,1.1416,4.6685983435,-0.0795,151.805,72.687,1.798494427,3.3723302,516.065,98.4790039,875.525
3,11.25,0.2111833,0.071675927,11.7283106,24.332613,384.15991595,4.534230667,1.7267,3.940925225,-0.063865,174.135,70.563,1.889825656,3.44988165,551.575,98.38698,868.67
3,11.75,0.2233631,0.130540878,9.662959,28.8813839,384.4668108,4.525149785,2.0353,4.3919,-0.066,151.625,69.358,2.057847741,3.413733,542.59,98.366,850.505
3,12.25,0.2145052,0.2098333145,10.37926,29.63081265,384.46631505,4.30191256,2.38585,4.77245655,-0.0615,165.585,69.255,2.303482155,3.5188518,508.395,98.37109,911.685
3,12.75,0.222385,0.161875235,9.7146673,29.56436155,383.7791229,4.514671371,2.687,5.5005346315,-0.063,154.18005,68.9485,2.389982574,3.73615,543.48,98.34975,916.455
3,13.25,0.2336497,0.291199456,12.4583702,29.4762344,383.1680627,4.537672042,2.7187,6.07419015,-0.0631775,160.815,67.204,2.444687853,3.69548915,549.25767955,98.33028,860.93
3,13.75,0.2382373,0.245907473,7.0182633,24.8466187,383.291144,4.557479854,3.1395,6.0234184485,-0.062,137.735,66.116,2.43906513,3.802713,508.11764155,98.3194853,926.94
3,14.25,0.2287203,0.215322848,5.000922,24.5137129,383.2931347,4.466101493,3.1198,5.809628075,-0.06557,128.28,66.306,2.492602713,3.830325,478.728414,98.28593,891.035
3,14.75,0.2427564,0.262583059,2.6151557,23.20726975,382.8451526,4.608940376,3.298,6.49254603,-0.0635,113.245,65.681,2.6153859795,3.8249,420.99,98.26931,756.795
3,15.25,0.22431215,0.275017576,1.5742038,27.51771545,382.6340799,4.591861312,3.4023,6.2722600315,-0.0645,89.0455,64.2435,2.7906946325,3.703168,320.855,98.247,567.355
3,15.75,0.23297555,0.361302075,-1.1254827,20.0544853,381.8197217,4.4941181675,3.2898,4.8422919,-0.066,66.3565,64.591,3.049099048,3.71003,272.44771,98.2478477,434.315
3,16.25,0.20920205,0.325495181,-2.937568,22.60687145,382.131423,4.479792558,3.5923,4.414207875,-0.073,42.06,65.4325,2.828451869,3.5556781,209.005,98.25297985,339.36
3,16.75,0.1971639,0.255675247,-6.5320334,16.3355217,382.2870276,4.526098249,3.553,3.0036214,-0.076,22.9565,66.4155,2.762254703,3.4751398,130.3806605,98.25695415,226.945
3,17.25,0.18322825,0.293629663,-7.8871388,13.95012,383.62795685,4.418189794,3.35245,1.498896325,-0.0795,3.49535,67.0745,2.7224515965,3.1743879,74.3575,98.25858,141.87
3,17.75,0.1754598,0.245967797,-9.763711,10.7797554,384.7369588,4.371282815,2.9697,1.415,-0.086,-15.7585,69.13,2.536703827,3.0065038,27.879,98.2508278,65.276
3,18.25,0.16774015,0.260750652,-13.8242105,6.06139665,384.273283,4.379042941,2.3839,1.250915175,-0.0873875,-29.944,71.8,2.096693928,2.983932,3.8613210895,98.26161195,11.9945
3,18.75,0.1407651,0.2113879125,-14.52398,4.0711579,384.8554637,4.426726805,1.9346,-0.00191695,-0.0864075,-39.6042885,73.0285,1.869865998,2.5775559,0,98.233,0.243775
3,19.25,0.1482615,0.2191930945,-14.8335524,3.02407635,385.0871489,4.4270853775,1.9984,0.1325525,-0.092,-39.25186,74.0095,1.74303096,2.373612,0,98.2385529,0
3,19.75,0.1434013,0.176371471,-12.6571093,2.121662,385.889899,4.361096364,1.65885,0.9778982945,-0.10556,-35.68378,75.5265,1.519697718,2.4946818,0,98.2785046,0
3,20.25,0.1239515,0.2063057035,-10.95461,2.113625,385.1480556,4.475649473,1.4058,0.97207895,-0.11217,-37.748,76.702,1.450846138,2.3219,0,98.295,0
3,20.75,0.1359536,0.1579238005,-12.8556261,2.233636,386.2798793,4.610212171,1.18075,0.67773235,-0.1125,-37.2545,76.0985,1.524428676,2.474657,0,98.304,0
3,21.25,0.1453212,0.171779113,-12.5408212,1.5290362,385.5879733,4.520827265,1.1636,1.29210525,-0.115,-40.1215,76.5265,1.401372675,2.4839256,0,98.31650995,0
3,21.75,0.1574677,0.17657104,-13.72731,1.721918,385.8609784,4.528430843,1.1358,1.259999775,-0.1045,-38.091,78.031,1.322046803,2.6401,0,98.2846794,0
3,22.25,0.1493619,0.155342579,-12.63027085,2.2635181,385.0505349,4.513457902,0.797735,0.767767,-0.1024275,-38.1455,78.7225,1.281438842,2.4477,0,98.3301392,0
3,22.75,0.1461914,0.220258011,-12.0315924,1.297227,384.7561722,4.46969279,1.0282,0.404,-0.103,-42.4153835,78.6485,1.2940936725,2.7007291,0,98.28535505,0
3,23.25,0.1498579,0.158861549,-13.53301815,1.777539,385.6222668,4.379042544,0.840185,0.668,-0.104197196,-42.1449065,79.4295,1.350953172,2.61828115,0,98.2884979,0
3,23.75,0.1455498,0.2075317835,-11.0784483,1.488537,386.0817604,4.414590027,0.784945,0.35496565,-0.106475711,-41.656487,79.448,1.327812096,2.377904,0,98.28074825,0
4,0.25,0.1416183,0.812471822,-12.97402,3.216962,394.1311419,6.605382536,7.4881,-19.693422075,6.8461,-49.13461485,68.769,3.831230892,2.0053568,0,98.0226135,0
