DOY2,HR2,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,TA_1_1_1,RH_1_1_1,CO2_1_1_1,H2O_1_1_1,WS_1_1_1,USTAR_1_1_1,TS_1_1_1,G_1_1_1,G_1_1_2,G_1_1_3,PA_1_1_1,FC_1_1_1,SC_1_1_1,LE_1_1_1,SLE_1_1_1,H_1_1_1,SH_1_1_1,NEE
1,0.25,0,0,0,0.04352,225.6891258,283.02659975,-77.42704488,-6.18621825,60.25,393.261825,2.186878,2.3591835,0.1843,1.13177075,-10.87697375,-11,-10,98.20372375,-0.02246725,-0.1503685,-0.7509465,-1.78058525,-26.74121,-0.8452125,0.2448785
1,0.75,0,0,0,0,228.65123215,282.6373075,-76.630222795,-6.4187985,61.0758,393.007878,2.177509,2.250509,0.17375925,1.1129005,-11.17245,-11.30165,-10.0375975,98.198605,-0.019882,-0.163175,-0.5289135,-1.3017805,-28.048632,-0.56282275,0.204907
1,1.25,0,0,0,0,225.1682296,282.0970499,-77.395359585,-6.5962085,61.52,392.960962,2.122736,2.2819035,0.1705,1.10264225,-11.7913215,-11.5,-10.379285,98.18635,-0.012896,-0.160446,-0.4567455,-1.731336,-25.63757,-0.270449,0.179622
1,1.75,0,0,0,0.0040465,225.027352,281.85069745,-77.504106175,-6.8718795,62.4,393.101824,2.1221475,2.3175,0.17734,1.09379075,-12,-11.847035,-10.288475,98.177075,-0.022722,-0.178231,-0.66402425,-1.84198,-25.84471175,-0.103173,0.26130525
1,2.25,0,0,0,0,224.6786618,280.87304715,-76.22809922,-7.0602805,62.60947,393.135221,2.1239925,2.2367755,0.17682875,1.10648825,-12,-12,-10.652825,98.17505,-0.034945,-0.119925,-0.789492,-1.6712325,-24.94151225,-0.17745125,0.2016735
1,2.75,0,0,0,0,224.831583075,280.942171225,-76.5176475,-7.284522,63.66,392.76854075,2.129165,2.2310455,0.16480125,1.0828695,-12,-12,-10.901725,98.188085,-0.0169725,-0.140851,-0.578537,-1.962946,-25.369594,-0.68494175,0.15770375
1,3.25,0,0,0,0.00892552825,224.7502715,279.0713555,-76.220407,-7.5275,64.23392,392.92041,2.14289475,2.295932,0.17484275,1.08173125,-11.9667,-12,-10.88413,98.2,-0.02378375,-0.187267,-0.4943805,-1.676999,-26.94314,-0.9490095,0.205844
1,3.75,0,0,0,0,224.9360398,278.7621255,-75,-7.5219115,64.6775,393.175302,2.15997925,2.240356,0.169148,1.046,-12,-12.04269,-10.6808575,98.19993,-0.027932,-0.12838225,-0.567213,-1.58950225,-24.846178,-0.66884,0.178493
1,4.25,0,0,0,0,225.6725516,277.99822115,-73.08715057,-7.6994575,65.395,393.203377,2.196743,2.255469,0.173341,1.03793925,-12,-12.0627375,-10.8264125,98.198835,-0.06529,-0.1327045,-0.677121,-1.51809175,-22.9405455,-0.51497225,0.234669
1,4.75,0,0,0,0,225,277.9270548,-74,-7.79,66.2808075,393.1838195,2.1763745,2.293168,0.1769955,1.0482955,-12,-12.11531,-10.87267,98.19915,-0.022722,-0.1782885,-0.6222035,-1.885379,-24.4152615,-0.33614675,0.239533
1,5.25,0,0,0,0,225.87577455,278,-72.7715866525,-7.84127075,66.81649,393.20233825,2.130951,2.235366,0.16164325,1.03072125,-12,-12.09762,-10.904275,98.1952925,-0.006386,-0.18496125,-0.98256475,-2.12928975,-25.620873,-0.12548675,0.2084065
1,5.75,0,0,0,0,225.1582063,277.695932675,-71.7166999425,-7.955,67.311215,393.199289,2.134835,2.142088,0.16039,1.036816,-12,-12.1580725,-11,98.225755,-0.0435115,-0.190922,-0.651535,-1.4989985,-23.99239625,-0.0392895,0.20834425
