DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,G,H,LE,FC,TS
1,0.25,0.32,2.345,8.405,9.3075,56.675,-3.23,2.805,-62.7725,4.5975,0.3825,4.9275,0.3,4.595
1,0.75,0.3175,2.205,8.3025,9.2625,55.965,-2.9575,2.265,-58.555,4.4325,0.23,8.675,0.37,4.62
1,1.25,0.285,2.22,8.3725,9.42,56.065,-2.4925,2.5475,-53.63,3.3675,0.94,3.22,0.315,4.7725
1,1.75,0.29,2.365,8.485,9.44,52.985,-2.2625,2.2725,-50.84,4.66,2.5425,4.16,0.3,4.58
1,2.25,0.29,2.28,8.46,9.495,46.3,-2.1075,2.285,-47.6425,5.07,-0.34,4.6575,0.33,4.44
1,2.75,0.3,2.22,8.6,9.4375,46.2625,-2.05,2.56,-50.87,6.24,0.55,4.33,0.27,4.745
1,3.25,0.29,2.19,8.3225,9.39,47.53,-2.14,3.0725,-50.6,6.47,0.65,3.26,0.27,4.89
1,3.75,0.3225,2.1875,8.225,9.26,46.495,-2.01,3.4525,-50.7975,3.29,1.1,3.46,0.305,4.75
1,4.25,0.32,2.415,8.2925,9.41,50.76,-2.2325,4.745,-51.4325,8.015,1.245,6.25,0.305,4.53
1,4.75,0.2825,2.26,8.3925,9.36,50.54,-2.5325,4.4125,-51.89,8.745,1.0375,2.91,0.2425,4.545
1,5.25,0.29,2.37,8.3375,9.33,46.41,-2.0325,4.33,-50.5,8.18,1.6175,6.42,0.36,4.68
1,5.75,0.305,2.2275,8.2925,9.2,49.94,-2.1275,3.54,-49.3225,6.875,1.51,5.2625,0.285,4.765
1,6.25,0.3175,2.22,8.3,9.2,47.54,-1.84,3.7725,-52.5,9.605,1.895,4.7125,0.285,4.68
1,6.75,0.33,2.385,8.3225,9.37,48.42,-1.7225,4.1,-52.485,8.94,1.3475,4.9825,0.31,4.395
1,7.25,0.325,2.42,8.315,9.245,44.98,7.2875,7.3525,-42.0975,9.9,1.99,4.85,0.26,4.87
1,7.75,0.315,2.1575,8.3925,9.34,44.235,87.91,14.36,-27.1275,7.15,3.5425,5.91,0.11,4.93
1,8.25,0.33,1.9325,8.63,9.48,45.46,186.1375,24.055,3.52,9.495,10.385,15.09,-0.1,4.855
1,8.75,0.3625,1.79,8.8425,9.625,49.585,230.21,37.0125,48.355,8.07,26.05,37.25,-0.4875,4.76
1,9.25,0.4,1.79,9.0725,9.68,47.6775,331.5675,42.03,82.2475,10.11,47.025,52.01,-1.315,4.495
1,9.75,0.45,1.8925,9.385,9.92,49.355,384.15,48.405,114.6825,9.75,65.88,70.835,-1.57,5.005
1,10.25,0.45,1.92,9.295,10.115,52.62,319.2325,57.0625,237.315,7.85,83.92,100.385,-3.125,4.76
1,10.75,0.4525,2.1,9.445,10.2,52.11,505.6575,61.675,316.8825,3.395,123.05,96.9725,-2.9525,4.86
1,11.25,0.5,2.3875,9.415,10.2775,52.6225,603.6675,64.4675,333.7025,10.65,148.98,97.695,-3.93,5.355
1,11.75,0.49,2.33,9.3975,9.9975,59.4775,625.1575,69.965,369.1675,3.71,162.6075,115.1,-3.7375,5.15
1,12.25,0.53,2.4175,9.3625,10.1,56.1425,636.3225,71.5775,377.29,10.465,172.03,100.73,-4.2975,5.24
1,12.75,0.53,2.54,9.5325,10.19,57.7,614.6675,68.29,365.81,10.835,155.2125,111.03,-4.045,5.24
1,13.25,0.5,2.3475,9.4025,10.1725,58.215,587.47,66.115,346.42,9.38,161.75,98.3525,-3.33,5.06
1,13.75,0.5225,2.49,9.235,10.2375,59.975,545.59,62.59,313.92,5.09,155.9675,88.905,-3.43,5.52
1,14.25,0.5,2.45,9.16,9.84,61.31,484.46,60.22,265.79,10.535,136.125,84.53,-2.6575,5.195
1,14.75,0.5,2.44,9.155,9.605,63.26,396.09,51.32,201.37,8.965,111.88,82.3025,-2.48,5.29
1,15.25,0.44,2.26,8.9025,9.68,64.78,312.725,44.9575,139.5075,10.435,90.695,65.3625,-2.1575,5.235
1,15.75,0.42,2.255,8.765,9.39,61.06,217.595,40.9275,66.725,4.615,54.755,54.3375,-0.87,5.08
1,16.25,0.37,2.16,8.69,9.125,62.96,122.425,31.2575,14.195,7.215,19.74,33.7775,-0.1925,4.935
1,16.75,0.32,2.3425,8.345,9.05,67.22,37.595,18.3875,-11.56,7.015,6.03,17.99,0.29,5.125
1,17.25,0.3175,2.45,8.135,9.0475,69.395,1.625,5.79,-24.85,6.91,1.16,11.2325,0.68,5.06
1,17.75,0.3375,2.34,8.0975,9.2,69.72,-1.655,3.6875,-32.52,5.1,-0.6425,9.22,0.57,5.205
1,18.25,0.3,2.23,8.1775,9.2525,67.96,-1.8075,3.6325,-33.335,3.875,-1.21,10.215,0.4375,5.225
1,18.75,0.2825,2.37,8.145,9.255,65.055,-2.0925,4.05,-34.905,3.685,-0.095,13.4,0.44,5.055
1,19.25,0.325,2.295,8.3425,9.2525,65.2375,-1.905,3.335,-37.22,2.68,0.69,9.5425,0.36,5.19
1,19.75,0.3225,2.3875,8.28,9.2875,62.39,-1.78,3.4025,-42.03,3.32,0.045,11.32,0.3575,4.875
1,20.25,0.33,2.4525,8.165,9.2775,60.06,-1.9725,3.5125,-42.1,2.27,-0.2075,6.9025,0.6125,5.29
1,20.75,0.29,2.2575,8.1225,9.1925,58.02,-1.835,3.8325,-54.695,2.825,0.9,5.1675,0.36,5.01
1,21.25,0.3,2.1525,8.22,9.295,57.33,-2.745,3.3325,-54.0225,4.725,0.89,5.31,0.3975,5.305
1,21.75,0.28,2.175,8.31,9.4,59.61,-2.7625,3.2925,-57.7625,1.84,0,5.7875,0.3575,4.765
1,22.25,0.29,2.215,8.32,9.22,59.7775,-3.0225,2.7075,-57.6325,3.37,0.135,6.04,0.27,4.985
1,22.75,0.3,2.4575,8.45,9.32,58.51,-2.915,2.935,-59.3175,2.855,0.55,5.595,0.38,4.945
1,23.25,0.31,2.28,8.47,9.39,55.0275,-2.5325,2.23,-60.675,2.965,0.3,6.105,0.325,4.67
1,23.75,0.3075,2.31,8.4275,9.2675,54.44,-2.5,2.72,-59.39,2.79,1.26,4.405,0.33,4.895
2,0.25,0.3,2.13,7.48,9.09,78.055,-1.5525,2.9075,-38.0875,4.34,1.36,8.22,0.28,4.9475
2,0.75,0.31,2.2625,7.54,8.91,75.5675,-1.525,2.745,-33.905,2.3375,1.545,6.3,0.4025,4.7275
2,1.25,0.305,2.135,7.3,8.965,70.04,-1.1175,2.5425,-33.1375,2.255,1.2,7.5425,0.7,4.8675
2,1.75,0.31,2.2175,7.56,9.08,74.2,-1.3225,3.3225,-38.7125,2.44,1.2325,4.55,0.43,4.8825
2,2.25,0.3225,2.3225,7.455,9.05,66.82,-1.07,3.265,-34.9475,4.24,-0.095,7.43,0.5775,4.905
2,2.75,0.32,2.34,7.67,9,65.52,-1.13,2.985,-35.1775,1.715,0.8625,4.55,0.3625,4.69
2,3.25,0.315,2.435,7.7225,9.0625,65.955,-1.235,3.11,-37.0075,7.165,1.425,5.02,0.3675,5.08
2,3.75,0.2775,2.44,7.72,9.05,73.07,-1.57,2.67,-37.9425,6.3725,1.13,4.585,0.295,4.805
2,4.25,0.3,2.38,7.6825,8.8825,69.24,-1.44,2.6475,-35.915,5.3875,0.9775,5.6575,0.305,4.8975
2,4.75,0.29,2.175,7.68,8.87,70.89,-1.4625,3.1625,-32.5525,6.31,0.91,7.62,0.35,4.7975
2,5.25,0.29,2.475,7.605,8.79,67.78,-1.7075,2.9825,-38.11,5.775,1.44,7.29,0.2875,4.99
2,5.75,0.33,2.46,7.54,8.76,68.39,-1.7075,2.5825,-46.6475,7.1675,0.4975,4.275,0.37,4.7675
2,6.25,0.31,2.425,7.5525,8.8775,64.98,-1.5875,3.265,-42.6775,6.2225,1.0125,4.89,0.31,4.705
2,6.75,0.3,2.4,7.61,8.915,64.85,5.375,5.2925,-41.235,6.7275,1.6,4.75,0.3,4.7225
2,7.25,0.2975,2.49,7.5425,8.9475,61.01,35.7175,15.2125,-27.7725,9.92,2.5075,7.0425,0.235,4.9475
2,7.75,0.32,2.15,7.6125,8.93,61.8125,168.745,28.0225,8.4025,7.05,14.72,17.9075,0.1225,4.7025
2,8.25,0.38,2.01,7.8025,9.3,61.415,283.9375,42.655,73.785,8.9225,31.775,39.2575,-0.26,5.095
2,8.75,0.44,1.9375,7.815,9.19,64.665,387.495,45.0825,134.335,8.665,59.03,57.7675,-1.22,4.805
2,9.25,0.4725,2.165,8.06,9.35,64.2275,377.2975,56.7725,160.675,7.09,82.395,84.4575,-1.595,4.9875
2,9.75,0.5075,2.2725,8.0975,9.29,65.57,497.735,64.925,158.2525,9.845,108.5,107.14,-2.805,4.835
2,10.25,0.51,2.3075,8.23,9.45,69.29,421.52,72.5925,232.21,4.9875,148.02,113.64,-3.14,4.75
2,10.75,0.51,2.5,8.4,9.6575,74.375,497.955,84.37,400.54,4.9,174.52,119.33,-3.865,4.745
2,11.25,0.5575,2.5975,8.48,9.875,80.4625,715.52,87.1025,441.3725,12.4625,196.0075,132.795,-3.78,4.995
