DOY2,HR2,FC,FCH4,H,LE,WS,USTAR,PA,RH,TA,VPD,T_SONIC,TS_8,TS_7,TS_6,TS_5,TS_4,TS_3,TS_2,TS_1,NETRAD,SW_IN,LW_IN,SW_OUT,LW_OUT,PPFD_IN,G,CH4,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA
1,10.25,-0.12752775,2.71,57.6745,91.3604,3.35125,0.25632475,102.4025,88.8,13.35,6.81367311734375,18.03725,11.3942333333334,11.1584,11.8967333333333,11.6009,12.1800666666667,15.1008333333333,14.19,12.9841666666667,244.819256050558,338.168480832938,352.152314124737,22.405035335689,378.429914868471,682.717520858165,14.3722831102589,2542.875,459.59,12.7253,0.737047967524457,0.702974274561212,0.284718190060754
1,10.75,-0.00407175,0.52042425,65.311825,93.79175,3.8118725,0.27384325,102.384,84.3,13.6475,7.38370958630576,18.11675,11.3709,11.1900666666667,12.1725666666667,12.0425666666667,12.4784,15.9608333333334,15.0675,13.8133333333333,342.405349846521,447.70468528159,352.168474365726,26.7336572438162,383.324410624763,974.076281287247,19.4748344817884,2511.5075,455.8585,12.60975,0.813414416184239,0.815523436561233,0.285032032423944
1,11.25,-0.177585,4.122775,70.7672,98.7524,3.4528175,0.25293375,102.36,83.15,14.05,7.69582578569,18.5955,11.3792333333333,11.2459,12.5292333333333,12.2884,12.6717333333333,16.7775,16.155,15.4075,378.447971534736,488.523426407951,352.825494763666,29.8696996466431,386.255398494734,1054.82717520858,23.1470621269315,2480.14,459.0845,12.7541,0.822526498265436,0.677211605392221,0.291716614548003
1,11.75,-0.0167,2.92,70.496575,102.77375,3.5882675,0.25361775,102.30575,81.9,14.3325,7.99185026823023,18.84375,11.3909,11.2909,12.7217333333333,12.5200666666667,13.0384,17.6883333333333,16.84,16.135,405.651861266892,533.0099384761,352.119942494349,32.1775618374558,388.140657699093,1113.52800953516,28.4759726694307,2448.7725,453.71775,12.99405,0.783394767110138,0.70352373165342,0.289956652635651
1,12.25,-0.3265725,-1.2011075,73.215925,102.0225,3.607415,0.271056,102.255,81.85,14.605,8.30947367987816,18.795,11.4317333333334,11.5200666666667,13.0467333333333,12.9984,13.4850666666667,18.4883333333333,17.3366666666667,16.3016666666666,426.886694091912,544.959772834832,351.735679353677,33.2597173144876,391.684682852589,1143.0274135876,31.3112978696959,2417.405,453.263,13.0188,0.795318634015197,0.683701078830268,0.300248960751643
1,12.75,-0.158221,-1.7411775,77.088725,100.079,4.175905,0.28865075,102.21625,81.225,14.77,7.63881894632664,18.856,11.4384,11.5467333333334,13.1867333333334,13.1000666666667,13.4975666666666,18.8158333333333,18.1041666666667,16.6016666666667,419.523055172302,539.990534784666,350.524760124847,33.2818021201414,392.523703216231,1122.16924910607,32.6737837115893,2386.0375,440.628,12.9313,0.845647463800864,0.713885063706023,0.326254601580082
1,13.25,-0.62545375,0.81625,68.948125,117.883,4.2903075,0.32966175,102.183,82.15,14.9775,8.04692419318395,19.38825,11.4242333333333,11.7092333333333,13.2717333333333,13.3100666666667,13.7134,18.7558333333333,18.11,16.6716666666666,403.077991973558,520.113582584004,352.159715497625,34.1320671378092,393.264480781693,1102.20500595947,32.2039995615247,2354.67,437.1865,12.7701,0.847711202816913,0.768694620012894,0.343318697919129
1,13.75,-0.56332475,-1.42,59.096575,103.077,4.21945,0.331836,102.186,82.05,15,8.22875836769434,19.4450000000001,11.4234,11.7567333333333,13.3067333333333,13.3534,13.7867333333333,18.9733333333333,18.0566666666667,17.1433333333333,373.484978743694,486.630383341221,354.068012279609,33.5247349823321,394.53212482272,1033.37306317044,32.6590072474013,2323.3025,436.7535,12.796225,0.887990990945291,0.767645100290492,0.359886093090578
1,14.25,-0.42336775,-1.193,42.05025,91.92355,4.04792,0.30281175,102.1925,80.2,15.16,8.58228482203927,19.5195,11.4234,11.8050666666667,13.3325666666666,13.4825666666667,13.5842333333333,19.0366666666667,18.375,17.4008333333333,325.403761570936,442.498816848083,349.071299560655,31.2279151943463,394.131934033109,918.26579261025,31.2706164890243,2291.935,436.871,13.1081,0.79551791784665,0.78345570759976,0.347910952973633
1,14.75,-0.18157325,0.108,29.5562,82.8486,3.8372,0.28922,102.19575,79.5025,15.295,8.37337171437096,19.752,11.4200666666666,11.8659,13.3834,13.35715,13.6059,19.5391666666667,18.315,17.275,263.70709952055,374.574065309986,347.132570457629,25.154593639576,395.600261879869,726.936829558999,28.8581301725391,2260.5675,437.027,13.2228,0.78316410370414,0.710459171957843,0.318612504688384
1,15.25,-0.25444575,3.5775,14.7598,68.48045,3.9436425,0.2958835,102.18775,81.3,15.5,7.43729101329584,19.696,11.4250666666667,11.9292333333333,13.3850666666667,13.38715,13.6117333333333,19.1816666666667,18.225,16.8741666666666,195.940277500897,305.679129200189,348.324963928073,22.3056537102473,393.321267169005,568.921334922527,27.2382578898387,2229.2,438.135,13.3542,0.863432307032839,0.669397133923435,0.331426120839297
1,15.75,0.2482595,5.2675,2.65222,46.745,3.6966575,0.27665125,102.182,79.25,15.54,6.44815212238694,19.81925,11.4375666666666,11.9750666666667,13.3425666666667,13.4417333333333,13.6217333333333,19.3916666666667,18.4008333333333,16.9658333333333,105.428411890709,214.0085186938,346.421118227769,15.9452296819788,390.723942747854,397.199046483909,24.8072277883138,2236.38,433.408,12.9529,0.793278227113664,0.662659309032896,0.320510771269259
1,16.25,0.8956745,1.08325,-1.92194,36.5029,3.588345,0.28995925,102.18825,81.4,15.47,5.6618319904679,19.9355,11.4392333333334,12.0484,13.2459,13.4200666666667,13.4350666666667,19.2216666666667,18.5225,17.3641666666667,58.2004230709947,142.025556081401,344.050307909304,12.9416961130742,386.15315625447,258.015494636472,18.6373853969694,2075.2353145,434.242,12.9607,0.75869053863974,0.620911967200297,0.325127597383044
1,16.75,1.2166275,5.225,-3.391705,26.2897,3.372225,0.2440895,102.2035,83.3,15.01,4.54376462861494,19.8025,11.4517333333333,12.1767333333333,13.0150666666667,13.2567333333334,13.3167333333333,19.085,18.6516666666666,17.9766666666667,-1.46991785745119,59.488878371983,347.502375529723,7.37632508833922,381.294717755213,119.666269368296,13.5705183106401,2104.106832,432.671,12.8073,0.669875329371161,0.619401341193197,0.298145749097493
1,17.25,1.18847,1.54590925,-5.927405,28.4606,3.2118925,0.23937525,102.216,84.5,14.56,3.96078775689043,19.786,11.4375666666667,12.2325666666666,12.7750666666667,13.1675666666666,13.1134,18.7675,18.505,18.3575,-27.8348899724877,10.5063890203502,352.064682554917,1.7226148409894,376.425578177718,25.6555423122766,10.2380624214428,2185.2726065,433.10175,12.880275,0.785294108895357,0.66489680657566,0.27838804455356
1,17.75,1.23551,6.625,-3.81053,20.0857,2.91237,0.22215,102.25,85.9,14.1,3.66736075571372,19.698,11.4634,12.2267333333333,12.4034,12.7200666666667,12.5834,17.7666666666667,17.8733333333333,17.5,-30.7608903041032,-1.94036914339801,347.41854265477,1.01590106007067,373.853125785259,1.07270560190703,6.73400257220862,2185.2525,436.492,12.8892,0.711816689885816,0.568796976081976,0.24454038521275
1,18.25,1.14286,6.479365,-3.00449,16.3459,3.01899,0.225667,102.28,87.2,13.73,3.04719982144824,19.449,11.4667333333333,12.2234,12.1134,12.4367333333333,12.2167333333333,16.7966666666667,16.7866666666667,16.5633333333333,-27.0940166134102,-1.84571699006152,350.839318369374,1.14840989399293,372.346712812388,0,3.40853997270528,2247.04730925,443.76175,12.852775,0.681138752384564,0.622448391434985,0.247991935352745
1,18.75,1.28808,6.66302,-2.375495,17.2973,2.5337,0.201213,102.278,87.575,13.6025,2.73919274193565,19.116,11.4634,12.2034,11.9767333333333,12.1967333333333,12.0200666666667,16.0533333333333,15.9433333333333,15.6733333333333,-18.9143262202668,-1.72740179839092,351.224472358688,1.14840989399293,370.80255133791,0,1.37036948708992,2285.364393,444.933,12.814775,0.672512453416292,0.669887303954926,0.222710574513201
1,19.25,1.375535,0.7793,-3.12235,25.2071,2.57345,0.195436,102.274,88.8,13.41,2.35965155210827,19.067,11.4734,12.1800666666667,11.7834,12.0500666666667,11.8167333333333,15.77,15.9333333333333,15.87,-24.4966060627098,-1.79839091339328,348.029841083029,1.14840989399293,369.756738934458,0,-0.0717797070914148,2283.96,450.069,12.7911,0.747147910389904,0.654175817345765,0.228473193175917
1,19.75,1.46671,9.1510225,-1.96059,13.566,2.4535,0.175127,102.257,89.3,13.27,2.62341198992733,18.818,11.4834,12.1200666666667,11.7634,11.8900666666667,11.6834,15.3633333333333,15.7033333333333,15.3733333333333,-22.0823463215442,-1.65641268338855,346.218513651752,1.19257950530035,368.540365695406,0,-1.14698411671882,2294.27692825,457.06675,12.76405,0.652980857299814,0.614350876942485,0.19157244060668
1,20.25,1.6754575,8.58,-1.95248,24.48245,2.37213,0.201687,102.273,89.7,13.11,2.60936168012553,18.567,11.4767333333333,12.0434,11.7134,11.7567333333333,11.5800666666667,15.0833333333333,15.2533333333333,15.12,-27.4780292360064,-1.6090866067203,342.276995542563,1.06007067137809,367.892373055749,0,-2.16937002040428,2346.07,461.79975,12.830625,0.646546208712107,0.659526345190243,0.186547581061776
1,20.75,1.59386,14.55,-1.940655,14.9208,2.1898475,0.22601,102.29875,90.5,12.79,2.20709610766751,18.70925,11.4800666666666,12.0442333333333,11.6434,11.6034,11.5742333333333,15.0166666666667,15.3341666666667,15.0716666666666,-27.8328694244335,-1.89304306672977,343.12646993219,1.36925795053004,365.222793147331,0,-3.09663793037121,2306.46,468.14275,12.900875,0.690335686845343,0.699799237287436,0.179748690385185
1,21.25,1.18587,10.575,-2.301455,15.1425,1.9793675,0.1855,102.31875,90.4,12.89,2.11670249638504,18.451,11.4972333333333,11.9534,11.6000666666667,11.6175666666667,11.5892333333333,14.8233333333333,14.8308333333333,14.6458333333333,-29.9934883363086,-1.51443445338381,340.5058349485,1.23674911660777,365.8811815622,0,-3.36631451597274,2294.177611,468.53025,12.81145,0.643084406260678,0.6210284036999,0.186852715777447
1,21.75,1.57731,12.35,-1.82548,9.1624325,1.901175,0.178315,102.31725,90.9,12.54,2.05848944391413,18.308,11.4940666666667,11.8842333333333,11.6342333333333,11.5242333333334,11.3634,14.5633333333334,15.0791666666667,14.9425,-29.243800423579,-1.70373876005679,340.832079162346,1.36925795053004,363.75090539707,0,-4.52359919317795,2329.872467,467.574,12.7974,0.662746141228539,0.633529715342224,0.149770185136441
1,22.25,1.091265,7.6,-1.065205,11.539775,1.770355,0.164747,102.319,91.4,12.6475,1.96150099780729,18.037,11.5047333333333,11.8684,11.5234,11.5284,11.4000666666666,14.235,14.8183333333333,14.55,-29.0291553504013,-1.53809749171794,341.797772767217,1.38030035335689,362.330297057899,0,-5.46462233552027,2301.26,469.256,12.73605,0.5924832194771,0.67714682052859,0.119364360480731
1,22.75,2.0037125,8.6175,-1.74817,11.97372,1.9428175,0.1395275,102.33925,92.225,12.5475,2.58978916640563,17.99325,11.5065666666667,11.7800666666667,11.5075666666667,11.4859,11.1509,14.3541666666667,14.71,14.4258333333333,-25.3735463154146,-1.46710837671557,341.02373169756,1.41342756183746,363.328809923073,0,-5.65422839809168,2320.221473,470.716,12.74015,0.562629954252656,0.562272130920918,0.133127324080549
1,23.25,2.28262,5.91,-1.78773,7.94743,1.91427,0.1775385,102.33375,92.5,12.4925,2.16282527797327,17.88225,11.5084,11.7109,11.3467333333333,11.4784,11.0000666666667,14.2291666666667,14.7008333333333,14.3641666666666,-24.2397928139234,-1.37245622337908,343.345788398881,1.45759717314488,360.461527176584,0,-5.78136250487845,2349.4375,474.359,12.5354,0.665172824258725,0.591548774529319,0.145338299861591
1,23.75,1.31601,9.13015,-1.4427625,7.919585,1.9252375,0.151534,102.32425,92.8,12.0875,2.23899314499503,17.8625,11.5043166666667,11.6484,11.0159,11.0700666666667,10.7659,14.05,14.6066666666667,14.1783333333333,-27.4967577673911,-1.34879318504496,345.923845426744,1.41342756183746,361.842617870547,0,-6.09550894373008,2485.5425,482.9755,12.3914,0.670294905744839,0.570529008967089,0.16093119805436
2,0.25,1.4204525,3.4,-1.772465,15.4591,2.6507375,0.19280275,102.0535,87.15,11.81,2.50043013392979,16.95,12.3192333333334,12.1809,11.1817333333333,11.2434,10.9059,13.14,13.575,13.6108333333333,-28.7702799654564,-2.2479886417416,331.762656568255,1.67844522968198,360.521126879472,0,-8.85712103687034,2316.4850555,476.21425,11.2801,0.798291772911874,0.641084711936795,0.222429230400302
