DOY2,HR2,FC,CO2,H,LE,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,CH4,FCH4,SC_1_1_1,SC_2_1_1,NEE,SH_1_1_1,SH_2_1_1,SLE_1_1_1,SLE_2_1_1,PPFD_IN,PPFD_OUT,WS_1_1_1,WS_2_1_1
1,0.25,0.181628,401.1849975,-3.46464,0.333751,-3.93225,-2.501,-2.0485,-2.3555,0.45477175,1.08061,0.895282,0.592172,100.991322,80.699997,-13.8625,-13.858,0.250643,-0.55675,-1.03275,-0.64,-0.297,1.0245,3.1195,-0.11425,1.1415,3.249,4.796,0,0.742,249.8679355,255.4682785,1.14552,2098.35491925,7.28117,0.038974,0.0205825,0.1730565,1.14857,0.716136,0.100137,0.111655,0,0,4.957,4.075165
1,0.75,0.228991,401.05799875,-2.27631,0.2276245,-3.924,-2.491,-2.0475,-2.35625,0.4763495,1.0806775,0.86347225,0.5921095,100.991322,80.5,-13.7975,-14.149025,0.25984975,-0.55625,-1.03825,-0.639,-0.3005,1.02375,3.115,-0.1195,1.1445,3.2475,4.789,0,0.7385,251.824855,255.63307525,1.13733,2105.817505,3.06796,0.034292,0.0282655,0.236078,1.19543,0.58246875,0.051938,0.075578,0,0,4.9379,4.1213175
1,1.25,0.228027,400.99649825,-4.65595,0.40471375,-3.91425,-2.485,-2.0475,-2.35675,0.4557405,1.0601775,0.84025175,0.57601875,100.900002,80.67499725,-13.8225,-14.0829,0.222424,-0.555,-1.0395,-0.63775,-0.301,1.01875,3.11225,-0.11775,1.1445,3.2465,4.7905,0,0.7395,250.988874,255.1516975,1.1282,2096.840088,7.624085,0.0348415,0.032072,0.24027725,0.48273575,0.4818575,0.07757175,0.078287,0,0,4.7861,3.927865
1,1.75,0.18009,400.59201,-4.605045,0.3154245,-3.91175,-2.471,-2.0485,-2.3565,0.456407,1.07939,0.85203,0.589786,100.9080215,80.900002,-13.8025,-14.107,0.23936675,-0.55925,-1.04225,-0.63925,-0.29925,1.01975,3.11175,-0.1155,1.14725,3.24875,4.7945,0,0.76975,249.608068,254.713042,1.1833275,2101.290039,3.7317725,0.028521,0.022945,0.2014905,0.498949,0.45428225,0.078551,0.08395675,0,0,4.8235,3.90654
1,2.25,0.215942,400.7229915,-4.754085,0.2312685,-3.90425,-2.467,-2.048,-2.3555,0.452342,1.0255175,0.81729125,0.586774,100.991322,80.800003,-13.75,-13.9427,0.26688,-0.56225,-1.04425,-0.642,-0.29925,1.01375,3.1105,-0.118,1.14375,3.248,4.7965,0,0.753,248.11534575,254.565772,1.1109575,2096.7025145,6.070325,0.04865925,0.02857575,0.2218675,0.7311765,0.47879525,0.0592485,0.0671385,0,0,4.578,3.7906475
1,2.75,0.198907,400.88501,-2.4560925,0.372696,-3.8965,-2.461,-2.0485,-2.356,0.461786,1.03113,0.7819035,0.575188,100.991322,80.599998,-13.8275,-13.91285,0.2661675,-0.56275,-1.043,-0.64075,-0.29725,1.01325,3.11025,-0.1185,1.14075,3.24975,4.79675,0,0.751,247.40414525,255.1489345,1.06992,2092.3900145,4.2184025,0.047172,0.031916,0.20306075,0.4845125,0.47832775,0.079014,0.07120325,0,0,4.619,3.93531
1,3.25,0.251559,400.61400575,-2.90948,0.2969605,-3.8825,-2.454,-2.0485,-2.3535,0.4322335,0.9917055,0.8143575,0.5584775,100.991322,80.800003,-14.0025,-13.93515,0.2454635,-0.5655,-1.04825,-0.63975,-0.298,1.0125,3.11075,-0.117,1.1335,3.24675,4.798,0,0.761,246.589956,254.10856,1.07001,2102.2174075,6.5156,0.037738,0.0230495,0.25014425,0.683305,0.55252225,0.0753205,0.08560075,0,0,4.574225,3.82604
1,3.75,0.2285635,400.827011,-3.225915,0.305644,-3.8725,-2.43775,-2.048,-2.3545,0.480324,1.086495,0.8101595,0.5866765,100.991322,81.049999,-14.1375,-14.19295,0.275639,-0.56575,-1.053,-0.645,-0.29825,1.012,3.11175,-0.11675,1.131,3.248,4.8015,0,0.75575,246.360205,252.9898275,1.03661,2101.045044,4.8308525,0.0272785,0.015222,0.241713,1.155835,0.6110215,0.09785,0.0994855,0,0,4.748,3.86431
1,4.25,0.2162815,400.8274995,-4.8724625,0.209012,-3.8935,-2.43325,-2.048,-2.3545,0.47123225,1.028205,0.7805935,0.5753635,100.991322,80.7750015,-14.295,-14.5621,0.3013505,-0.57025,-1.05425,-0.6475,-0.29825,1.01275,3.1125,-0.11625,1.128,3.2465,4.801,0,0.7465,245.85113,252.7787395,1.01155,2097.674927,6.37002,0.0317855,0.019987,0.23346425,0.7565635,0.64596175,0.1105085,0.08708475,0,0,4.6904,3.897815
1,4.75,0.21667525,400.832489,-4.3201725,0.2314415,-3.8985,-2.44175,-2.04825,-2.3545,0.44996275,1.005685,0.8193845,0.56347775,100.991322,81.0749985,-14.1475,-14.25405,0.311905,-0.57025,-1.055,-0.648,-0.29775,1.01325,3.113,-0.11575,1.13075,3.248,4.7985,0,0.7395,245.43021975,251.79286425,1.03056,2094.5200195,5.4628625,0.0299885,0.0192455,0.22141325,0.339419,0.622798,0.0827465,0.08328525,0,0,4.8851,3.77759
1,5.25,0.2190445,400.406006,-2.1018525,0.1194405,-3.90375,-2.418,-2.0475,-2.35575,0.4577665,1.02328,0.842558,0.564396,100.991322,81.2750015,-14.2925,-13.9091,0.340771,-0.577,-1.05525,-0.654,-0.2975,1.01125,3.108,-0.12,1.1335,3.24825,4.79725,0,0.71,244.682373,252.180874,1.039135,2100.2700195,3.99946,0.029483,0.017145,0.240504,0.924733,0.5617905,0.056699,0.07193525,0,0,4.95375,3.96245
1,5.75,0.25087225,400.6952435,-2.53029,0.155713,-3.87575,-2.411,-2.04775,-2.355,0.47006675,0.99715575,0.795943,0.575263,100.991322,81.5749985,-14.4325,-14.265775,0.31254325,-0.5775,-1.05825,-0.656,-0.2965,1.012,3.109,-0.124,1.134,3.243,4.794,0,0.73075,244.87538925,251.6382455,1.036405,2096.87744125,7.9621,0.03902375,0.02373175,0.231418,0.62278275,0.62062925,0.08881275,0.086179,0,0,4.70985,3.748535
