DOY2,HR2,CO2,H2O,VPD,NETRAD,LW_IN,LW_OUT,SW_IN,SW_OUT,TA_1_1_1,RH,PPFD_IN,PPFD_OUT,LE,H,G_1_1_1,SH,TS_1_1_1,TS_1_2_1,USTAR,PA,WS
1,0.25,431.437525,4.348375,0.261,8.29724999999998,298.3425,299.065,0.603749999999998,1.31425,-3.44750000000001,100,0,0,13.0125,15.82275,-1.875,7.195,-0.64,-0.5545,0.807225,94.8775,4.39425
1,0.75,431.44255,4.357625,0.2355,7.85499999999997,298.3425,299.065,0.606249999999999,1.4165,-3.44750000000001,99.9775,0,0.170499999999998,12.0375,11.588,-2.06,4.2425,-0.64,-0.5545,0.80315,94.8775,4.35825
1,1.25,416.574,4.54605,0.22775,7.67574999999998,298.4425,299.0875,0.521,1.28425,-3.44750000000001,99.91,0,0,10.9875,12.23925,-2.245,5.37,-0.64,-0.56225,0.7316,94.8775,4.311
1,1.75,412.115525,4.219875,0.22,8.044,298.365,298.9325,0.50775,1.54425,-3.44750000000001,100,0,0.170499999999998,8.005,15.3265,-2.415,9.385,-0.64,-0.56225,0.72375,94.8775,4.439
1,2.25,411.664225,4.40765,0.2,6.36325,298.365,299.37,0.579249999999998,1.4365,-3.52500000000001,100,0,0,24.52,15.5255,-2.415,5.85499999999998,-0.64225,-0.56225,0.84105,94.955,4.546
1,2.75,405.373625,4.30695,0.2155,6.271,299.965,299.9875,0.6155,1.31775,-3.3125,100,0,0,12.845,12.232,-2.33,8.35,-0.64225,-0.56225,0.7445,94.955,4.64375
1,3.25,412.9425,4.76725,0.2155,5.70474999999999,301.14,300.655,0.875499999999996,1.14975,-3.2225,99.9325,0,0,11.15,14.397,-2.245,8.6275,-0.64225,-0.56225,0.76325,94.955,4.84125
1,3.75,407.540375,4.15625,0.20775,6.07525,299.64,301.2425,1.17775,1.19,-3.1,99.9325,0,0.0852499999999991,12.28,12.1795,-2.15,12.44,-0.64225,-0.57,0.71275,94.955,4.84399999999999
1,4.25,425.37395,4.1458,0.2,6.37399999999999,299.29,299.6975,0.686249999999999,1.21,-3.37000000000001,100,0,0.0852499999999991,11.035,17.18675,-1.975,4.4,-0.6345,-0.57,0.77375,94.9775,5.18749999999999
1,4.75,413.49615,4.22435,0.2,8.19174999999998,299.8,300.1975,0.560749999999999,1.2265,-3.28000000000001,99.9325,0,0,12.0875,17.991,-1.8125,7.37,-0.6345,-0.56225,0.87375,94.955,5.2355
1,5.25,425.7995,4.27545,0.20775,8.18074999999999,300.045,300.3975,1.07475,1.15875,-3.18000000000001,99.9775,0,0,6.93,18.32,-1.825,7.35,-0.6345,-0.56225,0.81275,94.955,4.81875
1,5.75,412.43685,4.22475,0.2,7.35724999999998,300.2625,300.66,1.3755,1.19775,-3.13500000000001,99.955,0,0,9.445,31.24225,-1.8,5.095,-0.6345,-0.56225,0.75425,94.955,4.57325
1,6.25,411.2965,4.25965,0.19,9.57524999999999,300.2875,300.755,1.521,1.20875,-3.145,99.91,0,0,28.475,16.90525,-1.8,6.6375,-0.6345,-0.56225,0.7595,94.9,4.11325
1,6.75,412.738,6.21405,0.2055,9.39249999999997,301.8475,302.315,1.13325,1.1775,-2.89,99.9325,0,0,15.27,19.315,-1.8,5.3,-0.6345,-0.56225,0.73,94.8775,4.5245
1,7.25,413.6276,4.472325,0.2,9.98549999999997,302.7875,303.355,1.06925,1.18775,-2.65750000000001,100,0,0.195249999999999,19.8675,25.24,-1.8,7.275,-0.629,-0.56225,0.7755,94.7775,4.537
1,7.75,438.827225,4.28825,0.19775,8.40149999999999,303.6075,304.13,0.949749999999999,1.06425,-2.42500000000001,100,0,0.11,19.48,24.07075,-1.8,8.1575,-0.62675,-0.56225,0.81,94.755,4.715
1,8.25,415.249625,4.89575,0.2,5.93324999999999,304.2375,304.605,0.86775,1.052,-2.29250000000001,100,0,0.11,19.54,25.0625,-1.8,6.395,-0.629,-0.56225,0.7788,94.755,4.472
1,8.75,415.8984,4.917,0.2,5.78499999999999,304.5125,305.135,1.859,1.581,-2.21500000000001,100,2.821675,0.830499999999998,17.1625,20.1575,-1.8,6.52,-0.63675,-0.5645,0.798,94.755,4.3335
1,9.25,415.729,4.738,0.19,13.295,305.385,305.7975,24.10825,14.913,-2.10500000000002,99.9775,23.169275,8.28199999999999,17.9,21.95,-1.8875,5.14,-0.66,-0.57225,0.74,94.755,4.564
1,9.75,414.12925,4.720725,0.19775,48.16225,305.45,305.9175,71.7445,35.57925,-1.97250000000002,99.9775,86.1780750000001,28.9655,20.955,26.75475,-2.0375,10.13,-0.66675,-0.58225,0.8045,94.7775,4.548
1,10.25,411.82375,4.91245,0.20775,94.26825,303.7225,306.16,138.985,54.885,-1.97250000000002,100,184.48975,55.791,24.18,37.54075,-2.23,9.4075,-0.675750000000001,-0.589,0.81,94.7775,4.584
1,10.75,411.76385,4.978775,0.23,141.27,304.785,306.6025,200.8275,64.171025,-1.74000000000002,100,303.259,81.3255,31.62,69.0505,-2.075,16.32,-0.678000000000001,-0.5935,0.81625,94.7775,4.64
1,11.25,428.0664,5.00075,0.26,191.20825,302.75,306.36,246.61,70.32325,-1.81750000000002,100,409.033,94.45475,79.975,77.39125,-1.975,17.3575,-0.673500000000001,-0.598000000000001,0.8356,94.7775,4.591
1,11.75,407.2782,5.0015,0.30775,233.62575,305.3125,306.75,297.905,73.91,-1.78250000000001,99.955,479.15425,115.52725,37.6349999999999,104.0455,-1.805,15.99,-0.669,-0.5935,0.84675,94.8,4.7855
1,12.25,404.9235,5.02625,0.468499999999999,261.71,305.2325,307.2075,327.88,77.755,-1.445,99.6325,512.00075,126.173,41.95,120.8115,-1.8125,10.8825,-0.66675,-0.59125,0.779,94.9,4.5385
1,12.75,396.313575,4.6207,0.584999999999998,278.255,304.33,308.415,351.47,79.1325,-1.23500000000001,99.11,536.2175,133.83325,46.3325,128.58875,-1.79,10.1175,-0.66225,-0.589,0.8615,94.9,4.8735
1,13.25,402.2535,4.665025,0.598249999999998,281.5825,304.05,307.7675,350.6675,78.3725,-1.48000000000001,99.7525,556.7815,133.7525,40.46,126.638,-1.7125,7.22,-0.64225,-0.569,0.83,95,4.8155
1,13.75,410.867,4.77875,0.698999999999997,262.42025,306.1125,310.1375,340.3575,78.1925,-1.35750000000001,99.495,519.1695,128.02775,48.2824999999998,125.6425,-1.53500000000001,7.105,-0.62,-0.54675,0.82875,95,4.691
1,14.25,405.1474,4.934075,0.767749999999996,251.99675,304.0975,308.425,319.525,72.03,-1.2,99.195,488.78625,121.47075,35.9,108.18625,-1.5125,7.3175,-0.60225,-0.5345,0.954,95.0775,4.65775
1,14.75,393.991175,4.914,0.760249999999997,226.62075,303.225,308.3725,287.7875,65.71575,-1.0675,99.1075,427.9275,99.0617499999999,30.92,101.2575,-1.5125,6.61999999999998,-0.58225,-0.5245,0.811999999999999,95.0775,4.601
1,15.25,387.157,4.5824,0.731499999999998,184.598,303.1525,308.7725,235.4525,54.28375,-1.1675,98.8875,356.113,77.2125,28.867725,76.6409999999999,-1.49,6.005,-0.5745,-0.489,0.76175,95.0775,4.582
1,15.75,385.18315,4.542075,0.642499999999997,145.4655,302.265,308.51,186.7975,42.384,-1.2225,99.0775,277.872,56.298,26.24,51.26,-1.4675,3.275,-0.5645,-0.51,0.795,95,4.69325
1,16.25,393.2375,5.0955,0.540499999999998,89.19725,301.555,308.6775,118.29,33.0935,-1.2225,99.3875,185.632,42.59425,34.95,41.914,-1.545,2.57999999999999,-0.5645,-0.49675,0.8721,95,4.7335
1,16.75,453.7416,4.6845,0.510499999999998,53.92875,301,307.585,66.5634999999999,17.168,-1.3225,99.765,94.8958,24.35525,24.2,23.215,-1.7,2.03,-0.5845,-0.53225,0.82,95,4.7975
1,17.25,454.2215,4.63745,0.433999999999999,10.9725,300.3775,306.835,14.087,4.95525,-1.5225,99.91,29.516,7.98375,18.0049999999999,15.249,-1.7,1.47,-0.58675,-0.54225,0.861,95,4.815
1,17.75,406.399,4.5702,0.361999999999999,5.55324999999999,299.8875,306.2425,1.11325,1.59725,-1.73500000000001,99.8875,4.4332,1.21,15.0649999999999,17.939,-1.52,1.26,-0.59675,-0.55,0.8782,94.9775,4.9765
1,18.25,397.725525,4.548525,0.359749999999999,5.36249999999999,299.9625,305.775,0.441,1.511,-1.78000000000001,99.9775,0,0.11,32.18,19.17125,-1.5175,4.1125,-0.599,-0.55225,0.83625,94.9,4.9175
1,18.75,397.3622,4.548,0.334249999999999,4.8715,300.06,305.44,0.4555,1.47,-1.90250000000001,100,0,0,20.48,21.74125,-1.6175,2.7875,-0.60675,-0.56,0.873925,94.9,4.85725
1,19.25,398.119525,4.478,0.324249999999999,5.01425,299.98,304.82,0.512999999999999,1.30325,-1.99250000000001,100,0,0.11,19.46,16.902,-1.62,2.86,-0.6145,-0.56,0.9492,94.9,4.9765
1,19.75,401.662124999999,4.468675,0.301999999999999,5.344,300,303.5475,0.671,1.293,-2.38000000000001,100,0,0.0852499999999991,19.62,13.44,-1.6225,4.025,-0.6145,-0.56225,0.955,94.8775,5.09725
1,20.25,402.6331,4.438925,0.26775,10.93175,299.9425,301.1525,0.6455,1.49725,-2.9225,100,0,0.0852499999999991,56.1699999999999,19.9755,-1.62,3.0375,-0.6245,-0.57,0.861,94.8775,5.0105
1,20.75,443.95225,4.3251,0.27,13.11725,299.8975,300.365,0.7765,1.358,-3.22500000000001,100,0,0.0852499999999991,15.765,23.88225,-1.7,3.9225,-0.61675,-0.56225,0.844224999999999,94.8775,4.543
1,21.25,445.6975,4.319675,0.25775,11.224,299.575,300.0425,0.929499999999998,1.531,-3.24750000000001,99.955,0,0.22,18.3574999999999,13.9935,-1.7,5.02749999999999,-0.609,-0.56225,0.831499999999999,94.8,4.614
1,21.75,445.0025,4.305125,0.2565,11.02325,299.2525,299.8975,0.901999999999999,1.42975,-3.27000000000001,100,0,0,14,14.18,-1.74,10.2675,-0.61675,-0.56225,0.810325,94.8,4.66824999999999
1,22.25,404.3546,4.3534,0.25875,10.4635,299.075,299.72,0.612,1.54,-3.34750000000001,99.9775,0,0.0852499999999991,19.48,12.3795,-1.735,7.69249999999996,-0.63225,-0.57225,0.745324999999999,94.8,4.29475
1,22.75,440.4222,4.4482,0.261,13.0785,298.775,299.4425,0.6,1.5795,-3.34750000000001,99.955,0,0,13.275,13.329,-1.745,4.01,-0.64225,-0.57675,0.7401,94.8775,4.47425
1,23.25,412.974225,4.4731,0.2565,10.26875,298.5975,299.3425,0.566499999999999,1.353,-3.37000000000001,100,0,0.11,15.4875,16.517,-1.76,5.95,-0.65125,-0.58125,0.7353,94.855,4.18075
1,23.75,412.3977,4.2874,0.26325,10.13825,298.52,299.2425,0.661749999999999,1.21625,-3.44750000000001,100,0,0,20.41,17.157,-1.76,3.84,-0.655750000000001,-0.5835,0.6765,94.7775,3.9085
