DOY2,HR2,CO2,FC,H2O,G_2_1_1,H,LE,PA,RH,TA,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,NETRAD,PPFD_IN,PPFD_OUT,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS
1,0.25,503.568,13.8966599999999,14.59746,1.00455,12.98975775,63.640595,101.5612925,96.6575,14.5975,19.5954,12.414,13.19575,13.37725,13.501,12.973,12.701,13.0625,13.34975,13.43875,13.2215,12.90725,13.16875,13.5005,13.4415,13.21675,13.00125,13.2315,13.282,13.2905,13.04025,-7.51852500000001,0,3.41246444808903,0.54395875,1.68945757470253,1.5362519286346,0.671450854637315,4.7341295
1,0.75,491.067,15.56634,14.31856,1.088,20.6658725,78.84618,101.5531025,96.7525,14.40075,19.661,12.272,13.1405,13.349,13.4715,12.991,12.60575,12.98825,13.25925,13.393,13.21,12.83625,13.09725,13.44575,13.4215,13.231,12.8925,13.18125,13.24175,13.2605,13.06025,-8.93625,0,0,0.551448,1.97389969350015,1.47545247297227,0.73175269046311,4.89625
1,1.25,483.128,10.6860625,14.049675,0.844400000000001,6.40707,89.0677,101.5489675,97.405,14.50525,19.19555,12.292,13.09525,13.30175,13.4415,12.981,12.52525,12.89825,13.18825,13.3645,13.23525,12.73575,12.98675,13.41,13.40575,13.24625,12.774,13.131,13.212,13.22175,13.07,-8.69807499999999,0,4.45047644750775,0.583808625,1.90479413936609,1.73524709749513,0.725103155334194,5.2662455
1,1.75,507.791,15.29819,13.52834,0.776050000000001,12.89016,110.481595,101.5319975,97.4575,14.48,18.907125,12.169,13.04525,13.22825,13.39625,13.016,12.42625,12.76525,13.143,13.31975,13.24575,12.651,12.914,13.34575,13.37525,13.24625,12.65425,13.0705,13.172,13.192,13.08,-8.299,0,4.31423737258404,0.533146925,1.86688368094023,1.71505072986392,0.695363759535367,5.2190675
1,2.25,497.852,14.88811,13.81633,0.712175000000001,21.70786,59.661845,101.5291475,97.5575,14.3625,18.996775,12.057,12.9805,13.15375,13.351,13.023,12.3305,12.6915,13.07675,13.2745,13.2405,12.53675,12.851,13.27575,13.34525,13.25575,12.56325,12.991,13.1415,13.13275,13.08,-8.33475,0,4.02878407274388,0.558958725,1.71744016633909,1.60537137239639,0.633376022863402,4.98982475
1,2.75,507.087225,14.474495,13.5254,0.652475000000001,6.53541050000001,94.5162699999999,101.529475,97.5,14.2,18.961825,11.929,12.912,13.08375,13.3105,13.014,12.25725,12.6225,13.00525,13.22925,13.2215,12.47525,12.76025,13.22,13.31525,13.2605,12.482,12.901,13.111,13.103,13.08,-8.359475,0,4.28828707259856,0.580056975,1.92767829871536,1.71135710679709,0.720343766323516,5.12986425
1,3.25,500.432225,16.83914,13.3801325,0.601075,11.89384,119.334675,101.5222025,97.705,14.0515,19.45335,11.928,12.843,13.01925,13.26,13.012,12.17025,12.54575,12.94675,13.184,13.21625,12.40775,12.6315,13.1715,13.27525,13.2605,12.431,12.8205,13.09,13.08275,13.0805,-12.73525,0,4.67105399738421,0.51002765,2.01438773246489,1.65399224786742,0.732600014431082,5.185928
1,3.75,509.947275,12.420485,14.89768,0.55015,14.26441,113.99175,101.50216,97.8,13.8705,19.5105,11.953,12.773,12.9575,13.22525,13.012,12.09275,12.462,12.86575,13.13825,13.2015,12.35925,12.50325,13.08625,13.24525,13.2705,12.323,12.75025,13.03025,13.0725,13.09025,-8.19114999999999,0,3.90552014781291,0.4915908,1.87091187562256,1.67341850714339,0.737350922911075,4.939315
1,4.25,576.177975,16.1911125,14.0237,0.516925,3.20924574999999,97.0824149999999,101.5038125,97.805,14.28125,19.38355,11.996,12.67675,12.8885,13.16525,12.994,12.01525,12.38975,12.78,13.09725,13.2015,12.3145,12.3655,13.01,13.2,13.26525,12.26375,12.651,12.97025,13.052,13.09,-8.11,0,4.02878407274388,0.570798425,1.82420972676185,1.64198239200238,0.655560192975695,4.72607575
1,4.75,587.55925,17.253475,13.9345875,0.448425,8.88135325,109.7288,101.5042075,97.9525,14.3025,19.1957,12.041,12.57525,12.81675,13.11575,12.977,12.02375,12.32125,12.68575,13.041,13.201,12.2095,12.22625,12.931,13.1605,13.26525,12.20525,12.55225,12.89125,13.0315,13.09,-5.316325,0,4.02878407274388,0.507167925,1.70606693501087,1.43865183194771,0.683274646701194,4.81846775
1,5.25,576.07805,17.6942025,14.62928,0.324100000000002,20.6049,111.084055,101.5126025,97.7525,14.274,19.028,12.105,12.52625,12.745,13.07,12.976,12.03225,12.27275,12.58675,12.9905,13.18675,12.15625,12.124,12.8515,13.10525,13.24525,12.127,12.49175,12.831,13.011,13.08025,-7.777,0,4.02878407274388,0.513471,1.58220099860922,1.5438134602341,0.630011904649428,4.96455
1,5.75,638.676925,12.07972,14.98014,0.240750000000002,15.5898625,81.21861,101.5601425,97.4775,14.3155,19.33065,12.167,12.492,12.686,13.04575,12.978,12.05025,12.2385,12.52675,12.9605,13.18625,12.07525,12.0635,12.78775,13.08525,13.241,12.08775,12.48075,12.7615,13.00025,13.061,-7.2149,0,5.78691689675934,0.60158805,1.67402565215672,1.49675705743722,0.699701930358938,5.63338075
1,6.25,645.193,13.1104,14.30298,0.162900000000002,12.114787,132.626,101.5613975,97.2525,14.154,19.293,12.139,12.463,12.614,13.01625,12.988,12.063,12.21425,12.48525,12.93525,13.1815,12.01325,12.01375,12.73775,13.06575,13.2315,12.146,12.46,12.69225,12.98,13.061,-6.88615000000001,0,5.37819967198822,0.510455,1.73708376309261,1.54231643964525,0.690821250396946,5.21535
1,6.75,690.712,14.11629,14.65831,0.0832000000000025,18.12877,84.28917,101.5773175,97.3,14.372,19.034,12.045,12.43875,12.531,12.98675,12.983,12.061,12.1995,12.42725,12.8715,13.1705,11.955,11.83625,12.71725,13.041,13.22675,12.1945,12.42075,12.623,12.931,13.06075,-10.63,0.259502999854678,3.54870352301273,0.526774,1.94566698075493,1.55754935716336,0.721354281889281,5.45958
1,7.25,601.253,17.4875,14.72529,0.0591250000000022,14.369675,121.961575,101.60981,97.6,14.193,19.181675,11.939,12.40975,12.46,12.9415,12.983,12.061,12.18,12.4025,12.79575,13.16,11.90625,11.844,12.68625,13.01625,13.20725,12.2135,12.39125,12.55375,12.88175,13.051,-8.31,13.1113890676576,4.437501297515,0.5676741,1.97786395186544,1.58573865740392,0.670508662040096,4.8730355
1,7.75,553.55215,9.75536799999999,16.0555025,-0.1035,55.4452,139.147125,101.6308875,98.1525,14.1625,19.34515,11.817,12.376,12.392,12.87575,12.975,11.953,12.1305,12.374,12.7305,13.14625,11.84825,11.8405,12.65525,12.98675,13.18725,12.2515,12.3325,12.50375,12.832,13.03125,5.81765000000001,78.8305237808549,6.36431107143599,0.54980865,1.7072502535904,1.58100206057674,0.674820859397913,4.8560225
1,8.25,526.012175,9.64487125,15.01189,-0.293674999999998,53.61754,179.92905,101.6377325,97.955,14.3405,19.2966,11.704,12.315,12.307,12.8005,12.963,11.8275,12.09425,12.335,12.64625,13.121,11.797,11.73375,12.61575,12.94725,13.12775,12.27025,12.27375,12.4925,12.75275,12.9915,52.1,303.670410429944,23.6147729867757,0.54819705,1.85758915649984,1.78540085809858,0.637955167337566,4.892689
1,8.75,519.447175,5.933402,14.50993,-0.329649999999997,87.33015,175.816075,101.6590275,97.975,14.83475,19.3642,11.805,12.24625,12.207,12.74725,12.905,11.818,12.045,12.315,12.581,13.0905,11.82325,11.6665,12.58575,12.9015,13.063,12.24175,12.244,12.4625,12.684,12.962,117.755,492.413429799248,39.8401980526895,0.5403111,1.82220213121131,1.74144507332883,0.595861039012032,5.148655
1,9.25,503.97335,6.134501,14.7329375,-0.403749999999997,106.2736,185.45805,101.6846875,98.065,15.485,19.3269,12.38,12.24625,12.15,12.69775,12.905,12.05625,12.096,12.3055,12.54625,13.0805,11.858,11.5795,12.57675,12.8605,13.0425,12.26125,12.22475,12.4715,12.6345,12.952,210.415,668.667867300546,52.8283231954162,0.57411925,1.62308382398894,1.82866941027137,0.72122437731908,5.115443
1,9.75,495.899,0.738092599999998,15.052,-0.477899999999997,130.790125,208.632225,101.7246075,96.74,15.69675,19.715475,12.588,12.28775,12.13,12.62725,12.914,12.3365,12.12225,12.30175,12.5205,13.08,11.90025,11.55,12.486,12.763,13.02675,12.28075,12.14725,12.44075,12.58375,12.932,298.4725,812.815296144823,63.4549710394652,0.530223925,1.70185566643596,1.69653385870365,0.67546465256164,5.55498475
1,10.25,497.69285,-0.337770775,14.2771975,-0.370599999999999,135.8358,209.7005,101.7354975,93.22,16.1745,20.162,13.358,12.46,12.137,12.612,12.905,12.78775,12.2805,12.34075,12.52525,13.08525,12.1355,11.77475,12.458,12.7035,13.01625,12.32025,12.138,12.40175,12.5435,12.932,380.425,935.547239926093,72.0315451846624,0.525278,1.68515281206186,1.58699716445871,0.607828100699532,4.98443
1,10.75,495.037,0.311791349999997,14.155915,-0.166074999999999,155.073,218.449,101.7099175,94.62,16.556,20.58,13.69625,12.575,12.1625,12.613,12.8875,13.2175,12.6065,12.4285,12.5355,13.0765,12.4865,11.856,12.487,12.6815,13.002,12.3505,12.206,12.4045,12.5085,12.924,438.48,1024.17400195146,77.7276360314725,0.522269,1.69855821213169,1.58587830554554,0.620465953941068,5.07303
1,11.25,491.539225,0.711583024999999,14.618935,-0.0726999999999995,166.53375,257.390625,101.6628275,95.2025,17.09225,20.89615,14.744,12.654,12.24175,12.61625,12.903,13.80525,12.752,12.5125,12.571,13.05525,12.87525,12.063,12.5175,12.67775,12.99625,12.411,12.325,12.432,12.49425,12.90225,487.62,1110.99073055284,82.9306711785588,0.5540825,1.65194160992907,1.62912960834755,0.677001124181196,5.075752
1,11.75,490.44,0.322934999999998,14.6831,0.398675,159.78745,254.58835,101.613195,93.925,17.46875,21.927,15.28,12.80575,12.365,12.6415,12.93,14.6255,13.0125,12.57825,12.632,13.0505,13.30325,12.3855,12.58075,12.682,12.9915,12.6245,12.51175,12.501,12.4945,12.88225,512.8675,1146.12743673317,87.2059831011646,0.541303,1.62633329917333,1.73831240000179,0.692180612268214,5.12627
1,12.25,490.763,1.75362839999999,15.429,1.11085,160.384525,257.2771,101.5841225,94.93,17.88675,22.134,15.94875,13.0505,12.548,12.7725,12.9015,15.1665,13.4645,12.72525,12.6815,13.02,14.09825,12.7955,12.6725,12.7105,12.96675,12.836,12.70075,12.57125,12.50525,12.86275,525.545,1158.99229795096,88.8992401752164,0.55465,1.5675394731872,1.6446367380063,0.705494861781431,5.68663
1,12.75,479.065,0.555829699999995,15.5478,1.848425,143.25115,233.75835,101.5685275,94.43,18.627,22.415,16.1335,13.39725,12.97225,12.8535,12.92075,15.7615,14.001,12.9625,12.72575,13.01575,14.69325,13.197,12.83,12.76575,12.981,13.076,12.811,12.63325,12.52575,12.84275,532.3,1182.62004608773,91.2217920239158,0.579213,1.68768184205436,1.7166216822585,0.717504006957453,5.52541
1,13.25,473.323825,1.2883415,14.329005,3.0838,123.626,215.29695,101.526995,92.6675,19.0715,22.597,16.506,13.72875,12.986,12.903,12.792,16.1085,14.4935,13.14625,12.77525,13.00525,15.04325,13.569,12.9405,12.8005,12.9715,13.41425,12.9125,12.71275,12.5555,12.83275,507.63,1159.19990035085,91.8640619485561,0.5038183,1.61761324323496,1.57229446684339,0.62757811099075,5.1535055
1,13.75,466.3477,1.78187375,14.2191825,4.043725,109.9546,211.0168,101.496405,91.71,19.34475,22.4875,16.401,13.97825,13.18625,13.003,12.776,16.42475,14.84925,13.41575,12.8415,12.99525,15.52375,13.90775,13.08825,12.87575,12.97525,13.78225,13.02425,12.81175,12.596,12.8225,475.205,1109.07689592892,89.4182461749258,0.4935682,1.57013833385282,1.52397694922757,0.661224031790005,5.57846425
1,14.25,462.0898,3.44847250000001,14.3738,4.97575,94.7395999999999,214.606375,101.46354,91.1575,19.67375,22.756,16.517,14.2115,13.33925,13.002,12.767,16.67275,15.0305,13.72825,12.933,12.99525,15.994,14.311,13.2635,12.9705,12.9605,14.09175,13.23375,12.92025,12.646,12.81225,450.465,1046.03064211422,85.1559094023127,0.509138,1.49236724702735,1.64399817518147,0.651954753031221,5.34695
1,14.75,470.032,3.2784675,14.26353,6.080025,101.16065,216.3605,101.4683625,89.25,19.939,22.49535,16.136,14.42525,13.499,13.16,12.758,16.78475,15.16125,14.0255,13.08625,13.00525,16.3695,14.69225,13.481,13.01675,12.95525,14.4125,13.48175,12.99125,12.7145,12.80225,431.1275,992.53409869418,81.6201810292927,0.537213225,1.54304618352771,1.43377055387003,0.624132925486277,5.21083475
1,15.25,496.5877,8.16002649999999,14.989125,6.638625,89.3106375,168.82015,101.4723925,90.355,19.8345,22.533725,15.882,14.6015,13.648,13.2905,12.759,16.829,15.27475,14.2245,13.24525,13.011,16.65125,15.0145,13.67625,13.08725,12.96525,14.69375,13.74,13.08275,12.784,12.81175,384.805,852.519255122589,74.3540970333617,0.537084375,1.64894491175231,1.40614607888835,0.669212969920712,4.6198945
1,15.75,486.97945,8.79641,14.474,7.044625,66.5503375,154.5205,101.482555,91.51,19.66875,21.775525,15.779,14.732,14.03225,13.40525,12.77,16.73,15.38325,14.32675,13.402,13.03575,16.763,15.3055,13.874,13.17775,12.98525,14.79625,13.91025,13.2135,12.87275,12.82125,317.6375,743.813448483465,65.6542589632336,0.4769858,1.58943629221652,1.45234034834224,0.642986052092498,4.835899
1,16.25,476.553725,11.6593575,14.2092,7.321,49.4952824999998,125.1005,101.4692625,92.4025,19.2595,20.590175,15.534,14.77775,13.915,13.51575,12.79,16.52,15.41175,14.4205,13.52525,13.04575,16.75575,15.507,14.02975,13.2625,13,14.8165,14.03225,13.3415,12.9225,12.83125,253.45,564.529313458863,54.664306919388,0.49600735,1.45504538712963,1.60656462518541,0.573434410688865,4.66066
1,16.75,473.3189,16.327845,14.8271625,7.447375,18.92115,102.9611,101.4706,92.3625,18.40075,20.060975,14.913,14.7515,14.026,13.65525,12.848,16.1675,15.377,14.51825,13.70925,13.07575,16.711,15.64575,14.1135,13.33775,13.031,14.8155,14.124,13.45025,12.982,12.842,148.49,392.51775000519,41.0144491270319,0.495912375,1.82810098343849,1.54286791657726,0.630479964449607,4.65092775
1,17.25,485.044725,24.47672,13.884325,7.317075,7.97049649999994,89.9018699999997,101.4776075,92.5775,17.13275,19.94715,14.624,14.691,14.095,13.74525,12.859,15.8725,15.22975,14.514,13.8255,13.10525,16.341,15.6845,14.16725,13.40825,13.051,14.76425,14.176,13.55075,13.061,12.86125,37.06975,209.808175382508,21.4544105129855,0.551344975,1.67141116544832,1.4650321103761,0.729387307171179,4.843293
1,17.75,484.716,12.30647,13.898015,6.962725,9.74575249999998,60.9527875,101.485295,93.4625,15.56875,20.157175,14.472,14.60675,14.095,13.82,12.861,15.56,15.021,14.454,13.897,13.1105,15.86625,15.6725,14.19575,13.47775,13.06625,14.67225,14.205,13.63175,13.14025,12.871,-21.39575,69.9814714858104,5.44956299694825,0.582766425,1.79626362901873,1.57169259685663,0.823033587868271,5.75701099999999
1,18.25,483.074275,12.604325,13.7542,6.466575,47.03865,68.2226799999998,101.4916725,93.535,15.27,19.732125,14.198,14.5105,14.1435,13.87,12.852,15.2105,14.8025,14.36825,13.89075,13.1205,15.49225,15.63025,14.1905,13.53675,13.08675,14.54075,14.1935,13.6825,13.171,12.871,-21.77925,23.1217172870519,1.95276007390646,0.6242547,1.96953709765456,1.56385646234879,0.79359425814788,5.9320145
1,18.75,480.6461,13.780185,13.461,5.96975,6.49735499999996,157.8775,101.4862575,94.705,15.043,19.77745,13.935,14.40575,14.031,13.841,12.854,14.81725,14.6245,14.28575,13.87925,13.13525,15.248,15.41275,14.1815,13.5915,13.1015,14.37,14.133,13.70325,13.23075,12.8905,-13.29625,1.17425107434242,0.259502999854678,0.653578625,1.98734228753413,1.96586972652465,0.790007300017581,6.21334724999999
1,19.25,481.76,15.7705725,13.4480475,5.302675,4.3355875,156.7558,101.4712975,95.105,14.985,19.664,13.674,14.29725,13.967,13.852,12.872,14.464,14.463,14.18625,13.8525,13.14525,14.90775,15.12475,14.1615,13.631,13.1215,14.1905,14.07225,13.71375,13.30025,12.90025,-12.73,0,0.259502999854678,0.646213,1.72491449063425,1.73571887124615,0.754257250545197,5.65637
1,19.75,494.480675,17.369625,13.3724,4.664,22.3818499999999,134.53775,101.4597675,95.22,15.1315,19.8415,13.483,14.1705,13.905,13.83675,12.872,14.19575,14.292,14.1025,13.80525,13.16,14.5905,14.895,14.122,13.65575,13.13625,14.01125,14.0015,13.714,13.3405,12.92,-16.01675,0,0.519005999709357,0.637697425,1.87473915583663,1.8041435013734,0.689687161831275,5.44681775
1,20.25,513.0662,14.901975,13.59928,4.078225,24.842235,114.72355,101.4824275,95.52,14.9165,19.65155,13.256,14.062,13.865,13.81725,12.892,13.94625,14.14575,14.04825,13.7925,13.19625,14.31625,14.69375,14.08825,13.6505,13.14625,13.8315,13.92075,13.69375,13.361,12.93025,-12.3,0,1.05098714941145,0.6399589,1.87471361811006,1.50241406137168,0.728745309303657,5.75635875
1,20.75,512.645,24.75402,14.6975375,3.523425,11.949675,125.605125,101.4880225,95.8675,14.92525,19.603,13.13,13.943,13.815,13.792,12.92,13.79675,13.9935,13.9745,13.76925,13.211,14.08625,14.51125,14.04875,13.62525,13.15575,13.68075,13.83025,13.67325,13.39075,12.95,-12.2845,0,1.17425107434242,0.609653,1.93196532059973,1.67670510227649,0.679824977475821,6.10405
1,21.25,495.926925,13.1136,14.057245,2.983075,5.53967509999996,131.19955,101.4904925,95.7725,15.2615,19.564775,12.947,13.7845,13.737,13.74575,12.93,13.622,13.855,13.88975,13.7245,13.2305,13.85525,14.3305,14.0035,13.62525,13.171,13.54,13.7205,13.63275,13.401,12.96025,-15.13675,0,1.29751499927339,0.64473205,1.75400389506585,1.49364642262511,0.771123836006365,5.5950445
1,21.75,503.4774,14.46885,14.3343675,2.47095,15.20573,124.3065,101.48948,95.7525,15.42925,19.665825,12.836,13.65825,13.659,13.71575,12.939,13.3915,13.75125,13.83025,13.70025,13.23525,13.6005,14.12125,13.95825,13.621,13.1805,13.46025,13.611,13.59275,13.40175,12.98025,-18.1,0,1.56999314912081,0.634156775,1.71956905913244,1.67673603447575,0.751303752590937,6.096521
1,22.25,495.706775,14.154125,14.6974325,1.9192,18.5191625,90.08326,101.502705,95.905,15.3505,19.97345,12.781,13.53675,13.551,13.67675,12.939,13.242,13.6335,13.756,13.67125,13.22525,13.4105,13.86025,13.851,13.5915,13.2005,13.40025,13.492,13.53275,13.392,13.00025,-9.71,0,1.81652099898275,0.58321835,2.08696555152563,1.48245431306275,0.700585983073547,6.098792
1,22.75,486.478975,13.77258,14.3903,-0.2482,14.5237367499999,141.866,101.5207225,96.21,15.45625,19.3518,12.691,13.42525,13.504,13.63675,12.956,13.19525,13.4715,13.70075,13.65075,13.22525,13.3305,13.575,13.7215,13.55675,13.21525,13.35,13.4315,13.46325,13.37225,13.01025,-19.3465,0,9.86111399447778,0.54502655,2.02843403996527,1.47110961588603,0.737681321791532,6.12177425
1,23.25,516.440575,13.109895,13.6099,1.37845,12.204385,94.73343,101.5506475,96.6575,15.23175,19.4422,12.577,13.34525,13.458,13.60675,12.983,13.0105,13.37825,13.62925,13.6145,13.23575,13.2115,13.397,13.662,13.54625,13.23,13.2505,13.39075,13.4035,13.3625,13.03,-8.62350000000002,0,2.48474122360855,0.54619925,1.87585169936764,1.65903095929022,0.713075465329906,6.02221624999999
1,23.75,506.2832,10.4131045,15.49957,1.23425,11.9833399999999,61.305605,101.559855,97.1525,15.18725,19.195525,12.449,13.2805,13.421,13.57675,12.974,12.84,13.2845,13.55775,13.5835,13.2405,13.03525,13.28775,13.5915,13.521,13.24,13.13,13.35,13.373,13.33275,13.04025,-9.92,0,2.7701945234487,0.514394,1.78555422689783,1.75452790255397,0.674814400987148,4.91447025
2,0.25,470.460575,15.065175,14.406,3.053675,16.60157,84.3328375,101.4209725,93.5,14.33825,18.9208,13.59975,13.861,14.52225,14.16225,13.77425,13.363,14.058,14.395,14.6025,13.8885,13.46925,13.74675,14.0615,14.02075,13.45675,13.62375,13.8175,13.92875,13.84375,13.31875,-18.118,0.259502999854678,5.76096659677387,0.5151402,1.48277034846463,1.49458363790684,0.673856748844254,5.28197725
