DOY2,HR2,FC_1_1_1,FC_1_1_2,CO2_1_1_1,CO2_1_1_2,H_1_1_1,LE_1_1_1,LE_1_1_2,H2O_1_1_1,H2O_1_1_2,H2O_1_2_1,NEE_1_1_1,NEE_1_1_2,FCH4_1_1_1,CH4_1_1_1,RH_1_1_1,RH_1_1_2,RH_1_2_1,VPD_1_1_1,VPD_1_1_3,VPD_1_1_2,VPD_1_2_1,T_SONIC_1_1_1,TAU_1_1_1,USTAR_1_1_1,WS_1_1_1,WS_2_1_1,PA_1_1_1,TA_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_2_1_1,SW_IN_2_1_1,SW_OUT_2_1_1,LW_IN_2_1_1,LW_OUT_2_1_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,G_1_1_1,PPFD_DIF_1_1_1,TA_1_1_2,TA_1_1_3,TA_1_1_4,TA_1_1_5,TA_1_2_1,TA_1_2_2,TA_1_2_3,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_6_1_1,TS_6_3_1,TS_6_4_1,TS_6_5_1
1,0.25,1.43508325,1.0907018,431.3846,438.845,16.04552125,14.6739037499999,9.97309975,6.6660176,6.3078525,6.6420635,2.3047242641,2.43541515,2.0299899744,2068.348,98.887942,98.675,98.11,2.01477655,2.36527367125,2.736547,2.06632675,3.518525,-0.00436856304999999,0.933055779999999,4.921232425,5.96215,102.50925,4.27359999999999,10.8544195,0.129375,2.284375,-0.212062192500001,0.874776029999999,324.7213625,327.136325,5.87939999999999,0.259799999999999,2.4381,327.88,330.15,1.74,2.1595,2.94,3.73,4.04,1.4,1.8,2.5,4,4.898575,2.512,1.342825,2.47825,2.463075,2.447975,2.488025,2.2670658,2.3707716,2.9938436,1.939125,3.159125,4.08135,5.1158,2.392725,3.222875,4.29865,5.16035,1.5446,3.12225,4.63475,5.5396
1,0.75,1.536594375,1.296378,431.4605,441.1956,9.485339,10.2860904,6.62035942500001,6.6420448,6.3271505,6.7892825,2.07899075,1.79801139999999,2.28932597775,2070.2405,98.90452375,98.8625,97.92,1.925196,2.31014563875,2.711325,2.03286125,3.31454883829998,-0.0039650574,0.92785534675,5.159577525,6.010375,102.537,4.22289999999999,11.87718775,0.130675,2.2825,-0.0642482192500001,0.691372329999999,324.546715,328.4903725,5.89575,0.369,2.4605,326.9,330.2375,1.74,2.14,2.94,3.72,4.03,1.4,1.8,2.501575,4,4.898575,2.4862,1.341825,2.3077,2.2735,2.3124,2.27365,2.0880161,2.27577455,2.890969875,1.937675,3.1613,4.074275,5.113325,2.3958,3.223875,4.3043,5.1627,1.540875,3.11535,4.6313,5.535525
1,1.25,1.55475333795,1.526017,431.737755,441.3462,20.24958493,14.709869,8.70365900000001,6.6155334,6.272220925,6.75879625,1.6841032,2.4343153,2.9099722,2070.819,99.204385,98.58676,98.305,1.895751,2.3645720787,2.521175,1.98288375,3.35534749999999,-0.004110661875,0.919622056425,4.9752435,6.086925086025,102.50925,4.6194,11.850054,0.127,2.35875,-0.0586937395000002,0.7082372,323.64237,326.264305,5.96675,0.375625,2.399625,327.67,331.65,1.74,2.14,2.9395,3.72,4.03,1.4,1.801575,2.5,4,4.898575,2.451,1.343825,2.172875,2.173525,2.166825,2.191,2.082572725,2.142847925,2.80123805,1.937075,3.1584,4.07835,5.110975,2.40065,3.220275,4.299025,5.156175,1.538425,3.108475,4.625825,5.540225
1,1.75,1.8640729,1.975811,432.0733375,442.76025,12.57145024,12.005622,4.1525275,6.698972949,6.2588205,6.70940625,2.12650385,2.4872155,2.748732818525,2072.063,99.9075,98.698545,98.405,1.9748084,2.39255538575,2.5349393,2.26825,3.67046,-0.004307617,0.8930433856,4.9756856,5.626750047275,102.51,4.50699999999998,11.16097875,0.129675,2.29,-0.0903036060000001,0.823112315,321.62911,326.76578,6.10675,0.39925,2.48225,327.9125,332,1.74,2.1595,2.9395,3.72,4.03,1.4,1.8,2.5,4,4.896675,2.514,1.342925,2.09785,2.1137,2.12455,2.139325,1.971057425,2.226582875,2.72162495,1.933975,3.155225,4.077725,5.11545,2.39055,3.214925,4.29585,5.161975,1.5261,3.106575,4.62865,5.5458
1,2.25,2.034800075,1.8019806,432.04169,442.84895,12.340569,11.022283,6.91204125,6.660846195,6.3020595,6.66337,2.148449080525,2.888985775,1.9158066,2071.8245,99.19377808875,99.0075,98.21,1.860430975,2.380353125375,2.4465838,2.25786475,3.050425,-0.00276339999999998,0.901655415,4.7542264,5.732875,102.5785,4.46845,12.424419,0.128025,2.353125,-0.200100520000001,0.813495687499998,321.127925,325.6599875,6.37,0.350375,2.36975,326.04,331.95,1.7385,2.1495,2.9395,3.72075,4.03075,1.4,1.8,2.5,4,4.893825,2.5828,1.346,2.039275,2.034925,2.012475,2.085125,2.049596975,2.199029125,2.828378875,1.925325,3.1535,4.06955,5.111775,2.3908,3.224625,4.302475,5.151725,1.5134,3.099775,4.628375,5.5414
1,2.75,2.20432885,1.90700435,432.2986425,442.725375,20.9670159999999,16.76903025,5.202080875,6.713248675,6.27790125,6.647621,2.53264343994999,1.782133325,1.50300752475,2072.185,99.1012508805,99.105,98.215,1.839698,2.2858204015,2.4043745,2.1414445,3.223635,-0.004301225,0.91031801565,5.0557419,5.6705,102.5885,4.41999999999997,11.630984,0.125,2.455,-0.2186804875,0.870248495,321.5422025,324.9616675,6.570375,0.3175,2.418125,325.7625,331.125,1.735,2.14,2.94,3.74,4.0315,1.396675,1.8,2.5,4,4.89525,2.4508,1.343,1.78435,1.782975,1.780525,1.8199,2.0702307,2.325787925,2.838955675,1.91835,3.1506,4.072,5.113325,2.390375,3.21735,4.30365,5.15445,1.506425,3.0976,4.635475,5.5338
1,3.25,2.3291226,2.1508745,432.334025,442.1214,15.6274207499999,13.3612885,5.05088435,6.6162083,6.1495108,6.6372965,2.66742383489999,2.56642493,3.2007673332,2072.721,99.272619886,98.87,98.5,1.7847441,2.292945167425,2.36505425,2.106816,2.92684249999998,-0.00368523620000001,0.8955318575,4.859665375,5.568725138725,102.597,4.17399999999999,12.22223225,0.127,2.329375,-0.2026197125,0.682160624999998,321.444395,325.5707975,6.98275,0.38525,2.38675,329.25,330.75,1.7325,2.14,2.9395,3.72075,4.0315,1.387175,1.8,2.5,4,4.8905,2.3136,1.346275,1.6193,1.6243,1.618125,1.65775,1.81447625,2.282995625,2.8191891,1.916275,3.162125,4.076075,5.111425,2.38275,3.219175,4.300575,5.15845,1.495725,3.09615,4.628375,5.545575
1,3.75,1.961478375,2.83051025,432.7948,442.0759,19.31569365875,17.3016,7.2225296,6.615110525,6.23655,6.62944625,2.258735625,1.88362195,3.13120814999999,2072.973,99.08,98.828015,98.505,1.8139801,2.231190410375,2.21342025,1.999665,2.69557999999999,-0.0037057095,0.975167999999999,4.9000861612,5.6166250351,102.58775,3.9295,11.3889535,0.1295,2.455625,-0.174414254500002,0.532537839999999,321.1851725,328.3072325,7.69075,0.4455,2.445625,329.2825,330.35,1.729,2.14,2.9395,3.72,4.0315,1.370075,1.8,2.5,4,4.891925,2.1768,1.3471,1.583925,1.5851,1.554975,1.61645,1.85335785,2.280761,2.8220257,1.904475,3.1476,4.065575,5.109325,2.383,3.215625,4.299925,5.1565,1.487475,3.0957,4.6272,5.5486
1,4.25,1.4802377,1.46041675,432.619,442.1129,15.58334375,10.08826375,9.46141149999997,6.6184412,6.214761,6.58606475,1.9674655975,1.7192847,1.9993925,2072.83375,98.96383075,98.5,98.5,1.71276,2.214426971,2.280665,2.02118075,2.7790125,-0.00341462365,0.912517690625,4.9765455,5.563675,102.5,3.96499999999999,12.783996,0.127,2.2925,-0.227930527500003,0.762298719999996,321.3833625,328.4038525,7.7665,0.42275,2.422375,327.9875,330.9,1.73125,2.13975,2.93925,3.72075,4.0315,1.381,1.8,2.5,4,4.89525,2.2974,1.341275,1.4334,1.436025,1.45375,1.473125,1.83679315,2.2911346,2.81526725,1.90495,3.1468,4.070725,5.112325,2.387,3.21845,4.2982,5.154075,1.485025,3.0819,4.628275,5.5385
1,4.75,1.78361435,1.3808672,433.08378,442.0955,14.556795,9.75017824999999,5.0629173,6.69834859999999,6.176302,6.520049,2.244806,1.56341,2.5101938349,2071.262,99.026077293,98.045,98.5,1.77921705,2.170576403,2.21493375,1.8175015,2.8533651618,-0.00494514620000003,0.95416269,4.94286575,5.66577486965,102.5,3.909,12.97612425,0.1267,2.27,-0.271508530000002,0.775707602499999,321.90849,326.9267725,7.368125,0.422,2.415875,325.3,331.1125,1.7295,2.14,2.939,3.72,4.03,1.384325,1.801575,2.5,4,4.8905,2.2994,1.346275,1.56155,1.6132,1.583475,1.62535,1.816945,2.180396375,2.933953775,1.899475,3.14335,4.07155,5.113325,2.378275,3.2127,4.298125,5.157425,1.4842,3.086525,4.627775,5.534325
