DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,CO2,VPD,TS_3
1,0.25,0.324716515,0.129635,-4.03838,0,-19.77,-1.74,76.642,0.0862,99.5,0.3265,-8.63,0,0,-3.3645,0.47485,-7.38,-4.322,-4.549,-7.071,-5.88725,-5.71675,420.5,0.252065,-3.9865
1,0.75,0.237942577,0.17933,-3.229952701,0,-19.56,-1.7245,76.635,0.09355,99.5,0.3095,-8.3,0,0,-3.373,0.47,-7.375,-4.2915,-4.563,-7.112,-5.89525,-5.7585,420.9,0.243585,-3.9945
1,1.25,0.2914098265,0.13522,-2.92565,0,-19.36,-1.7205,76.6085,0.0861,99.5,0.301,-8.125,0,0,-3.382,0.453925,-7.3865,-4.2805,-4.5605,-7.0945,-5.9845,-5.8005,420.6,0.242395,-4.0095
1,1.75,0.348131059,0.175498,-4.375402158,0,-19.565,-1.7185,76.69,0.084,99.5,0.286,-7.581,0,0,-3.389,0.4608955,-7.3345,-4.2725,-4.5715,-7.0785,-5.962,-5.79775,421.1,0.242695,-3.9995
1,2.25,0.371780293,0.0992,-3.3886,0,-19.375,-1.722,76.93,0.0777,99.55,0.284,-7.921,0,0,-3.3935,0.4445185,-7.2835,-4.286,-4.587,-7.097,-5.91775,-5.818,422.45,0.23549,-3.986
1,2.75,0.27,0.200005825,-4.1833223125,0,-19.6,-1.7235,76.61,0.088655,99.5,0.2845,-7.665,0,0,-3.3785,0.454,-7.276,-4.253,-4.5955,-7.114,-5.839,-5.81325,421,0.23133,-3.9755
1,3.25,0.362483931,0.17601,-2.7137895755,0,-19.61,-1.7145,76.56,0.089125,99.5,0.2805,-7.378,0,0,-3.3625,0.46706,-7.3425,-4.2655,-4.6005,-7.1375,-5.809,-5.80425,420.2,0.215315,-3.966
1,3.75,0.243859631,0.26752,-3.348445,0,-19.57,-1.719,76.4,0.07917,99.5,0.2705,-7.866,0,0,-3.364,0.4539005,-7.4055,-4.2305,-4.604,-7.17,-5.81675,-5.86475,420.6,0.22309,-3.959
1,4.25,0.303469263,0.25124,-2.4111,0,-20.11,-1.719,76.85,0.08116,99.5,0.2775,-7.633,0,0,-3.3805,0.466435,-7.428,-4.1965,-4.609,-7.1795,-5.82075,-5.884,422,0.23762,-3.9535
1,4.75,0.332975889,0.19213,-3.269175,0,-19.97,-1.7175,76.475,0.07693,99.5,0.256,-6.961,0,0,-3.387,0.45677,-7.3175,-4.1875,-4.6175,-7.1645,-5.8325,-5.892,421.2,0.22409,-3.9435
1,5.25,0.2324264335,0.42511149,-2.65436,0,-20.095,-1.7145,76.545,0.08359,99.5,0.3005,-7.848,0,0,-3.391,0.441,-7.3055,-4.201,-4.624,-7.083,-5.81325,-5.9055,420.8,0.23896,-3.933
1,5.75,0.201491637,0.402829393,-2.454985,0,-20.3,-1.7145,76.25,0.08975,99.5,0.288,-7.6225,0,0,-3.391,0.43123,-7.3155,-4.225,-4.627,-7.083,-5.77725,-5.919,421.6,0.246545,-3.924
1,6.25,0.3188037095,0.405545,-5.18083372,0,-20.175,-1.7215,76.12,0.0883,99.55,0.2775,-7.402,0,0,-3.391,0.452613,-7.378,-4.2615,-4.6335,-7.096,-5.73575,-5.93225,420.5,0.24176,-3.9155
1,6.75,0.207148026,0.205358266,-4.105523551,0,-19.7685,-1.7205,76.01,0.08025,99.6,0.2975,-7.663,0,0,-3.4,0.492,-7.4015,-4.279,-4.64,-7.111,-5.759,-5.94825,420.45,0.24187,-3.911
1,7.25,0.290185906,0.30501,-4.53236,0,-20.37,-1.7295,76.185,0.08614,99.6,0.331,-7.462,0,0,-3.4085,0.4520405,-7.382,-4.281,-4.63,-7.1275,-5.7885,-5.91725,420.5,0.24925,-3.903
