DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_7_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_8_1,TS_5_9_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.576067148510789,0.202153671640416,0.744706334330917,15.0378172205318,1.57503050587983,0.535395724461142,-0.0922573565558603,6.59625085521292,1.46732054850009,420.344339223054,11.5936053863422,425.318197518081,12.7858159756744,422.59331235962,11.3962868809097,425.223029686555,12.2950311297835,422.658672359918,11.2040222817535,425.749944307567,12.5130655063294,423.342012659081,11.0948412241031,426.310401684041,12.369254309652,424.317791309961,10.8000311243895,5.45946054649471,16.5452020829715,1.56230056936092,4.14175,2.757,1.43375,16.11646,15.917,15.2801125,14.839875,14.3771075,90.96542625,94.94125,14.83784,13.145,13.98,12.33375,3.81,-0.439500000000001,5.31,-0.9795,2.03275,355.1975,381.9075,356.3425,377.3425,0.45,0.47,0.3105,8.52325,0.25,0.16,0.13075,-0.04,13.511925,14.101975,15.0125,15.393975,16.2762,17.627575,18.157525,19.830925,21.409675,14.141825,14.730925,15.50635,15.708975,16.435975,17.7919,18.436575,20.02305,15.3538,16.1354,17.114775,17.357575,16.9856,18.221225,21.2918,14.40165,15.240825,16.109475,16.497825,16.759025,17.81785,18.4248,19.813025,21.625925,13.98235,14.820825,15.57475,16.0503,16.3288,17.8085,19.57605,21.640375,-17.0808,-7.67660000000001,-2.288
1,0.75,0.471833022930261,0.279218290794855,0.884492508587586,11.4683833281924,2.88934791726211,0.572567992892385,-0.56114998849569,6.39264242442069,1.45992585263008,421.035803546645,11.3437586041155,426.058717911004,12.2389281998629,422.632485987568,11.4494698770539,425.761148006393,12.4356535530039,422.592947879016,11.8529573504558,425.990597445431,12.5830422169077,422.6607466239,11.5156692340837,427.737524118053,12.3231142202664,424.164035958232,10.8642761480489,6.31071482235305,17.4596946267078,1.67004112287067,3.9235,3.19275,1.41075,16.48491,16.208625,15.706885,15.527775,14.15802,90.96053275,95.06025,14.12453,13.02025,13.79675,11.91325,3.9025,-0.268,5.4025,-0.95,1.8425,353.515,381.045,354.015,375.6975,0.45,0.4755,0.301,8.3725,0.241,0.15075,0.14,-0.04,13.462825,13.99535,14.881125,15.342275,16.281425,17.6303,18.158825,19.8327,21.4086,14.088175,14.661475,15.3611,15.6724,16.44105,17.7926,18.4368,20.022225,15.308425,16.052275,17.007925,17.3156,16.9956,18.22445,21.2837,14.43185,15.18255,16.0037,16.46775,16.770475,17.817075,18.42595,19.8148,21.62485,13.94685,14.747825,15.4781,16.020775,16.337875,17.810075,19.5769,21.638375,-15.86015,-8.61325,-1.57600000000001
1,1.25,0.363539922296326,0.312907242945951,0.856255486135245,5.50927666916858,1.41875359602879,0.552422506732904,11.6278312750985,8.45176847733083,1.34629975708912,420.675333364795,11.2436564075353,425.565603522875,11.666353548302,421.697432149116,10.8529133137107,425.587005297046,11.6934891242038,423.097083244988,11.129995835992,425.637737697753,11.9449995850954,423.430315202459,10.7072010494094,426.134318919041,11.8659158590229,423.193808487517,11.9429975772299,5.16234989078902,17.1840555685588,1.26216649986513,3.7405,2.8355,1.34175,16.1823,15.885,15.552345,15.5230125,14.44355,90.9668765,95.0745,13.7819875,12.734,13.7945,11.81975,4.0075,-0.3175,5.505,-0.818000000000001,1.9035,362.115,382.2325,360.6375,376.6,0.45,0.48,0.31075,8.34675,0.25,0.15,0.13,-0.04,13.448425,13.856725,14.752375,15.267875,16.2838,17.62845,18.1552,19.8317,21.406675,13.963175,14.564475,15.29085,15.65395,16.446125,17.7924,18.43595,20.0214,14.7683,15.640725,16.885125,17.268625,16.9989,18.21735,21.2827,14.337025,15.0858,15.917275,16.435,16.778025,17.814225,18.425175,19.814725,21.623775,13.891875,14.64085,15.3833,15.988875,16.34595,17.8108,19.5759,21.6358,-15.7835,-8.2533,-1.1825
1,1.75,0.514997431231002,0.138707182732359,1.02860613364386,6.04524777834709,1.41480088865324,0.467571626364846,5.78409723562922,5.34168867595243,1.42838576215402,420.644462109509,10.9890475496434,424.046075973253,11.6269540541075,422.357327656688,10.9993840194757,425.40678095072,11.6268242168702,423.295052507753,10.6124440704852,425.522640624523,12.0374932886792,423.299319431876,11.7678147577059,426.195856988401,11.9780350091102,423.214864812387,11.8079707663625,5.39990808343026,16.3700686299338,1.53743737234766,4.185,2.73125,1.31475,15.28497,14.989075,15.00839,14.7753,14.0874275,90.944467,93.79525,13.66775,13.24275,13.834,12.24975,4.105,-0.358,5.605,-0.7495,1.76175,361.5375,382.4175,360.405,376.42,0.45,0.47,0.31075,8.22425,0.25,0.15,0.13,-0.04,13.208,13.6456,14.6226,15.141425,16.286025,17.627725,18.15435,19.831475,21.405525,13.79175,14.426825,15.2152,15.627725,16.451125,17.7931,18.43425,20.019575,14.542025,15.346575,16.7497,17.197425,16.99765,18.21295,21.280625,14.13355,14.93275,15.8174,16.392475,16.7842,17.813225,18.4244,19.81365,21.6227,13.71725,14.476375,15.288375,15.9502,16.35495,17.81195,19.575675,21.6338,-16.3565,-8.184,-0.195999999999999
1,2.25,0.530250838485607,0.246526372937946,1.69764546914063,13.2479010767687,2.17112177005441,0.604783423385994,7.69956614595494,6.80115210913468,1.42454588487283,420.558438303725,11.4061824349872,424.519128713168,10.3322384140438,422.281998499698,10.5588587294696,424.986119970189,10.4492978350241,422.655210062322,10.5749553480164,425.338632823288,10.4884685053743,422.523893987138,10.6524299166546,425.708758735918,10.5674298401916,422.970267224044,10.7522491850333,6.70844086594258,15.9235477408841,1.72774217290589,4.954,3.3415,1.4375,15.13465,14.806,14.610075,14.155375,13.54927,90.955035,95.3925,13.12753,13.041,13.686,12.2,3.72,-0.476000000000001,5.22,-0.869,1.86,357.745,380.63,361.3,376.08,0.45,0.458,0.311499999999999,8.251,0.25,0.15,0.13,-0.03,12.81925,13.378475,14.49865,15.0261,16.28825,17.626425,18.15535,19.831325,21.403525,13.53405,14.244875,15.12875,15.59625,16.456125,17.7946,18.432475,20.017925,14.4666,15.1881,16.619275,17.110675,16.988075,18.2098,21.27955,13.81195,14.74025,15.711325,16.343525,16.791625,17.81045,18.42355,19.813425,21.6207,13.357375,14.242575,15.19665,15.90705,16.362025,17.812375,19.5746,21.6318,-15.09825,-6.5895,-0.298000000000002
1,2.75,0.522857979726867,0.271365607174506,1.08166713533729,5.92044986572535,2.83696923606342,0.486404339048795,0.033464480267953,7.75661827480655,1.33749796819176,424.603021840771,11.4881483641869,425.637437030559,10.9730289920869,422.350207720896,11.8435484359422,424.710492605869,11.1413169584769,422.462701366008,12.1071530717214,425.844618628045,11.3777640643497,422.438141648294,12.2582176561167,425.712394171824,11.6239702649201,422.640466223346,10.9240599513497,5.04622959931309,16.1052968710437,1.71774545058133,3.9415,2.4865,1.229,15.674525,15.0966,14.98546,14.519375,13.742615,90.9515445,92.8485,14.40275,12.861,13.269,12.117,3.805,-0.300000000000001,5.305,-0.795,1.6045,357.775,377.695,361.86,375.88,0.44,0.468,0.37025,8.168,0.24125,0.15,0.131,-0.0390000000000001,12.6321,13.14685,14.379175,14.915175,16.28785,17.626275,18.156425,19.83225,21.40245,13.362,14.077575,15.040525,15.560375,16.46035,17.794225,18.4307,20.0171,14.303425,15.03465,16.4959,17.0015,16.982825,18.208025,21.2844,13.678675,14.602775,15.6114,16.294625,16.79395,17.808675,18.423625,19.81335,21.619625,13.152175,14.023325,15.10685,15.86175,16.367325,17.813525,19.574525,21.6298,-15.581775,-8.483175,0.100999999999997
1,3.25,0.333141704135713,0.0941264110501561,0.869276421850575,5.54678803748573,1.22272852681476,0.475202765552495,1.18059410570754,9.21304646959593,1.57038526812715,421.23223977308,11.651706152289,426.119879683759,10.122027956767,422.046569876405,10.7529484014023,424.815186095332,10.1905227305742,422.634647618767,10.7874696983679,425.439738376114,10.2346362437284,422.699161446945,10.7180288176869,426.942985652183,10.246669303468,423.530856664148,12.4307500544387,5.27941467464559,17.0398926977585,1.49551937038364,3.548,2.7085,1.3085,16.331825,15.74355,15.468995,15.426625,14.255305,90.9267315,92.86975,14.7364875,12.5415,12.585,11.94,3.805,-0.237,5.305,-0.8075,1.8505,357.715,376.175,357.53,375.24,0.44125,0.468,0.331749999999999,8.124,0.24,0.16,0.14,-0.04,12.48885,12.9962,14.2407,14.830375,16.29215,17.62555,18.1555,19.830325,21.40045,13.246925,13.95725,14.959875,15.5271,16.466425,17.795,18.428925,20.0161,14.119125,14.853025,16.357075,16.926475,16.972325,18.2064,21.276475,13.57595,14.4466,15.507225,16.2455,16.800225,17.80675,18.422775,19.813275,21.617625,13.019025,13.87505,15.00355,15.8145,16.376325,17.814525,19.573525,21.627225,-15.0558,-6.45660000000002,0.107999999999997
1,3.75,0.435084116424839,0.218230071652301,0.642407571066503,17.7104586305521,1.42078653023227,0.444494858311635,10.165529489385,9.51246373667275,1.22362404198619,420.926528608481,10.6629749141422,423.887635605985,10.7170633114471,422.266058555957,12.274848742674,423.898268970519,10.8917531057667,422.436873962863,13.033938315126,425.190779571069,10.9401394626088,422.680022551124,11.1156846747753,425.837856287964,11.0541705320073,423.914135364395,11.3302913239769,5.48317276020676,17.2766502318664,1.66420967369083,4.329,2.58225,1.402,16.817615,16.473075,16.3147375,15.6504625,14.1708625,90.9266245,94.636,14.62054,12.8645,13.12975,11.74875,3.515,-0.168000000000001,5.015,-0.90925,1.842,357.48,378.9425,352.25,374.1625,0.44,0.46825,0.3305,8.1865,0.24,0.16,0.13125,-0.04,12.25865,12.779325,14.06575,14.762375,16.29715,17.624975,18.155425,19.829325,21.399375,13.089975,13.826725,14.8798,15.494275,16.47335,17.7967,18.428075,20.0151,13.76755,14.58615,16.19035,16.881125,16.951875,18.200775,21.2754,13.41595,14.310175,15.394175,16.198875,16.8093,17.8039,18.421775,19.812275,21.61655,12.783575,13.702175,14.874575,15.765225,16.384325,17.814525,19.572525,21.625225,-14.3336,-7.8211,0.662999999999996
1,4.25,0.649006664472433,0.24408155295797,0.949768303018648,7.94761900054002,1.46461092351536,0.54925361484377,7.91483916481071,5.06237218297238,1.51891951014433,420.755305868203,11.427624477796,423.945033241829,10.7249035493307,423.087031762873,12.4722978190081,424.788378418318,10.6328714616538,422.432859273878,11.3344242213523,425.637027745635,10.6870877777905,424.22760773904,12.7367759338002,425.993088675019,10.7070364103548,424.524221401629,12.5098383092331,5.41391851130698,16.670045194757,1.66945401396536,4.1115,2.6775,1.1415,15.8678,15.46285,15.552635,15.3846375,14.5284225,90.91373975,89.8025,13.4013,13.1085,13.4765,12.065,3.805,-0.146,5.3,-0.746,1.6515,356.575,379.8,356.58,375.18,0.44,0.46,0.331,8.101,0.25,0.15125,0.13,-0.04,11.9426,12.454775,13.885825,14.6892,16.297925,17.626675,18.15735,19.83025,21.3983,13.14325,13.770225,14.814525,15.463,16.478425,17.798325,18.427225,20.014275,13.44815,14.35615,16.0244,16.8182,16.9339,18.20325,21.2734,13.245125,14.25725,15.283175,16.1519,16.792875,17.801275,18.4227,19.812275,21.615475,12.65125,13.57435,14.732325,15.697025,16.3904,17.81595,19.572525,21.623225,-13.7845,-7.66365000000001,0.39
1,4.75,0.329922525581673,0.209136236601041,0.795793297936073,6.62362388500556,2.15107775471704,0.49572278587724,12.5183781931699,7.92086826241508,1.60066447155447,421.728049466232,11.0234740970099,424.449088394465,10.4524208447644,422.212986241616,10.1577597623356,425.375209281246,10.4459042727445,424.103382576715,9.922185264767,425.446976216104,10.6673416296996,424.018566730214,10.1299529723808,425.903206524263,10.6542530734892,424.405708494683,10.2125315478968,5.7367999598512,17.0383436454144,1.63508349349308,4.4355,2.8285,1.2025,16.1314625,16.2729,16.141505,16.0285875,14.929065,90.90671675,91.0175,13.21108,13.792,13.533,11.937,3.605,-0.10775,5.105,-0.839500000000001,1.532,354.73,381.19,360.76,374.86,0.44125,0.46,0.34,7.8565,0.24125,0.16,0.131,-0.03,11.234825,12.023275,13.67795,14.6119,16.29665,17.626925,18.162825,19.82925,21.3973,12.950675,13.78505,14.7295,15.44075,16.483425,17.80095,18.42545,20.01345,13.076275,14.129275,15.8394,16.741225,16.911225,18.210575,21.272325,12.74115,14.1742,15.157375,16.108875,16.7645,17.79965,18.425475,19.811275,21.613475,12.22215,13.30745,14.574825,15.6272,16.394625,17.8168,19.57145,21.621225,-15.075925,-7.51857500000001,0.939000000000001
