DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,H2O_1_4_1,FC_1_1_1,SC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,SH_1_1_1,SLE_1_1_1,WS_1_1_1,WS_1_2_1,USTAR_1_1_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,TA_1_9_1,TA_1_10_1,TA_1_11_1,TA_1_12_1,TA_1_13_1,TA_1_14_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD_1_1_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,NEE,RH_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,RH_1_3_1,RH_1_2_1,TS_2_1_1,TS_2_2_1,WS_1_1_2,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1
1,0.25,395.6475,392.505,393.41535,392.5481,389.662,389.091,388.133,0.8698654,1.073041,0.9692785,0.9655506,0.4273275,0.013570305,-4.671427,-14.01749,0.372,-1.723241,-0.1283023,3.110704,0.4465,0.5621463,94.5398,-10.71983,-9.515017,-9.5195505,-9.62,-10.187,-10.605,-10.009,-10.71,-10.775,-10.495,-10.795,-9.385,-3.258,-0.1505,0.1787575,0.4438077,0.603,1.8515,2.719,-11.181,0,0.0916016,0.07599325,0.535,0.4762757,83.1135,-0.789292,0.1110346,260.7084,275.1973,89.22331,89.03,0.878585,1.174759,2.1158335,-0.02325,0.316,1.028,1.415,1.9875,2.3725,2.642,3.0245,3.548
1,0.75,395.0139,392.467,393.32615,392.5095,389.61,389.054,387.453,0.8782534,1.066828,0.9866759,0.9605799,0.380372,0.041401635,-4.6845975,-11.20699,0.4988165,-1.867977,-0.241773,3.151,0.438,0.534,94.553885,-10.72,-9.7835,-9.715412,-9.58,-10.127,-10.66,-10.223,-10.7775,-10.835,-10.569,-10.8475,-9.4275,-3.3775,-0.1555,0.1771,0.44432665,0.6105,1.8415,2.71,-10.75033,0,0.09400108,0.07701749,0.813,0.4312134,83.50333,-0.7410002,0.104,260.2337,274.6087,89.56666,88.92668,0.8765908,1.176163,1.985,-0.028,0.316,1.028,1.415,1.98275,2.37275,2.642,3.01975,3.548
1,1.25,394.4069,392.483,393.48385,392.4315,389.489,389.003,388.363,0.86924405,1.088574,0.9823265,0.9817052,0.4100323,0.0460292,-4.695,-11.545025,0.2920807,-1.515014,-0.2419321,3.1501435,0.451,0.548,94.573485,-10.7821,-9.8081365,-9.6980175,-9.6,-9.979,-10.72,-10.478,-10.8,-10.82,-10.293,-10.83,-9.41,-3.362,-0.164,0.17747585,0.443,0.615,1.83,2.726,-10.6947,0,0.089448195,0.074449795,1.034,0.465385,83.27335,-0.7571962,0.1014756,259.755,274.5858,89.55666,89.08335,0.8801126,1.175623,2.0470835,-0.028,0.316,1.0185,1.415,1.97275,2.37275,2.642,3.01975,3.548
1,1.75,393.9485,392.759,393.6055,392.7755,389.829,389.354,387.916,0.86800135,1.07739,0.9984812,0.9804625,0.4094439,0.018930535,-4.695,-11.57438,0.1254103,-0.8669962,-0.1840156,3.156403,0.428,0.54706255,94.583665,-10.83444,-9.981,-10.019,-9.585,-10.143,-10.755,-10.25,-10.8,-10.77,-10.542,-10.83,-9.295,-3.283,-0.165,0.17641335,0.443,0.622,1.839,2.71,-10.74466,0,0.09035679,0.081468755,1.12,0.479734,83.534,-0.7493333,0.101,258.1466,274.4648,89.51001,89.00334,0.8757417,1.175244,2.287917,-0.028,0.316,1.01375,1.41,1.973,2.363,2.642,3.01975,3.543
1,2.25,394.504,392.688,393.997,392.79145,389.855,389.002,387.264,0.88726265,1.099137,0.9922678,0.9860545,0.4218554,0.04440604,-4.679878,-11.74469,0.486933,-1.1635525,-0.1634412,3.135029,0.42,0.5359251,94.60208,-10.73033,-9.992341,-9.8828745,-9.75,-10.229,-10.91,-10.479,-10.84,-10.89,-10.768,-10.91,-9.45,-3.269,-0.155,0.1755289,0.44025,0.618,1.845,2.704,-10.56811,0,0.096185175,0.074765045,0.891,0.42814175,83.49,-0.7144498,0.09372007,258.5713,274.1665,89.45999,89.00003,0.8726933,1.175652,2.2979165,-0.028,0.316,1.0185,1.405,1.973,2.363,2.642,3.015,3.55275
1,2.75,394.164,392.8,393.583,392.655,390.013,389.183,388.114,0.8928547,1.092302,0.9748706,0.9754919,0.4178059,0.02321876,-4.6965,-9.965391,0.3633913,-1.083438,-0.03137714,3.09,0.446,0.537,94.59013,-10.856,-10.110255,-9.995,-9.79,-10.374,-10.935,-10.712,-10.95,-11.035,-11.024,-11.065,-9.185,-3.278,-0.174,0.17571445,0.4356844,0.616,1.842,2.714,-10.875,0,0.097491485,0.074889315,0.864,0.483467,84.026665,-0.7143334,0.09630759,257.5297,274.6085,89.46998,89.18667,0.8748199,1.180261,2.3420835,-0.028,0.316,1.0185,1.4,1.968,2.363,2.642,3.015,3.543
1,3.25,393.8255,392.8615,393.6656,393.0665,389.795,389.49,387.629,0.8676907,1.079876,0.9574732,0.9568519,0.42379765,0.039195505,-4.781477,-10.80221,0.2272234,-1.144165,-0.07540326,3.055575,0.415,0.53312,94.566475,-11.028665,-10.14385,-9.8511,-9.96,-10.613,-11.07,-10.601,-11.16,-11.22,-10.994,-11.26,-9.19,-3.312,-0.176,0.17550025,0.4342372,0.614,1.828,2.704,-10.323415,0,0.09933027,0.074520025,0.973,0.477549,84.11667,-0.7040905,0.1147327,260.8099,274.5965,89.90333,89.21665,0.8771065,1.175625,2.1166665,-0.028,0.316,1.0185,1.4,1.968,2.363,2.642,3.015,3.538
1,3.75,394.2785,392.979,394.156,393.2351,390.099,389.144,387.894,0.8565067,1.07242,0.9512599,0.9506386,0.4065337,0.05013883,-4.7804845,-10.52245,0.32451415,-0.7069227,-0.08499414,3.044772,0.427,0.54040175,94.56783,-10.988,-10.10731,-9.922,-9.945,-10.755,-11.11,-10.94,-11.08,-11.175,-11.036,-11.175,-9.29,-3.375,-0.18,0.1758,0.43354,0.611,1.832,2.689,-10.088,0,0.1045172,0.07770043,0.854,0.4458274,84.35001,-0.6717755,0.1181158,260.8432,274.361,89.81333,89.39665,0.8765099,1.177985,2.1041665,-0.028,0.316,1.0185,1.4,1.968,2.358,2.642,3.015,3.55275
1,4.25,394.17,393.029,394.4525,393.5684,390.132,389.276,387.726,0.8515361,1.064342,0.9531239,0.9487746,0.40396145,0.06068809,-4.813946,-10.31062,0.26491115,-1.0615155,-0.1422437,3.0536515,0.404,0.544,94.566575,-11.132835,-10.140495,-10.0935,-9.97,-10.607,-11.21,-11.015,-11.26,-11.38,-11.244,-11.41,-9.43,-3.419,-0.172,0.1758,0.4375156,0.599,1.831,2.695,-10.0773015,0,0.10089655,0.083752015,1.0395,0.43863775,84.09567,-0.6596666,0.1093333,260.6157,273.9233,89.84002,89.62999,0.8728292,1.178475,2.0741665,-0.028,0.316,1.01375,1.395,1.968,2.358,2.642,3.015,3.538
1,4.75,394.301,393.1,394.38,393.5805,390.052,389.25,387.752,0.84998275,1.065585,0.9568519,0.9537452,0.4151554,0.027632535,-4.822,-10.53515,0.265,-1.2175945,-0.1516847,2.999914,0.423,0.5406388,94.5419,-11.26789,-10.246,-10.4165,-10.005,-10.657,-11.3,-11.169,-11.445,-11.56,-11.354,-11.565,-9.685,-3.438,-0.173,0.1754822,0.4355356,0.614,1.841,2.692,-9.99093,0,0.091152765,0.07730092,0.9225,0.4805804,84.113885,-0.7003334,0.1166667,262.5777,273.39,89.99667,89.45334,0.8739516,1.173373,2.11375,-0.028,0.316,1.0185,1.395,1.968,2.358,2.642,3.015,3.538
