DOY2,HR2,FC_1_1_1,CO2_1_1_1,H_1_1_1,LE_1_1_1,H2O_1_1_1,H2O_2_1_1,NEE_1_1_1,RH_1_1_1,RH_2_1_1,VPD_2_1_1,VPD_1_1_1,T_SONIC_1_1_1,TAU_1_1_1,USTAR_1_1_1,WS_1_1_1,PA_1_1_1,TA_1_1_1,TA_2_1_1,NETRAD_1_1_1,PPFD_IN_2_1_1,TS_1_1_1,TS_1_2_1
1,0.25,3.333057625,455.3608,41.64562,3.51394649999997,6.118728,9.18520325,4.46463595,97.355,97.68,2.2126083,2.3709155,4.72014999999997,-0.006807871175,0.8282511375,4.7838088,102.42775,4.329625,4.23702500000001,4.80547500000001,0,3.4,3.8
1,0.75,1.4716285,454.93,33.9971,4.594152,5.9078985,8.30932075,2.28642595,97.6129525,97.62,2.275787875,2.262542,4.04334,-0.002436793,0.92087987,5.07192415,102.40925,4.1794,3.998,3.50370000000001,0,3.4,3.8
1,1.25,2.41306,454.66175,32.04424,3.96392,6.0011545,6.20621,2.536802,96.540595,97.78,2.270922,1.6276365,4.4897,-0.0037298417,0.8695214175,4.6434263,102.49175,4.53554999999999,3.241,5.16754999999998,0,3.325,3.8
1,1.75,1.316791,455.9838,49.586575,4.472775,6.052646,6.24990725,3.4720378,96.705904,98.16,2.34027975,2.282631,4.421925,-0.003436687725,0.8780616,5.0993732,102.49175,4.39844999999999,3.50189999999999,4.62352499999999,0,3.3,3.8
1,2.25,1.348091425,456.32605,45.3796425,4.88835237499999,6.0716245,6.191924,1.50046142,96.92952,98.2,2.146532,1.51521325,4.42265,-0.0051996419,0.7948689575,4.499405325,102.4,4.32559999999998,4.4353,6.425,0,3.325,3.8225
1,2.75,1.49679,456.2035,21.5017599999999,2.52113775,6.05896075,4.95450175,2.07144,97.41905,98.12,2.318746,1.37296025,4.38552499999999,-0.0021016714,0.901162405,4.898565875,102.4,4.31854999999996,4.602,6.1781,0,3.4,3.8
1,3.25,1.324322,456.3485,23.8538,2.275562075,5.8251009,5.949358,2.426353,96.730985,98.16,2.219174,1.8284755,4.07811999999999,-0.00563066710000001,1.000259645,4.827498075,102.4,4.34854999999995,4.19625,5.879,0,3.4,3.8
1,3.75,1.602044,456.211,38.8454725,2.13314399999999,5.75234395,5.854434,2.4875075,96.57561,98.48,2.12466,1.803469,3.79705000000001,-0.0026580898,0.938835685,5.0525213,102.39775,4.18939999999997,4.02349999999999,6.35777499999999,0,3.4,3.8
1,4.25,2.00332,456.533475,29.1998500000001,1.59553455,5.757076025,8.597976,2.6354331,96.581575,98.5,2.02566225,2.419914,4.74745,-0.00284200625,0.931920175,4.078785,102.39475,3.7605,3.9966,6.82912499999999,0,3.4,3.8
1,4.75,1.74901384999999,456.639,31.8986549999998,1.32702695,5.8184512,8.7254515,2.829795925,98.32268,98.48,2.111312,2.4514325,4.724035,-0.0030032578,0.947523919999999,4.550721475,102.3,3.960375,4.19225,6.77772499999999,0,3.3,3.8
1,5.25,2.257781,457.0264,18.0925495,2.603118,5.90857,8.797267,4.36112567499999,97.38207,98.16,2.0501455,2.496682,4.34368749999999,-0.003354991,0.7435131,4.006313,102.36475,4.2066,4.22439999999998,7.070925,0,3.4,3.8
1,5.75,2.84176899999999,458.897,46.485342,2.675897725,5.9196755,5.6351425,4.030195075,97.34697,98.08,2.03708,1.9155905,4.6125,-0.004522009375,0.8644691,4.913295,102.38325,4.06025,4.1743,8.25225,0,3.4,3.8
1,6.25,2.060218,458.85895,46.371165,2.4434295,5.9300945,9.18638400000001,2.1638061,97.23535,98.28,2.01259,2.54748,4.510875,-0.003892662175,0.86716362,4.5049834,102.4,3.905625,4.183175,8.25475,0,3.4,3.8
1,6.75,2.017288,458.756,24.7290557499999,3.71190199999999,5.993503,5.5968305,1.8159503,99.16036,98.18,1.96650725,1.926863,5.1132,-0.0036000794,0.861132495,5.2528918,102.4,3.66572499999999,4.12575,8.457875,4.1475,3.4,3.8
1,7.25,1.8784875,456.6397,31.4494739999999,3.176825,5.7846032,5.5181225,1.77912285,97.46724575,98.08,1.901614,2.133084,5.072375,-0.002231844,0.8085433375,4.382841125,102.4,3.797,3.7952,13.7086,49.45304221,3.3,3.8
1,7.75,1.687940625,456.392025,46.8897424999999,3.98334955,5.9184436,5.37731,3.37305525,97.9018245,98,2.02386775,2.226928,4.4599,-0.005222393,0.96449942,4.768277,102.4,4.0715,3.61845,58.4086,171.1275,3.4,3.8
1,8.25,2.25043345,457.1605,77.12207,4.13534155,6.1020845,9.42621600000001,4.805444,98.0625,97.94,2.351684,2.57834,3.714,-0.00466455247500001,0.9588616275,5.05410292499999,102.5,4.3865,3.91675,119.697975,323.6875,3.335,3.8
1,8.75,2.386229,457.085475,114.441875,9.20576735,6.1224445,9.27533825,3.9979592,98.3375,97.58,2.34301,2.577544,3.4788,-0.00697152695,1.0723837,5.1233634,102.5,4.9872,4.1388,177.25575,484.1,3.4,3.8
1,9.25,4.052272375,457.59245,153.5332525,11.39237925,6.2458976,5.48352,3.9904125,98.8738,96.98,2.58213675,2.759738,4.16339999999999,-0.01468019325,0.974472255,5.4147315,102.5665,5.14945,4.25099999999999,229.858,624.4,3.4,3.8
1,9.75,3.815527625,457.218,192.4468375,15.567806,6.36856445,8.848043,2.36876435,98.57279,97.5425,2.990708,3.0755295,4.2945,-0.023478814,0.9543687,5.389758,102.56825,4.94667499999999,4.55275,276.085,751.4225,3.4,3.8
1,10.25,3.478521,457.287425,220.14465,18.731598,6.2756458,4.2646335,4.089543175,98.123554,97.3,3.359034,3.46746125,4.534125,-0.026392195,0.90928807,5.31869405,102.537,5.73887499999999,5.195,333.41415,852.75807852,3.4,3.8
1,10.75,2.760168,454.979,260.4491475,29.55128725,6.34899295,9.34968800000001,1.8968666,96.475389,96.9775,3.56318,3.728485,4.87157,-0.0525605665000001,0.9142563175,5.0832395,102.5,6.3964,5.61,342.1255,924.830269975,3.4,3.8
1,11.25,1.988697775,456.59095,278.8987925,23.110155,6.502385,5.79764875,1.639958625,96.818972,96.7775,3.7368594,5.4055775,5.559525,-0.0400115025,0.912078005,5.076653475,102.5,6.43797499999999,5.92299999999999,387.433,977.89643695,3.4,3.8
1,11.75,2.0784645,456.07275,274.5694,22.4897,6.626318,5.104717,2.04244895,96.495514,96.8775,3.95454955,5.712072,6.327625,-0.02663527425,0.9199404,5.070668875,102.496,6.70167499999999,5.81925,399.7598,993.2463,3.4,3.8
1,12.25,1.8692575,453.7465,256.4227225,36.560295,6.9431494,5.463121,1.38017515,95.5455805,97.1325,3.951856,5.6846935,7.04514,-0.0548017865,0.921435255,5.257038,102.4,6.57209999999998,6.5114,385.423375,983.522870425,3.4,3.8
1,12.75,1.648869125,452.487925,255.799,27.92156,6.5187181,5.7990155,1.7876218,95.89899,97.1875,4.170526875,5.69877675,7.05795499999999,-0.03296802025,0.97574652,5.4429336,102.4,6.89632499999999,6.579,374.606525,934.4325,3.4,3.8
1,13.25,1.347736625,451.6377,232.933775,22.27429625,6.555436175,6.006122,1.8008303,95.5617215,97.3875,4.3771035,6.0747025,5.9805,-0.056494565,0.95251771,5.3358754,102.32,7.30599999999999,7.23399999999999,335.48,860.8143366825,3.4,3.72
1,13.75,2.026,451.7054,206.672565,21.085289,7.079909,6.6966625,2.536463725,95.7909875,97.51,4.65368672499999,6.35988125,6.837475,-0.0501337560000004,0.9268069425,5.45662395,102.345,7.81,7.23175,293.1625,760.23722183,3.4,3.8
1,14.25,1.2076992,451.2086,167.7058,22.53364875,6.549280775,5.92741975,1.37016673,96.62061,97.1,4.72621425,6.8702505,6.65822,-0.0417315315000001,0.97571092,5.5080746,102.39125,7.4768,7.19799999999998,233.812,631.5587868,3.4,3.8
1,14.75,1.366627,450.6075,124.0786,22.1308274999999,6.401084875,6.726915,1.3568244925,95.9857,97.365,4.66697,6.837145,7.72827999999999,-0.0305178640000002,0.9492004875,5.3262615,102.4,7.588125,7.60149999999999,180.76805,487.5175,3.4,3.8
1,15.25,1.284787125,450.5993,80.24499375,13.946539,6.737349625,6.7292475,1.4474836,95.693364,97.6775,4.36448055,6.6802435,8.455695,-0.06883368675,0.912875275,4.9302256,102.4,7.19859999999999,7.23224999999998,124.2627,344.8336583,3.4,3.8
1,15.75,1.15906675,450.616825,43.47092,9.41364022499999,6.3244868,5.9997825,1.971002625,93.444785,97.755,4.08175875,5.9325015,8.58054,-0.0124839625,0.873041275,5.06942295,102.4,7.09819999999999,6.91749999999998,57.6144999999999,184.363021655,3.4,3.72
