DOY2,HR2,LE,H,FC,G,NETRAD,T_SONIC,TA,RH,VPD,PA,USTAR,WS,CO2,H2O,TS
1,0.25,17.9802292675,-5.49864735225,2.5178564905,-8.34680475,-19.9181825,-5.75830425,-6.55364575,83.07748451,1.55665476375,66.193375,1.11912825,18.1179425,404.6759465,3.8819968935,-4.949101
1,0.75,16.0420335275,-3.11536844275,2.40494818175,-7.845039875,-18.705425,-5.927981,-6.5810835,83.7451978175,1.52045409475,66.16978,1.121465,18.36378,404.553639775,3.9709473975,-5.031114
1,1.25,14.38339581,-5.109385133,2.39067290175,-8.2189775,-16.66169,-5.9155985,-6.678202,83.46350679,1.430956802,66.1738425,1.144839,18.25964,404.915304025,4.0364210455,-5.133861
1,1.75,14.302629945,-4.116354662,2.0596171195,-7.872292,-16.93854,-5.932412,-6.622099,83.43184695,1.417257649,66.19818,1.12719625,18.221985,404.68034895,3.914132108,-5.199865
1,2.25,14.570206905,-4.6663936675,2.681336772,-7.704429,-15.879,-5.94481325,-6.698074,82.9898714325,1.402212727,66.19147,1.137683,18.295825,405.14985625,3.9633013915,-5.116622
1,2.75,12.601382525,-4.8311781,2.883201846,-7.31257325,-13.9915775,-6.063252,-6.6495425,82.942163145,1.318946172,66.183985,1.14143475,18.41973,404.6521106,3.96852323625,-5.21289
1,3.25,13.03871349,-5.20093821125,2.70533330475,-6.7498425,-16.75455,-6.19211,-6.579928,83.082534875,1.273729665,66.17639,1.14084125,18.47563,404.828742075,4.00336637925,-5.242553
1,3.75,13.54881299,-3.215342453,2.146046003,-6.5394925,-16.22173,-5.95004975,-6.646315,83.47721182,1.312673105,66.1518,1.17063825,18.6264825,404.65124755,3.98013022825,-5.279289
1,4.25,14.21138207,-5.42970112275,2.516837369,-6.6995845,-16.9531,-5.9210285,-6.573406,82.962970735,1.279158161,66.12793,1.1605715,18.66695,404.4983836,3.968363365,-5.267592
1,4.75,14.398394045,-4.2344950445,2.04269385275,-6.9320225,-16.15181,-5.850952,-6.587404,82.88669254,1.298894585,66.13173,1.171931,18.6949,404.6299773,3.9812237695,-5.274812
1,5.25,16.3267119025,-5.627897429,2.22429112,-6.881845,-15.90326,-6.02864925,-6.744138,83.06119671,1.289104436,66.151345,1.1744855,18.4624225,404.5101036,3.85489005775,-5.212864
1,5.75,13.258064995,-6.24382238275,2.266950193,-6.6644545,-17.28019,-6.06502875,-6.865072,82.7875524375,1.260633183,66.1645375,1.1500525,18.8889525,404.16762295,3.8992476095,-5.209049
1,6.25,15.127287685,-3.682814303,2.3803658775,-6.6753725,-15.65206,-6.09803525,-6.66422,82.6460549125,1.362334861,66.16338,1.169891,18.79411,404.3491272,3.84156470775,-5.266938
1,6.75,15.175199835,-5.21618823025,2.653783773,-6.523909,-16.88531,-5.901371,-6.674528,83.27197816,1.276160321,66.18694,1.186707,18.76397,404.5810615,3.84853769875,-5.362267
1,7.25,15.691068505,-3.427526129,2.37410386525,-6.19518125,-17.3280425,-5.911852,-6.76782225,83.081419955,1.288263381,66.20003,1.121463,18.460545,404.254589075,3.88048413825,-5.483726
1,7.75,18.1256137975,-2.1454087595,2.648803532,-5.259738,-5.802615,-5.83109675,-6.685377,82.88199781,1.280310117,66.20863,1.15901075,18.27216,404.743743975,3.879420568,-5.484272
1,8.25,19.73711859,3.41993429675,2.688274552,-2.166337,2.669502,-5.664997,-6.581437,82.3353545,1.420283797,66.22288,1.181193,18.38338,405.063878375,3.88776357125,-5.560402
1,8.75,29.352398515,17.0235826325,2.9638427405,1.92617,23.99549,-5.372716,-6.130398,81.56707237,1.445406853,66.2509925,1.15069175,18.48287,404.8433105,3.926382206,-5.687385
1,9.25,29.451824785,28.9230185825,3.2280986675,9.18311575,58.2881075,-5.3612825,-5.620214,80.92146508,1.61005250425,66.26521,1.14626525,18.362415,405.4609802,3.912096968,-5.6109275
1,9.75,34.8979892825,42.67716371,3.0835995825,16.3439225,107.7846,-5.089072,-5.37901475,80.35292841,1.71688212175,66.28377,1.15163,18.475795,405.114968375,3.961501973,-5.4458475
1,10.25,35.770568895,62.96225651,3.27759527825,23.96454,147.320575,-4.693894,-5.11642025,79.92878745,1.739920267,66.30801,1.158445,18.75435,405.47384395,3.98208669075,-5.2749415
1,10.75,42.9447412925,79.617409415,3.449562993,30.56431125,184.53615,-4.6343585,-5.0332275,79.60275518,1.771390238,66.31652,1.1429915,18.489875,405.6073321,3.933956489,-5.0650225
