DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,474.637475,12.3142,441.104875,9.98915,3091.524325,467.815025,12.366125,442.578675,10.612325,3295.34595,475.6764,12.3656,444.76625,9.718,3220.8584,477.82545,12.3525,441.8869,9.65915,2922.26834999999,11.2892,13.0377,0.7164,439.2461,10.7265,0.922549999999998,0.39395,0.6015,17.0456,2.156775,0.7171,28.0651,4.27229999999999,1.5028,10.306,8.69,3.351,11.494625,11.2542,11.26995,10.514,10.4192,97.1964,97.53875,7.293875,9.11775,10.184,9.587,2,-0.242,3.5,0.778,349.5,374.04,0.659999999999993,344.9025,367.2875,0.25,0.23,0.16,0.138,2.4685,0.04,0.06,-0.0122499999999999,8.404075,8.54105,8.435425,9.0439,9.445525,8.72124999999999,8.47209999999999,8.75325,8.76405,8.1524,8.94165,9.25485,8.832225,9.01535,9.22505,9.0568,9.055,8.95165,9.0164,9.569,8.535725,9.31065,8.664975,8.880325,8.28425,-0.0358500000000071,0.81425,0.999
1,0.75,475.6597,11.99625,439.449775,10.24325,3199.042,475.6168,12.05,440.338,9.8375,2995.711675,477.0894,12.0548,441.05855,10.0131,3084.53405,477.290175,11.963,441.4626,10.37175,3034.8652,11.878625,12.5395,0.702,438.587625,10.7462,0.907525,0.308,0.686775,17.247725,2.73252499999999,0.795975,25.0345,5.456275,1.584025,11.11,9.347,3.43875,10.88065,10.8388,10.7402,10.378375,10.2748,97.2046,99.38725,6.963125,9.6285,10.26525,9.8755,2,-0.276000000000001,3.4,1.064,344.44,373.5,-0.588000000000005,343.685,367.8775,0.26,0.23,0.16,0.14,2.46,0.0552500000000001,0.06,-0.02,8.2881,8.3854,8.43635,9.0496,9.445325,8.605875,8.33849999999999,8.692425,8.748775,8.17515,8.799025,9.0958,8.77855,8.97735,9.225075,8.9542,8.9722,8.89065,8.9974,9.5752,8.468625,9.2757,8.6004,8.870525,8.303475,-0.605599999999998,0.036875,0.675399999999996
1,1.25,478.269675,11.8281,439.25895,9.15225,2944.665975,475.89575,11.8758,440.51745,8.353075,2662.6404,479.459,11.84425,441.6168,9.7475,2992.3177,479.2745,11.854675,440.3085,9.3558,2844.509,11.8306,12.48045,0.760925,438.855,11.3403,0.77025,0.24925,0.66125,11.4197,2.57725,0.81535,27.94,6.1922,1.801325,10.49,8.94,3.43325,11.128325,10.836575,10.849325,9.944,10.172,97.2172,98.50275,6.5816,9.8175,10.11,9.93475,2,-0.28675,3.4775,0.9655,346.455,373.22,-0.238749999999998,346.375,368.3325,0.26,0.22,0.15,0.13775,2.419,0.0352500000000001,0.05,-0.01,8.18155,8.31185,8.4414,9.035475,9.4449,8.39095,8.24284999999999,8.62575,8.7301,8.1816,8.6345,8.8968,8.729325,8.951125,9.224875,8.8672,8.88059999999999,8.8267,8.9756,9.5756,8.321125,9.243025,8.534825,8.8585,8.319925,-0.52795000000001,0.464125,0.675849999999998
1,1.75,477.8662,11.6224,440.59425,9.51675,2942.0279,477.1957,11.867875,442.6039,9.456,3258.09,480.2557,11.60255,440.0745,9.59549999999999,2919.073375,479.3368,11.44715,439.4461,8.629475,2843.85225,11.7255,12.464,0.8735,438.720675,11.1748,0.790925000000001,0.26285,0.883225,9.25622500000002,2.71669999999999,0.795,25.822,3.28237499999999,1.6915,10.5185,9.02,3.502,10.8312,10.765,10.67725,9.944875,10.001,97.234575,98.77175,6.77782499999999,9.7465,10.19075,9.97625,2.1,-0.228,3.5775,0.89,350.43,374.34,0.242750000000003,347.96,369.4875,0.26,0.23,0.15,0.13,2.3315,0.0605000000000001,0.0542499999999998,-0.0122499999999999,8.085375,8.178725,8.37805,9.017475,9.442475,8.2119,8.1156,8.5402,8.70865,8.194,8.55225,8.76455,8.6821,8.94075,9.2229,8.8286,8.82999999999999,8.7639,8.9512,9.5746,8.2436,9.21595,8.464825,8.844575,8.320975,1.154575,1.0939,1.4418
1,2.25,477.42795,11.137,438.925075,10.337,2911.29985,475.17235,11.28735,439.0806,10.325825,2870.210375,477.88155,11.1503,439.608575,10.0444,3334.9304,477.76205,11.086,439.297125,9.82165,3433.078,10.45645,11.86565,0.82375,439.146875,11.25795,1.246475,0.362775,1.20205,17.64405,1.52525,0.77795,24.81855,4.12034999999999,1.545525,9.87824999999999,8.74,3.28325,10.534825,10.64325,10.206225,9.763925,9.5236,97.2572,99.23775,5.9776,9.3995,10.23775,9.835,2.1,-0.26675,3.5775,0.91975,347.6975,372.405,0.632500000000004,348.0875,366.095,0.26,0.23,0.15,0.13,2.2785,0.0405000000000001,0.06,-0.0122499999999999,8.00635,8.122875,8.340425,8.995375,9.44005,8.09894999999999,7.99465,8.47395,8.6839,8.2046,8.488625,8.6748,8.63885,8.926725,9.219925,8.7404,8.77699999999999,8.70575,8.925,9.5748,8.095525,9.209825,8.400475,8.83135,8.3156,0.745300000000008,0.7364,1.299
1,2.75,477.26365,10.0569,441.455,10.0994,3144.7916,474.9047,10.4548,443.852325,9.706,3001.37055,477.6177,10.211875,443.3082,9.987925,3163.3025,477.656375,10.022025,439.01425,10.119275,3032.43295,10.76155,11.747425,1.078325,439.1733,10.7695,0.829875,0.48325,2.9678,15.58015,3.049,0.763225,26.864575,4.734425,1.610375,9.97999999999999,8.859,3.38175,10.467675,10.49355,9.749475,9.48647499999999,9.5452,97.298,97.47,5.752575,9.2565,10.132,9.85074999999999,2.1,-0.21,3.5,0.926,350.3325,370.36,-0.318750000000005,349.5475,366.6925,0.26,0.23,0.16,0.13,2.656,0.0552500000000001,0.05,-0.01,7.9438,8.05975,8.3096,8.972275,9.436625,8.09945,7.8762,8.40825,8.6555,8.2174,8.40895,8.5984,8.6215,8.911325,9.216725,8.6384,8.697925,8.6704,8.8959,9.574525,7.926525,9.180875,8.38295,8.818925,8.30745,-0.319450000000002,-0.08975,1.02105
1,3.25,475.53025,9.6853,439.766125,10.0645,3117.314225,475.6467,9.885,440.0924,8.859025,2709.2519,479.41005,9.7989,441.1983,10.667375,3046.901475,478.5315,9.6152,441.4755,10.460825,3139.8019,11.35825,11.39675,0.76775,439.18025,10.4093,1.70775,0.895399999999997,2.0333,19.3275,2.73874999999999,0.776,31.594125,5.2289,1.5145,10.02225,8.8885,3.45975,9.954775,9.9021,9.8294,9.57484999999999,9.296,97.30925,100.475,5.6965,9.20575,10.034,9.79049999999999,2.0775,-0.24225,3.5,0.93,349.06,367.6,-0.332750000000015,350.465,365.2875,0.25,0.23,0.16,0.13,2.669,0.0405000000000001,0.05,-0.00224999999999994,7.613525,7.97115,8.266275,8.94585,9.432425,8.09795,7.75704999999999,8.33895,8.625,8.2292,8.294375,8.525725,8.58045,8.89665,9.211975,8.462,8.627675,8.6275,8.871975,9.57295,7.766325,9.148875,8.37615,8.805175,8.2973,0.036749999999996,-0.0833000000000001,1.36079999999999
1,3.75,475.3221,8.8689,439.551475,9.780025,2969.7046,475.1731,9.341175,440.2095,9.68845,2985.3445,477.53855,8.87915,440.055,10.18055,3266.677,478.5003,8.8392,440.553025,9.544025,2929.490475,11.3324,11.0026,1.0436,437.7705,10.2385,1.38735,0.296,1.0514,14.813,2.41309999999999,0.725,19.272,6.448775,1.6162,9.93774999999999,9.04499999999999,3.49625,9.82655,9.8061,9.642675,9.541525,9.46759999999999,97.306875,101.053,5.73959999999999,9.04075,10.17275,10.12375,2.0775,-0.28,3.4775,0.75775,345.555,367.4,-0.0832499999999865,347.0175,366.01,0.25,0.23,0.16,0.13,2.6295,0.0252500000000001,0.05,-0.01,7.718975,7.684175,8.201925,8.916875,9.42855,7.9986,7.73295,8.2689,8.5926,8.2216,8.157175,8.419625,8.522225,8.879325,9.20755,8.409225,8.49455,8.5733,8.866625,9.569825,7.875175,9.118475,8.363125,8.7902,8.285375,-0.6505,-0.138800000000002,0.666599999999987
1,4.25,473.3469,8.8438,440.4569,10.382,3157.04955,473.10015,9.22385,439.8219,10.6152,2769.737475,475.0448,9.6159,439.97715,10.5029,2847.2976,477.155025,8.830675,439.5373,10.0155,2889.4659,11.1355,10.942825,0.694249999999999,437.620625,10.39335,1.66795,0.1925,0.96435,15.8534,2.574725,0.71645,25.8387,5.342,1.4484,10.27,8.7725,3.43775,9.76655,9.64135,9.668275,9.52945,9.40439999999999,97.3028,98.897,5.760925,8.401,9.58925,9.48325,1.9775,-0.0967499999999998,3.4,0.8155,346.8575,364.4775,-0.543249999999989,347.2275,366.0325,0.25775,0.23,0.15,0.13,2.6695,0.0205000000000001,0.05,-0.01,7.82625,7.66885,8.12985,8.884575,9.425875,8.0531,7.66915,8.203925,8.55985,8.2116,8.095825,8.360975,8.456325,8.858725,9.200575,8.4255,8.391725,8.488175,8.86105,9.56525,7.987175,9.0733,8.345875,8.774775,8.271675,-0.777300000000015,-0.137399999999999,-0.43975
1,4.75,473.614075,8.921275,440.35475,10.6808,3055.90525,473.0103,8.8035,442.049,9.85254999999999,3028.8642,475.0817,8.9145,442.4936,10.3966,3088.8685,475.366225,8.919625,441.559625,10.7545,2881.60775,10.80845,10.690925,0.825049999999998,435.9705,10.58945,2.1649,0.2642,1.4383,17.6714,2.5054,0.7567,30.9971499999999,10.129925,1.5451,9.722,8.44799999999999,3.39775,9.844675,9.800525,9.651375,9.510875,9.34839999999999,97.3012,98.9405,5.71715,8.37725,9.2715,9.2,2,-0.18225,3.4775,0.91,349.35,364.0325,-0.557249999999997,352.1075,364.965,0.25,0.23,0.16,0.13,2.446,0.0352500000000001,0.05,-0.02,7.66275,7.7571,8.055525,8.850175,9.423525,7.801175,7.684525,8.142875,8.5273,8.20595,7.982475,8.238675,8.396725,8.837575,9.196175,8.095275,8.28785,8.412,8.8351,9.560125,7.9899,9.03095,8.326075,8.7622,8.255975,1.02652499999999,1.28675,1.55119999999999
