DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1
1,0.25,0.04994125,-12.422,0.298194154,-0.7286269723,-0.706815199025,-0.316562430375,-88.580225,-15.75244,-4.069721764,-22.520429245,-2.394,-2.0848,-3.4052,38.082316186,82.2218285,360.92990336,-98.0394,0,0,0,177.64,239.052616,1.3274884413,-0.7521058,0.28682659655,0.2131186944,0.04915574995,-12.4876295,0.106434770825,-3.4025,-1.81,-0.4025,1.7,3.3
1,0.75,0.0541783,-11.712,0.354070330625,-0.9200998779,-0.8931842,-0.3301271108,-94.858765,-8.8945855,-1.140829154,-24.286769365,-2.3448,-2.0944,-3.4374,39.703473104,82.221115,360.9204551075,-98.601247,0,0,0,177.04,240.823716,1.169002853125,-0.78895845,0.28449173745,0.220953519575,0.0473304735,-11.3134975,0.10089004275,-3.4025,-1.81,-0.4025,1.7,3.3
1,1.25,0.0464421775,-11.448,0.29686810925,-0.57986838895,-0.595680125,-0.2218994198,-110.702,-13.5126375,-0.754579279,-29.42142706,-2.4442,-2.1858,-3.5368,38.360278328,82.216898,360.872673475,-98.3914,0,0,0,178.88,236.776472,1.4077069575,-0.8867555,0.262433611,0.197434293,0.044675497,-11.23312875,0.1230197652,-3.5025,-1.81125,-0.35375,1.7,3.29875
1,1.75,0.05025396,-11.428,0.2382515,-0.3298372607,-0.31545335,-0.2734398622,-100.296525,-9.3575125,-0.7047202149,-27.259843695,-2.471875,-2.367875,-3.684675,37.26384807175,82.2295965,360.98781376,-96.352698475,0,0,0,176.805,238.105,1.915133975,-0.9718438,0.271756325,0.248643721,0.041527581,-11.732425,0.1198086392,-3.6025,-1.8125,-0.305,1.7,3.2975
1,2.25,0.048160625,-12.60175,0.218237125,-0.503475648,-0.4087947,-0.380260985775,-103.847442295,-7.984608,-1.01026981615,-22.94799589,-2.46505,-2.36395,-3.8189,39.2073525915,82.234705,361.6888369375,-96.986925,0,0,0,177.035,239.8625,1.678977460125,-1.186306,0.283989238975,0.253287104975,0.050839963875,-12.35831,0.11284464905,-3.70125,-1.86,-0.25625,1.69875,3.24875
1,2.75,0.04455693,-11.7625,0.2811834,-0.4422605336,-0.3606349,-0.1398384169,-100.6294,-10.29567,-1.472081739,-27.56057513275,-2.55965,-2.3689,-3.8918,35.7868679845,82.2473125,361.7321414625,-96.6864,0,0,0,179.68,240.13,1.29728089485,-0.95759915,0.246228012375,0.1884754974,0.048648202725,-11.37331275,0.116633382275,-3.8,-1.9075,-0.2075,1.6975,3.2
1,3.25,0.0434322625,-12.0725,0.193077,-0.2349569973,-0.2284809,-0.179159444,-101.77125,-6.99912625,-0.94729569385,-30.341159978,-2.619875,-2.3545,-3.87425,36.93802413375,82.257665,361.256034955,-97.573625,0,0,0,180.45,239.7125,1.54246667855,-1.0371608,0.265965760875,0.2069546573,0.046298607875,-12.15,0.119876522725,-3.80125,-1.95625,-0.25625,1.6975,3.24875
1,3.75,0.0381607025,-12.91125,0.279081876,-0.209532136,-0.244342575,-0.23868380565,-91.828575,-9.045505,-0.99024587995,-28.2136108205,-2.6765,-2.417875,-3.806,38.1883539875,82.25815,361.2621552225,-95.7073859125,0,0,0,179.975,240.6125,1.75371227265,-0.96460475,0.274788828,0.238071628,0.045969446,-13.185,0.11151586125,-3.8025,-2.005,-0.305,1.6975,3.2975
1,4.25,0.05152664,-12.626,0.289717,-0.20319499875,-0.3004519,-0.198930029,-90.1520975,-7.69035225,-0.889975133,-29.09085755925,-2.7034,-2.4322,-3.7248,37.451624742,82.2400225,361.192203785,-96.9547,0,0,0,179.81,240.59,1.98734577155,-0.9339775,0.27315018315,0.24775120075,0.0448374758,-12.86,0.1228831944,-3.85375,-2.1025,-0.25625,1.6975,3.2975
1,4.75,0.04068548,-13.23575,0.37640825,-0.30436985285,-0.314944375,-0.2266140557,-99.8110602375,-7.6757285,-1.2249603559,-29.989146042,-2.760025,-2.415325,-3.687,38.38973723475,82.239476,361.234759495,-94.893925,0,0,0,179.52,240.3375,1.539256245,-0.92164125,0.2339378893,0.2222893182,0.0433925735,-13.48475,0.1129851904,-3.905,-2.2,-0.2075,1.6975,3.2975
