DOY2,HR2,VPD,CO2,H2O,LW_IN,SW_IN,NETRAD_1_1_1,LW_OUT,SW_OUT,USTAR,TA_1_1_1,RH,PPFD_IN,PPFD_OUT,LE,H,G_3_1_1,SH,TS_1_1_1,TS_1_2_1,PA,WS
1,0.25,0.995249999999998,390.4426,5.549,298.7175,0.647999999999999,19.37525,311.13,1.4,1.0057,-0.565000000000012,97.715,0,0,11.7275,14.236,-1.0395,3.675,-1.00925,-0.96975,96.8,5.223
1,0.75,0.897499999999997,398.5784,5.83535,298.155,0.621999999999999,12.5055,311.6,1.6405,0.921175,-0.460000000000014,97.235,0,0.00249999999999915,28.885,10.32,-1.0795,4.6,-0.98975,-0.96975,96.8,4.70175
1,1.25,0.797749999999997,410.6528,6.354125,294.485,0.541999999999999,12.0545,311.0475,1.622,0.92075,-0.347500000000018,97.2325,0,0,24.99,11.239,-1.079,5.72,-0.98975,-0.96975,96.8,4.721
1,1.75,0.785499999999998,413.7377,6.95742499999999,297.22,0.622,11.71875,310.875,1.48125,0.9325,-0.347500000000018,97.1325,0,0,11.32,10.9615,-1.06,7.025,-0.98975,-0.97925,96.8025,4.586
1,2.25,0.713249999999999,403.1077,7.006,300.7175,0.55,13.8195,310.6675,1.61075,0.9341,-0.44000000000002,96.7325,0,0,18.275,14.804,-1.08,7.15749999999998,-0.98975,-0.9795,96.8025,4.3785
1,2.75,0.672749999999999,414.7701,5.8296,301.2225,0.532,13.20675,310.665,1.42175,0.97625,-0.547500000000018,97.11,0,0,7.35,12.2465,-1.1,5.4625,-0.98,-0.9695,96.8025,4.631
1,3.25,0.587249999999997,408.290375,6.445725,295.93,0.5985,13.1075,310.395,1.51075,1.072,-0.680000000000007,96.4225,0,0,5.88,13.41,-1.178,7.45,-0.97975,-0.95975,96.8,4.812
1,3.75,0.519499999999997,407.696975,6.65305,295.6675,0.51125,14.748,310.3325,1.5805,1.01,-0.797500000000001,96.2425,0,0,15.315,10.384,-1.1195,3.8775,-0.97,-0.95975,96.8,4.64775
1,4.25,0.508999999999997,407.542475,5.96125,294.2375,0.63125,15.8205,306.9775,1.55225,1.0225,-1.38250000000001,96.1475,0,0,20.3225,10.285,-1.1195,6.13999999999999,-0.96975,-0.94975,96.8,4.4355
1,4.75,0.528249999999997,387.31455,5.8835,294.3375,0.631,16.425,309.8025,1.6515,1.047,-0.697500000000001,96.12,0,0,23.53,15.185,-1.1195,5.335,-0.97,-0.95,96.8,4.723
1,5.25,0.536249999999998,404.12515,7.32,294.435,0.557,13.578,310.3,1.746,1.0495,-0.695000000000002,96.0075,0,0,10.65,31.13875,-1.1,5.85,-0.9795,-0.95,96.8,4.91625
1,5.75,0.526499999999998,405.063,7.511225,294.535,0.686499999999999,15.22175,310.0225,1.60175,1.029375,-0.592500000000002,95.905,0,0,48.4699999999999,24.1085,-1.1,2.59,-0.9795,-0.95,96.8,4.81425
1,6.25,0.623999999999999,412.812075,7.500725,294.5325,0.70275,16.665,309.935,1.4485,1.0075,-0.497500000000001,96.115,0,0,18.2,28.63775,-1.139,3.9175,-0.97975,-0.95975,96.7025,4.88575
1,6.75,0.72075,423.802275,7.715,294.6325,0.629,20.0544999999999,311.0375,1.43325,0.88,-0.480000000000007,96.0275,0,0,23.1,16.7635,-1.1395,8.98999999999999,-0.98,-0.9695,96.7025,4.89225
1,7.25,0.7025,404.90845,7.7745,295.4575,0.62125,20.3352499999999,310.98,1.64175,0.92325,1.01,95.945,0,0,28.6625,22.5654999999999,-1.157,5.6,-0.98,-0.9595,96.7025,4.9495
1,7.75,0.63025,402.3028,7.5933,304.7225,0.653499999999999,12.30475,311.8225,1.62275,0.95575,-0.360000000000014,96.115,0,0,14.645,24.5022499999999,-1.1985,4.56999999999999,-0.97975,-0.95975,96.7025,4.86675
1,8.25,0.891499999999996,426.15235,7.74145,295.6175,0.684,18.01525,312.025,1.6025,1.12875,1.0075,96.4,0.00274999999999906,0,17.79,25.794,-1.258,4.4525,-0.9895,-0.95,96.7025,4.882
1,8.75,0.919249999999993,446.29945,6.4685,295.4,2.072,21.0745,312.015,2.01625,1.10625,1.305,96.4075,3.02,1.435,14.7075,25.3555,-1.30675,3.7075,-0.99925,-0.95,96.7025,4.87225
1,9.25,0.885499999999991,398.1088,6.461725,295.735,22.17,27.826,312.015,10.13425,1.1505,1.11749999999999,96.5075,24.597,12.0455,26.45,30.431,-1.32725,7.04249999999999,-1.009,-0.9695,96.7025,4.9415
1,9.75,0.895249999999995,438.68835,6.4336,296.155,86.8299999999999,67.5,312.31,33.138,1.08225,1.01,96.7025,87.18425,37.285,17.205,24.10875,-1.34675,8.56,-1.01875,-0.979,96.8,4.55375
1,10.25,0.919499999999993,404.60915,6.2608,296.2075,127.7004,88.416,312.8475,52.196,1.062,1.1025,96.5025,181.623,69.96025,38.53,40.72875,-1.34675,7.21499999999999,-1.01875,-0.98875,96.8,4.9205
1,10.75,0.905249999999991,424.1851,6.06095,296.895,193.145,125.726,313.4575,64.577,0.918,1.205,96.405,273.45025,99.8465,16.04545,57.35,-1.34825,14.7525,-1.0185,-0.98875,96.8,4.5515
1,11.25,0.85024999999999,441.181925,5.795375,298.4975,224.265,157.641,314.0675,72.8774999999999,0.972499999999999,1.11,96.5075,377.7905,125.5015,25.625,66.57875,-1.34825,24.3475,-1.00875,-0.9885,96.8025,4.98325
1,11.75,1.13149999999999,439.545125,5.989425,299.515,274.6975,179.556,314.485,88.5875,1.0135,0.912499999999996,95.3125,453.022,159.8495,35.9,92.2635,-1.32725,23.58,-1.0085,-0.97875,96.705,4.5935
1,12.25,1.74999999999999,424.170825,6.0437,300.3925,308.34,206.75,314.365,97.8125,1.037,0.512499999999996,94.9025,524.23525,189.96075,25.05,127.2435,-1.30625,26,-1.0085,-0.97875,96.705,4.68275
1,12.75,2.43075,419.265,6.11085,301.4,327.56,218.408,314.185,100.0075,1.049,1.02499999999999,94.5125,539.55525,187.75925,22.89,141.369,-1.28825,19.685,-0.9985,-0.96875,96.8,5.1625
1,13.25,2.56225,441.23275,6.2001,301.1975,320.3775,233.045,314.495,97.0425,1.14125,1.92999999999999,94.3125,556.45425,199.4235,22.795,132.6545,-1.1595,15.3975,-0.998250000000001,-0.9685,96.7025,5.4235
1,13.75,2.99375,453.0768,6.337675,303.3425,315.595,238.2105,314.7175,91.9125,1.22205,3.205,94,562.6075,200.6255,24.6775,124.92,-1.12,13.6,-0.988250000000001,-0.96825,96.705,5.56399999999999
1,14.25,2.8945,440.221875,6.4092,304.2325,311.92,234.08,314.23,82.035,1.123,3.1075,94.51,523.205,168.0315,32.6,126.46885,-1.1,13.73,-0.988000000000001,-0.958250000000001,96.7025,5.49649999999999
1,14.75,2.86775,419.650375,6.4246,303.33,269.115,197.22775,314.2225,65.597,1.0655,1.74749999999998,95.0175,437.78525,139.4205,27.6825,105.8265,-1.0995,11.7575,-0.978000000000001,-0.958250000000001,96.7025,5.176
1,15.25,2.87774999999999,423.06595,6.48015,304.4225,228,175.962,314.2025,55.303,1.06,1.76999999999998,93.8275,405.4935,113.489,19.175,91.418,-1.098,8.6625,-0.977750000000001,-0.94825,96.8,5.04749999999999
1,15.75,2.585,441.5166,6.6069,303.525,176.385,123.154,314.2,43.1535,0.990425,1.54249999999999,94.61,307.25275,92.4215,19.6,66.78,-1.0945,4.7975,-0.967500000000001,-0.948000000000001,96.8,5.21275
1,16.25,2.23225,427.477375,6.571575,302.6525,120.65,84.16,314.2025,27.88825,0.959499999999999,1.02749999999999,94.9075,176.485,56.691,13.75,40.44,-1.089,3.24,-0.967250000000001,-0.945,96.8,4.9915
1,16.75,1.69075,409.9825,6.5212,302.055,108.5,54.7919999999999,313.9,19.6185,0.955,0.307499999999997,95.2075,106.14625,41.68625,16.66,22.39625,-1.0945,2.135,-0.967000000000001,-0.947500000000001,96.8025,4.76025
1,17.25,1.42125,409.4246,6.40925,301.655,24.51225,24.85425,312.5325,7.568,0.9905,-0.197500000000001,95.8225,39.362,14.18525,10.1475,18.1275,-1.055,1.275,-0.967500000000001,-0.947750000000001,96.705,4.951
1,17.75,1.12325,382.48195,6.238,301.5625,1.708,14.76325,308.9225,1.6005,0.9304,-0.395000000000002,96.53,6.16424999999999,2.65775,12.87,12.022,-0.958000000000001,1.5375,-0.977500000000001,-0.948000000000001,96.8025,4.9505
1,18.25,0.893499999999999,390.77255,6.16165,301.6125,0.207999999999999,15.04975,309.115,1.454,0.9475,-0.687500000000004,96.345,0.00274999999999906,0,11.19,19.922,-0.899,2.25,-0.977500000000001,-0.948000000000001,96.8,4.678
1,18.75,0.821749999999999,391.93645,6.1577,301.915,0.45125,15.53375,310.09,1.5945,0.99505,-0.687500000000004,96.0575,0,0,15.67,18.578,-0.86,3.6825,-0.977500000000001,-0.94825,96.7025,5.50025
1,19.25,0.851,384.2255,6.117975,302.4325,0.33325,15.17575,309.405,1.42375,1.04665,-0.980000000000007,95.96,0,0,14.86,28.8277499999999,-0.8595,2.625,-0.978000000000001,-0.9485,96.7025,5.49175
