DOY2,HR2,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,LE_1_1_1,H_1_1_1,SC_1_1_1,SLE_1_1_1,SH_1_1_1,NEE,USTAR_1_1_1,PA_1_1_1,VPD_1_1_1
1,0.25,0,0.3416666,255.9973,311.3479,-59.43905,-0.207272215,81.466665,2.590527,421.8392,3.0599475,0.9867693,2.739021,-28.36486,-0.01577127,-0.9289966,-2.599206,0.7141871,0.4118734,97.869005,1.1810405
1,0.75,0,0.29655555,254.682,310.2721,-66.27564,-0.41798615,81.235835,2.8604125,418.1666,3.0109575,0.93507325,0.5853772,-33.25711,0.07561634,-0.073358665,-3.016854,1.203569,0.44372845,97.86679,1.246177
1,1.25,0,0.384,241.1889,310.3511,-69.83644,-0.4134333,80.7,2.494863,420.9818,3.016768,1.4442605,1.289669,-37.742765,0.04825598,-0.05270148,-1.88718,1.416362,0.439473,97.87402,1.228587
1,1.75,0,0.3664444,259.0239,308.1136,-49.9375,-0.6906946,81.13333,2.612484,421.656,2.70756,1.143114,1.0541708,-30.054335,-0.02127329,0.4777772,-0.5694651,1.17731,0.5010098,97.8801,1.208066
1,2.25,0,0.29875,272.871,307.268,-46.4234,-0.6349438,80.87917,2.5174035,422.2847,3.038971,1.061335,1.1745765,-20.70923,0.08176275,0.6455518,-0.3979411,1.125148,0.5023467,97.88087,1.02941645
1,2.75,0,0.2535555,268.714,304.92895,-43.63267,-1.207885,82.13,2.67132,420.73905,3.033684,0.8024983,0.59951105,-32.27075,0.15990735,0.166753305,-1.270018,0.948175,0.5493395,97.83006,1.015222
1,3.25,0,0.26774995,276.0887,303.7863,-36.72116,-1.248991,82.193335,2.767133,420.0795,2.9543045,0.64459245,1.206804,-30.480085,0.06145377,0.120587935,-0.3987318,0.6997699,0.50135625,97.82241,0.9355677
1,3.75,0,0.2538333,273.08905,303.69905,-36.71814,-1.48484545,81.36666,2.68083,421.80145,3.0490855,0.9697821,1.8823525,-28.72607,-0.041768695,-0.1058682,-1.5923155,1.130799,0.49048365,97.819915,0.906267
1,4.25,0,0.2676945,274.8915,303.6711,-40.440845,-1.893322,82.95501,2.305372,421.614,3.079427,1.0409656,0.3366867,-25.532,0.1312641,1.086119,-1.06383,1.058051,0.4338951,97.82668,0.8011637
1,4.75,0,0.28208335,270.63455,303.41555,-42.701725,-2.232301,81.344895,2.644079,420.529,3.0377885,1.282181,0.63363275,-33.84696,0.1178595,0.2533625,-0.9209402,1.433779,0.49809925,97.861385,0.7659713
