DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-0.19693502988578,-0.887898534653191,-15.5943002857611,-5.66474822022047,0.0404361831791951,-59.7104946605715,-25.8342825303133,0.162265488665284,415.977376296018,1.87316989995924,418.792002458595,3.81548352556349,416.531572460304,420.377087555535,4.42894827463834,418.120849018987,421.029177183405,4.46170429107706,417.419953685466,422.997439059703,4.54805558526241,417.636734152321,426.682006343899,4.70687933442606,422.834761526947,429.70298993199,5.49085646623739,425.838673156283,1.27802176586818,-1.02823309806916,0.0425654167207502,0.84775,0.44825,0.18,0.19,0.04,-0.4946825,-1.4362,-0.92106,-1.308575,-2.58415,-3.28481,-3.5605,100.079878,35.75,0.21344,-0.38875,-0.8835,-0.6525,0.92,0.33,0,-4.5445,0.5,-0.24225,213.1075,307.865,262.6,301.65,-0.36,-1.85475,-0.04025,-0.53,-0.1305,-0.45,-0.44275,-0.135,-0.255,-0.09,3.144475,3.6494,5.01235,6.663375,8.7593,10.961,11.841925,13.8545,15.12855,1.86595,3.030425,4.991475,6.663625,8.689775,10.7401,11.786975,13.914575,15.269625,2.761325,4.027525,5.965975,7.2327,9.19875,11.2739,12.141075,14.01885,15.337675,1.319625,2.813425,4.94,6.929025,9.057,11.139625,12.32345,14.069975,15.132875,2.0285,3.0329,5.321,6.9479,9.1905,11.1914,12.10495,14.0111,15.432175,-42.754725,-38.259,-42.4601,-102.328
1,0.75,-0.0450945871727042,-1.53942049109276,-6.47420960298783,-8.13343516017259,0.0311707972012131,-65.0514783515893,-23.9100559719452,0.200293484129024,415.436978949423,1.875454758282,419.00964333139,4.05821799761107,417.02699,421.016353263671,4.33923836922031,418.238454514664,423.050014357058,4.64653190034218,418.150703496703,423.419013420449,4.58474773280371,417.587887267367,426.653158463188,4.64213011874094,423.033519958045,429.746893791149,5.43679943354636,425.374839128621,1.13385235646784,-1.5033325599266,0.0462759399666197,0.78,0.44975,0.14,0.1695,0.045,-0.7478525,-1.91995,-1.08348,-1.77523,-2.31355,-3.4804,-3.69035,100.0635105,35.652,0.26151,-0.81225,-0.991,-0.815,0.58,0.265,0,-4.50425,0.5975,-0.61025,210.99,305.705,261.5,301.15,-0.37,-1.7865,-0.04025,-0.53,-0.1305,-0.45,-0.45275,-0.14,-0.25,-0.09,3.023825,3.535325,4.9373,6.616475,8.765825,10.96975,11.848575,13.857375,15.12855,1.78665,2.9201,4.9177,6.600525,8.669425,10.73615,11.787825,13.916475,15.2696,2.6786,3.916575,5.8498,7.188325,9.1879,11.27965,12.1344,14.020725,15.336675,1.233875,2.806675,4.8708,6.875175,9.041525,11.135625,12.324275,14.071875,15.13285,1.9487,2.9292,5.237,6.9047,9.1801,11.1986,12.10775,14.012125,15.4312,-43.90755,-40.994875,-42.423,-101.88375
1,1.25,0.0573492442474245,-1.85121735882885,-4.98587731054009,-5.30764924168363,0.038866810214295,-58.9923978619938,-18.4779163259264,0.187529570020847,415.030703736971,1.92689398704907,420.732198297563,3.90835630110609,416.910960835719,421.038960343834,4.3271819038956,418.716177342338,421.866728831252,4.45382680107236,418.254859193458,422.688965853861,4.50901903877597,417.970521274011,426.406362551218,5.24919147427834,424.376175037712,429.634270950611,5.32674525844456,430.171876525054,1.06202127499173,-1.7666814273353,0.0471014428420426,0.69975,0.40975,0.18,0.199,0.05,-0.9202,-2.13005,-1.6247,-1.9291375,-1.84637,-3.19928,-3.8748875,100.055502,35.514,0.228425,-1.0425,-1.16825,-0.941,0.53,-0.09,0,-4.6105,0.5,-0.15125,210.0975,303.9175,260.3,299.75,-0.37,-1.984,-0.05,-0.53,-0.13,-0.45,-0.46,-0.14,-0.255,-0.09,2.896325,3.462875,4.8721,6.572425,8.7704,10.9795,11.8562,13.85925,15.128525,1.706475,2.782975,4.8335,6.540525,8.64705,10.7332,11.789625,13.91835,15.2696,2.63985,3.789875,5.77475,7.1422,9.1806,11.285375,12.1287,14.022625,15.33765,1.1737,2.789825,4.80175,6.8243,9.025,11.13165,12.3251,14.07375,15.13285,1.8434,2.8511,5.1667,6.8631,9.1688,11.2067,12.11445,14.011175,15.431175,-42.3078,-36.717875,-41.048675,-103.2675
1,1.75,-0.299023392838082,-2.25868520722001,-20.0439293998979,-7.10464364034187,0.03799517794981,-65.7295783351648,-17.6238547683534,0.166508610164337,415.928388294668,1.93947735317942,420.235171877357,3.48541681217197,417.563181805357,420.426143707421,3.55011605377272,418.888823069292,420.661004031018,3.56530289886823,418.46662756581,420.650929805753,3.57721991711895,418.534301215041,425.770076644341,4.56449703805819,423.550340220032,428.930032621554,4.98267829451573,424.720919791537,1.02610066244432,-2.10702293004529,0.0579368756411517,0.58875,0.42825,0.1965,0.1895,0.05,-1.1365875,-2.3829,-1.7494775,-2.1227125,-2.0232,-3.5204,-4.01102,100.0807275,37.23725,0.251955,-1.104,-1.3855,-1.1845,0.325,-0.355,0,-4.49,0.5,-0.23125,210.4875,303.71,259.7,299.05,-0.37,-1.7855,-0.05,-0.53,-0.13,-0.45,-0.46,-0.13,-0.25,-0.095,2.796,3.3424,4.810825,6.53205,8.762325,10.98825,11.86285,13.861125,15.12755,1.588625,2.66645,4.737425,6.483425,8.625725,10.7297,11.791425,13.920225,15.269575,2.565775,3.739125,5.7106,7.09135,9.1718,11.292075,12.123975,14.0245,15.337625,1.0514,2.679375,4.729775,6.7772,9.0285,11.127675,12.325925,14.076625,15.13285,1.7373,2.77,5.0939,6.8197,9.1575,11.2139,12.12015,14.0112,15.430175,-42.662975,-37.2983,-41.6808,-102.78025
1,2.25,0.100110103085956,-1.45062435692919,-8.37489407736763,-8.66277771541522,0.0281678996966483,-52.9672146095938,-19.7990417821553,0.115877041278824,415.813063590093,1.95189612554294,422.217970417052,3.45615881798125,417.621841157087,422.290565123444,3.51144184948349,418.168999672879,422.24495901889,3.52436518401815,418.131726127336,422.718849951844,3.55627890941229,418.525897913916,425.315420494502,4.36530758120535,425.313070147042,428.421752442803,5.05443548664365,428.695153531462,1.09660834176243,-2.45283325442566,0.0589429748892476,0.81925,0.45725,0.20325,0.199,0.055,-1.38384,-2.622675,-2.1076075,-2.3612875,-2.32289,-3.7997475,-4.06291,100.09792525,39.15375,0.221635,-0.9765,-1.36325,-1.2125,0.25,-0.31,0,-4.58275,0.5,-0.17025,211.5375,302.7625,259.15,299.25,-0.37,-1.751,-0.05,-0.53,-0.1305,-0.45,-0.46,-0.135,-0.25,-0.09,2.716,3.239625,4.74725,6.48975,8.7454,10.998,11.8705,13.863,15.127525,1.4381,2.530525,4.6425,6.42825,8.619525,10.725975,11.7942,13.922125,15.269575,2.46595,3.623875,5.647375,7.04055,9.1698,11.2978,12.12965,14.026375,15.33665,0.86985,2.526275,4.6027,6.7328,9.0076,11.123725,12.326775,14.0785,15.13285,1.6231,2.6504,5.0086,6.7747,9.1456,11.2211,12.1278,14.011225,15.429175,-46.7037,-43.76175,-44.404,-100.5815
1,2.75,0.0817064833761856,-2.39947376151394,-12.8127808157048,-9.05799312954897,0.0409707494623606,-65.2425037379367,-28.8384143164381,0.175256190012135,416.057892194691,2.03396524783513,420.206865174446,3.44411178016346,418.343800722141,420.464727958419,3.58503502870067,418.588348052047,420.645132284033,3.62746412428688,418.336042537362,420.762659907778,3.6396660815041,418.09620659897,425.59362681754,4.48423756744589,425.215096559891,428.693383917281,5.11456311471647,426.438696522925,1.41292574269325,-2.63729660836703,0.0473325365341629,0.75875,0.5265,0.19325,0.2095,0.055,-1.613755,-2.8377,-2.3288025,-2.5815625,-2.51702,-3.748,-4.15702,100.11712275,40.602,0.2042325,-0.99225,-1.452,-1.2815,-0.085,-0.415,0,-4.726,0.5,-0.2505,211.6275,303.4525,258,298.9,-0.36275,-1.81675,-0.05,-0.53025,-0.13,-0.45,-0.47275,-0.135,-0.25,-0.1,2.621925,3.154325,4.683325,6.44655,8.7275,11.006775,11.878125,13.864875,15.1285,1.36745,2.4538,4.563475,6.37325,8.595525,10.73175,11.796025,13.924025,15.2686,2.331875,3.511425,5.582975,6.994625,9.17735,11.304525,12.136325,14.027275,15.33665,0.8344,2.47505,4.51775,6.685325,8.983775,11.11985,12.3276,14.0804,15.131875,1.5291,2.555,4.9377,6.7318,9.1322,11.2293,12.131575,14.011275,15.429175,-45.23965,-40.82775,-42.55685,-101.008
1,3.25,0.00280670261832448,-3.87343713004587,-11.1885040032299,-18.1155806159418,0.0363627431463076,-61.7122560034096,-20.9325169434029,0.163736274990454,416.092274130002,2.06426162253283,420.790277265315,3.46446078175754,415.376115575992,420.888781829132,3.5249804709456,418.513264723635,420.969399723314,3.55012312363424,418.3917609446,421.36388732586,3.58287176244319,418.385607920502,425.309532874808,4.45499569356403,426.066456839616,428.495633593626,5.09886543152012,431.284705837499,1.09753792490238,-2.76637522319685,0.0526876643730746,0.7785,0.43975,0.1965,0.21,0.05,-1.813875,-2.9755,-2.3100375,-2.8220375,-2.8379,-4.06833,-4.44566,100.1286325,42.34625,0.223405,-1.2325,-1.59125,-1.4525,-0.21,-0.58,0,-4.7125,0.5,-0.12075,211.6175,304.295,256.55,298,-0.36275,-1.52525,-0.05,-0.53025,-0.14,-0.45,-0.47275,-0.14,-0.26,-0.095,2.532275,3.076375,4.6224,6.40545,8.7096,11.01655,11.885775,13.86675,15.126525,1.288525,2.37085,4.490475,6.319125,8.571425,10.738475,11.798825,13.926875,15.268575,2.221475,3.4263,5.52235,6.952625,9.183925,11.311225,12.143,14.03015,15.336625,0.80125,2.412925,4.438525,6.639125,8.961875,11.116075,12.32845,14.08325,15.131875,1.417,2.4775,4.8769,6.6905,9.1186,11.2366,12.137275,14.0113,15.428175,-45.162825,-39.101175,-43.76695,-100.875
1,3.75,-0.112816555638621,-2.28488390392234,-10.7028351445679,-16.2159804912933,0.0403303057628114,-58.7691393326763,-15.2673945914463,0.155717168523474,416.320914408345,2.04753012072773,420.909599369344,3.56427477048917,417.858987435714,420.938799700617,3.61784956113167,418.707610747765,421.264223719122,3.62395837346176,418.639781865768,421.476479145584,3.66614828117203,418.981840587126,425.267031391419,4.49383315749254,425.227578044499,429.097152990082,5.06915224678702,426.063672151098,0.856221899226412,-2.82890202077812,0.0518493412720704,0.6895,0.41975,0.19,0.2195,0.05,-2.04057,-3.0401,-2.48157,-2.6922875,-3.09723,-4.37255,-4.637705,100.1473035,42.255,0.24085,-1.4335,-1.811,-1.673,-0.385,-0.84,0,-4.588,0.5,-0.0705,210.7175,302.8975,255.45,297,-0.36275,-1.48425,-0.05,-0.54,-0.1305,-0.45,-0.47275,-0.14,-0.25,-0.095,2.485525,3.029675,4.562675,6.3644,8.6917,11.025325,11.893425,13.86865,15.126525,1.28265,2.3436,4.4093,6.26505,8.545325,10.7452,11.8016,13.9289,15.268575,2.183325,3.349,5.468525,6.9136,9.188525,11.317925,12.149675,14.03105,15.336625,0.699475,2.38575,4.403425,6.5892,8.941875,11.112325,12.330275,14.08515,15.1319,1.3253,2.3943,4.8147,6.6491,9.1059,11.2438,12.1508,14.011325,15.427175,-47.98325,-45.7885,-45.2375,-100.477
1,4.25,-0.29649900663212,-0.725077809189458,-9.22089081651295,-8.57321252906449,0.0405319407766576,-67.6964928198955,-17.9309696718054,0.173553010166263,416.239978578722,2.18981269060247,421.154754163486,3.54654762748271,419.219788465658,421.647957295665,3.62300585455372,419.410908626137,421.555359129055,3.62906041714614,418.988442289129,421.27279251837,3.64331579598293,419.04699205779,425.133779053252,4.47392067750771,423.585214274606,429.067731155468,4.98268584282717,425.0324570755,1.1321620379542,-2.84482535962242,0.0440905822332296,0.757,0.428,0.16325,0.1895,0.05,-2.180665,-3.2162,-2.688865,-2.917975,-3.41958,-4.56698,-4.83215,100.1413045,43.43675,0.2227875,-1.6425,-1.9705,-1.86,-0.53,-0.92,0,-4.636,0.5,-0.11225,210.225,301.7025,254.6,296.15,-0.37,-1.51675,-0.05,-0.54,-0.14,-0.455,-0.48,-0.14,-0.25,-0.09,2.43245,2.99255,4.49925,6.318375,8.6728,11.035075,11.902025,13.870525,15.1265,1.195475,2.31125,4.3167,6.209325,8.5193,10.7519,11.8044,13.9309,15.2681,2.086975,3.32835,5.4085,6.870625,9.19115,11.32465,12.157325,14.03295,15.33565,0.590875,2.3184,4.381825,6.540525,8.922875,11.10855,12.3321,14.08705,15.1319,1.2092,2.3057,4.7379,6.607,9.0913,11.2511,12.153575,14.01135,15.427175,-47.2514,-45.4054,-45.5418,-100.316
1,4.75,-0.0193649428825368,-5.01431450810047,-15.8243040179248,-20.2664344801623,0.0376554367558735,-62.0643441952285,-21.1265754457753,0.165841748563991,416.403754246345,1.99437033171654,421.373548393817,3.61145600215889,415.418948950955,421.88159876929,3.66450975317605,419.018285967914,421.895302817099,3.66778751146822,418.806636897388,422.086384104235,3.70242575831236,418.383013429341,425.683927829563,4.50765081769178,425.596275100392,429.082927898765,4.93555530665987,426.676412754785,1.1944034201986,-3.02502404128056,0.0457817980932292,0.83975,0.46975,0.16,0.1885,0.045,-2.2746325,-3.41985,-2.900495,-3.128825,-3.74743,-4.8519625,-5.060295,100.1307195,43.773,0.208125,-1.8715,-2.10125,-1.9725,-0.625,-0.985,0,-4.59,0.5,-0.23575,210.0025,300.5025,253.8,295.7,-0.37,-1.27275,-0.04025,-0.53025,-0.13,-0.45,-0.51275,-0.14,-0.255,-0.085,2.346475,2.905725,4.43475,6.265325,8.65195,11.04385,11.909675,13.8724,15.1265,1.088075,2.217425,4.2533,6.154675,8.4913,10.758625,11.804275,13.9329,15.26715,1.9937,3.278425,5.334375,6.820675,9.1811,11.3314,12.164,14.034825,15.335625,0.4262,2.227675,4.323025,6.4939,8.902875,11.1048,12.333925,14.088975,15.131925,1.1202,2.2326,4.6586,6.5629,9.0776,11.2575,12.162225,14.011375,15.426175,-44.51065,-40.8392,-43.3186,-100.445
