DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,H2O_1_4_1,H2O_1_5_1,H2O_1_6_1,FC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,WS_1_2_1,WS_1_3_1,WS_1_4_1,USTAR_1_1_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,TA_1_8_1,TA_1_9_1,TA_1_10_1,TA_1_11_1,VPD_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD_1_1_1,NETRAD_1_2_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_BOLE_1_1_1,T_BOLE_2_1_1,NEE,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1
1,0.25,413.035525,413.087375,413.0383,413.16515,413.2168,413.8172,415.2457,1.501117,1.5691085,1.577306,1.59078725,1.550022,1.6104955,0.6925498,4.12694975,-1.026691,0.6359736,3.53588175,2.017558,0.712164175,0.39128,0.761327825,95.58133,-5.155427,-5.8566335,-5.770133,-5.661434,-5.606083,-5.5255835,-4.4488335,-4.4530415,-4.46793325,-3.26040825,1.041467,0.3487863,1.560833,1.718167,2.03243325,2.9916585,4.12720775,-3.83059025,-0.9651951,0,0,0,0,0,0,1.069775,279.6656,291.8603,-3.64805775,-4.4417915,0.7231401,0.60643485,1.055739,1.474333,2.3302985,2.4751025,2.526136
1,0.75,412.987175,412.977175,412.94975,413.01585,413.08225,413.55675,415.1576,1.5089575,1.5749605,1.57023875,1.58489375,1.55468,1.59509875,0.731270075,4.12705775,-0.634006725,0.80369325,3.528931,2.008733,0.661255875,0.354348275,0.747140625,95.560515,-5.190713,-5.861417,-5.79208375,-5.631833,-5.6510415,-5.433867,-4.76065,-4.81631625,-4.8573835,-3.4374505,0.977292475,0.3280286,1.4446915,1.71425825,2.03169175,2.972775,4.06921675,-3.6357895,-0.888377525,0,0,0,0,0,0,1.04930725,279.98605,291.7676,-3.97256675,-4.433475,0.76979885,0.605147775,1.05445075,1.476429,2.32590425,2.4731465,2.5228745
1,1.25,412.97525,413.06075,413.0716,413.1923,413.47075,413.8962,415.4276,1.48972975,1.570149,1.549413,1.582332,1.54644025,1.594889,0.834962825,4.6354,-1.03593,0.70892765,3.5563485,1.885242,0.6316667,0.3796667,0.7464122,95.573515,-5.356737,-5.999001,-5.9102,-5.655266,-5.709766,-5.4663,-4.7965,-4.829533,-4.824667,-3.266433,1.011433,0.3157361,1.511,1.7075,1.992333,2.945766,4.096267,-3.569845,-0.9176975,0,0,0,0,0,0,1.036333,279.16165,291.8113,-4.010433,-4.561167,0.8402377,0.605316375,1.05654325,1.4765925,2.3260665,2.47167875,2.522547
1,1.75,413.1382,413.1949,413.0486,413.1449,413.4163,413.9788,415.376875,1.4844935,1.56544675,1.573079,1.5803865,1.553417,1.59934475,0.707087375,5.17953325,-0.8523672,0.57334625,3.57766,1.922667,0.578633325,0.3360775,0.752447625,95.569685,-5.399754,-5.9134085,-5.83241625,-5.68405025,-5.70042525,-5.54840825,-4.8131915,-4.80429975,-4.80479175,-3.36701675,0.9923225,0.30154515,1.462633,1.7115415,1.98909175,2.905625,4.091158,-3.064771,-0.7063183,0,0,0,0,0,0,1.005419,279.016225,291.2884,-4.11886625,-4.64847525,0.733231825,0.60322725,1.0539685,1.4804715,2.32541575,2.47184175,2.524502
1,2.25,413.37,413.42,413.3411,413.5953,413.543575,414.2015,415.5415,1.49220575,1.559622,1.548437,1.5556595,1.543785,1.60386075,0.7134819,5.17065825,-0.57606035,0.9600754,3.5097565,1.8301,0.567889975,0.29357585,0.762539825,95.60446,-5.371715,-6.0127915,-5.89359175,-5.75500025,-5.69214225,-5.5164835,-4.59040025,-4.61227475,-4.64255875,-3.324367,1.05799175,0.293990025,1.566617,1.73225,2.013092,2.9686915,4.10318275,-3.073522,-0.50605835,0,0,0,0,0,0,1.0399305,280.01655,290.9675,-4.01409125,-4.5030495,0.74423785,0.605951425,1.051557,1.4743325,2.32785775,2.46988575,2.522383
1,2.75,413.4486,413.5086,413.4759,413.7343,413.752125,414.10335,415.6018,1.47184125,1.554344,1.528221,1.55955325,1.54671325,1.610128,0.6886321,5.023183,-0.5774609,0.808953125,3.57243875,1.8708165,0.61015835,0.31862,0.76998415,95.5983275,-5.392118,-5.9951,-5.9031335,-5.7573495,-5.742,-5.4013665,-4.888033,-4.9836335,-4.995317,-3.33925,1.0338215,0.28749655,1.513733,1.7381665,2.015833,2.9662,4.0797165,-2.940308,-0.461891675,0,0,0,0,0,0,1.027266,280.3002,290.880775,-4.2170835,-4.622717,0.72710225,0.59970705,1.055095,1.4774,2.32248625,2.47102675,2.5243405
1,3.25,413.4996,413.5796,413.5142,413.77,413.896325,414.19445,415.829575,1.47291375,1.5546535,1.5520135,1.5552135,1.545427,1.61042325,0.69060995,4.8771415,-0.133177515,0.703734825,3.526305,1.8318,0.59172335,0.3421934,0.7594661,95.5899525,-5.449333,-6.0630415,-5.8777495,-5.70010825,-6.00343325,-5.426758,-4.83389175,-4.90860025,-4.9445915,-3.15620825,1.03787475,0.2765157,1.589167,1.723417,2.00152525,2.9886915,4.1344835,-2.677357,-0.455823325,0,0,0,0,0,0,1.024583,280.60855,290.96205,-4.15708325,-4.66988325,0.6915783,0.6054733,1.062651,1.487081,2.333225,2.4778735,2.5271155
1,3.75,413.6758,413.6849,413.6749,413.8496,414.11485,414.4214,416.068375,1.47055875,1.553152,1.543773,1.55849225,1.5375465,1.612837,0.723930075,4.68201675,-0.34890775,0.908180425,3.5028555,1.85671675,0.585764175,0.318679125,0.746116175,95.576715,-5.440177,-6.00749975,-5.866917,-5.753292,-5.937058,-5.494692,-5.00820025,-5.026425,-5.08135825,-3.22405025,1.02943325,0.2733536,1.515942,1.72282475,1.99421675,2.95293325,4.09282525,-2.610863,-0.420433325,0,0,0,0,0,0,1.05719375,280.700325,291.6232,-4.2474585,-4.74963325,0.817216375,0.60483605,1.0616875,1.489661,2.3341995,2.481786,2.528091
1,4.25,413.7893,413.8896,413.9158,414.0772,414.13175,414.414475,416.1142,1.46637525,1.53215075,1.550213,1.5623995,1.531449,1.58472,0.7315929,4.4892835,-0.920077475,0.879297925,3.475473,1.8006,0.53494835,0.31372495,0.74524955,95.59076,-5.463866,-6.114833,-5.953417,-5.802033,-5.941583,-5.5405665,-4.9206165,-4.96815,-4.9942835,-3.243367,1.0003315,0.2825973,1.5393335,1.7149,1.9933335,2.967517,4.1281,-2.443435,-0.58904,0,0,0,0,0,0,1.02108325,281.070525,291.2377,-4.2183835,-4.7205,0.7173626,0.60194445,1.057505,1.4883705,2.32769,2.4739615,2.524829
1,4.75,413.7205,413.8278,413.86975,413.8696,413.999825,414.31395,416.40015,1.46978875,1.517769,1.5427635,1.5656565,1.53820875,1.603646,0.780998575,4.3788835,-1.2109695,0.862915725,3.4562375,1.783,0.51792,0.3068333,0.7257025,95.59836,-5.56989325,-6.11575,-5.9892665,-5.8834505,-5.90555,-5.57305,-5.0406835,-5.0593165,-5.0747165,-3.2601665,0.9839351,0.272360525,1.508333,1.720167,2.001683,2.94095,4.09375,-2.3110505,-0.635,0,0,0,0,0,0,1.037667,280.150925,290.5854,-4.408267,-4.922567,0.778669925,0.6035502,1.059758,1.4844935,2.329971,2.4765695,2.527441
