DOY2,HR2,USTAR,NEE,FC,SC,H,SH,LE,SLE,CO2,H2O,TA,G,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,NETRAD,RH,VPD,WS,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PA,T_CANOPY
1,0.25,0.41025375,0.826933625,0.76116765,0.223868249999999,6.94181429999999,0.762406574999999,13.5423236,0.352606999999998,441.300789,5.91841815,1.1828112,4.1879052625,0.480014635,0.3479208625,0.30017995,0.2829359675,2.398054,99.894844,1.4349598762,5.3725461,0.459435435000001,2.98368375,319.6584975,317.968775,0.102481265,100.6351875,0.699567964899998
1,0.75,0.38136765,0.74289205,0.51821735,0.217974999999999,5.23262119999999,0.4648265,11.706454525,0.3108274,444.3720615,6.103437525,1.14285385,4.0358948,0.45554268,0.3329915675,0.3008449325,0.2993289925,2.228955,99.894488,1.4150219775,5.78081319999999,0.4848379775,2.61424375,319.7017,317.945,0.09458855225,100.6297625,0.641062741275
1,1.25,0.4067755,0.74832225,0.647176275,0.10225,6.8343346,0.5837008,11.723742925,0.3605572,454.4536041,6.3856098,1.107829325,3.10310354999999,0.4516549225,0.3405447875,0.3020859175,0.31190218,1.9213465,99.89509275,1.37798585175,5.2533893,0.673832837500002,2.57297975,320.2424475,317.990525,0.08720168475,100.625975,0.215185936099996
1,1.75,0.37608765,0.9315702,0.5964595,0.196871125,6.18171254999999,1.000822,10.613591025,0.265336475,441.5863764,6.21377505,1.03394175,2.82183433749999,0.48196912,0.3623155175,0.324066445,0.331493544999999,2.085487,99.89451125,1.33059409605,5.31060845,0.607262865000001,2.47949625,317.4025075,316.849225,0.09119955975,100.633025,-0.0670364118000054
1,2.25,0.4578021,1.0308651,0.886798699999999,0.167032,6.98503784999999,1.050356725,9.29477515,0.500715899999999,455.4353474,5.911375,1.047915175,2.80407547499999,0.484520737499999,0.3576082625,0.3259883875,0.315678094999999,2.8537975,99.894966,1.256387319525,5.616755225,0.4201135525,2.5781325,316.389895,316.871075,0.095323967,100.6417625,-0.247636490175004
1,2.75,0.39663165,0.761873125,0.7938928,0.126363475,5.965132925,0.932792999999998,8.2575453,0.4244394,450.3464226,6.281418125,0.947233642500001,2.7822887,0.505128689999999,0.393479939999999,0.32145339,0.32417221,2.7931313,99.894616,1.30571878665,5.534581225,0.367967817500001,3.06409775,316.4688025,317.3798,0.09262456575,100.6593375,0.0760789803499971
1,3.25,0.38178625,0.869744125,0.8492965,0.1394565,5.10502332499999,1.21361525,8.13662575,0.477395,452.24658405,5.8691754,0.969708180000001,2.7283841375,0.49745962,0.377169869999999,0.30105559,0.339429809999999,2.731910675,99.8933985,1.2409263923,5.427478225,0.517071995,3.00524875,318.6637275,317.578725,0.09235478325,100.661118125,0.403374397249998
1,3.75,0.37986315,0.874693625,0.77169955,0.2183504,8.75781225,0.851160099999999,7.87063989999999,0.38146725,459.0148097,6.0961247,0.990895972500001,2.10074697499999,0.4973872,0.37801622,0.29556603,0.342307469999999,2.66959185,99.89289875,1.2590684217,5.36065375,0.489998522500002,2.58885275,316.7595275,317.65895,0.10160438,100.65185,0.579258213625
1,4.25,0.414959,0.8095956,0.8250052,0.3452331,6.2111734,1.2162729,9.13142554999999,0.55161075,445.76144105,6.0249017,1.0122769275,2.083395785,0.51551869,0.38420591,0.30319926,0.327151299999999,3.633202725,99.8929555,1.20967701485,5.46927565,0.5294526425,2.90546975,316.6502175,317.7705,0.10507323,100.63885,0.540497189999999
1,4.75,0.416065825,0.843027175,0.978602824999999,0.2207496,6.76774625,1.1493121,9.132424,0.386680825,437.5007657,5.936677,0.9452951625,2.0869548125,0.50889762,0.38921032,0.31642177,0.322363859999999,2.41523565,99.89184825,1.224258919675,5.2329754,0.502658495,3.15602825,316.5857575,316.919125,0.0976248455000001,100.63705,0.451565857499999
1,5.25,0.4068724,0.74186525,0.7452275,0.1146573,7.51400619999999,1.3512691,9.12452125,0.321754475,440.205961975,6.03867005,0.874576002500001,2.08408857499999,0.47440963,0.37164548,0.33249006,0.34832685,3.539669,99.86802175,1.181480214525,5.33313945,0.6481253375,2.95689825,317.0640325,316.64135,0.0923502972500001,100.6474875,0.451540089999999
1,5.75,0.46174005,1.03240065,1.0543723,0.1278165,9.569948875,1.086677775,9.635907275,0.659637200000001,440.059426175,5.9554962,0.77477355,2.07905617499999,0.48085038,0.36594805,0.31521948,0.34388073,4.39205375000001,99.867288,1.156742388225,5.678541,0.6385088375,2.8753915,316.67002,316.58745,0.078221899,100.6660125,0.456750652499999
1,6.25,0.4688869,0.98554275,0.828370425,0.198139100000001,7.77847504999999,1.115344775,9.9314624,0.4318278,438.6145197,5.965781,0.652875490000001,2.07312644999999,0.46203962,0.35451326,0.30076552,0.33684126,3.694690275,99.868568,1.17072954925,5.95759905,1.485252675,3.014143,316.749665,316.643675,0.09698621575,100.685575,0.478009164999999
1,6.75,0.41623665,1.021399625,0.808521150000001,0.1669537,10.44318585,0.893708474999998,9.38529059999999,0.538172424999998,436.78556455,5.9078785,0.766202970000001,2.065756125,0.45227021,0.33017786,0.29893356,0.31838254,2.79673670000001,99.86903175,1.170798509875,5.77763895,0.6821937725,2.57012475,316.9721625,316.66885,0.1049609475,100.71135,0.430766772499998
1,7.25,0.4044494,0.83293635,0.723423,0.1798258,10.709827075,0.7078571,9.05613214999999,0.27504825,442.9406359,5.99701245,0.728109525000001,1.7823402,0.44955161,0.33095934,0.29986095,0.29846591,2.1939123,99.87516425,1.16167121575,5.802420375,0.703199265000001,2.96097875,317.150285,316.70475,1.41366835,100.714875,0.344446904999997
1,7.75,0.396032475,1.4424696,0.78919075,0.154016875,10.0994651,1.034748575,9.384468625,0.2965801,439.1932626,6.0006751,0.82193534,1.8375052125,0.4433939,0.33007707,0.28266424,0.27166696,3.50201325,99.86890275,1.1739465546,5.766687775,13.76151575,13.7817075,317.42157,316.899275,27.05495775,100.72005,0.474474249999997
1,8.25,0.393425,0.987637999999996,0.8161284,0.180609575,11.783130475,1.5030133,10.6921555,0.4882683,446.02991735,5.71395135,0.964595077500002,1.8935243,0.45270042,0.331307369999999,0.26542743,0.271511009999999,13.4882395,99.81837625,1.279871882275,5.5788263,85.3978065,63.1752025,317.6841775,317.124575,113.9042175,100.7379875,0.336446742499995
1,8.75,0.4309101,1.313840625,0.7580808,0.178452625,22.5557997,2.083755875,11.32834595,0.708871475,444.1580142,6.4325004,1.08127122,1.9477449,0.43912167,0.30620159,0.24963565,0.251639219999999,50.09001175,99.2482645,1.446357348025,5.7639378,167.392805,128.57805,317.872225,317.459675,266.74586,100.7546,0.737536082499998
1,9.25,0.406295925,1.14410625,0.96008265,0.276281799999999,39.97216725,2.4441465,17.31978585,1.0535546,437.9042022,6.401535,1.267374625,2.0022039125,0.43200135,0.28786246,0.22520494,0.239659999999999,69.3156645,99.2810575,1.7351543806,5.82486435,250.5508975,187.211025,318.223505,317.417875,421.18414,100.7738875,1.140713725
1,9.75,0.433999975,1.0530183,1.1241738,0.1490885,43.5435286,2.46529375,20.301859525,0.827961,435.5257739,6.31027485,1.82800265,2.0220526625,0.41655303,0.30601641,0.22726223,0.26873545,107.8834275,99.294124,1.90258912885,5.92490285,312.5301475,255.12915,318.902945,318.9267,574.50519,100.7928875,1.72551091665
1,10.25,0.401391775,1.139078625,1.32509585,0.162032375,44.3508205,2.887623625,22.39661865,0.6166304,441.3867265,6.4203064,2.043576325,2.0156978,0.42723723,0.32216088,0.22144142,0.287047359999999,149.54897,99.236765,1.999046546425,6.42305755,377.01402,312.376625,319.8748875,319.53345,697.5883325,100.8000625,2.07127535
1,10.75,0.4375612,0.72852785,0.8184463,0.1662598,47.1223263,2.437432625,23.03674255,0.501325399999999,438.59419435,6.267213125,2.437478825,2.04411085,0.46743743,0.34296471,0.20826904,0.237626619999999,176.36794,98.95951925,2.246877710275,6.2406335,442.16225,370.0111,320.421555,321.618625,811.283255,100.8029,2.545179825
1,11.25,0.4654175,0.9246486,0.949743,0.1987792,66.412322175,2.2097575,30.532092575,0.750337,438.60256175,6.22313365,2.8552632,2.50872992375,0.49867046,0.39456733,0.256371109999999,0.24456888,206.46318,98.653112,2.383274895625,6.43187405,465.72382,384.435475,320.8863775,323.5129,879.32494,100.76994,3.18011025
1,11.75,0.4618608,1.0383485,1.1737681,0.174880399999999,68.619717875,1.6276867,32.3781214,0.743638999999999,438.088678875,6.343474,2.98048945,3.9467156625,0.578609599999998,0.3930114,0.24930771,0.23832972,232.3972775,97.85516075,2.540885730875,6.34974915,500.268355,412.541475,320.4656875,323.7562,935.4718375,100.728275,3.5687929
1,12.25,0.4667028,1.14170065,1.0988432,0.13184785,71.7170087999997,2.3504537,33.5367292,0.76647085,437.1088655,6.596362875,3.37888507500001,4.6417700875,0.602144819999999,0.3740071,0.20927379,0.20868604,237.89298,98.28173725,2.88323041515,6.4685809,511.030355,431.9992,320.67193,323.876525,940.6390375,100.6916125,4.2370959
1,12.75,0.4830645,0.91875525,0.8662148,0.1156701,75.2022583499999,2.1108157,34.285199,0.74111475,437.5637254,6.508069525,3.74331815000001,5.7756729,0.557050994999999,0.356247579999999,0.244187095,0.2093889925,240.3241,97.079843,3.1086259396,6.47912945,509.4219,428.215425,320.5655375,325.086275,965.383245,100.645225,4.32917149999999
1,13.25,0.4507395,0.911476,1.04966775,0.089793625,75.367510475,1.6265374,36.5643929,0.4172217,437.9273256,6.81487495,4.09406405,6.36332816249998,0.603498897499999,0.397920577499999,0.282880585,0.234264705,210.29425,97.269794,3.26645957949999,6.9180911,487.68736,402.870975,320.397095,325.5099,922.3515875,100.60924,4.72675379999999
