DOY2,HR2,USTAR,H,LE,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,RH_1_2_1,PA,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,G_1_1_5,G_1_1_6,G_1_1_7,G_1_1_8,G_1_1_9,SW_IN_1_1_1,SW_OUT_1_1_1,NETRAD_1_1_1,PPFD_IN,PPFD_OUT,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1
1,0.25,0.086133617,-20.28092558,-0.762287013,0.29442,0.308166,0.093437,0.150735,0.678595,-25.944015,-26.305675,72.08359,70.17764,96.970076,-9.06535440525,-6.55475116525,-4.713128979,-1.116972083,-9.11314084325,-5.8985436945,-10.06509188,-9.758303713,-6.91990452525,-3.20635029925,-1.55631265375,-24.3787499975,-0.063872255,0.40258545,-9.37407275,-8.75998025,-7.43522775,-7.3284585,-6.01982875
1,0.75,0.0703233925,-15.145537845,-0.746266262,0.32576775,0.31147975,0.0903665,0.15784425,0.39550725,-25.9486775,-26.1579875,71.9975375,68.66341,96.944606,-9.04594960325,-6.581343201,-4.709975946,-1.13012611125,-9.1017167655,-5.9169094665,-10.1066443475,-9.91384983,-6.93634809525,-3.23125598775,-1.219616064,-30.04035659,-0.056051095,0.4028934,-9.44819575,-8.82478525,-7.453116,-7.339379,-5.97531175
1,1.25,0.033645208,-21.855893469,-1.26189361825,0.28436525,0.25911875,0.0814155,0.14688625,0.78654,-26.00509,-26.1804475,72.3582625,68.58825,96.941432,-9.0240087555,-6.634417836,-4.74215178375,-1.1233113325,-9.08217029525,-5.93385649775,-10.13904344,-10.065730965,-6.9543501675,-3.238741018,-1.26557497925,-26.58322868,-0.062730765,0.39756155,-9.45840825,-8.80203675,-7.42992975,-7.28223025,-5.975695
1,1.75,0.064976919,-12.1553455765,-0.05197554,0.33080025,0.29995075,0.0980245,0.1897135,0.723422,-26.0969525,-26.295595,71.6645975,68.28587,96.944132,-8.99950082025,-6.839276325,-4.75928397425,-1.12646978225,-9.05780416675,-5.950644099,-10.2470185825,-10.159883695,-6.9749789915,-3.17437458425,-1.390161052,-23.9367887575,-0.05850134,0.4048603,-9.324557,-8.651862,-7.355327,-7.159294,-5.89996925
1,2.25,0.04535152175,-19.8820518275,0.846142365,0.3208455,0.2808105,0.091077,0.1478625,0.8457215,-26.3111,-26.450325,71.7876125,68.7866825,96.96641,-8.984747979,-6.829534623,-4.77687670725,-1.1073094285,-9.06170857175,-5.9673690455,-10.3684120175,-10.2163633675,-6.991584056,-3.12946872925,-1.2823588745,-22.021060075,-0.05518172,0.4129736,-9.304171,-8.629708,-7.2857395,-7.13585725,-5.86804425
1,2.75,0.10249616775,-44.5962511375,-1.133362715,0.357825,0.303609,0.060956,0.128068,0.88818875,-26.0780725,-26.32881,71.8417375,68.7284675,96.99575,-9.0118480755,-6.7425299355,-4.77805689525,-1.0997604925,-9.07394803175,-5.99063682275,-10.39333572,-10.286742,-7.0113773945,-3.17194344625,-1.360684881,-23.502158915,-0.05627089,0.41605075,-9.3213275,-8.62959425,-7.26399675,-7.1240905,-5.85109725
1,3.25,0.064265076,-48.3996275825,1.183633284,0.33425375,0.33869825,0.09128825,0.13644325,0.672257,-25.919495,-26.2947225,70.8500875,69.5784,97.026782,-9.035312723,-6.55789130125,-4.7711367725,-1.13151276675,-9.07251456575,-5.984310804,-10.4327632125,-10.370008965,-7.032037117,-3.45098785775,-1.534377568,-26.79504845,-0.060749645,0.42496685,-9.3765735,-8.683779,-7.28663325,-7.1632345,-5.882002
1,3.75,0.031780497,-34.68597958,-0.16005931575,0.375517,0.323509,0.122112,0.168556,0.817556,-25.7941825,-26.7255825,70.7051075,68.7665425,97.058384,-9.02929538825,-6.47055674925,-4.7699745105,-1.108710997,-9.0570666565,-5.996833841,-10.461664555,-10.4052728875,-7.052111011,-3.14525000025,-1.30273336075,-26.5663740325,-0.07227196,0.40953865,-9.29285425,-8.66356625,-7.329989,-7.19695675,-5.9203325
1,4.25,0.04916645975,-44.50073126,-0.283551567,0.32505625,0.31530175,0.11438125,0.14248475,0.57048675,-26.159145,-26.39924,71.968055,69.4749575,97.082486,-9.042572575,-6.52587773175,-4.76736881375,-1.10009337875,-9.02936811225,-6.0139784225,-10.467144015,-10.4430485425,-7.01923169825,-3.10907717925,-1.2555355385,-23.364901165,-0.06047978,0.40644635,-9.1629305,-8.53855725,-7.238444,-7.09232275,-5.7960035
1,4.75,0.025811445,-31.02613478,0.28309862075,0.34700725,0.29119225,0.0984275,0.10835025,0.62013675,-26.1680475,-26.37153,71.7474675,70.18117,97.109312,-9.0792824585,-6.6994213255,-4.77345968275,-1.10013880325,-9.02096566225,-6.03467112725,-10.42894378,-10.47924847,-7.00763336575,-3.00700166325,-1.383830115,-20.9818779075,-0.063307525,0.3986826,-9.0556205,-8.43563925,-7.14917375,-6.995374,-5.68543475
1,5.25,0.10993294125,-16.299563317,1.265342199,0.38486675,0.3178455,0.11179225,0.13610925,0.77591125,-26.125005,-26.3407325,71.6824175,69.8613925,97.132226,-9.112046265,-6.70804258025,-4.795366916,-1.0952626425,-9.01675256425,-6.0164604425,-10.456135725,-10.5160711125,-6.958425012,-3.34752761125,-1.24198171725,-22.09884884,-0.06050475,0.412692,-8.964689,-8.3514715,-7.07041125,-6.9128815,-5.590129
1,5.75,0.0246447995,-26.162304965,1.04229820825,0.40175375,0.349437,0.1294195,0.16735925,0.656201,-25.8416525,-26.0696075,70.62892,69.492005,97.12283,-9.12929714075,-6.60769183025,-4.818486184,-1.09386721425,-9.02870358475,-6.0153217905,-10.480929255,-10.539631245,-6.842812468,-3.05743745875,-1.18410147875,-21.4015096925,-0.053767965,0.3967293,-8.88866275,-8.2673425,-6.99167725,-6.8253355,-5.488279
1,6.25,0.033361655,-27.27639202,0.00947882325,0.282084,0.319448,0.085593,0.16204,0.531031,-25.851295,-26.0971275,70.3307925,69.1539925,97.111616,-9.14941487975,-6.6052725665,-4.840699813,-1.09615016025,-8.99787131975,-6.01476254475,-10.48412775,-10.5565965975,-6.73481239775,-2.81004491,-1.458808751,-20.514149225,-0.05373659,0.3936606,-8.785572,-8.161115,-6.90777525,-6.7316955,-5.393652
1,6.75,0.04470729925,-37.96573846,0.257793193125,0.2947315,0.236378,0.08180325,0.13390225,0.50831175,-25.6438325,-26.266235,72.647865,69.2035875,97.052642,-9.16671782375,-6.5798882155,-4.85887797825,-1.1184427995,-8.936675417,-6.0317740925,-10.4211156625,-10.5818734525,-6.67743334375,-2.92450831675,-1.3893510685,-21.69354264,-0.052063895,0.42531005,-8.7974955,-8.12585775,-6.8687805,-6.7237895,-5.45572225
1,7.25,0.0275318,-24.35520485,0.506107563,0.3172005,0.2896375,0.115121,0.146347,0.806276,-25.49365,-26.3493875,73.1000625,70.1841325,97.010708,-9.1976750485,-6.5451336975,-4.86889090275,-1.0803281625,-8.86116161525,-6.0570896455,-10.4395185475,-10.5994730475,-6.672335565,-3.111201098,-1.2909548065,-22.2339069725,-0.05464857,0.42389155,-8.907117,-8.231301,-6.961645,-6.82293725,-5.49928825
1,7.75,0.0298759765,-35.4968962825,0.392631566,0.277259,0.282326,0.07729,0.150717,0.4828945,-26.041,-26.9265475,73.502545,70.084805,97.021004,-9.2208635805,-6.57395845025,-4.87100453175,-1.09062767875,-8.8659041005,-6.07735958175,-10.469251785,-10.6325357925,-6.6586275085,-2.9178068865,-1.37885456075,-21.412465115,-0.061920245,0.4409862,-8.966673,-8.2496785,-6.98733875,-6.79572275,-5.4168765
1,8.25,0.029664794,-30.32581191,0.279155569,0.315912,0.280699,0.07224975,0.11497225,0.625842,-26.8518625,-28.5094175,74.11177,71.2539375,97.033886,-9.2456330685,-6.58015537825,-4.87413435,-1.1199689715,-8.8740966815,-6.08846198575,-10.52217799,-10.6592248725,-6.6486062165,-2.91476746475,-1.39440057525,-20.2961937975,-0.060751545,0.4431693,-8.80809175,-8.081322,-6.85147675,-6.64082025,-5.32312875
1,8.75,0.025534291,-39.6884652575,-0.104390040625,0.342671,0.34985575,0.113212,0.144102,0.725685,-27.5784575,-28.5460725,73.7812675,71.3606675,97.051424,-9.28013482075,-6.542383402,-4.87557026975,-1.12226004125,-8.878468316,-6.04743824025,-10.5432635625,-10.685669805,-6.660864945,-3.010537092,-1.25038824975,-20.5172073625,-0.054599175,0.44683135,-8.657474,-7.926951,-6.7173485,-6.4928895,-5.1837215
1,9.25,0.02870337075,-27.2378505,-0.48793565025,0.342555,0.3012625,0.0991005,0.1300095,0.44245175,-28.207135,-28.9927525,73.906825,71.556625,97.063682,-9.32079196575,-6.56100729,-4.87482104575,-1.1319131225,-8.884478048,-5.9746063585,-10.5921747175,-10.6721697175,-6.6851282125,-2.59172139075,-1.2404948645,-19.8925581375,-0.028578475,0.54893265,-8.5293675,-7.79333175,-6.6041265,-6.36572125,-5.0581695
1,9.75,0.0327909605,-15.58836051,-0.48433600525,0.297793,0.255192,0.126148,0.132513,0.5866655,-27.798465,-29.3356175,74.1455775,71.9521525,97.069706,-9.35405987875,-6.69684472425,-4.87395574925,-1.11037149775,-8.90387471125,-5.9344259795,-10.5899120825,-10.64315711,-6.7119891475,-1.99718130425,-0.78968537375,-21.2485562025,0.0226854315,0.6725151,-8.41812075,-7.68011025,-6.50674375,-6.26227625,-4.96096675
1,10.25,0.0369135795,-25.026399495,-0.087489768875,0.3512945,0.3420555,0.1241385,0.1190455,0.28314975,-27.3046775,-27.53814,73.605425,72.4070525,97.09493,-9.36287070875,-6.685131227,-4.87013399375,-1.13701888675,-8.8926786615,-5.879277447,-10.58066482,-10.604347255,-6.7270741665,-1.02450316,-0.4927888245,-15.78092442,0.3749741,1.17334795,-8.32671625,-7.595909,-6.46660925,-6.23071975,-4.92793325
1,10.75,0.038595119,-34.46443848,0.3093564675,0.33476875,0.28452075,0.0946985,0.15043325,0.6075625,-28.1316125,-28.72342625,72.4755875,71.80423,97.21091,-9.40522083275,-6.678278474,-4.85411347075,-1.1549204295,-9.20435467675,-6.05774786275,-10.5321497875,-10.5552683175,-6.7353730455,0.05555442475,0.67373212825,-21.6260000025,1.72412385,3.267203,-8.24715925,-7.726921,-6.43769075,-6.19540125,-4.89220525
1,11.25,0.035918178,-45.341285215,0.317705914375,0.372755,0.345789,0.142468,0.162142,0.482471,-26.959,-29.15367,71.80428,71.98409,97.211624,-9.464622636,-6.8308517,-4.849124,-1.166071154,-9.597144614,-6.068010597,-10.47616199,-10.52818092,-7.14295,1.041892216,2.699585045,-23.19121705,4.810306,7.487782,-8.157988,-7.661977,-6.383857,-6.126422,-4.824919
1,11.75,0.051844418,-34.50478029,0.32605536125,0.3402215,0.35617025,0.11201425,0.13448175,0.4674625,-29.867488,-30.529037,72.200575,71.26416,97.101608,-9.5094518785,-7.1205729375,-4.8701684405,-1.146040026,-9.650245363,-6.0973413655,-10.467811695,-10.345065685,-7.241645468,3.192344977,5.804600657,-20.842620155,7.340693,12.532715,-8.3062225,-7.736479,-6.476448,-6.08372,-4.752359
1,12.25,0.060676921,-39.78988341,0.14995319875,0.384697,0.364725,0.150962,0.139862,0.4597835,-27.30856975,-27.75896875,70.154565,71.3925875,96.923786,-9.5431607865,-7.49316092825,-5.14440030575,-1.24649418825,-9.57821937125,-6.16315057475,-10.42962755,-10.118232927,-7.14638647,5.9096573515,8.43637838925,-28.924678295,11.7905635,17.9795945,-8.23999725,-7.59212275,-6.40598325,-6.06625275,-4.757519
1,12.75,0.05104738275,-31.428965295,-0.02614896375,0.53728975,0.52933425,0.19429275,0.137617,0.55877625,-27.414521,-27.9675885,69.2770425,69.130875,96.920378,-9.5726699855,-7.482713932,-5.15319742175,-1.25450740175,-9.557778949,-6.24563479275,-10.407172205,-10.028456778,-7.135160639,7.133669328,10.64750205,-26.86844961,12.803151,22.0884,-8.1815965,-7.50084625,-6.459123,-6.11767,-4.68294375
1,13.25,0.046021734,-22.73436688875,1.192004316,0.591908,0.51773,0.21994325,0.1356375,0.48447,-28.877515,-29.9541515,69.06072,68.7945825,96.826124,-9.53355743875,-7.3840833825,-5.09206804725,-1.1792412395,-9.4118803955,-6.1974996645,-10.15450927975,-9.863581419,-7.05932922425,7.13753493025,11.753077235,-24.8666453525,12.9421405,23.17679,-8.33836725,-7.678816,-6.58627175,-6.12892575,-4.673367
1,13.75,0.0545221735,-14.0397684825,-0.499236554,0.55598,0.6094285,0.22267425,0.1467075,0.5039975,-30.012979,-30.6943505,68.40162,66.9637425,96.921782,-9.51722929475,-7.4804878355,-5.14965199075,-1.1975119015,-9.36068313625,-6.36889275425,-9.846755905,-9.5156221025,-7.14865776425,6.55749733875,10.7908566125,-28.3772655,12.2175185,20.889865,-8.02731575,-7.45081125,-6.281368,-5.9872165,-4.66910225
1,14.25,0.036207692,-24.90202218,-0.27170366575,0.61286575,0.629087,0.25785725,0.13713525,0.4587635,-29.54599,-30.1212605,68.317065,67.739455,96.96374,-9.5581080745,-7.536613812,-5.129983446,-1.2173364245,-9.4311349345,-6.4917084065,-9.9793936605,-9.418937902,-7.2129390475,4.710094478,7.428094495,-31.19953101,8.569168,15.878774,-8.125712,-7.5574195,-6.394541,-5.962392,-4.6148005
1,14.75,0.031978479,-21.671226346,-0.108012139,0.51652125,0.4497085,0.2131035,0.12762875,0.491594,-29.99441175,-30.629212,67.466885,65.8941625,96.995258,-9.57353028075,-7.61319603875,-5.1045472575,-1.1617895955,-9.43345921,-6.57601831425,-10.083426691,-9.37439684925,-7.26515646675,2.5457766135,4.75455875075,-25.91505039,5.907567,9.745442,-8.2778415,-7.6916615,-6.545616,-6.044931,-4.66464925
