DOY2,HR2,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,PA,RH,TA,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,-9.6625,-13.265,-7.32575,-13.84,100.685175,79.745,-25.005,-33.39775,0,0,-8.2475,-7.1065,156.6,191.825
1,0.75,-9.74,-13.1375,-7.27525,-13.9975,100.663325,79.925,-25.125,-34.39825,0,0,-8.3625,-7.21725,156.775,191.05
1,1.25,-9.7475,-12.965,-7.39025,-13.9525,100.642425,79.9625,-24.8525,-34.9445,0,0,-8.195,-7.1225,157.325,189.775
1,1.75,-9.7025,-12.68,-7.443,-13.835,100.622625,80.07,-25.165,-34.009,0,0,-8.1925,-7.06375,155.675,191.075
1,2.25,-9.7025,-12.0575,-7.45275,-13.4075,100.605675,80.1,-25.3325,-33.01675,0,0,-8.33,-6.98875,156.35,191.575
1,2.75,-9.7025,-11.75,-7.47125,-13.17,100.612,80.175,-25.09,-35.51075,0,0,-8.3375,-7.26,157.75,190.65
1,3.25,-9.7025,-11.7375,-7.51675,-13.22,100.614375,80.25,-24.825,-36.20575,0,0,-8.5025,-6.98625,152.875,191.125
1,3.75,-9.7025,-11.945,-7.436,-13.265,100.62355,80.25,-24.8025,-35.14225,0,0,-8.3825,-7.319,152.05,192.2
1,4.25,-9.6925,-11.8125,-7.413,-13.505,100.61825,80.3,-24.745,-35.11375,0,0,-8.3225,-7.181,154.8,192.725
1,4.75,-9.6475,-11.64,-7.47925,-13.52,100.631975,80.175,-24.75,-35.62025,0,0,-8.1525,-6.98625,152.75,190.8
1,5.25,-9.5825,-11.55,-7.49,-13.67,100.65365,80.0175,-24.915,-34.19125,0,0,-8.03275,-6.879,155.3,189.775
1,5.75,-9.66,-11.455,-7.41125,-13.7325,100.6708,79.7275,-25.025,-34.293,0,0,-8.1275,-7.11975,153.95,187.9
1,6.25,-9.56,-11.3375,-7.3325,-13.285,100.67475,79.62,-25.0125,-33.75075,0,0,-8.00325,-7.178,156.3,188.325
1,6.75,-9.49,-11.295,-7.2755,-13.1875,100.6988,79.4475,-25.6675,-33.4635,0,0,-8.1825,-7.238,153.6,187.45
1,7.25,-9.4,-11.275,-7.27125,-13.0525,100.699025,79.28,-25.98,-33.567,0,0,-8.1425,-7.08425,155.4,188.05
1,7.75,-9.3725,-11.2925,-7.26325,-12.565,100.6733,79.265,-25.61,-35.02475,0,0,-8.0625,-6.87475,155.15,188.025
1,8.25,-9.3625,-11.2625,-7.253,-12.535,100.65665,79.025,-25.8825,-36.2455,0,0,-8.115,-7.2095,154.275,187.5
1,8.75,-9.35,-11.3625,-7.24925,-12.81,100.64055,79.1825,-26.1,-35.635,0,0,-8.19,-7.18675,154.05,185.975
1,9.25,-9.3825,-11.4725,-7.21975,-13.1575,100.6303,78.7975,-26.15,-34.488,0,0,-8.2125,-6.945,153.575,189.325
1,9.75,-9.45,-11.4775,-7.21975,-13.4725,100.640025,78.96,-25.975,-34.69425,0,0,-8.42,-7.01625,153.8,189.175
1,10.25,-9.4525,-11.51,-7.2195,-13.415,100.6299,78.735,-25.975,-34.79925,0,0,-8.3425,-7.07025,154.3,189.375
1,10.75,-9.475,-11.5275,-7.22425,-13.055,100.635375,78.9175,-26.025,-38.69275,0,0,-8.2925,-7.092,152.525,190.7
1,11.25,-9.4775,-11.475,-7.2185,-13.04,100.614825,78.995,-26.21,-38.29975,0,0,-8.345,-7.15,152.6,189.175
1,11.75,-9.4775,-11.505,-7.185,-13.0775,100.61755,78.78,-26.165,-35.93125,0.003,1.2885,-7.98825,-6.81525,152.85,189.175
1,12.25,-9.39,-11.295,-7.13625,-13.3675,100.60255,78.9975,-26.14,-37.67725,2.745,6.45975,-7.8765,-6.20525,152.1,186.5
1,12.75,-9.3425,-11.2825,-7.194,-13.3925,100.60555,79.04,-26.1625,-39.20475,5.907,6.73125,-7.121,-5.81825,152.25,185.825
1,13.25,-9.265,-11.6225,-7.239,-12.9825,100.6353,78.9025,-26.2075,-36.11175,6.5605,6.734,-6.90325,-5.3925,150.825,185.25
