DOY2,HR2,FC_1_1_1,H_1_1_1,LE_1_1_1,USTAR_1_1_1,CO2_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,VPD_1_1_1,WS_1_2_1,PPFD_IN_1_1_2,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_DIF_1_1_1,NETRAD_1_1_1,PPFD_BC_IN_1_1_1,TS_1_1_1,TS_1_2_1,PA_1_1_1
1,0.25,-1.1379538,-147.1093406475,-7.115898655625,0.02856709775,363.391685,0.10308722,-19.5386,-19.8016,41.2241841025,0,0.2,-11.2798,-2.749175,-4.6901775,-2.36825,1.082465,0.06986125,-79.5802875,0.28195275,-0.9102025,-0.5398325,93.7
1,0.75,-1.885641818975,-135.91602048,-13.709825872,0.0156967775,364.11775,0.105085625,-19.50745,-19.8343,42.412562285,0,0.2,-11.31265,-2.6243075,-4.5912525,-1.546,1.0780675,0.06724075,-79.12451,0.25799475,-0.90215575,-0.5444355,93.7125
1,1.25,-0.786556661,-128.85296938,-5.7580210762,0.022041102,364.8593225,0.1188693135,-19.5648,-19.8239,41.113050126,0,0.2,-11.2864,-2.650835,-4.8853075,-2.32135,1.08079,0.06040975,-79.883845,0.250659,-0.90407075,-0.5512565,93.71
1,1.75,-1.187926213,-135.143583925,-11.65237892,0.008552035225,365.184635,0.14094787,-20.020825,-20.2432,42.8354149725,0,0.2,-11.4387,-2.7831625,-4.8978975,-2.10565,1.08603,0.063703,-79.9973825,0.28390975,-0.9031395,-0.54817525,93.7075
1,2.25,-2.0671601745,-115.8894240325,-9.66376921915,0.01308036775,364.9885,0.1319439125,-19.9103,-20.0725,43.3253137285,0,0.2,-11.48215,-2.6280975,-5.2688325,-2.50455,1.0824075,0.070271,-80.129175,0.261177125,-0.90610675,-0.5494135,93.7075
1,2.75,-0.82511123295,-129.461195875,-7.388349546,0.01531380125,365.484175,0.132469955,-20.1098,-20.3285,43.690263756,0,0.2,-11.4206,-2.8112725,-5.1023325,-2.3527,1.0928175,0.06843675,-80.074625,0.241661375,-0.92848425,-0.557109,93.71
1,3.25,-1.2981779728,-125.49678544,-15.225056736,0.02348048625,365.9380525,0.142538675,-20.2555,-20.5892,43.3160095635,0,0.2,-11.5282,-2.66309,-4.76553,-2.797,1.09794,0.06712,-79.675425,0.264269375,-0.94726025,-0.5496525,93.62
1,3.75,-1.470282502975,-131.00621328,-10.06280179,0.026113245,365.92347,0.13355862,-20.396475,-20.5953,43.757843617,0,0.2,-11.6092,-2.4386625,-4.8749975,-2.8361,1.1097825,0.067521,-80.238025,0.296039625,-0.9590535,-0.55338975,93.51
1,4.25,-1.17072066645,-139.7220019475,-13.8249695505,0.0281511146,365.9973125,0.15229891,-20.665325,-20.9647,43.919950322,0,0.2,-11.52965,-2.2670525,-4.8366475,-2.88105,1.10199,0.06620425,-79.231755,0.25379475,-0.966282,-0.555566,93.6
1,4.75,-0.9436541686,-106.67875646,-8.744653916375,0.02061580775,365.86152,0.116534130525,-21.02725,-21.2821,44.175849347,0,0.2,-11.487,-2.2685925,-4.520165,-2.78975,1.0986825,0.06369875,-80.3787825,0.292303125,-0.9775745,-0.55228475,93.605
1,5.25,-0.8594643005,-111.1022267,-31.93455565575,0.01187942,365.443195,0.141534745,-21.17225,-21.4545,42.7289600355,0,0.2,-11.5411,-2.26663,-4.9527175,-2.6283,1.09739,0.05977,-80.1215,0.309271125,-0.9903955,-0.55748325,93.6075
1,5.75,-0.7739170558,-112.94524807,-14.397992754,0.018150964,365.0424,0.1026411675,-21.24225,-21.6473,44.069130764,0,0.2,-11.6722,-2.3342575,-4.96069,-2.7875,1.095275,0.062911,-79.825905,0.280027875,-1.0021625,-0.557201,93.705
