DOY2,HR2,FC,H,LE,USTAR,TA,PA,RH,VPD,WS,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,-0.35937625,-64.21187,1.066018,0.143286,-13.80825,97.1358025,89.854295,0,1.463852,0.248851246963116,0.190525588832577,0.206014758132484
1,0.75,-0.3001287,-59.565905,-0.6548594,0.1125078,-14.26275,97.11722,40.304815,0,0.9453524,0.246779253585061,0.177857085406874,0.133104290000386
1,1.25,-0.3424828,-68.69155,-1.19947925,0.1201724,-14.1193,97.09383,91.78464,0,1.0654748,0.298904711594882,0.226715680975093,0.153375487211738
1,1.75,-0.31963535,-74.95413,0.271961,0.121636125,-14.2552,97.08029,32.27145,0,1.43633875,0.341105555510314,0.209536770830646,0.16207093566742
1,2.25,-0.565438,-62.62876,1.21608905,0.1304476,-14.787,97.04932,68.3284,0,1.0031978,0.376530905687042,0.292805792739792,0.18889408962787
1,2.75,-0.5853581,-67.1559325,-0.40379935,0.1436092,-14.2156,96.891465,79.92784,0,1.583717,0.338535528610652,0.191752445457335,0.173954701578363
1,3.25,-0.867489825,-81.3320275,-1.3189776,0.135474,-14.7909,96.88082,57.788775,0,1.3434475,0.23459201774932,0.312421645107537,0.194993044205304
1,3.75,-0.465168775,-58.12128,-10.5918905,0.1116372,-14.8496,96.8952,60.6086875,0,1.17201335,0.379703720440766,0.321043100799555,0.186839159450907
1,4.25,-0.616953225,-50.8901,-5.3754945,0.12143725,-14.758,96.88366,100,0,1.14838275,0.309381390872735,0.247072383505773,0.15964013495015
1,4.75,-0.58070675,-50.9547,-3.449576,0.1288415,-14.608875,96.8705625,38.63701,0,1.046846,0.338446996346824,0.237278760876414,0.187697898948687
1,5.25,-0.845561875,-57.301405,-2.514318,0.13758505,-14.5779999999999,96.8992,100,0,1.22509775,0.343232289604581,0.295808214215714,0.186686025959068
1,5.75,-0.3289058,-56.774745,-2.0984473,0.11317985,-14.8033,96.86543,60.95408,0,1.122469,0.372581651675812,0.263105223390883,0.143735598686058
1,6.25,-0.549485,-57.35055,-0.3190978,0.1075454,-15.1568,96.85709,98.8805575,0,1.138060725,0.286356421265527,0.268900718002206,0.154682804163991
1,6.75,-0.5077615,-64.88075,4.50710875,0.125550375,-15.171375,96.88215,60.408735,0,1.40823825,0.312107576939824,0.229597383713663,0.152840184143506
1,7.25,-0.3717964,-59.74902,-0.712157,0.115636125,-15.3569,96.93434,53.70203,0,1.337833375,0.309192496674806,0.25200138586679,0.107241310613188
1,7.75,-0.2835447,-52.759475,-2.129895,0.1053408,-15.4151,96.9555,99.5196525,0,1.67217,0.270712121323495,0.205815655882176,0.15062741699797
1,8.25,-5.022121,-54.9201925,0.18111175,0.06932,-15.2495,96.92271,86.19696,0,1.0204664,0.263393415271007,0.239112309044888,0.157278261863013
1,8.75,-0.61680255,-41.25967,3.073347,0.1049819,-14.59625,96.97108,82.761535,0,1.37757,0.226913950404153,0.286676206254498,0.141157662608304
1,9.25,-1.038020625,-27.34694,7.9476,0.102758,-15.033,97.01354,70.59405,0,1.34625,0.291683526076167,0.265623521797508,0.13114877048604
1,9.75,-0.994816,-12.94318,13.270477,0.117982,-13.763125,97.08098,73.8821425,0,1.45594,0.344012134645342,0.28065521048571,0.167630546142402
1,10.25,-1.34113,5.58923475,19.3328475,0.13215765,-12.952875,97.098075,57.99778,0,1.2728515,0.335040710450076,0.468333560765249,0.168749018835282
1,10.75,-1.73911,-9.058387,10.8987125,0.1252063,-12.098375,97.1123125,66.2571,0,0.9067373,0.419833275125104,0.44350278751668,0.172414479358971
1,11.25,-1.953929,4.9305375,13.036865,0.116712125,-11.266125,97.09082,72.2641275,0,0.659363625,0.421265552876618,0.382775053934592,0.163781835527228
1,11.75,-2.09841825,-14.98983,15.33651,0.138395725,-10.6972,97.0843,47.2770125,0,1.3417325,0.520027332740688,0.433143152810524,0.199542064365297
1,12.25,-1.94089,-6.218448,19.9529,0.123486075,-10.009375,96.9961575,65.68863,0,1.32402475,0.533048788399847,0.377736688580095,0.177742142268034
1,12.75,-2.3342925,9.80311325,20.8456425,0.16539945,-9.52239999999998,96.8996,54.5155225,0,1.00140465,0.541508740635455,0.448848746051315,0.203946305497349
1,13.25,-2.2074455,-0.406748499999998,16.17527,0.14890885,-8.82954999999998,96.8800675,55.42768,0,1.1887255,0.456581326770237,0.423930434893499,0.209342478971125
1,13.75,-1.851505,3.2248715,17.23775,0.089417,-8.47765,96.87791,61.835145,0,1.0265884,0.456219986501922,0.422890688767365,0.19651969278092
1,14.25,-2.21422375,-30.74844,16.22375,0.11377315,-8.15799999999996,96.917175,53.14001,0,1.27394675,0.449159979539841,0.512561975991512,0.184369521663299
1,14.75,-1.610608,-38.03125,19.76359,0.11210525,-7.81549999999997,96.951625,58.9734725,0,1.18319375,0.471605580974116,0.340526569499921,0.186467350740988
1,15.25,-1.242969,-34.407185,15.1551,0.12601165,-7.57432499999998,96.9328275,58.2027375,0,1.028627475,0.402820777572586,0.411630166838926,0.19649497938237
1,15.75,-0.9566025,-32.5878125,15.0332225,0.1624227,-7.53364999999995,96.96358,64.12083,0,1.47553375,0.422759371498304,0.456388043499599,0.233357322828263
1,16.25,-0.738506575,-31.721285,13.1073325,0.12844,-7.79029999999996,97.0087,65.2162875,0,1.325325,0.405544888979015,0.402007012246518,0.188451905393701
