DOY2,HR2,CO2,H2O,CH4,FC,SC,FCH4,SCH4,H,SH,LE,SLE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,SW_IN_1_1_1,SW_OUT,SW_IN_2_1_1,TS_1_1_1,TS_3_1_1,G_1_1_1,G_3_1_1,TAU,U_SIGMA,USTAR,W_SIGMA,V_SIGMA,WS
1,0.25,407.362,0.8527477,1853.456,-3.538046,-1.29635277278588,-12.34435,-6.43305178758437,-51.7141675,-23.8071612775237,-5.88925775,-12.4976971092821,97.1559,35.4923125,-17.829155,-17.9996025,0.1853476,155.0963,216.86395,-79.553100975,-3.78298,-0.113308465,0.021202935,-1.315,-1.55,-19.835245,-14.84872,-0.78702255,0.162298,0.04866933,0.034262045,0.2041458,0.938646325
1,0.75,407.3628,0.836889875,1853.0935,-2.0748754,-8.1496911480674,-10.8767865,-8.8850236000087,-48.1856015,-19.327972123261,-7.1370875,-14.3684683592415,97.0834,36.18573,-18.2422425,-18.549555,0.1525592,155.3043,215.689375,-80.404984625,-3.9252915,-0.06540018,0.0284634675,-1.3348305,-1.60906,-19.9869425,-14.8849075,-0.72028275,0.206817475,0.043567805,0.035324965,0.158378925,0.954075275
1,1.25,407.2904,0.816686975,1853.598,-7.857193,-2.30288465181168,-12.36198,-15.3444898931053,-46.57814625,-17.3619595837767,-3.90875,-11.0250595377177,97.10368,35.3347825,-18.25765,-18.4426275,0.187527925,153.8313,215.060325,-81.127627775,-3.780371,-0.1076772625,0.00879870225,-1.4,-1.62617,-19.99877,-14.4134325,-0.653473925,0.247671825,0.042550275,0.022052925,0.17346035,0.6423151
1,1.75,406.42,0.69957845,1853.231,-7.18741925,-12.9458470603283,-11.22131825,-12.0052299520725,-48.6312875,-15.5755286865315,-4.7741085,-12.9506948540685,97.15212,25.2574525,-18.5533575,-18.752705,0.249045125,154.076425,211.826425,-78.9224374,-3.674535,-0.260195425,-0.00401897425,-1.4,-1.707003,-20.2214175,-14.015785,-0.888373575,0.204623003323954,0.040991265,0.0307036625,0.1845506,0.9412946
1,2.25,406.562175,0.667490725,1855.466,-12.12914,-5.93035494845615,-13.597976,-6.17921320232987,-66.135277,-17.0570433565304,-7.504687,-11.4188357061223,97.15824,27.1065175,-18.7456475,-18.9565025,0.233720225,155.24615,210.248725,-81.691157225,-3.90687225,-0.2234331825,0.0224267525,-1.4,-1.7039375,-20.457755,-13.643145,-0.865564725,0.2536825,0.0544138875,0.025073895,0.2218011,0.7572496
1,2.75,403.8702,0.53365655,1850.45,-10.60532,-6.50181401265223,-19.23766,-9.01915343552064,-56.8707875,-22.1613049111344,-6.14300025,-10.730664161278,97.16516,25.3456175,-18.75765,-18.988,0.20543065,156.9401,208.9821,-81.4926567,-3.809594,-0.089073485,0.0234521475,-1.38177375,-1.7,-21.0955175,-13.3238125,-0.639221025,0.2286172,0.0585458675,0.02602831,0.210485775,0.9230831
1,3.25,406.434925,0.66399575,1853.0475,-23.292075,-5.71171137879099,-18.882465,-24.8174111488473,-44.95976,-20.8553173554878,-3.3075175,-9.15715792347027,97.15332,26.54557,-19.09604,-19.3438,0.20808185,158.30485,205.2528,-80.369930275,-3.84376975,-0.289067175,-0.00129004249999999,-1.3540805,-1.70118725,-21.5298925,-12.9817875,-0.6586074,0.2264206,0.04618994,0.019031386,0.21157626613765,0.7611218
1,3.75,406.523125,0.65740295,1855.74,-4.0886625,-12.9605361478085,-12.46779775,-15.5480476125129,-46.24014,-23.1874796239872,-5.305134,-11.9157598293644,97.12764,29.60426,-19.26528,-19.51444,0.15584405,157.597025,203.39725,-79.607491475,-3.6548855,-0.2727933125,0.00497821500000001,-1.32958375,-1.70737475,-22.0245375,-12.600125,-0.7450932,0.1708998,0.0405028,0.017844862,0.1761152,0.7298764
1,4.25,406.7958,0.62115845,1855.2325,-4.45598625,-9.46220341369737,-12.2429645,-8.64916635632764,-46.96051,-22.077503405756,-8.4088545,-10.0884538690293,96.99504,31.427775,-19.549775,-19.788385,0.187125975,156.988375,204.534975,-80.0146429,-3.65925925,-0.1109084875,0.00256357250000001,-1.345,-1.7095625,-22.19255,-12.2299025,-0.99479695,0.250262375,0.050189745,0.01069974375,0.185346930611054,0.607332525
1,4.75,406.9424,0.5776892,1848.41575,-7.22909925,-10.3044787637021,-13.635075,-7.04825165804188,-48.14418,-28.1411262439636,-3.2123125,-13.801878117945,97.0801,35.06295,-19.83132,-20.09164,0.17316675,156.16665,205.50955,-80.3131671,-3.665418,-0.223199355,0.016340435,-1.349705,-1.715,-22.230235,-11.92025,-0.7010716,0.2031104,0.0472446,0.01255856,0.181042114881427,0.5686972
1,5.25,405.1652,0.550243,1850.8305,-4.469269,-10.5317491282933,-17.12714,-9.12070462455937,-40.8693425,-28.9971390773754,-8.255472,-17.5392879767809,96.9974,27.519275,-20.003065,-20.75502,0.154737,155.717775,207.42295,-79.199210725,-3.78844375,-0.05365723525,0.014967695,-1.285625,-1.690125,-21.9480025,-11.61084,-0.851411925,0.227877675,0.0416277575,0.025645115,0.1876964,0.907944275
1,5.75,405.4,0.6343736,1848.23,-15.637375,-22.9420072707925,-12.828225,-10.6015080606521,-46.48615,-24.6617079008139,-4.6478475,-7.50318384200235,97.0115175,29.0474,-20.8175,-21.4818,0.1425574,156.02775,207.28475,-83.966066,-3.76782,-0.04923158,0.0093279455,-1.275,-1.64058,-22.0660675,-11.2962425,-0.8016135,0.159972,0.042207075,0.019302105,0.1815175,0.5396915
1,6.25,407.561525,0.604304125,1853.736,-6.87275125,-17.3286654051355,-17.985049,-21.0414587508339,-36.26385,-19.1542502410319,-4.16957,-6.38951980543782,97.00681,28.7486,-21.231575,-21.693125,0.07877392,156.41805,207.019,-82.462049975,-3.8237,0.00324308275,0.017862,-1.275,-1.64,-22.2502325,-11.1683925,-0.72565325,0.19672825,0.042477225,0.027093925,0.178939184367322,0.9203465
1,6.75,407.3294,0.5949292,1851.3215,-10.420504,-10.847193842973,-15.961958,-17.4094531697002,-32.711275,-17.096652688848,-8.6723215,-8.33821842950315,96.9352625,26.7564125,-19.96622,-20.17166,0.111927825,155.264,208.660525,-80.2481114,-3.92922075,-0.064206045,0.0119907255,-1.29739325,-1.66,-22.7456425,-11.43413,-0.8108745,0.2015765,0.03776922,0.0196641,0.1748629,0.8310555
1,7.25,407.086,0.5923442,1852.9355,-9.6330905,-4.27492245093556,-17.7037,-8.12529047484965,-31.50992,-22.8536524406043,-7.422217,-8.11866151167484,97.010275,30.642605,-20.1149,-20.42736,0.1065972,154.596575,208.416975,-77.65473475,-2.1735015,0.190393925,0.118881545,-1.263295,-1.60968475,-22.7897175,-11.5071825,-0.5369438,0.2128074,0.04240707,0.02477938,0.164795398499685,0.6832253
1,7.75,407.81925,0.5925946,1853.982,-3.4435975,-11.6412722073564,-11.38081575,-8.72097730844853,-32.87467,-16.1311960774045,-2.832315,-9.8036097197561,96.88652,30.505395,-20.14104,-20.44584,0.10348218,154.702875,208.675825,-60.5503685,1.9792505,0.78747195,1.010378525,-1.25787575,-1.604125,-22.51162,-11.893765,-0.6933452,0.2335582,0.05418229,0.01991321,0.1697799,0.6772973
1,8.25,407.8313,0.627126425,1852.195,-4.81384865,-7.12515942859359,-21.629125,-16.2829375154346,-28.315508,-12.0171859041652,-4.307077,-6.4394721947738,97.0183475,31.8404875,-20.0617,-20.31513,0.08694575,155.72705,208.64915,-33.377813,10.4786625,2.37686725,5.6851505,-1.255834,-1.60514525,-21.9149525,-12.3033625,-0.6325397,0.1566234,0.04425718,0.03572412,0.1326777,0.3923373
1,8.75,407.92335,0.5921035,1856.2675,-20.50201,-17.1585390026475,-11.41165625,-11.1700476391961,-34.2210875,-9.77839842193428,-2.7161845,-4.83748816199117,97.048975,34.24128,-20.128175,-19.7426925,0,156.470225,218.517525,0.357557499999995,17.34582,3.9001875,10.67226025,-1.26,-1.60550275,-22.80891,-12.6766025,-0.86823325,0.23064775,0.06962195,0.045307825,0.19746125,0.53908625
1,9.25,407.9773,0.694022775,1854.351,-7.70413425,-11.492348965753,-21.36718,-8.98730578108589,-28.64288,-9.20890809063886,-5.27137,-4.30398985984346,96.84904,37.86937,-19.0317125,-19.1757375,0.0397873175,155.883375,219.4155,7.47043250000001,20.2994875,5.4149575,15.007675,-1.24,-1.58323175,-20.9294125,-13.793875,-0.76285625,0.252837125,0.0858351875,0.0843434375,0.230657,0.8218875
1,9.75,406.817475,0.714903675,1860.158,-8.50454,-16.3265332411944,-27.8408995,-11.0004281845463,-16.046185,-5.63255728032959,-2.0081415,-4.22686077139838,96.8556975,38.439765,-18.5238225,-18.5756375,0,157.25175,226.30575,15.1087375,32.4231125,6.56543,19.727054,-1.22,-1.554334,-17.0157,-14.067025,-0.774949375,0.324962775,0.1101619,0.10152193,0.2321699,0.5074253
1,10.25,407.71105,0.72560005,1861.061,-7.668124875,-16.4513804041879,-15.99151,-11.5763219827921,-16.7922245,-4.37818653002812,-4.219353,-6.88127936225186,96.846235,38.525835,-18.26804,-18.2812,0.02370075,158.7366,231.17095,17.06867,40.631465,8.51186,24.63099,-1.212875,-1.538666,-16.56316,-14.334215,-0.971623025,0.34409375,0.0997341375,0.1120948275,0.2598281,0.88245245
1,10.75,404.94705,0.72539175,1859.00625,-10.4542585,-16.066788081478,-21.2632845,-8.68156333141074,-22.977439,-1.79957350567573,-2.491815,-6.94509317909052,96.681715,37.656435,-17.54506,-17.5730875,0.00955893750000001,160.755875,236.615125,22.003925,57.7097875,12.097435,37.129425,-1.1922055,-1.52,-15.563675,-14.0467875,-0.8410662,0.4209296,0.1219912,0.1372262,0.2682814,0.6933762
1,11.25,406.4695,0.58905425,1854.652,-6.383532,-15.2656903633402,-23.29151,-14.9394430578387,-12.6411875,-4.8079445783132,-0.2615175,-8.24849700868635,96.564475,36.66721,-17.0467,-17.10488,0.11552072,162.0433,241.035,22.975875,74.255165,16.14008,37.05398,-1.1085445,-1.48267,-15.02621,-13.900225,-0.9732724,0.2812398,0.1322034,0.140713,0.2909922,0.7137668
1,11.75,404.4346,0.7366886,1852.212,-8.985232,-12.0456281422806,-20.09478,-14.6542669477411,-13.46256,-5.15489539955131,0.384819725,-9.41637872226916,96.575,34.98468,-16.3304,-16.38756,0.0671836,163.3027,245.60045,29.643555,70.102995,16.407525,43.565415,-1.0981255,-1.40047975,-14.607235,-13.373425,-0.8464584,0.4061076,0.140055,0.145858,0.3230878,1.0068956
1,12.25,403.518625,0.771001925,1854.5585,-8.15584,-6.8580784297497,-29.031575,-25.5584222542077,-14.6093,-7.19903577753064,-2.20015165,-6.33316103299229,96.8351425,34.9989175,-15.7328125,-15.8087125,0.0905427,164.53425,248.41775,25.5714875,66.4964875,15.9314375,45.587205,-1.098875,-1.33202025,-14.0134625,-12.5932625,-1.024593125,0.388175968097432,0.121794625,0.1100855,0.366903625,1.052650625
