DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,H2O_1_5_2,H2O_1_5_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CH4_1_1_1,CH4_1_2_1,CH4_1_4_1,CH4_1_5_1
1,0.25,0.981761646636722,-9.982763321,0.13291211575,0.0537552905920752,-0.0159469957072187,0.0873954555390677,-2.558344687,-1.58034869974045,0.157038744227662,-34.54735848,-5.66466784443297,0.396149297913442,0.78,0.6375,0.6,0.11,-10.01,-10.062,-10.178875,-10.9383,-10.91315,-14.3483,78.078085,71.99,0.47415,-15.9225,-15.68,-13.64,-10.47,0.1,-3.74,0.8,-1.06,-0.38,208,256.2,260.4,271.6,-0.41,-0.45,0,-0.39,-0.25,-0.56,0.05,-0.08,-0.08,-2.305,-1.996,-1.6365,-1.1015,-0.746,-0.1185,0.077,-1.756,-1.47925,-1.243,-0.485,-3.619,-3.1,-2.5605,-1.634,-1.2085,-0.256,0.136,-2.36,-1.99675,-1.43525,-0.843,-0.806,0.063,0.26475,0.6905,-4.041,-3.671,-3.259,-2.77075,-2.298,-1.74975,-1.2285,-2.133,-0.71775,-52.85,2.36792859681762,3.12510140143248,3.13883571824193,3.04787697640633,3.32869106372835,2.94752193680577,3.09535769614638,2.878286831576,2.86979673987894,2.43976518263156,2.16430170340613,414.718584930101,420.643075902051,415.863169644514,420.245527389261,415.923271872618,420.757244159321,415.957684590134,420.700245553687,416.167208035585,423.362978417809,419.445589884305,1968.61172504141,1974.47986887507,1972.16243822621,1969.22806704468
1,0.75,0.899254773255643,-10.273184148415,0.136956820238049,-0.0012197388360352,-0.00077918106147534,0.0778957036867439,-4.09039635801829,-2.25635359137302,0.130975683093812,-28.110758605,-5.2057921535987,0.414940485874683,0.75,0.64,0.58,0.105,-10.1538,-10.235,-10.5202,-11.28595,-10.93605,-14.5493,78.0732125,72.5075,0.47425,-16.0975,-16.08,-14.07,-10.82,0.1,-3.69,0.8,-1.06,-0.43,204.3,254.1,260.1,269.9,-0.41,-0.4175,-0.0075,-0.39,-0.26,-0.57,0.05,-0.08,-0.08,-2.3105,-2.038,-1.6385,-1.111,-0.7895,-0.12075,0.07475,-1.7505,-1.473,-1.2455,-0.4725,-3.61,-3.09,-2.532,-1.63125,-1.206,-0.249,0.13375,-2.35675,-1.986,-1.43925,-0.8425,-0.8065,0.05975,0.2645,0.6895,-4.041,-3.674,-3.257,-2.7535,-2.291,-1.7485,-1.2255,-2.098,-0.715,-52.83,2.26134736506821,3.13749017119244,3.23162174611542,3.02226372421928,3.24787781235503,2.95638396902969,3.20133289946466,2.83004766091419,3.33400027492499,2.41213644375344,2.85683086162846,415.257860917984,420.766752850781,415.542674444306,420.694625588552,416.643112065953,420.837978431385,416.121769075743,420.685627783544,416.276998626084,424.531447102781,417.453804186547,1974.43683961457,1974.47986887507,1972.16243822621,1969.22806704468
1,1.25,1.03813428649904,-10.4083325878209,0.139785341549432,0.0465613215282533,-0.0373933594765818,0.0685314718467803,-2.19392843098341,-2.124422181111,0.151366697855341,-33.4140852505773,-4.324394974,0.4285875125,0.87,0.61,0.55,0.1125,-10.438,-10.49025,-10.69195,-11.48515,-11.537075,-15.274925,78.06085,72.32,0.43585,-16.55,-16.395,-14.5375,-11.0225,0.1,-3.5025,0.8,-1.08,-0.4125,202.55,252.775,261.075,271.2,-0.41,-0.39,-0.01,-0.39,-0.25,-0.57,0.05,-0.08,-0.09,-2.312,-2.04,-1.6395,-1.091,-0.80475,-0.121,0.073,-1.78725,-1.49925,-1.24875,-0.466,-3.5775,-3.09275,-2.52,-1.63125,-1.2205,-0.25875,0.1335,-2.352,-1.98525,-1.4415,-0.84325,-0.81,0.06,0.264,0.69,-4.01525,-3.69575,-3.25225,-2.781,-2.293,-1.744,-1.251,-2.17475,-0.6865,-51.47,2.28642575763376,3.02025281388803,2.9321564822154,2.9152266053774,2.67638999259107,2.80596074584854,3.08107167746315,2.73074107269945,2.94583154834182,2.35141906091701,2.05070398363143,414.828319826213,420.662080686724,415.598110694335,420.766188826495,415.881987900195,420.507048991399,415.956814430637,421.311078910804,416.062903375472,424.119101935406,418.066820300579,1968.73092348662,1976.50164326439,1973.36619710466,1970.48683424899
1,1.75,0.917760496663526,-10.4535689975777,0.143016508244051,-0.0476545396279778,-0.0825652458799315,0.0197356606646432,-2.1976594791441,-1.13173917509377,0.145745557797242,-29.5069869624779,-4.495074225,0.439902163549784,0.76,0.63,0.5775,0.1025,-10.461825,-10.4665,-10.6101,-11.5755,-11.5896,-15.69285,78.0711425,72.74,0.433575,-17.44,-17.0175,-15.1775,-10.9775,0.1,-3.585,0.8,-1.07,-0.39,204,252.875,259.6,270.85,-0.41,-0.4,-0.01,-0.39,-0.25,-0.57,0.05,-0.08,-0.1,-2.325,-2.089,-1.651,-1.11625,-0.823,-0.123,0.072,-1.76325,-1.4855,-1.25525,-0.47775,-3.58825,-3.094,-2.53,-1.634,-1.22125,-0.2555,0.1425,-2.35,-1.9875,-1.44275,-0.84325,-0.816,0.056,0.262,0.689,-4.0295,-3.6725,-3.242,-2.7495,-2.292,-1.7295,-1.23275,-2.179,-0.65225,-51.94,2.24588844653502,3.03458835116445,3.16744658002738,2.85504016116138,3.15469322163029,2.78958424567018,3.17636376076406,2.65371932996392,3.2291234206201,2.29371194234069,2.49328288192302,414.976351798496,420.47607813215,415.792119829811,420.619178637533,416.046297095637,421.696040210899,416.239352769735,421.672493497922,416.263529914465,424.003795171847,418.127228907375,1974.67217293059,1978.52341765371,1974.56995598311,1971.7456014533
1,2.25,1.0288555235,-10.888219095,0.132375079024754,0.0592573103537516,0.00920410370840405,0.0795603111024731,-2.6859126843261,-0.598595744610326,0.128389434650825,-24.5024764975,-3.51147191165632,0.408294680957021,0.81,0.655,0.59,0.085,-10.329025,-10.8695,-10.939875,-11.450475,-11.6642,-15.57145,78.045105,73.32,0.43725,-17.5675,-17.4175,-15.425,-10.8325,0.1,-3.525,0.8,-1.0325,-0.425,203.6,253.225,257.375,270.325,-0.41,-0.33,-0.0025,-0.3925,-0.25,-0.5625,0.05,-0.08,-0.1025,-2.3275,-2.043,-1.63675,-1.09175,-0.756,-0.122,0.07,-1.74775,-1.459,-1.252,-0.4965,-3.583,-3.11025,-2.562,-1.634,-1.226,-0.25775,0.13275,-2.354,-1.995,-1.441,-0.843,-0.815,0.0565,0.2625,0.6895,-4.044,-3.671,-3.23725,-2.76875,-2.29325,-1.74025,-1.259,-2.132,-0.6715,-52.0225,2.22459268791036,3.00383871194853,2.75102617934151,2.83672274012097,2.57365189361574,2.85767031431953,2.88671488322233,2.62213763774439,2.82146359766035,2.27899281915347,2.29559929078561,415.1672166505,421.940258264371,415.854631722974,421.94046853796,416.415216585639,421.270217694529,416.178244079722,422.314927948907,416.299273690442,425.00674380908,418.096655657573,1977.36873864877,1989.10038568594,1975.77371486157,1975.71140569197
1,2.75,0.945651977187127,-10.9183511433735,0.145783769,-0.0392904752572467,-0.0489601908295248,-0.131317793921828,-2.37135844250884,-1.41920809070265,0.140828591164169,-33.3764064358459,-4.16239222618851,0.47481506172858,0.74,0.64,0.5275,0.0725,-10.45605,-10.9215,-10.9215,-11.609275,-11.50495,-15.3844,78.071275,73.15,0.43115,-17.5175,-17.345,-15.055,-11.605,0.1,-3.5725,0.8,-1.065,-0.4075,206.55,253.375,254.35,270.25,-0.41,-0.43,-0.01,-0.3925,-0.25,-0.57,0.05,-0.08,-0.0825,-2.33775,-2.069,-1.6445,-1.1075,-0.754,-0.1215,0.0695,-1.74775,-1.46475,-1.254,-0.4925,-3.5725,-3.128,-2.565,-1.649,-1.217,-0.256,0.143,-2.359,-1.995,-1.4425,-0.8435,-0.8105,0.0565,0.2615,0.6895,-4.04825,-3.67125,-3.236,-2.76725,-2.2935,-1.74,-1.134,-2.245,-0.693,-50.34,2.11968742009586,3.06315449198209,3.11967414273229,2.86153817819478,3.06570428128609,2.76583530412624,3.09907622832764,2.65388955129988,2.2657846239075,2.30271654102623,1.62500069180702,415.001289681684,422.738656063599,415.936227178344,422.907737579662,416.178185153927,424.704909528682,416.157388874037,423.032955712672,416.223211940377,425.511486248904,420.406981096614,1979.33386965348,1982.29849198243,1990.3190553591,1974.30401541033
1,3.25,0.917103048401075,-10.997359885,0.14712325834216,-0.115828367432828,0.00672863500742599,-0.0605266527769094,-2.63818024683597,-1.33360390703268,0.149640348549155,-27.0499094414001,-4.53597464565169,0.420487248791565,0.7425,0.66,0.55,0.08,-10.9166,-10.98,-11.326575,-11.6188,-11.7735,-15.725925,78.09687,73.08,0.392,-16.88,-16.41,-14.62,-10.89,0.1,-3.47,0.7,-1.04,-0.44,207.5,253.6,254.4,269.2,-0.41,-0.355,0,-0.38,-0.25,-0.57,0.05,-0.08,-0.09,-2.342,-2.02025,-1.63475,-1.09475,-0.746,-0.121,0.069,-1.7815,-1.497,-1.249,-0.4745,-3.562,-3.104,-2.5485,-1.645,-1.2235,-0.2585,0.138,-2.35925,-1.99425,-1.44425,-0.8425,-0.8085,0.081,0.2625,0.68975,-4.046,-3.78,-3.253,-2.789,-2.308,-1.7385,-1.19225,-2.277,-0.715,-51.38,2.1013400314302,3.01974209837531,3.10009226303066,2.80003404612454,2.99553623526026,2.70169229848689,2.80567434620016,2.51029526208247,2.82451008260267,2.16154505617635,2.39979171183882,415.219128817365,423.376816909442,416.261184462988,423.292554906271,416.377000932318,422.913715087404,416.801317014458,423.850678756235,416.39746421564,425.699774828271,418.231513825541,1975.93099049769,1975.49659827892,1987.30556634482,1972.89662512869
1,3.75,1.03869551141437,-11.1939935039877,0.138106116,-0.0704997109629563,-0.0217691907573615,-0.126956167846861,-1.81056315651916,-1.26627781078815,0.157164284639105,-32.0063204423909,-2.452227831,0.47186648788621,0.8525,0.7,0.61,0.095,-11.16995,-11.2855,-11.368225,-11.8815,-11.7073,-16.092875,78.1031675,73.98,0.3987,-17.08,-15.73,-14.15,-11.12,0.1,-3.42,0.8,-1.03,-0.43,205.5,253,255.2,269.3,-0.41,-0.4325,-0.02,-0.39,-0.26,-0.57,0.05,-0.08,-0.08,-2.3545,-2.02075,-1.648,-1.113,-0.75,-0.122,0.06625,-1.78525,-1.494,-1.25,-0.475,-3.5665,-3.101,-2.548,-1.649,-1.22075,-0.2545,0.1455,-2.37625,-1.99475,-1.4445,-0.8445,-0.7985,0.0875,0.2615,0.68975,-4.04825,-3.71625,-3.24375,-2.79,-2.2945,-1.737,-1.217,-2.21025,-0.6975,-50.3,2.08334604247494,2.97710045205945,2.4371934848337,2.80106981771969,2.21396227302365,2.64779163875806,2.48574074451601,2.50791259845781,2.49962415884308,2.17036772331504,2.04351898803226,415.180300926541,421.779362558039,416.284148571445,421.571101985377,416.652093620873,422.897509329797,416.775134197083,421.79721079348,416.850272202599,425.284801675761,420.732638969767,1977.59730762568,1971.70409821338,1984.29207733053,1979.35162102975
1,4.25,0.955795007333684,-11.1305539122897,0.132314857621779,-0.070249044846607,-0.053904240129341,0.061027674581554,-2.53592580110733,-1.47221280768048,0.150894981364493,-27.2395700761229,-5.44176417164903,0.442765510926929,0.7525,0.63,0.54,0.1,-11.1193,-11.406,-10.98015,-11.8179,-11.59775,-16.227425,78.1104725,74.5525,0.39585,-17.51,-17.42,-15.44,-11.05,0,-3.58,0.7,-1.02,-0.51,207.2,253.2,253.9,270.3,-0.41,-0.4125,-0.02,-0.39,-0.26,-0.57,0.05,-0.08,-0.08,-2.365,-1.996,-1.6505,-1.098,-0.738,-0.12425,0.066,-1.7665,-1.465,-1.2395,-0.478,-3.564,-3.0985,-2.536,-1.647,-1.2265,-0.262,0.14575,-2.38625,-1.996,-1.4455,-0.8445,-0.809,0.087,0.26075,0.68975,-4.05,-3.7,-3.243,-2.766,-2.297,-1.736,-1.248,-2.14325,-0.68025,-49.46,2.12905422766821,2.89993690261446,2.98377461624437,2.78191749691998,3.12560476915292,2.65846928740914,3.00666791490485,2.50548657904162,2.7110001061335,2.15789864608283,2.11806351973924,415.245414937587,422.859974967522,416.280890047857,422.047111815766,416.313085914519,422.266351149651,416.382469531759,422.513049224439,416.564069196249,425.872149079457,419.066886717371,1978.98373137747,1979.78515044119,1981.27858831625,1975.18214804571
1,4.75,0.936681848561119,-11.4898272605164,0.128362209607661,0.117842611255728,-0.0475060318489858,0.204619888017262,-2.47045909822918,-1.52174807079877,0.129165442022741,-29.3797632553224,-3.92528274107154,0.391812706388872,0.75,0.6275,0.53,0.085,-11.2072,-11.493,-11.095525,-12.070075,-11.5868,-15.853775,78.10498,73.07,0.382,-16.9475,-16.72,-14.51,-11.12,0.1,-3.4,0.8,-1,-0.51,211.1,251.1,254,268.9,-0.41,-0.36,-0.01,-0.39,-0.26,-0.56,0.05,-0.08,-0.08,-2.373,-1.997,-1.652,-1.112,-0.728,-0.121,0.065,-1.77625,-1.46825,-1.2415,-0.478,-3.5645,-3.0965,-2.5305,-1.648,-1.2275,-0.263,0.139,-2.38975,-1.998,-1.44625,-0.844,-0.8095,0.0765,0.2605,0.68975,-4.054,-3.721,-3.249,-2.764,-2.299,-1.734,-1.23125,-2.2515,-0.6665,-48.49,2.12546502367583,2.82196061000576,2.82390281063691,2.76001961897809,2.66135832498847,2.82686339891322,3.04454552963682,2.50771479107113,2.79759744783181,2.17821952155407,2.28052028280463,415.245908043882,422.960227167807,416.079964495573,421.469235226157,416.584271166264,421.89606669916,416.333302813365,421.802502368603,416.507746963655,425.901810410837,418.863655962123,1981.63473238443,1982.25764831368,1978.55893884454,1976.08982466448
