DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1
1,0.25,0.309943,-1.3335,2.90755445005,0.6971012778,0.6748515,0.0023333333,-24.4162,1.26224,0.0045145367,-1.2111282225,-0.052,0.004,-0.213,76.6656019835,81.1474,396.388139505,-41.215,0,0,1.118,258.15835,295.55,4.7921992006,-0.0965624,0.9135584273,0.7555732923,0.3836951915,-0.9285,0.2938148006,-0.1055,0.498,2.018,3.189,4.0605,4.82,5.23
1,0.75,0.327944,-1.5455,2.99764,0.70013927775,0.690943,-0.002527778,-23.5071,2.1916,-0.02295116,-1.204538933,-0.051,0.004,-0.214,76.865264949,81.1469,395.854783275,-43.31363055,0,0,1.14,257.9454,294.85,4.82659966095,-0.102172,0.93583989965,0.7553703819,0.4105948729,-1.143,0.2965184649,-0.1055,0.498,2.018,3.189,4.0605,4.82,5.23
1,1.25,0.3223685,-1.5315,2.85975,0.6545063333,0.628526,0.0058333333,-26.33865,1.28287,0.002156529,-1.3253,-0.052,0.004,-0.214,77.1909107565,81.1364,396.12052131,-43.4531637,0,0,1.1306795,257,294.4,4.68300369965,-0.09301325,0.88904493115,0.77546563895,0.40017865215,-1.1665,0.272450546,-0.0975,0.49575,2.02025,3.1765,4.054,4.81425,5.2245
1,1.75,0.3112105,-1.698,2.81165,0.7870783889,0.775527,-0.0011666665,-28.5769,1.0080555,0.1136908516,-1.28917756,-0.052,0.004,-0.214,77.550162635,81.1264,395.81532032,-45.96945835,0,0,1.1705,257.5,295.1,4.78652035385,-0.0981944,0.8857203201,0.78890994935,0.41422082165,-1.1635,0.2899148151,-0.0895,0.4935,2.0225,3.164,4.0475,4.8085,5.219
1,2.25,0.309768,-1.4945,2.92007,0.789871,0.783113,-0.001458333,-28.0591,2.54661,-0.047010716,-1.231583978,-0.051,0.004,-0.214,76.845336049,81.1392,395.34542592,-40.35,0,0,1.2559488,262.22865,294.4,4.7024343364,-0.0964561,0.9084249225,0.80256849615,0.4061335016,-1.115,0.2871114766,-0.089,0.49725,2.0185,3.159,4.04375,4.81075,5.22475
1,2.75,0.299574,-1.484,3.05095,0.72368311115,0.7036645,0.0081666667,-26.95127901,2.712285,0.0082715194,-1.2138,-0.05,0.004,-0.214,77.290714324,81.1482,395.48605774,-36.836,0,0,1.176,265.47305,293.45,4.62647017265,-0.0920203,0.8950776503,0.8230388812,0.4041757044,-1.026,0.2861745971,-0.0885,0.501,2.0145,3.154,4.04,4.813,5.2305
1,3.25,0.314351,-1.623,2.91075,0.6569837778,0.668456,0.00495833335,-27.48295,1.238765,-0.048661037,-1.052294827,-0.051,0.0045,-0.2135,77.742989772,81.15205,395.7230256,-34.456,0,0,1.14,268.3,293.5,4.61009194075,-0.0875916,0.8834674181,0.77017385665,0.41928949245,-1.159,0.2646014524,-0.0915,0.502,2.015,3.15075,4.03925,4.808,5.231
1,3.75,0.306425,-1.686,3.2101556487,0.70616694445,0.726091,0.0106944444,-28.38275,1.915095,-0.043337867,-1.087286704,-0.0505,0.005,-0.2135,79.518030179,81.1505,395.5038144,-36.092,0,0,1.139,266.6,294,4.57857606815,-0.09391445,0.9368436369,0.7922076748,0.4155815203,-1.158,0.28126056265,-0.0945,0.503,2.0155,3.1475,4.0385,4.803,5.2315
1,4.25,0.3109675,-1.595,2.87787,0.7685338889,0.752427,0.0064166667,-27.1631,0.527056,0.007934238,-1.3072,-0.0505,0.005,-0.214,78.593792138,81.13835,395.67951531,-34.812,0,0,1.104,262.5684,294.7,4.6086358411,-0.0921754,0.91709352565,0.7721395317,0.4023076235,-1.234,0.2879856598,-0.09925,0.4975,2.01275,3.14525,4.04075,4.8105,5.22825
1,4.75,0.27971301955,-1.627,2.904675,0.63360272225,0.658979,-0.004666667,-24.4214,1.35272,-0.032280625,-1.345616837,-0.051,0.0045,-0.2135,81.173274591,81.11025,395.564195085,-33.58,0,0,1.143,263.6,294.5,4.72194968005,-0.078823,0.8335058488,0.7713164072,0.3903395957,-1.1318335,0.268536423,-0.104,0.492,2.01,3.143,4.043,4.818,5.225
