DOY2,HR2,CO2,H2O,FC,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD,PPFD_DIF,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,9.25,427.980408,9.36834,-0.486837,3.0829245,26.424435,32.4367045,1.840073,0.151102,-0.027693,0.49087,0.192164,102.346,86.4,8.395,1.366648,13.964023,0.353533,7.184,7.413333,7.745333,8.675,9.746667,127.816138,129.8415495,423.6666665,25.57652,221.605401,30.866667,319.9542495,353.50209
1,9.75,423.2458245,9.7226685,-0.3596825,10.334523,36.350272,45.025827,2.0243095,0.1618205,-0.031529,0.5263545,0.2229065,102.37,83.4,9.48,1.912187,14.777411,0.364617,7.862333,7.763333,7.904667,8.736667,9.793333,157.4567715,147.535211,491.7777775,29.769392,263.24081,37.6,313.6066795,361.600747
1,10.25,418.729783,9.92572,-1.566574,16.8336045,50.005178,49.782763,2.0407745,0.173676,-0.033723,0.577303,0.238738,102.372,82.1,10.49,2.371639,15.4418455,0.400074,8.3583335,8.1735,8.068667,8.7883335,9.8,186.8793695,197.359155,607,36.897275,315.003751,44.2,309.4766795,369.654715
1,10.75,417.93296,10.053885,-1.439471,23.493745,61.109625,55.094306,2.143748,0.18245,-0.0355285,0.635298,0.2543005,102.39,77.645,11.3,2.9759375,16.0651195,0.436107,8.796667,8.556667,8.253333,8.82,9.813333,224.1160765,219.9823945,674.666667,39.937107,347.5618905,49.5,307.361398,378.7925505
1,11.25,417.28698,10.284352,-0.9856485,30.774247,75.811102,56.492453,2.023143,0.183647,-0.03798,0.650018,0.262424,102.336,74.345,11.885,3.8869705,16.7028775,0.47332,9.256667,8.88,8.463333,8.88,9.876667,237.6595385,249.119718,728.5555555,38.0503145,381.620405,51.6666665,311.7203655,380.9294615
1,11.75,416.154243,10.531769,-0.5231375,36.043395,82.1879275,59.469061,1.886657,0.1863935,-0.040625,0.6648945,0.278153,102.311,72,12.36,4.286347,17.37502,0.4919225,9.696667,9.28,8.75,8.94,9.87,261.731991,291.197183,789.5555555,43.60587,407.726932,56.333333,303.099858,388.078888
1,12.25,412.902181,10.5341095,-1.010905,39.333313,81.389086,65.849121,2.046796,0.20038,-0.042442,0.676005,0.276328,102.28,69.17,12.73,4.796282,17.841382,0.5138875,10.156667,9.68,9.073333,8.995,9.863333,247.637509,263.908451,766.3333335,46.750524,411.702926,56.133333,300.754181,390.350723
1,12.75,411.186073,10.58428,-1.003457,41.572703,84.615131,61.5076115,2.082297,0.190718,-0.038883,0.701222,0.267522,102.225,66.36,13.42,5.066242,18.339688,0.506527,10.623333,10.105,9.34,9.02,9.87,244.418473,268.661972,755.555556,48.218029,402.475619,58.066667,301.432045,397.746641
1,13.25,410.925687,10.4610155,-1.08178,42.1089425,80.544937,63.118356,2.000654,0.182075,-0.037913,0.696959,0.263764,102.19,66.13,13.8,5.602115,18.930355,0.508723,11.183333,10.4533335,9.57,9.1075,9.85,238.840908,231.690141,761.222222,46.121593,416.954239,59.6,299.004417,397.981028
1,13.75,409.562513,10.3707,-0.786961,40.9847125,74.61077,54.638001,2.074963,0.183453,-0.03877,0.69348,0.263836,102.158,64.775,13.835,5.865793,19.104479,0.441387,11.375,10.7483335,9.8866665,9.1733335,9.8666665,209.9362775,214.43662,687.555556,43.1865825,367.704426,55.7333335,294.458785,396.555906
1,14.25,409.5989405,10.4633955,-0.627645,36.290884,61.216706,49.5912685,2.044091,0.186857,-0.039372,0.6625445,0.2496925,102.15,64.1,14.23,5.992418,19.2570305,0.411537,11.613333,10.955,10.176667,9.345,9.883333,165.151792,187.852113,634.4444445,38.155136,339.309827,48.866667,295.504869,393.571874
1,14.75,409.290766,10.495003,-0.10842,29.750951,41.76563,45.5179625,2.020137,0.171202,-0.032204,0.648514,0.233776,102.146,62.61,14.275,5.972906,19.196243,0.336215,11.696667,11.163333,10.313333,9.415,9.886667,124.2379415,166.285211,522.222222,32.389937,281.1702925,40.1,295.18489,389.995323
1,15.25,408.806718,10.429969,-0.057469,22.330541,27.225659,34.778387,2.011005,0.154201,-0.024808,0.562743,0.208796,102.1535,64.035,14.29,5.8274855,19.374014,0.253814,11.773333,11.266667,10.42,9.5,9.9,85.942742,134.330986,408.444444,25.052411,222.8057015,32.4666665,293.4619055,384.9953595
1,15.75,408.626293,10.426712,0.295776,16.283729,8.636979,23.961789,1.937679,0.13758,-0.023045,0.476376,0.1727,102.1575,64.115,14.12,5.6950715,19.386065,0.172046,11.663333,11.256667,10.526667,9.585,9.933333,38.3628455,103.4330985,270.444444,18.3438155,152.0255065,24.1666665,292.7441285,378.4548855
1,16.25,408.800167,10.753205,0.196775,7.426306,-1.020079,12.12958,1.641387,0.115184,-0.013595,0.39044,0.138091,102.15,65.495,13.755,5.0512115,19.114701,0.176181,11.483333,11.166667,10.55,9.655,9.953333,-1.7395015,63.9964785,151.111111,10.167715,83.6459115,13.1333335,290.8675595,371.0529295
1,16.75,410.493398,11.0222215,0.207918,0.211765,-2.928392,1.953507,1.502062,0.078259,-0.005251,0.300727,0.086491,102.1375,70.3,13.03,4.297907,18.911829,0.227333,11.203333,10.953333,10.55,9.7,9.95,-33.8024945,22.183099,50.444444,3.144654,24.756189,3.5,292.697299,358.902289
1,17.25,411.9919295,10.9134645,0.402621,-6.879264,-2.347999,0.607298,1.371804,0.063987,-0.001961,0.318843,0.056218,102.134,74.105,11.97,3.5229525,18.57016,0.283641,10.78,10.833333,10.523333,9.735,9.943333,-52.130361,1.8485915,7.111111,0.419287,-0.0375095,0.466667,288.718234,349.653911
1,17.75,415.224145,10.727117,0.517759,-12.893141,-2.779219,0.340196,1.323402,0.055367,-0.00176,0.318981,0.047748,102.1485,77.795,11.135,2.972591,17.979919,0.327985,10.33,10.51,10.396667,9.8,9.933333,-49.819736,-0.2640845,0,0,-3.075769,0.133333,286.816606,344.0701015
1,18.25,418.88666,10.394516,0.7608305,-15.686719,-1.932244,0.089921,1.261737,0.063518,-0.00273,0.327586,0.052766,102.165,80.7,10.555,2.4327695,17.582428,0.318761,10,10.235,10.26,9.85,9.926667,-46.4313645,-0.528169,0,0,-2.3630905,0.466667,289.69636,342.233421
1,18.75,422.252445,10.421149,0.7550705,-16.5213725,-2.0179525,-0.091859,1.3571365,0.063752,-0.002421,0.3170525,0.051951,102.18,82.85,10.01,2.0110015,17.19837,0.3081695,9.71,9.945,10.073333,9.836667,9.846667,-45.505412,-0.528169,0,0,-2.100525,0.466667,290.454032,340.772648
1,19.25,424.703281,10.270562,1.0860155,-17.432913,-2.161668,0.2992855,1.3322905,0.062974,-0.0016775,0.3385495,0.050798,102.1925,84.6,9.63,1.791513,16.8615525,0.299399,9.4083335,9.72,9.905,9.8291665,9.87,-44.514979,-0.528169,0,0,-2.100525,0.4,291.511377,339.627815
1,19.75,425.4894675,9.996341,1.445229,-17.270099,-2.181797,0.5078345,1.3275835,0.0729815,-0.002677,0.3867195,0.05066,102.16,86.75,9.35,1.5379715,16.6222645,0.310239,9.163333,9.4358335,9.77,9.8366665,9.8766665,-41.070273,-0.528169,0,0,-2.025506,0.4,292.729637,340.033063
1,20.25,428.792741,9.8917445,1.346564,-16.768653,-1.9029225,0.3414775,1.246252,0.070892,-0.002578,0.320287,0.053782,102.17,87.2,9.06,1.473284,16.3951255,0.323998,9.0016665,9.35,9.668333,9.82,9.8866665,-38.791789,-0.528169,0,0,-1.950488,0.4,296.888857,338.113697
1,20.75,428.4798965,9.7655215,1.220448,-17.258723,-3.111488,-0.0202815,1.18751,0.066998,-0.001973,0.348934,0.058085,102.18,87.3,8.655,1.3899285,15.985781,0.328612,8.87,9.205,9.58,9.806667,9.856667,-36.83544,-0.528169,0,0,-1.725431,0.4333335,295.888627,338.116125
1,21.25,428.9992535,9.5582555,1.31604,-16.413916,-3.039274,0.2774795,1.343275,0.064304,-0.002445,0.344677,0.054251,102.195,88.5,8.25,1.32658,15.923154,0.29045,8.756667,9.075,9.445,9.8066665,9.893333,-35.8963985,-0.528169,0,0,-2.025506,0.4,300.156851,337.2763795
1,21.75,427.9174285,9.6257105,1.483574,-17.1796555,-3.062764,-0.1606395,1.344211,0.065914,-0.002552,0.358258,0.055108,102.2285,89.6,8.295,1.1482165,15.732507,0.3021,8.626667,8.896667,9.386667,9.816667,9.9,-34.1402435,-0.528169,0,0,-1.950488,0.466667,302.820168,337.4134415
1,22.25,428.219603,9.193365,1.609106,-16.7727665,-1.840768,0.0263435,1.277485,0.0683015,-0.001389,0.3736425,0.063506,102.23,90.2,7.9595,1.1054145,15.707109,0.295263,8.4083335,8.7575,9.25,9.7633335,9.9066665,-35.100107,-0.528169,0,0,-1.875469,0.533333,301.6484855,334.517161
1,22.75,428.84691,9.049721,1.907385,-16.460316,-3.051769,0.070063,1.471558,0.065814,-0.002255,0.373281,0.065521,102.235,90.85,7.8335,1.0081675,15.491589,0.300813,8.303,8.686667,9.18,9.725,9.903333,-33.1908285,-0.528169,0,0,-2.100525,0.4,302.9585915,336.520679
1,23.25,437.891351,8.905506,1.493911,-16.8965195,-3.62457,0.402042,1.448992,0.068196,-0.002776,0.38298,0.067943,102.24,91,7.5505,0.975237,15.330823,0.303681,8.2781665,8.6083335,9.055,9.7158335,9.936667,-28.809773,-0.528169,0,0,-1.875469,0.4333335,306.4744725,336.183688
1,23.75,437.121475,8.779182,1.32143,-16.919824,-3.5662005,0.058123,1.365587,0.069442,-0.0020755,0.391626,0.064007,102.238,91.5,7.3645,0.965891,15.039823,0.303514,8.165167,8.5025,9.001667,9.6766665,9.9416665,-26.356034,-0.528169,0,0,-1.9504875,0.4333335,310.3438205,334.7423435
2,0.25,419.050114,10.2301115,2.630553,-21.046039,-7.027121,0.062066,1.656483,0.090612,-0.005835,0.45887,0.086739,101.98,88.1,9.23,1.371677,16.299859,0.318572,10.45,10.836667,11.43,12.04,12.09,-44.1996105,-0.528169,0,0,-2.288072,0.6,299.9949475,343.843868
2,0.75,423.216408,10.160801,2.233625,-21.2614905,-6.04949,0.369673,1.697196,0.082656,-0.004265,0.404531,0.079862,101.976,87.5,8.91,1.3578205,16.04837,0.365543,10.22,10.73,11.373333,12,12.1,-37.281566,-0.528169,0,0,-2.175544,0.733333,301.750088,342.715998
2,1.25,426.800153,9.639253,2.505185,-21.283186,-6.636926,0.047481,1.625861,0.083578,-0.005111,0.436094,0.087969,101.967,88.2,8.77,1.250864,16.108442,0.370058,10.09,10.556667,11.25,11.945,12.1,-37.783927,-0.528169,0,0,-2.4006,0.733333,303.455161,341.0976855
2,1.75,420.0119855,9.5925685,2.373128,-20.8058735,-8.087114,-0.533161,1.721919,0.089608,-0.0073675,0.436352,0.100124,101.97,88.8,8.68,1.2115765,15.816426,0.346022,10.036667,10.33,11.143333,11.92,12.1,-37.543852,-0.528169,0,0,-2.288072,0.733333,303.1297595,341.2267855
2,2.25,421.976383,9.563264,2.1628285,-20.264014,-5.842632,0.2100565,1.7996195,0.098427,-0.0072875,0.423187,0.1034905,101.975,88.8,8.535,1.200069,15.642716,0.332604,9.8366665,10.1925,11.006667,11.8583335,12.1283335,-36.573465,-0.528169,0,0,-2.175544,0.8,303.096966,341.1417175
2,2.75,421.366224,9.32874,2.639323,-20.500481,-8.68594,-0.223725,1.8465335,0.096597,-0.006418,0.4609695,0.1093605,101.961,89.45,8.275,1.140608,15.6588305,0.351172,9.653333,10.0833335,10.8783335,11.79,12.1283335,-34.9554815,-0.528169,0,0,-2.4381095,0.6333335,303.9845605,339.2679115
2,3.25,423.5052055,9.2403955,2.249439,-21.001586,-6.7766995,0.061509,1.6981475,0.101827,-0.0058285,0.4464905,0.0970955,101.961,89.6,8.2,1.156404,15.4711955,0.373014,9.49,9.9891665,10.775,11.7433335,12.1433335,-33.4419795,-0.528169,0,0,-2.288072,0.666667,304.70411,337.510799
2,3.75,420.561814,9.159285,2.244146,-21.0814,-8.442418,0.047852,1.7422645,0.10182,-0.007182,0.4695165,0.099891,101.954,90,7.705,1.040232,15.162034,0.3636205,9.37,9.8466665,10.665,11.6908335,12.15,-30.687706,-0.528169,0,0,-2.288072,0.666667,301.6309545,337.797642
2,4.25,417.832369,8.943307,2.440072,-20.866374,-7.0874355,0.489031,1.6971925,0.097317,-0.0066475,0.433983,0.0912265,101.956,90.7,7.5525,0.89766,14.734984,0.3428955,9.2983335,9.71,10.548333,11.63,12.1483335,-30.6464975,-0.528169,0,0,-2.175544,0.7666665,306.421957,337.0403185
2,4.75,419.0196475,8.639518,2.423878,-21.204125,-6.1874815,0.004324,1.614336,0.1012865,-0.007595,0.411722,0.1045765,101.966,90.7,7.343,0.912385,14.7977785,0.323767,9.2233335,9.6266665,10.441667,11.5916665,12.1516665,-30.1469005,-0.528169,0,0,-2.175544,0.8,307.551928,335.707487
2,5.25,417.4382375,8.51585,2.734489,-21.334067,-7.597716,0.499427,1.7262805,0.0889075,-0.006423,0.43797,0.0931115,101.986,91.2,7.287,0.858715,14.617242,0.372935,9.1066665,9.543333,10.305,11.553333,12.145,-28.8334655,-0.528169,0,0,-2.1380345,0.8,306.8295385,334.874653
2,5.75,419.0858125,8.485307,2.465016,-21.127139,-7.877932,1.321112,1.8168305,0.103794,-0.007607,0.4251395,0.0991905,101.99,90.6,7.187,0.9343375,14.434888,0.350301,9.0016665,9.415,10.155,11.5016665,12.14,-24.803015,-0.528169,0,0,-2.100525,0.8,310.133093,336.331748
2,6.25,420.339205,8.309643,2.045476,-20.600542,-6.096351,0.305885,1.660976,0.09187,-0.008946,0.438578,0.108315,102.02,90.4,6.775,0.914067,14.025429,0.344837,8.88,9.24,10.056667,11.433333,12.103333,-27.894524,-0.528169,0,0,-2.025506,0.733333,306.620636,334.998969
2,6.75,416.627147,8.415804,2.1303745,-20.2372535,-4.392696,0.263293,1.701601,0.081665,-0.004106,0.420281,0.094526,102.02,90.95,7.0265,0.908243,14.144402,0.354952,8.843333,9.2,9.973333,11.36,12.09,-22.266504,0.880282,2.666667,0.209644,-0.300075,1.066667,306.703654,332.779758
2,7.25,416.550246,8.446059,1.122481,-19.444606,-5.360415,1.846128,1.624782,0.107238,-0.010179,0.42364,0.119318,102.0425,89.75,7.058,0.959762,13.969601,0.361919,8.77,9.11,9.873333,11.27,12.086667,-14.330862,27.288732,38.3333335,1.886792,18.07952,4.666667,308.86282,334.403972
2,7.75,419.443712,8.819291,0.0685875,-16.436542,-3.0603675,11.989383,1.759073,0.124567,-0.01809,0.402817,0.15684,102.075,85.8,7.7065,1.50233,13.826584,0.297017,8.7,9.08,9.7983335,11.2333335,12.09,20.512386,83.802817,141.5555555,8.595388,76.51913,17.933333,306.859459,340.158549
2,8.25,414.718101,9.788419,-1.293534,-10.0421075,4.3187845,36.274325,1.992449,0.160698,-0.030406,0.4772,0.19827,102.094,82.3,9.445,1.92801,14.510138,0.309832,8.76,9.156667,9.76,11.213333,12.063333,69.96179,122.271127,300.666667,17.085954,156.789197,35.6666665,312.699506,349.170062
2,8.75,412.613312,10.228431,-3.871645,-3.0588635,17.942632,53.036918,2.521944,0.196515,-0.046978,0.541109,0.237629,102.1155,79.355,10.64,2.486679,15.257504,0.312752,8.99,9.25,9.86,11.17,12.06,118.566463,146.302817,458,24.947589,245.5738935,50.6,310.1539445,358.4130175
2,9.25,410.738212,10.422621,-5.3171845,4.8409415,36.96036,71.366303,2.682598,0.213014,-0.055286,0.640045,0.266827,102.114,74.7,11.39,3.240497,16.145234,0.356059,9.503333,9.53,9.956667,11.136667,12.083333,175.248813,168.926056,614,32.389937,338.147037,62.6,294.928337,366.815626
2,9.75,412.334716,10.6941375,-6.627104,12.5787145,52.689318,86.29999,2.646653,0.216013,-0.056417,0.703276,0.271269,102.137,70.05,12.42,4.232029,17.021616,0.439052,10.143333,9.943333,10.14,11.16,12.12,224.342414,218.133803,749.2222225,37.735849,404.8012,74.8,286.238753,374.073239
2,10.25,409.4367485,10.834956,-8.769331,21.42052,66.459076,100.142082,2.6485975,0.2198015,-0.0559475,0.74309,0.2886055,102.147,65.975,13.03,4.802528,17.793729,0.4304735,10.675,10.3266665,10.251667,11.1333335,12.1033335,274.846923,261.267606,877.7777775,42.767296,477.344336,85.933333,288.357691,381.433346
2,10.75,407.802074,11.025699,-7.5473745,29.098893,78.995643,109.365784,2.6655745,0.2357975,-0.0641535,0.753973,0.3132925,102.1555,62.995,13.83,5.604331,18.3994985,0.474434,11.2083335,10.7841665,10.5083335,11.145,12.12,322.195738,290.492958,981,45.91195,529.032258,93.333333,290.682469,388.668503
2,11.25,405.742481,11.094407,-8.2546585,33.515811,89.6771785,122.441367,2.8658705,0.2247085,-0.057913,0.8207365,0.307705,102.155,61.49,14.535,6.3791675,19.002684,0.535764,11.7416665,11.305,10.8433335,11.1641665,12.1133335,351.1773425,321.126761,1061.777778,47.274633,583.2708175,98.3666665,292.1037135,394.2668355
2,11.75,404.898078,10.926458,-8.831109,41.033207,102.584415,135.2019245,2.8327115,0.2492135,-0.0681305,0.829322,0.321837,102.1295,58.08,14.95,6.94787,19.5118825,0.553473,12.276667,11.686667,11.11,11.2,12.11,369.6164,238.028169,1130.888889,49.895178,604.651163,102.666667,295.498653,399.022801
2,12.25,403.955635,11.274382,-8.5160845,45.308038,97.5931755,140.366067,2.9145095,0.257505,-0.074808,0.852608,0.3218025,102.093,57.43,15.58,7.775326,19.9868695,0.549549,12.98,12.14,11.47,11.26,12.083333,373.285979,263.380282,1144.5555555,50.104822,612.903226,105,297.141687,401.50674
2,12.75,403.144632,11.25654,-8.839232,49.456043,99.953367,145.3337285,2.890625,0.2321255,-0.063727,0.873776,0.316515,102.0595,55.275,15.895,8.181016,20.5796515,0.5446015,13.46,12.535,11.796667,11.3,12.09,364.494679,251.8485915,1114,48.84696,601.650413,106.533333,297.887677,405.442042
2,13.25,401.343167,10.969058,-8.823509,47.702468,89.706615,140.0037015,2.727981,0.246239,-0.065956,0.879614,0.310538,101.994,53.275,16.23,8.499843,21.023559,0.516451,13.898333,12.985,12.0733335,11.435,12.0616665,355.877955,237.2359155,1086.3333335,48.637317,595.648912,103.333333,301.360684,405.766855
2,13.75,401.087552,11.156261,-8.081902,46.444689,83.5783175,135.767394,2.715097,0.239415,-0.069138,0.863667,0.311533,101.98,52.46,16.86,9.119693,21.221691,0.45784,14.046667,13.175,12.336667,11.59,12.063333,331.254031,194.542254,1032.2222225,45.91195,561.890473,100.2,301.911611,405.926687
2,14.25,400.809872,11.617694,-7.519637,39.696734,69.585169,124.365318,2.743904,0.2513135,-0.0722135,0.84436,0.303935,101.935,51.675,17.02,9.660478,21.4940475,0.427711,13.983333,13.215,12.536667,11.65,12.056667,292.303039,194.894366,925.6666665,42.348008,514.47862,91,302.064621,401.916969
2,14.75,400.49404,11.699682,-7.059509,34.0617825,47.02727,108.248457,2.8464665,0.238563,-0.063673,0.791033,0.2966205,101.9085,51.94,16.91,9.624432,21.58597,0.336697,13.96,13.3,12.683333,11.795,12.046667,232.790196,201.93662,787.3333335,37.945493,438.634659,79.733333,304.745705,400.204715
2,15.25,400.7948365,11.7316895,-5.468095,25.097221,30.428176,98.2821235,2.7406635,0.220036,-0.0545565,0.727807,0.2681835,101.894,51.855,17.17,10.056071,21.6757855,0.283048,13.9966665,13.28,12.84,11.895,12.0516665,179.616729,168.838028,644.8888885,32.285115,354.688672,67.066667,303.707896,397.745812
2,15.75,400.400568,11.621183,-4.134754,17.60292,12.843362,74.2720265,2.55928,0.208735,-0.048465,0.708547,0.244738,101.8705,50.765,17.38,10.11683,21.593914,0.219629,13.985,13.2975,12.9783335,11.9925,12.065,115.7531545,154.577465,504.888889,25.995807,276.5941485,54.5666665,303.572914,392.4565145
2,16.25,401.185003,11.591105,-2.24924,11.128811,-2.4351855,52.3740765,2.393942,0.18148,-0.039517,0.595775,0.214308,101.87,52.585,17.1,9.264797,21.555055,0.188357,13.995,13.4566665,13.083333,12.0675,12.0883335,51.822495,130.985915,324.666667,17.7148845,179.894974,37.5,301.2158285,385.851418
2,16.75,402.6495975,11.573188,-0.289691,5.241263,-6.191015,28.764968,2.314615,0.154815,-0.027464,0.438039,0.184576,101.88,55.145,16.65,8.34919,21.214554,0.215639,13.886667,13.47,13.123333,12.125,12.106667,1.9874,103.521127,192.666667,10.272537,105.326332,22.4,298.994142,377.589845
2,17.25,404.359082,11.576757,0.4544515,-0.908911,-6.458733,7.963436,1.745799,0.097101,-0.010691,0.368053,0.120931,101.8865,58.57,15.64,7.463295,20.910566,0.283999,13.703333,13.41,13.11,12.165,12.116667,-37.369626,55.809859,69.333333,3.354298,35.033758,7.066667,297.422702,370.049601
2,17.75,405.6916855,11.7564145,1.443576,-8.078401,-6.20201,2.263396,1.6870775,0.0678875,-0.0047295,0.3225875,0.0762545,101.877,65.075,14.58,5.676318,20.4663755,0.331731,13.3933335,13.26,13.065,12.235,12.14,-62.469835,9.507042,10,0.419287,0.300075,0.8,295.635924,359.370048
2,18.25,410.4449445,11.812012,1.2169395,-13.658065,-3.198536,0.9722615,1.545952,0.073426,-0.003464,0.406701,0.059809,101.8745,69.71,13.53,4.389523,20.109316,0.373468,12.99,13.035,12.953333,12.2575,12.1266665,-63.295617,-0.176056,0,0,-3.150788,0.266667,293.302653,354.32142
2,18.75,413.354021,11.482854,2.051703,-16.449087,-5.178589,1.753355,1.781473,0.073488,-0.002878,0.376174,0.058604,101.9045,72.835,12.86,4.007069,19.263265,0.376168,12.735,12.7733335,12.866667,12.2725,12.113333,-58.361699,-0.528169,0,0,-3.00075,0.533333,294.056901,352.401165
