DOY2,HR2,CO2,H2O,WS,USTAR,TAU,W_SIGMA,U_SIGMA,PA,TA,T_SONIC,VPD,RH,TS,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,FC,LE,H,FCH4,CH4,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_2_1_1,TS_2_3_1,TS_2_4_1,V_SIGMA
1,0.25,407.8980355,2.77161634,1.887594658,0.17837,-0.0113,0.22718,0.79861,92.97500368,-14.51558,-8.77448284999998,0.4691143,73.64335333,-3.6099895,-13.09068,0,0,0,240.2805,266.9016,0.1699480865,-0.053045,-5.0600091745,0.0964,1969.746989,-3.64209749999998,-2.32935634999999,-1.22002499999999,-0.614212249999951,-3.87535999999998,-1.13319299999998,-0.577468649999985,1.13002143254011
1,0.75,408.242,2.669559041,1.7945,0.14096,-0.00886,0.197537088290657,0.77472622648262,92.91993952,-14.83,-9.29924249999999,0.45634017,72.12023332,-3.603464,-8.966288,0,0,0,236.28815,268.7053,0.210585994,0.17041,-8.5933138,-0.365,1967.644264,-3.65495799999997,-2.33581929999997,-1.20409869999997,-0.614587900000004,-4.04275629999995,-1.12038669999998,-0.579298199999982,0.94015281217453
1,1.25,408.0779955,2.617868957,1.852,0.1532301995,-0.0112,0.206625,0.86143,92.905,-14.8609,-9.10477479999998,0.49719488,72.461601035,-3.643557,-11.23657,0,0,0,239.7196,269.4653667,0.23121,0.378999235,-6.5240682025,-0.3475,1964.846739,-3.63960029999998,-2.34526334999998,-1.22294499999998,-0.61396179999997,-3.90447799999998,-1.13133834999996,-0.578006099999982,0.934180443852279
1,1.75,407.90134985,2.746558065,1.918789382,0.153655,-0.0136,0.204450483002609,0.847575,92.90698,-14.879715,-8.53869729999998,0.40220363605,71.74388516,-3.6039745,-11.65074,0,0,0,243.6393,271.66,0.2173982665,0.5758,-9.823243788,-0.481,1966.48904,-3.61345484999998,-2.34188664999996,-1.22453499999998,-0.613885049999965,-3.91966899999997,-1.13030829999997,-0.578093049999978,1.08134767073315
1,2.25,407.922,2.649937574,1.8982545,0.14339,-0.01185,0.21335,0.742925,92.92146732,-15.1908367,-8.7364,0.4387228431,72.53008871,-3.6115215,-11.452935,0,0,0,241.6038,271.7193333,0.155364184,0.126680984,-4.804428119,-0.323,1966.771057,-3.66857399999998,-2.36070999999998,-1.23784669999998,-0.614627999999982,-3.837312,-1.14108329999999,-0.578577199999984,0.96407247549134
1,2.75,407.84102245,2.687130121,1.88,0.1442451085,-0.016,0.2413,0.9665,92.903763665,-15.040955,-8.33718329999999,0.5010176241,72.965819785,-3.618443,-9.569875,0,0,0,246.03415,269.9538,0.2321926255,0.256906364,-9.457848538,0.72,1962.827844,-3.61233184999998,-2.34283699999997,-1.24880164999999,-0.616988549999973,-3.88203179999999,-1.12848829999999,-0.587629099999986,0.74889657038329
1,3.25,408.03311585,2.591108606,1.939707061,0.1502516065,-0.00681,0.248420788082818,1.0135,92.88746501,-15.479585,-8.79917,0.3805520618,72.69401394,-3.6315,-8.4180318335,0,0,0,247.6826,269.1403,0.279338319,0.13321,-3.561677137,0.158,1963.01603,-3.5450783,-2.32370529999997,-1.26112999999998,-0.619836499999963,-3.82213199999995,-1.13916329999995,-0.579912899999954,0.819847712850135
1,3.75,407.962205,2.605114894,1.952075,0.17093,-0.015,0.23162,0.825795182933986,92.87516,-15.3975,-8.97759,0.4598498031,71.57791234,-3.6345,-8.386047,0,0,0,245.5926,268.95083335,0.195047961,0.07442,-11.2605,0.0455,1965.521917,-3.60947899999996,-2.35306664999999,-1.27613829999996,-0.617152149999981,-3.84220664999998,-1.14780334999997,-0.578410099999985,0.914197320057328
1,4.25,407.973,2.622939978,1.883041,0.16294,-0.01354945,0.22781571499789,0.80685,92.90093,-15.78,-8.93835,0.46787704025,72.132777515,-3.698,-6.870327,0,0,0,245.85543335,265.69795,0.21349477,0.455825,-7.9158,0.0914,1962.678666,-3.60782514999997,-2.35736764999998,-1.24889999999997,-0.617122049999978,-3.82470619999998,-1.12585664999997,-0.588260199999979,0.845217420549293
1,4.75,408.1880229,2.45304131,1.741569213,0.19725,-0.01235,0.238746727726266,0.79215,92.90295,-15.83917,-8.54009759999999,0.474422585,73.49163657,-3.719142,-7.953785,0,0,0,246.7177,265.6866,0.329083679,0.809842747,-6.382359569,0.2925,1961.957938,-3.52194629999997,-2.35470399999997,-1.2335167,-0.620404199999996,-3.99723569999998,-1.11340329999996,-0.595158799999979,0.50395112814037
1,5.25,407.449,2.491880705,1.796647,0.183365,-0.01115,0.224053565024081,0.77288,92.915,-15.4247,-8.55647064999998,0.51667591635,73.41599667,-3.6455,-5.952545,0,0,0,245.96515,264.99385,0.274178433,0.22925,-8.63471,-0.0805,1962.8952065,-3.51328969999997,-2.37238069999995,-1.23311669999998,-0.620784799999967,-3.74728199999998,-1.11269669999996,-0.595005299999968,0.399900055460014
1,5.75,407.793,2.4670823,1.590022,0.16723,-0.00783,0.220227155455452,0.78729,92.915,-15.04884,-8.96178364999999,0.48928608,75.36354563,-3.626,-5.609230333,0,0,0,251.15335,265.3382,0.2648289605,0.504875,-5.31751,0.0503,1962.735131,-3.50792229999996,-2.38431829999996,-1.23587669999995,-0.620531099999994,-3.77264829999996,-1.11208999999997,-0.594945099999961,0.579054793607652
1,6.25,407.86506295,2.398741056,1.491142332,0.1497,-0.00717536,0.212225782520313,0.769632487946287,92.905,-15,-8.88713885000001,0.5028538,74.076401615,-3.5915,-5.783299,0,0,0,251.2624,264.1748333,0.472955,0.32013,-13.3501,0.0363,1957.2871565,-3.55084479999999,-2.39376314999995,-1.23445164999998,-0.617141949999962,-3.68019914999999,-1.11120329999998,-0.589412349999975,0.401672947807044
1,6.75,407.66,2.5531388025,1.566269,0.16777,-0.006975,0.226795,0.87335,92.95388,-15.535,-8.23722,0.44109175,74.00216667,-3.6005,-6.6501638335,0,0,0,250.5208,265.9797667,0.466464044,0.428975,-9.160061495,-0.133,1964.458669,-3.55300364999999,-2.40174169999997,-1.23510834999996,-0.617188749999969,-3.72822249999999,-1.11223714999997,-0.589796249999977,0.458749379291133
1,7.25,407.972,2.760904229,1.615757,0.1656336415,-0.0103,0.188679622641132,0.76112255865835,92.981525,-14.77749,-8.06333309999997,0.4742738477,74.833525,-3.5775,-7.9058298085,0,0,0,248.2924,269.3816,0.395538524,0.332724426,-8.447485,0.05345,1963.894984,-3.55552514999999,-2.40963134999999,-1.23577564999997,-0.617121949999984,-3.80644279999999,-1.11339799999999,-0.590103499999969,0.553166293163282
1,7.75,407.388089,2.803106283,1.5991835085,0.167329042,-0.00736,0.204225,0.75537,92.935,-14.395,-8.22090104999998,0.46324631895,75.5442264,-3.549,-7.472,0,0,0,247.3772,269.0602,0.29596536,0.161538343,-8.350004758,-0.9125,1967.586286,-3.41082669999997,-2.36972429999997,-1.24798999999996,-0.620945099999972,-3.88796429999996,-1.11931999999996,-0.586397299999987,0.737553006158285
1,8.25,407.48939535,2.826678119,1.765497,0.12948,-0.00733,0.19334,0.696435,92.940845,-14.95,-8.54628699999998,0.44578864025,75.185176105,-3.510623,-9.74,0,0,0,248.15853335,269.15175,0.48782,0.80336,-6.665556347,-0.0833,1963.938784,-3.44118499999996,-2.35601169999995,-1.25106999999997,-0.621045299999992,-3.91452629999998,-1.12241330000001,-0.587198399999977,0.388557104485087
1,8.75,408.0575148,2.744678362,1.7642507975,0.155035936,-0.00955,0.21025,0.828655266466773,92.959375,-14.629805,-8.71535595,0.4537909398,74.40060711,-3.5000155,-12.58818667,0,0,0,248.30795,270.8678,0.248490589,1.1121370355,-13.20168609,-0.309,1966.975053,-3.4533753,-2.3441267,-1.25408329999999,-0.621278999999959,-3.93491069999999,-1.12503769999995,-0.5879999,0.484758874468923
1,9.25,407.9325152,2.689690258,1.7206565,0.1450045785,-0.00509,0.20913,0.748305,92.956435,-14.83,-8.694335,0.474402758,75.8372887,-3.490335,-10.238360165,0,0,0,245.3052,271.3657,0.19032205,-0.0176,-3.621966469,-0.0461,1965.37575,-3.57549914999999,-2.42270714999998,-1.26976964999997,-0.622933349999983,-3.87930539999997,-1.12896169999996,-0.579975999999988,0.531805615117384
1,9.75,408.16420245,2.781451411,1.810016041,0.153148201,-0.00542,0.2043,0.7665649972442,92.92204,-14.86091,-9.15104,0.4628820613,74.36243333,-3.5037155,-9.621645,0,0,0,243.87665,269.50225,0.18548,0.175425205,-7.6537052655,-0.295,1967.838334,-3.56998114999996,-2.42644449999997,-1.27258834999998,-0.623003499999982,-3.87526569999997,-1.12981164999997,-0.580142999999964,0.744647542129832
