DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.224114730208119,0.0446083816429036,0.294847813527009,0.396969206247867,0.367231482345024,0.451060901898626,1.45736743022994,1.19943951397308,0.883418808923942,419.471399274653,3.84263706875254,429.867993640283,4.2960144286041,423.335429340332,432.338752219682,4.99895455096675,423.348131393532,430.432164469707,4.26292619944728,423.577857333068,430.648542670066,4.22185824789458,423.608950972048,8.63391364442115,-3.86688552990125,0.304387345754191,7.3275,6.2625,2.98,-3.6228,-4.0755,-3.741,-4.0908,-3.945975,95.5034475,87.7825,0.7085,-3.9825,-1.3575,-3.3625,2.2,-0.3225,3.875,0.07,275.15,294.5,283.8,306.625,0.18,0.145,0.24,0.105,0.16,0.0825,0.19,0.13,-0.9895,-0.659,-0.19825,0.17125,0.91975,1.68425,2.8145,5.124,-0.503,-0.1395,0.122,1.419,0.758,1.3985,2.708,3.20625,5.20625,-1.145,-0.61325,0.0915,0.532,1.233,1.25875,2.6785,3.81675,5.7225,-0.42925,-0.089,-0.2295,0.6805,0.8155,1.155,2.25675,2.86325,5.33375,-2.66075,-0.2645,0.40725,0.6735,1.0515,1.5965,2.326,3.07025,5.26275,-1.68075,-2.7415,-2.07475,-2.845
1,0.75,0.215417310097833,0.078530388674096,0.263134674169824,0.857935360206806,0.990749136365902,0.437049509208475,2.52229593303134,0.949133099183829,0.901175125678788,419.454613308975,3.88743838208965,430.532892334284,4.28629740034986,423.462705779264,433.193746831796,5.090889870208,423.943121288461,430.654219010862,4.28159402901405,423.486338906879,431.000838550341,4.28533007703541,423.435703740477,8.41717593269223,-4.07975960182426,0.297278261705728,7.2325,6.1475,3.165,-3.774825,-3.9575,-4.034225,-4.2353,-4.1683,95.46761,88.4,0.6872,-4.0325,-1.5225,-3.4675,2.125,-0.2875,4,0.0625,271.825,294.4,285.8,305.725,0.18,0.145,0.24,0.155,0.16,0.085,0.205,0.13,-1.00075,-0.65425,-0.19775,0.169,0.919,1.68425,2.81275,5.123,-0.52425,-0.1435,0.10775,1.42,0.75875,1.39975,2.70825,3.20525,5.205,-1.163,-0.5955,0.09925,0.51925,1.231,1.25875,2.6775,3.8165,5.72175,-0.4265,-0.16475,-0.227,0.67975,0.8345,1.156,2.257,2.8625,5.332,-2.681,-0.2745,0.408,0.67325,1.0515,1.59725,2.32675,3.06925,5.2625,-1.745,-2.664,-2.099,-2.67
1,1.25,0.279274243936342,0.0302475004938025,0.423968864017853,0.490088989298457,1.05747951389322,0.424136982007984,2.27322538853352,2.53533169133526,0.88173702146682,419.487191371312,4.0758402554345,430.191765314911,4.31126587043127,423.305026590458,432.49602798467,5.05128164242758,423.998205539633,430.613091362902,4.29170097240394,423.560505431237,430.720215318411,4.28082546356173,423.524291870432,8.48688956772612,-4.27142893410759,0.29694045532535,7.32,6.33,3.2825,-3.658275,-3.83975,-3.728125,-3.988525,-4.1609,95.452905,88.765,0.6546,-3.8375,-1.5575,-3.37,2.2,-0.315,4,0.0625,273.15,293.625,284.8,304.025,0.18,0.14,0.22,0.15,0.16,0.085,0.2,0.13,-1.02225,-0.65075,-0.19875,0.16775,0.917,1.68375,2.81125,5.1215,-0.53925,-0.15075,0.10475,1.4215,0.75875,1.398,2.70675,3.20425,5.20425,-1.15625,-0.62,0.1,0.5125,1.2215,1.25775,2.67575,3.8075,5.7205,-0.4245,-0.16325,-0.225,0.67,0.786,1.18575,2.25625,2.8615,5.33025,-2.7105,-0.30675,0.4075,0.673,1.0545,1.598,2.32725,3.0685,5.2615,-1.7335,-2.7225,-2.106,-2.37
1,1.75,0.246798980805058,0.0330520855399338,0.318985068877021,0.000140108949348499,1.24353401633136,0.431836963643031,2.19945018785427,1.77794307172039,0.870115358785656,419.307450661203,4.05010956055936,430.165043489267,4.36002542740488,423.220217097743,432.936159559262,5.11264601874499,424.27942069065,430.627520853571,4.29792741180907,423.443866318502,430.633849282358,4.35731273143356,423.615970621957,8.30644455236369,-4.17802863781779,0.284385471656633,6.995,6.01,3.07,-3.20955,-3.57075,-3.20635,-3.7193,-3.7103,95.43456,88.125,0.656,-3.81,-1.5875,-3.1875,2.2,-0.345,3.9,0.065,275.6,295.825,287.025,304.4,0.17,0.135,0.22,0.16,0.16,0.08,0.2,0.13,-1.00675,-0.657,-0.208,0.16675,0.91475,1.6825,2.81025,5.1205,-0.53325,-0.15875,0.105,1.42175,0.7585,1.397,2.70675,3.20325,5.20325,-1.1685,-0.61675,0.098,0.505,1.2205,1.262,2.67475,3.8065,5.719,-0.427,-0.096,-0.3415,0.55025,0.782,1.20375,2.25625,2.8605,5.3295,-2.73775,-0.313,0.40775,0.67225,1.0545,1.5875,2.32775,3.06825,5.2605,-1.62325,-2.828,-2.113,-2.21
1,2.25,0.251073236082892,0.0536294266328243,0.331064631759282,0.502769506086254,0.700837964237726,0.408252198007949,0.09025127667788,0.986234108323401,0.931483844198775,419.194396762136,4.14042428641111,430.495904208092,4.31899071412473,423.484095328989,432.092851837975,5.1219049026804,424.075253970087,430.759421817461,4.39236271225407,423.604545541364,430.557724031074,4.37591410532626,424.144746324759,8.16424583376637,-4.28651334043792,0.281808582919753,7.1,5.95,3,-2.928775,-3.49275,-3.02955,-3.5984,-3.7711,95.44398,88.07,0.6918,-3.6925,-1.36,-3.1425,2.2,-0.305,4.025,0.05,276.875,295.675,289.1,304.8,0.18,0.145,0.215,0.125,0.16,0.085,0.1925,0.13,-1.01225,-0.667,-0.2105,0.16575,0.91275,1.68175,2.80825,5.119,-0.53225,-0.1675,0.10525,1.42025,0.758,1.39775,2.7055,3.20325,5.20125,-1.17725,-0.61275,0.094,0.49975,1.219,1.2715,2.666,3.801,5.71775,-0.43225,-0.16575,-0.339,0.66,0.779,1.2025,2.2565,2.85975,5.32775,-2.74825,-0.313,0.4075,0.6715,1.05425,1.5875,2.328,3.065,5.2605,-1.7145,-2.7315,-2.0775,-1.77
1,2.75,0.250242789468878,0.0826605975645378,0.176340128425416,0.234649658278512,0.529079523679115,0.412219703820423,2.09960937603413,1.2360814047092,0.925739941075758,419.306692582934,4.07113203131652,430.466695835245,4.47749735857681,423.272710551495,432.84769436337,5.56703141497034,423.764163916774,430.592464885799,4.40362719010272,423.689737111063,430.743509500731,4.41551412623776,423.624917245847,8.26605957334372,-4.42116125954358,0.274187548897409,6.965,6.255,3.12,-2.96335,-3.54775,-3.19355,-3.678525,-3.691475,95.428455,88.3825,0.666975,-3.8425,-1.4075,-3.2575,2.05,-0.235,4,0.07,276.975,295.6,286.025,306.775,0.17,0.15,0.225,0.15,0.16,0.09,0.1825,0.13,-1.02125,-0.6765,-0.203,0.1655,0.91475,1.68175,2.80675,5.118,-0.5325,-0.1785,0.10525,1.418,0.75925,1.39725,2.70325,3.202,5.1995,-1.16825,-0.61125,0.088,0.50575,1.21825,1.2705,2.666,3.8055,5.71625,-0.4365,-0.1105,-0.3365,0.67975,0.776,1.191,2.25575,2.85825,5.32675,-2.751,-0.31275,0.40475,0.6675,1.0545,1.5875,2.32825,3.068,5.2595,-1.64025,-2.7275,-2.18775,-2.1
1,3.25,0.243848380005569,0.0373850681563127,0.234060306207834,0.296082780884246,0.87535282882952,0.410523635189952,-1.21869779485912,0.903919387534678,0.906858037449456,419.23883195356,4.1177783905694,430.424869586372,4.32676366103477,423.161279453299,432.427201990394,5.52795840144932,424.225915048202,430.610548920611,4.32392936620793,423.239778812757,430.528962764764,4.33191245951424,423.755307244463,8.13511686908721,-4.34425054257798,0.295897040386915,7.01,6.18,3.06,-3.0271,-3.568,-3.3077,-3.82235,-3.83745,95.427055,89.3925,0.65045,-3.8625,-1.345,-3.2675,2.2,-0.3625,4.025,0.0725,278.425,295.7,282.45,307,0.17,0.155,0.185,0.16,0.16,0.0825,0.1775,0.13,-1.035,-0.689,-0.1975,0.165,0.91825,1.6805,2.8055,5.11675,-0.53275,-0.18125,0.10775,1.417,0.75875,1.3975,2.7025,3.201,5.1995,-1.171,-0.626,0.0955,0.5125,1.21775,1.261,2.665,3.805,5.715,-0.43925,-0.119,-0.3345,0.6895,0.81125,1.162,2.2555,2.85675,5.32525,-2.754,-0.312,0.39725,0.6675,1.0545,1.599,2.32825,3.068,5.2585,-1.602,-2.7675,-2.18425,-3.0725
1,3.75,0.254826100593359,-0.00910512235921263,0.293022815305594,0.226266908530914,0.102417253210476,0.423374067973068,1.7737328565616,0.47773700888721,0.902107327211293,419.161231482954,4.20661807682733,430.390460373681,4.28655144884128,423.262484808212,432.156075181036,5.57129328905695,424.017165820147,430.575907984369,4.29969372724716,423.803980228573,430.563102079334,4.32852404122958,423.793258604594,7.91636378435273,-4.4579739538394,0.252183432652007,6.9725,6.02,3.12,-3.379375,-3.66875,-3.425275,-3.7914,-3.8836,95.440545,89.9,0.708525,-3.9025,-1.315,-3.4275,2.05,-0.3875,4,0.09,276.925,295.1,284.075,307.425,0.18,0.125,0.19,0.16,0.1575,0.06,0.17,0.13,-1.0505,-0.697,-0.1975,0.16475,0.92,1.67975,2.80425,5.1155,-0.535,-0.16675,0.11175,1.4165,0.76125,1.3975,2.70175,3.2,5.199,-1.1775,-0.623,0.1,0.51925,1.2165,1.26,2.6695,3.813,5.71325,-0.4495,-0.128,-0.24925,0.75775,0.81125,1.164,2.2555,2.855,5.325,-2.7605,-0.312,0.38525,0.668,1.05425,1.59925,2.32825,3.065,5.25825,-1.8205,-2.8055,-2.205,-2.5275
1,4.25,0.250929770850355,0.0217539610037892,0.280661383797062,0.404072672819175,0.335825000988618,0.406169502767894,1.61344857499827,1.05588880278262,0.858983347459625,419.10111947095,4.27195148028722,430.796292837425,4.26819203707119,423.272062078767,432.543309389235,5.44775430691832,424.013911795833,430.775516256453,4.27042846911396,423.629858882169,430.878456620543,4.25445720289468,423.494904839149,7.94394142948866,-4.83708195998349,0.27131192540064,6.94,5.87,3.0925,-3.5829,-3.86175,-3.7863,-4.1383,-4.2316,95.39997,89.85,0.6924,-3.8925,-1.2925,-3.595,2.2,-0.4075,3.925,0.08,275.575,294.8,285.9,307.7,0.18,0.165,0.155,0.155,0.1575,0.09,0.2225,0.13,-1.06675,-0.69675,-0.198,0.1645,0.92275,1.67975,2.8025,5.11425,-0.53725,-0.1555,0.118,1.416,0.7625,1.39775,2.70125,3.19925,5.198,-1.187,-0.61525,0.1005,0.52425,1.215,1.2545,2.66775,3.812,5.71225,-0.468,-0.07575,-0.251,0.757,0.8325,1.1815,2.2545,2.85325,5.32475,-2.767,-0.312,0.37425,0.67025,1.0545,1.599,2.3275,3.065,5.25725,-1.82525,-2.7945,-2.2135,-3.035
1,4.75,0.256046015001789,0.0627478862236989,0.23885207946016,0.108487654268611,-0.00979118115638342,0.394909243852235,-2.09074856682951,0.804310189610443,0.90544737288518,419.39689634367,4.17404033693915,430.796479873099,4.27289820108782,423.468664752605,433.460174652462,5.68560316016807,424.528865167589,430.938869703576,4.2727495373963,424.175899460331,431.019764174605,4.32644040406184,423.704485297735,8.20132706678376,-5.03190441730639,0.296919160142655,6.98,6.06,3.1825,-3.3889,-4.189,-3.4905,-4.173875,-4.3292,95.3703475,89.86,0.658975,-3.855,-1.155,-3.56,2.125,-0.435,4.025,0.08,277.625,295.225,284.575,307.275,0.17,0.135,0.23,0.12,0.1575,0.0875,0.185,0.13,-1.0785,-0.6985,-0.198,0.16275,0.9235,1.67925,2.801,5.113,-0.54175,-0.14525,0.1265,1.4145,0.76,1.3975,2.70025,3.19825,5.197,-1.20175,-0.6205,0.09975,0.52775,1.21375,1.2545,2.6705,3.8035,5.71025,-0.46275,-0.1445,-0.252,0.6885,0.8325,1.196,2.2545,2.8515,5.32325,-2.76075,-0.3115,0.37425,0.67175,1.0545,1.59925,2.32775,3.065,5.2565,-1.613,-2.863,-2.2345,-2.405
