DOY2,HR2,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,SC_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,G_1_1_2,G_1_1_3,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_1_1_1,NEE_1_1_1
1,0.25,381.2866525,4.7147545145,0.72491660525,-0.220621714,-20.408466665,-35.62824129,-26.039796775,0.7721355,0.05089287725,101.134,70.27017,-1.508125,0.5179046295,6.5046725,6.434,-79.18185,-13.9106918025,-1.96344,0.627148,228.8145,300.658,-14.71,-17.615,-0.21871425,0.327823,0.293154,0.08257775,-0.132777,0.56825777725
1,0.75,380.51033375,4.69149005725,0.5,-0.206702128,-20.07465,-38.4760325625,-27.6238626,0.7716705,0.0531285,101.124,69.4689533,-1.41405,0.481203329,6.436365,6.4203,-80.82115,-13.90521786,-2.129145,0.5852535,225.506,301.02,-14.55,-17.945,-0.20244625,0.34227475,0.302733,0.0891625,-0.1847445,0.4870384215
1,1.25,380.54282905,4.70542862725,0.44,-0.20528996225,-19.935,-38.1857654075,-48.5439995375,0.7291655,0.0591465955,101.126,68.444686825,-1.443485,0.469846482,6.3583925,6.37811,-81.0687,-13.9046861,-2.151655,0.599691,224.041,300.4745,-14.625,-18.13,-0.200036,0.302152,0.26420325,0.08645975,-0.14322025,0.33214099425
1,1.75,381.02111895,4.749698884,0.477579362,-0.3242287675,-19.86666667,-42.579471695,-69.464136475,0.68443075,0.0573927235,101.161,70.001297125,-1.595145,0.4726451135,6.2644975,6.327,-80.1067,-13.90145808,-2.170355,0.5714465,224.3375,300.5045,-14.905,-18.23,-0.23414825,0.29655325,0.28621475,0.09120475,0.52116275,0.246581747
1,2.25,381.56,4.622191,0.6128251885,-0.3494108675,-19.967616665,-35.60761836,-83.02885895,0.656558,0.05423625,101.169,70.615179875,-1.7173325,0.4405581215,6.1795225,6.27958,-82.8541,-13.90170171,-2.233115,0.581276,225.0175,298.749,-15.355,-18.485,-0.19127825,0.30461375,0.28247425,0.0782835,-0.2560895,0.37542302
1,2.75,381.509230925,4.7180695015,0.59559091775,-0.196156583,-20.501066665,-37.52791054,-65.7623233,0.62314225,0.051535482,101.178,71.16994215,-1.958745,0.4395977405,6.12675,6.266,-82.4046,-13.90514629,-2.240325,0.60731,222.4225,297.499,-15.565,-18.565,-0.258703,0.2870465,0.31664425,0.0875155,-0.39564875,0.347785007
1,3.25,381.204019075,4.50707,0.63308753375,-0.175275393,-20.65085,-39.5493091525,-53.666983175,0.696895,0.057061139,101.183,70.302322475,-2.226545,0.444454182,6.09225,6.268,-81.78035,-13.90553173,-2.28361,0.6647125,219.6825,297.5885,-15.85,-18.715,-0.2047925,0.34573375,0.29921025,0.10710625,-0.676861,0.495037479
1,3.75,380.7874622,4.5419372615,0.64588895625,-0.175308815,-20.818466665,-35.88874344,-56.00446,0.7385785,0.059214202,101.18,70.40236665,-2.216825,0.435773785,6.0585,6.285,-80.7953,-13.89590194,-2.218385,0.65886,222.622,297.481,-16.04,-18.86,-0.22771975,0.2407585,0.26651,0.0799075,-0.989332,0.42244129725
1,4.25,380.9506667,4.50269710375,0.6579032165,-0.1066377545,-20.919533335,-36.147509,-76.5228084,0.73078775,0.055786261,101.186,70.5964304,-2.33913,0.421657696,6.0275,6.308,-78.838,-13.89359672,-2.237845,0.553187,222.884,297.7275,-16.3,-18.905,-0.21300275,0.2516985,0.2429015,0.086209,-0.278053,0.626363489
1,4.75,381.454793175,4.58348616375,0.471049717,-0.213654376,-20.95655,-40.36665009,-58.2144217,0.766984,0.0531465805,101.1775,72.11916245,-2.3956625,0.41366846025,5.978,6.2813475,-78.2574,-13.89113268,-2.3593175,0.5312055,223.23525,297.52675,-16.5,-18.435,-0.18235475,0.26446575,0.24971625,0.08569775,-0.67709875,0.32915675775
1,5.25,381.766810025,4.4993600275,0.52,-0.326411536,-20.85185,-31.447032,-91.058666475,0.68075475,0.0511182065,101.17775,71.85049015,-2.3344625,0.36568937175,5.927,6.270655,-77.231275,-13.89355257,-2.347535,0.51331375,223.084,297.56125,-16.71,-18.605,-0.201598,0.256455,0.278133,0.08246,-0.8803305,0.1513048565
1,5.75,380.9727901,4.506756,0.500875605,-0.246308744,-20.80765,-33.6725183,-83.6279943,0.6970285,0.05455505425,101.19325,73.066178975,-2.380455,0.331770438,5.878,6.24295,-77.2169,-13.9041703,-2.2424175,0.53162,221.51625,296.667,-16.73,-18.52,-0.183173,0.27600925,0.27138475,0.088559,-0.8770605,0.4143250925
1,6.25,381.6878328,4.4908573755,0.5581306125,-0.19813173,-21.16845,-30.87698105,-49.379211375,0.62772675,0.052837087,101.2125,74.34771705,-2.88391,0.32443715575,5.85721,6.2107275,-75.338775,-13.90330989,-2.31812,0.5216405,222.695,296.6465,-16.595,-18.8,-0.218225,0.269824,0.25846725,0.0879125,-0.8727005,0.202632563
1,6.75,382.35884405,4.3447693145,0.509691608,-0.157828143,-21.371716665,-26.500995565,-94.94298725,0.7052595,0.046098,101.233,75.61998585,-2.72302,0.32528438875,5.81269,6.18289,-73.430325,-13.83242365,-2.2599425,0.50328825,221.2775,295.95975,-16.835,-19.24,-0.16806675,0.28038025,0.241364,0.08200775,-0.72375125,0.74348481375
1,7.25,382.12665395,4.428898945,0.537605356,-0.30916134025,-21.735,-26.007120195,-87.1520968,0.643147,0.048491183,101.2405,75.39480995,-2.64585,0.327890835,5.77053,6.16169,-74.504075,-8.029233009,-0.19702525,0.69933175,220.3725,296.37575,-17.53,-19.775,-0.17275875,0.2727305,0.259641,0.1007665,-0.97810175,0.60501749875
1,7.75,381.636069025,4.26078147925,0.415392597,-0.19161168,-21.34943333,-30.409467995,-12.1894982,0.7288475,0.055363313,101.265,75.6061017,-2.0995375,0.308414075,5.71136,6.164,-53.5826,26.05742244,10.08325,1.87317,221.0255,298.2005,-17.64,-18.7,-0.17471,0.272293,0.25268975,0.09151925,-0.95329025,0.385845313
1,8.25,381.3090698,4.31882763275,0.31643169225,-0.3411422635,-21.4377,-13.48816117,-1.27637,0.846047,0.083571942,101.275,73.2747191,-0.922474,0.423561787,5.67755,6.166,-2.92696,81.80240128,34.9526,4.987355,220.634,305.411,-16.81,-18.08,-0.2125395,0.31514625,0.272716,0.115454,-0.777832,0.11079524925
1,8.75,381.3240764,4.34609957325,-0.41848829425,-1.22121657525,-19.745,-4.401406885,9.81342485,0.999462,0.156352662,101.302,67.231019,0.0797612,0.618813464,5.6491825,6.146,36.79625,153.4318306,64.5303,8.694545,222.222,311.806,-14.555,-17.295,-0.26652975,0.4000405,0.35649775,0.1882085,0.302244,-1.198636181
1,9.25,381.0259663,4.4568599375,-0.9402401655,-1.136254468,-18.1389,4.6765994725,17.7338733175,1.296527,0.2194343085,101.305,61.72883955,1.0411875,0.8031414445,5.63383,6.151,66.10075,205.114105975,94.65595,12.7329,219.912,319.4065,-12.87,-15.685,-0.388964,0.4936905,0.4304755,0.27528175,1.4601955,-3.73583776475
1,9.75,380.2853856,4.47107963025,-2.29166000225,-0.7534679325,-16.17,28.58307948,26.5785681,1.633485,0.252347,101.32475,56.415602125,1.7407975,1.16606879525,5.6242175,6.118,97.37335,280.807,131.1075,16.73145,223.912,326.017,-11.065,-13.275,-0.4446935,0.59210275,0.5570055,0.35337825,2.41342175,-6.906352398
1,10.25,379.55792165,4.46266884075,-3.6914644385,-0.6764005335,-14.801666665,43.02347515,30.7461591,1.72826,0.29653302225,101.31625,50.0193141,2.61144,1.54913324975,5.6571425,6.087,119.7485,360.902,157.609,19.33015,227.565,329.9225,-9.975,-10.495,-0.4492205,0.729924,0.658627,0.43197,2.9977805,-8.806621329
1,10.75,379.250635,4.701918,-4.50217164625,-0.564300982,-12.873333335,51.9894188075,34.5132118,1.73014075,0.30195758575,101.302,45.6477735,3.42661,1.9293492195,5.7055425,6.055,142.2305,412.7045306,188.735,23.8436,229.8995,334.7865,-8.935,-8.485,-0.464722,0.7450605,0.74312,0.4442905,4.1858535,-8.69334119325
1,11.25,377.540697275,4.761275524,-4.690309693,-0.4097341505,-10.2,68.763311,36.5738575,1.7611415,0.3049671425,101.24125,42.61200045,3.9631275,2.66431043675,5.7464575,6.023,183.4145,492.604,242.7005,28.3067,230.8805,338.3835,-7.43,-5.767,-0.49225075,0.8105155,0.842061,0.44728625,4.49904075,-10.134942091
1,11.75,377.0559318,4.693152898,-4.9022805295,-0.24471002,-9.885,69.2452424825,38.87809785,1.83027,0.335240693,101.20175,40.18137645,4.2268075,2.880303748,5.8407175,5.996,179.423,502.551774675,252.6295,29.20075,234.439,340.383,-6.4545,-2.895,-0.53842075,0.8847245,0.81887275,0.49391625,4.5972095,-11.2441186325
1,12.25,376.265,4.7275,-5.85637847375,-0.235712222,-8.8957766665,75.72651516,38.300513,1.80372,0.330535,101.129,38.7912585,4.63214,3.356963001,6.1185225,6.00471,174.5475,488.301,243.647,28.95255,235.3555,344.7745,-4.4905,-0.4005,-0.4862075,0.91993875,0.80934175,0.4936095,4.82983275,-10.45575591
1,12.75,376.2443455,4.6878312935,-5.3134472355,-0.162098701,-5.97830249975,74.27029905,36.7549531,1.9077975,0.340715838,101.111,38.2957589,5.0657675,3.6035996225,6.37469,5.963755,178.32,488.960919275,247.0255,29.84625,235.5095,346.5265,-1.81125,3.393,-0.47368925,0.90034725,0.88715775,0.4915285,5.22834575,-11.47978083
1,13.25,375.51535975,4.73,-5.711367901,-0.1671940285,-4.81125,57.504417815,37.801754625,1.880985,0.322720409,101.06325,37.353783675,5.3881275,3.64541470625,6.33515,5.995,159.6535,552.097326075,238.0065,29.6278,237.9825,346.4845,-1.0425,2.915,-0.4907405,0.91296275,0.827713,0.5123135,5.64321225,-10.7403022925
1,13.75,375.0814731,4.71264009125,-5.985281892,-0.119230663,-4.415,59.4948627,38.8806648,1.956181,0.321657042,101.0465,36.105158,5.74283,3.919656622,6.571395,6.02525,132.763,483.07530395,225.385,29.079075,240.82675,346.54675,-0.23275,3.582,-0.52665425,0.91698925,0.92928425,0.49095975,6.01019625,-10.1955446575
1,14.25,375.0329244,4.72110107,-5.438065338,-0.114732418,-3.7075,47.673462025,36.237326675,1.95976625,0.320782141,101.031,35.832154,5.91691,4.0722544885,6.778065,6.0435,99.2323,380.394449,193.7215,22.1293,239.12575,346.1965,-1.842,5.0185,-0.44164125,0.867182,0.854672,0.4936585,6.198912,-9.366137306
1,14.75,374.757025825,4.8397268415,-4.795590208,-0.1133400425,-4.0603411665,31.95494334,30.4836292,1.9618775,0.308537057,101.021,35.050599,5.93321,4.0782079715,6.9225,6.098945,72.377675,326.59629575,169.68,19.816275,239.96025,344.174,-3.7745,2.261,-0.45254825,0.90041375,0.871095,0.476181,6.30162775,-8.6611582205
1,15.25,374.4209959,4.704750244,-4.20966916525,-0.089294388,-5.1006666665,24.094282,27.952811825,1.9268925,0.28801039275,101.0085,34.854445,6.05769,4.0237869895,7.09021,6.166035,52.39665,300.88413775,150.08475,18.45415,239.4595,342.7445,-3.814,-1.645,-0.41896575,0.819399,0.80548525,0.44600675,6.55193025,-7.202135979
1,15.75,374.877887525,4.80504048025,-3.561138015,-0.084976023,-6.6625,7.91198627,20.5540632,1.7811825,0.282399004,101.006,34.99609185,5.89636,4.18823004625,7.17938,6.23068,23.4281,193.7150822,105.937,12.9152,236.727,339.571,-4.312,-3.057,-0.372716,0.7684165,0.66822475,0.41468025,6.52324475,-6.2775403865
1,16.25,374.930740775,4.7912205615,-2.10963055125,-0.071896395,-7.825,-5.964857945,5.90317045,1.68546425,0.24185365775,101.026,36.082540325,5.515095,3.8248251805,7.2239,6.291925,-9.59608,105.38177555,58.2942,6.03578,234.741,334.745,-4.946,-4.3105,-0.3648,0.70529075,0.6052015,0.38062925,6.3935145,-4.051382953
1,16.75,375.05,4.806541476,-0.9397859145,-0.041778655,-9.745,-19.7050655425,-31.245977515,1.3927165,0.191943645,101.02625,38.52934415,4.9808625,3.390213288,7.193265,6.355015,-62.989625,45.50322442,24.079175,2.980435,231.84275,329.8875,-5.9705,-6.3825,-0.303876,0.5650335,0.47489275,0.28845,6.18431925,-2.34595111
1,17.25,375.4074722,4.803784641,0.02581643425,0.021449139,-9.98,-30.233250175,-58.052609,1.20586175,0.1094132645,101.03925,42.922268,4.13236,2.7709996175,7.1392875,6.408715,-87.535,2.9757219855,3.272225,0.86000175,229.61275,321.97925,-7.95,-9.4,-0.210986,0.40826525,0.34261,0.17606525,5.59075625,-0.3661066665
1,17.75,376.60621795,4.93541868,0.22805174375,0.05177312925,-12.03833333,-29.5240224,-53.48684225,0.916898,0.0676499045,101.0715,47.3281735,2.6353425,2.018940576,7.1946425,6.449315,-96.14695,-13.609853755,-2.7198825,0.4416235,228.93025,316.05125,-9.905,-11.55,-0.11706675,0.27557575,0.27897175,0.10698175,4.5727305,0.4048487665
1,18.25,377.3701617,4.9914964195,0.3628861265,0.048164717,-13.9839,-28.66310275,-48.9210755,0.783228,0.05559277275,101.0895,52.63261745,1.5756,1.66266779,7.2218175,6.47176,-94.73425,-13.899613425,-3.216845,0.5214835,228.04025,310.4,-11.425,-12.825,-0.08720625,0.24353075,0.24908875,0.06889725,3.3698395,0.48479430325
1,18.75,378.5734331,5.000754287,0.4640757025,-0.0234708615,-15.613233335,-26.685924305,-53.8909433166667,0.6601385,0.0570294385,101.08425,56.926847,0.402974,1.2987803565,6.99914,6.4645,-90.2422,-13.903077125,-2.8429825,0.6242565,228.13925,307.1005,-12.155,-13.615,-0.11221125,0.233055,0.27548625,0.06133625,2.57943875,0.592909279
1,19.25,379.48784625,4.95645619125,0.566917491,-0.068357021,-16.871666665,-23.4800393475,-58.8608111333333,0.74687,0.049785455,101.09,59.8082052,0.390532,1.095631694,6.928605,6.46378,-87.852025,-13.90967417,-2.56271,0.67142525,227.72475,306.13425,-12.85,-14.845,-0.166711,0.2557815,0.22889575,0.07816925,1.957362,0.683537565
1,19.75,380.345194775,4.882271161,0.355769767,-0.077523973,-18.265,-23.1885641,-63.83067895,0.79232975,0.050684853,101.091,62.4419087,-0.3385205,0.941621985,6.8774425,6.4445,-85.874625,-13.91756878,-2.5393875,0.664642,226.0665,304.299,-13.995,-16.035,-0.21471475,0.2294275,0.25539775,0.07505,1.8273305,0.370589727
