DOY2,HR2,FC,H,LE,USTAR,TA,PA,RH,VPD,WS,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,12.554165,18.89989,18.6597625,0.758570875,13.384125,100.274,100,3.905547,6.99169375,2.04523340234013,1.7502025397112,0.989211313706906
1,0.75,11.203775,15.0995575,20.319425,0.710805075,13.20925,100.277875,100,3.818849,6.6901275,2.4331795935983,1.96614632594719,0.887276362968822
1,1.25,9.891023,26.909725,25.7471125,0.732468125,13.698125,100.273125,100,3.485175,6.4970025,2.06789022919496,1.95811013476369,0.836535252828235
1,1.75,11.14888,15.8131755,21.6358125,0.72586455,13.96025,100.243125,100,3.391481,6.2686505,2.31437742898841,1.74676211835892,0.874730231062786
1,2.25,10.9681025,19.1466275,28.65017,0.71621955,14.0264,100.2191,100,3.423857,6.77239325,2.17970283523108,1.66702129560483,0.995039043827955
1,2.75,14.432725,9.54397,19.32998,0.65211455,14.364,100.227,100,3.4605445,6.10900625,2.26360882870163,1.75280922767729,0.867228151900791
1,3.25,9.71314,17.50229,20.4644625,0.63153825,14.48775,100.234875,100,3.215385,6.42431,2.11232099833335,1.70163539838978,0.856226615029477
1,3.75,15.15179,17.14795,25.88999,0.701400875,14.068375,100.253875,100,3.37027025,6.40102,2.33603422789435,1.59999719857646,0.890159057463547
1,4.25,11.0764375,11.9208825,23.2483,0.685480125,13.557625,100.23475,100,3.42007,6.5104175,2.14927894885703,1.6512346145835,0.92197365833266
1,4.75,17.73374,13.686375,20.23503,0.6605721,13.191375,100.206625,100,3.45702725,6.2776815,1.85988978168062,1.68102715236729,0.888661946221651
1,5.25,24.10151,14.11342,34.422975,0.6626327,11.232875,100.19725,100,3.325824,6.099707,2.14422172887125,1.5837559288016,0.867089904741546
1,5.75,32.2848975,19.78746,22.9309449999999,0.66258675,10.79175,100.1855,100,3.3126435,6.59641925,2.11664817522266,1.59415876587179,0.929997357634236
1,6.25,38.357265,18.19213,31.0834,0.60865895,10.557875,100.17575,100,3.34367025,5.96831975,1.91177927596258,1.42982166720189,0.865469602339359
1,6.75,55.01305,27.299395,22.11944,0.692651875,9.78662500000003,100.20275,100,3.4344715,6.044435,1.8896692832345,1.28511408230414,0.851068731818851
1,7.25,55.315965,16.979285,16.6185349999999,0.6360144,9.67462500000004,100.220875,100,4.25244,6.39321,1.96395230197563,1.6886688693738,0.849892392868763
1,7.75,54.71687,31.64501,37.59663,0.665064449999999,9.623625,100.25575,100,3.4128615,6.353072,1.84369835294723,1.62811643643541,0.879824734983417
1,8.25,60.322775,90.2089800000001,40.2221475,0.677712699999999,9.74645,100.26255,100,3.421685,6.112379,1.7642128240942,1.35641134981445,0.847277368499131
1,8.75,69.503185,28.9234275,19.92246,0.6489406,9.93760000000001,100.27855,100,3.31338175,6.699301,2.00330154772215,1.33733908102989,0.79938424030994
1,9.25,55.5097625,76.313205,39.60153,0.78177605,10.1185,100.31075,100,3.69849,7.3063005,1.76450308145932,1.54586947208735,0.995715574073453
