DOY2,HR2,H,SH,LE,SLE,FC,SC,TAU,CO2,CO2_SIGMA,H2O,H2O_SIGMA,U_SIGMA,V_SIGMA,W_SIGMA,WS,USTAR,T_SONIC,T_SONIC_SIGMA,TA,RH,PA,VPD,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_1_2_1,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT
1,0.25,-19.9088,-2.08645,-0.68750825,-0.4333935,-0.032,-0.014825,-0.0353,379.526,0.45900812,4.6168125,0.02677363125,0.358745,0.307342,0.113937,1.59125,0.0802,4.12211,0.281514,2.3445,28.43,85.3,3.389865705,0.408,-1.1175,2.424,-26.5378225,-23.228,-0.00203815375,-0.047360725,-66.096,-0.0003314925,-0.157256
1,0.75,-24.1491,-2.09454,-0.911673,-0.4112515,-0.032625,-0.01585,-0.045,381.267,0.4261456,4.6695225,0.0245887345,0.359211,0.350587,0.115053,1.52574,0.077,3.80854,0.26721,2.068,28.1925,85.3,3.215521364,0.264,-1.337,2.245,-26.6266175,-23.26199,-0.00201795,-0.047607295,-65.914,-0.0003357025,-0.1527231
1,1.25,-22.09175,-2.48713,-0.47114525,-0.49853575,-0.0411,-0.0156,-0.04675,381.52,0.4370581575,4.68313,0.023795658,0.34055375,0.329886,0.11641075,1.480005,0.082125,3.09665,0.27996325,1.772,28.72,85.3,3.24233274775,0.06,-1.54,2.028,-26.44945,-23.887,-0.00192995,-0.04605359,-65.194,-0.000336839,-0.15374525
1,1.75,-22.745,-1.99308,-0.4812065,-0.4014265,-0.00406,-0.018,-0.0398,381.344,0.4322912,4.6249675,0.022359863,0.36853,0.313394,0.107338,1.62057,0.0804,3.27411,0.261486,1.9985,28.93,85.3,3.077391066,-0.034,-1.8705,1.913,-27.247655,-23.8613,-0.00193756,-0.0472265125,-64.411,-0.00035657525,-0.1478125
1,2.25,-20.1448,-2.1593,-0.52306125,-0.28169775,-0.01305,-0.0185,-0.0386,381.431,0.42404356,4.6578425,0.0226745935,0.361893,0.321037,0.107471,1.53422,0.0826,3.32428,0.269737,1.676,31.11,85.3,3.0156,-0.396,-2.078,1.7325,-27.3444625,-24.27944,-0.0019010595,-0.047912195,-63.959,-0.00030748925,-0.1569837
1,2.75,-19.015975,-2.47445,-0.316927,-0.27057475,-0.039975,-0.0207,-0.044475,381.31825,0.40590285,4.61731,0.022536513,0.347485,0.313817,0.1036545,1.48697,0.07435,3.159405,0.25921025,1.6015,30.775,85.3,2.9511,-0.654,-2.319,1.5375,-27.45221,-24.11842,-0.00195933525,-0.0463237775,-64.407,-0.00034890775,-0.153995
1,3.25,-19.292125,-2.10476,-0.435015,-0.42463825,-0.0359,-0.0175,-0.0382,380.95025,0.4281163675,4.55929,0.022867197,0.354951,0.31312075,0.1044035,1.40362,0.0815,3.0660225,0.25030025,1.2775,31.97,85.2,3.0759438765,-0.854,-2.536,1.3275,-27.53563,-23.58461,-0.0018978045,-0.04650446,-63.564,-0.000342835,-0.152552275
1,3.75,-21.291675,-2.00786,-0.5150885,-0.494456,-0.068225,-0.01495,-0.0489,381.258,0.38990809,4.6049525,0.02471610275,0.371724,0.321302,0.104852,1.22624,0.0786,2.92217,0.235856,1.0895,31.915,85.2,2.9654069085,-1.275,-2.9375,1.087,-28.474955,-23.985,-0.0019151645,-0.0477179075,-63.682,-0.00038955925,-0.15165775
1,4.25,-22.272925,-2.44629,-0.5255325,-0.33430925,-0.0386,-0.0197,-0.03985,379.04525,0.414916565,4.64408,0.0236588145,0.370595,0.33208075,0.09765,1.2409575,0.0784,2.2528025,0.25181575,0.8835,32.6625,85.2,2.768404907,-1.5205,-3.076,0.95,-28.0488375,-23.865,-0.0020158,-0.04689545,-62.779,-0.00040104,-0.161981975
1,4.75,-19.5419,-2.0060125,-0.63144225,-0.3126175,-0.0554,-0.022875,-0.033175,379.05,0.4164126225,4.6228625,0.02131032875,0.37766175,0.2967485,0.096975,1.315105,0.07725,2.25832,0.254348,0.652,33.17,85.2,2.60713611975,-1.6375,-3.3605,0.834,-27.9149625,-23.924,-0.001946375,-0.0480533675,-62.444,-0.000453508,-0.1595942
1,5.25,-16.53575,-2.129155,-0.51150475,-0.448603,-0.04795,-0.01935,-0.032525,379.0795,0.396686295,4.5823025,0.022518111,0.36168,0.294675,0.09415,1.36115,0.07035,1.938705,0.24052775,0.5145,33.68,85.2,2.65059479075,-1.7585,-3.3535,0.6645,-28.52476,-24.165,-0.002024911,-0.0499314725,-61.801,-0.0003877145,-0.156259775
1,5.75,-16.2925,-2.3003,-0.688159,-0.49621675,-0.077025,-0.029675,-0.0297,379.024,0.43866987,4.510545,0.027690623,0.364841,0.320021,0.0936,1.26882,0.0735,1.65676,0.261969,0.2455,34.06,85.2,2.696879839,-1.997,-3.61,0.5565,-28.94222,-23.90771,-0.0020026815,-0.0477455,-61.627,-0.00036633625,-0.153752475
1,6.25,-20.948525,-2.05583,-0.672868,-0.470291,-0.08285,-0.0177,-0.036775,378.0815,0.437951205,4.536535,0.0253180725,0.36588925,0.33779,0.096225,1.210175,0.0772,1.6068,0.25950025,0.287,33.57,85.3,2.61065549775,-2.346,-3.961,0.447,-29.3586625,-24.0214,-0.0019521305,-0.0485729475,-62.032,5.3775e-06,-0.157491925
1,6.75,-17.1866,-2.0666475,-0.6168185,-0.5172615,-0.06425,-0.027775,-0.0221,378.3845,0.435194475,4.57249,0.0243402495,0.363282,0.3133265,0.0926,1.15008,0.06945,1.321565,0.2568965,0.328,33.66,85.3,2.627758041,-2.6135,-3.896,0.366,-29.4817825,-24.011,0.04943925,-0.006958975,-60.831,0.0270379525,-0.11331305
1,7.25,-17.22625,-2.62191,-0.74314275,-0.55965225,-0.05105,-0.0176,-0.026,378.9225,0.43464904,4.6215025,0.0278554465,0.3802255,0.3317675,0.09525,1.22054,0.07975,1.05228,0.2734305,-0.3365,34.92,85.3,2.575685876,-2.829,-4.307,0.2505,-29.212985,-22.579,2.96176675,1.10287725,-54.731,1.026900895,1.628575
