DOY2,HR2,WS_1_1_1,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,PA,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,USTAR,H,LE,WS_2_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,FC,FCH4,SCH4,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_1_2
1,0.25,0.03553552825,0.001668022,0,-31.33903516,-31.9671432975,-32.641025,-32.87701528,71.024588175,71.14056803,70.92893908,71.867,98.10531394,-5.069874,-4.4897637125,-5.003488846,-3.145977918,-3.321622047,-2.22005015,181.1838164,192.3232349,0.05824756025,-20.65811866,-1.266354241,0.37042325,0.25372525,0.24330575,0.10415425,0.1245915,-0.60794699075,0.404269035,-0.9096820295,387.744,431.34,388.74,431.36,1884.2817545,1828.270007,1866.1360855,1829.4877775,2172.5
1,0.75,0.039497615,0.00214808575,0,-31.2479,-32.041475,-33.054375,-33.042242055,71.18349953,71.35373346,70.8730015,71.89233868,98.09370308,-5.0905647,-4.48583795,-4.984215,-3.14582018925,-3.0662033615,-2.174247754,180.6876666,192.19323265,0.060501187,-18.2701993475,-1.562330175,0.3689145,0.2569605,0.238744,0.1095435,0.117259,-0.36094554975,-1.333699817,-0.91272698725,387.812,431.42,389.092,431.52,1880.34168675,1819.4500135,1884.60738775,1826.7024755,2161.5
1,1.25,0.0467548705,0.0017726055,0,-31.497521265,-31.886,-33.1505,-33.21136166,70.983662015,71.69825876,71.007308825,71.97220043,98.10389668,-5.123934,-4.4825081655,-4.976232781,-3.143059937,-3.039994549,-2.198185629,181.51001265,191.79787705,0.065039439,-21.508292745,-1.9014499315,0.336695,0.26353975,0.2305045,0.1055095,0.10069625,-0.657019101,-0.30969718375,-1.62509103675,387.252,431.66,388.856,431.74,1887.239713,1828.857982,1878.3901815,1824.600389,2157.5
1,1.75,0.047338579,0.00210616875,0,-31.289273255,-31.7375,-32.60755,-33.05472313,71.221575725,71.47424717,71.13507144,71.91446928,98.1196388,-5.2507137,-4.4854580375,-4.877356896,-3.1321766565,-2.8406999475,-2.1468922155,182.04843235,192.6257384,0.0715760335,-18.28393571,-2.18600640725,0.34929,0.2596475,0.248067,0.1093285,0.116393,-0.377376255,0.10037221725,-1.770213771,386.896,431.86,389.012,431.86,1872.0531545,1826.937514,1871.1157875,1823.101102,2161.75
1,2.25,0.0401234465,0.001918584,8.34167e-05,-31.351696245,-31.7695,-32.815469325,-33.03821352,70.764233265,71.37672678,70.971647365,71.74723858,98.1388208,-5.300166,-4.485753525,-5.01782877225,-3.145741325,-3.109562689,-2.2102002245,181.97778655,193.17263885,0.0591032645,-18.66552113,-2.19409308125,0.345049,0.2565125,0.2347285,0.1018495,0.1117835,-0.29567526825,0.51044161825,-1.090036244,388.116,431.48,388.36,431.36,1894.942973,1825.9128475,1879.939088,1824.30453625,2158.25
1,2.75,0.038288281,0.001418084,0,-31.1089379,-31.66385579,-32.691171525,-32.85808756,71.084170965,71.45882548,71.1580015,71.662,98.1491984,-5.3425251,-4.48068594525,-4.951052632,-3.14148264975,-3.100235918,-2.147907934,182.3980393,192.58565125,0.0621823865,-15.418319395,-1.5965362025,0.37578525,0.26764325,0.23993275,0.1034705,0.09171825,-0.5753427385,0.6663921345625,-1.00187211375,387.264,430.74,388.04,430.72,1891.1260655,1833.29789925,1871.1715375,1833.620548,2162.75
1,3.25,0.036453321,0.0011054805,0,-31.414869565,-31.762,-32.722425,-32.771610405,71.33253214,71.44099102,71.134,71.915002,98.1466684,-5.340174,-4.494702575,-5.00731039,-3.145268139,-2.988678377,-2.191166916,182.05539245,192.533643,0.05520897425,-15.93153757,-1.438386738,0.3633545,0.241896,0.22596825,0.0938055,0.09859675,-0.45658379375,0.822342650875,-1.56905866525,386.904,430.22,388.404,430.14,1891.0437845,1825.70349275,1889.8315805,1829.783811,2150.5
1,3.75,0.032824693,0.000876084,0,-31.492876365,-32.000189475,-32.91025,-32.981626955,71.117040515,71.265002,71.159971635,71.72444328,98.12202068,-5.37402705,-4.4856691,-4.94549290425,-3.134384858,-2.9647380375,-2.197177395,181.5944836,192.7963051,0.058021105,-18.00056125,-1.0632592655,0.342615,0.253977,0.230453,0.0995695,0.1032165,-0.456101886,0.9782931671875,-0.863998031,385.912,429.56,388.208,429.44,1902.5305565,1829.221916,1868.449043,1832.66678875,2151.75
1,4.25,0.03322071425,0.000750751,0,-31.30685,-31.720978395,-32.9626588025,-33.079074375,71.37061524,71.29904969,71.29916369,71.44646183,98.0947988,-5.36364255,-4.4847826375,-4.94493533475,-3.1335962145,-3.1070384615,-2.18281736525,181.31312155,192.40899675,0.06234353525,-19.9338776975,-1.532088685,0.35027175,0.2493705,0.21381625,0.0933815,0.10616275,-0.510201615,1.1342436835,-1.065823635,386.08,428.88,387.772,428.78,1884.2263285,1836.9213685,1888.882091,1833.72995525,2147
1,4.75,0.027694351,0.001001001,0,-31.2582233775,-31.75295022,-33.18465785,-33.21994354,71.187347775,71.190002,71.12394893,71.559003,98.08984,-5.32491285,-4.4843183,-5.200952381,-3.143059937,-3.156887947,-2.25467477525,180.36049575,191.91610555,0.054238182,-20.76600399,-1.67760387325,0.310014,0.231744,0.210892,0.097391,0.106569,-0.29283764675,1.2901941998125,-1.559137956,386.104,428.1,387.972,427.98,1921.388637,1831.348164,1890.136428,1833.9487925,2139
