DOY2,HR2,FC,H,LE,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_OUT,VPD,RH,PA,TA,TS_1,TS_2,G_1,G_2,WS
1,11.25,0.243140862,-2.9273,-0.071795,0.0649,11.7195,8.28035,239.725,245.89,0.35754,26.7065,0.24429,83.156,99.032,-13.559,-0.050165,-0.183105,-8.11115,-8.6519,0.44964
1,11.75,0.27308354,-4.164,-0.35579,0.07005,22.335,12.306,243.02,247.825,4.5096,37.5055,0.260815,82.255,99.023,-13.2245,-0.05168,-0.207135,-8.07045,-8.6606,0.50714
1,12.25,0.311269584,-3.5599,0.564345,0.07845,26.104,14.9075,242.67,247.41,7.16095,47.181,0.33713,80.616,99.0395,-12.901,-0.03837,-0.18897,-8.10585,-8.6161,0.49735
1,12.75,0.248237114,-3.2791,0.952615,0.0831,33.588,18.014,242.73,248.675,8.50065,54.0425,0.372205,78.5345,99.001,-12.5835,0.0019228,-0.13781,-8.1226,-8.75995,0.56447
1,13.25,0.277096609,-2.48315,0.68386,0.099965,42.044,22.2425,245.31,250.95,7.9041,57.804,0.465385,78.0525,99.001,-12.443,-0.0141545,-0.13081,-8.2059,-8.72985,0.65595
1,13.75,0.2800822285,-2.4577,0.93912,0.0823,39.257,20.5335,244.49,251.205,5.3812,52.816,0.44548,77.186,99.004,-12.6375,-0.01127905,-0.14762,-8.1679,-8.78725,0.56537
1,14.25,0.286255291,-1.7848,0.52944,0.0889,25.2135,14.9785,244.87,250.795,5.18025,42.049,0.39021,79.0555,98.95,-12.5625,-0.0170465,-0.16854,-8.1015,-8.7109,0.58394
1,14.75,0.2571738165,-3.2292,-0.119225,0.06335,15.14,10.03045,245.17,250.515,1.375,28.53,0.359095,80.0495,98.936,-12.804,-0.0220625,-0.200025,-8.09625,-8.69325,0.54513
1,15.25,0.217292283,-3.0608,0.03788,0.0717,5.3618,4.54,242.56,252.47,-1.5843,16.226,0.317665,81.091,98.9935,-12.7985,-0.0751505,-0.238685,-8.0958,-8.6874,0.45782
1,15.75,0.357081426,-5.5262,-0.268155,0.066,1.46965,2.0754,241.84,254.625,-2.94595,6.5855,0.303765,80.9135,99.007,-13.0405,-0.096655,-0.250625,-8.0751,-8.81735,0.48718
1,16.25,0.461207075,-3.44325,-0.339025,0.068,0.187255,0.65532,240.405,253.895,-3.2702,1.3955,0.27781,81.0795,99.0085,-12.937,-0.11882,-0.2285,-8.07745,-8.46035,0.408695
1,16.75,0.363717541,-4.5929,-0.48635,0.076,0,0.39321,241.75,251.335,-3.0432,0.113885,0.26646,81.732,99.008,-13.005,-0.091272,-0.220585,-7.97635,-8.2775,0.43854
1,17.25,0.3187232135,-4.6787,-0.54897,0.0613,0,0.256115,243.885,246.51,-2.4451,0.01398,0.25241,82.508,99.013,-13.3935,-0.064053,-0.19265,-8.09435,-8.37655,0.43689
1,17.75,0.43803028,-5.2506,-0.16097,0.0666,0,0.297825,241.775,247,-3.2015,0.00653325,0.25805,81.692,98.9815,-13.3795,-0.062558,-0.19544,-7.97765,-8.6161,0.44092
1,18.25,0.266279659,-4.908,-0.143855,0.07145,0,0.32906,239.87,246.36,-4.30805,0.00520885,0.251955,81.719,98.988,-13.351,-0.063732,-0.194,-8.0966,-8.9964,0.494745
1,18.75,0.321143473,-6.8676,0.48353,0.08135,0,0.38691,240.825,250.215,-3.78115,0.0032153,0.247945,80.8845,99.007,-13.4305,-0.0488685,-0.20832,-7.98255,-8.869,0.45533
1,19.25,0.610492661,-7.6621,0.32468,0.0823,0,0.32542,241.52,249.705,-4.041,0.00414555,0.24987,80.441,99.0235,-13.4245,-0.052468,-0.206445,-8.0432,-8.7005,0.455115
1,19.75,0.416779669,-4.08215,-0.0868,0.0619,0,0.267115,240.325,251.155,-3.5861,0.00273655,0.243325,81.7005,99.019,-13.4505,-0.072465,-0.24016,-7.91435,-8.69545,0.43056
1,20.25,0.425428569,-4.5281,0.0403,0.0737,0,0.33383,238.34,248.675,-4.85595,0.00381405,0.236035,80.1485,99.087,-13.352,-0.09347,-0.237135,-7.9825,-8.735,0.41867
1,20.75,0.257796324,-6.5101,-0.24256,0.06705,0,0.407845,237.475,249.15,-4.5928,0.0027618,0.221795,80.6505,99.135,-13.449,-0.09669,-0.238895,-8.0345,-8.7802,0.45705
1,21.25,0.4536033905,-7.3679,-0.021865,0.073,0,0.43673,237.79,248.39,-4.0578,0.00362455,0.231485,80.4765,99.137,-14.032,-0.0951025,-0.21827,-8.11835,-8.4835,0.47182
1,21.75,0.339762543,-4.8202,0.77975,0.0848,0,0.379225,242.07,249.635,-4.26475,0.0018991,0.250505,80.4235,99.132,-14.2805,-0.11133,-0.26608,-8.1118,-8.4323,0.43495
1,22.25,0.314545746,-4.7709,0.317415,0.0755,0,0.37461,238.12,250.14,-4.4382,0.0028272,0.235675,80.58,99.158,-14.33,-0.11776,-0.269415,-8.16245,-8.4681,0.473505
1,22.75,0.436605232,-5.4728,-0.11871,0.08605,0,0.417725,235.505,250.53,-4.39135,0.0016374,0.246725,79.538,99.15,-14.402,-0.10241,-0.264735,-8.12735,-8.338,0.47064
1,23.25,0.338883308,-5.3812,0.14801,0.0814,0,0.36012,234.335,250.18,-4.88965,0.0017843,0.2482,79.485,99.154,-14.057,-0.093163,-0.24062,-8.19985,-8.5635,0.400195
1,23.75,0.3170770925,-5.5312,0.14674,0.0735,0,0.278635,233.185,247.265,-4.7536,0.0013575,0.219215,79.4335,99.184,-14.0655,-0.091372,-0.239115,-8.4301,-8.48375,0.434125
2,0.25,0.408616016,-2.6017,-0.28768,0.0492,0,0.63534,214.735,224.955,-13.121,0.00093185,0.197015,77.8125,99.73,-18.0455,-0.4926,-0.631585,-9.13185,-8.46105,0.409755
2,0.75,0.2917272735,-2.9924,-0.17922,0.04675,0,0.58477,217,225.37,-13.637,0.0011913,0.19714,77.1765,99.751,-18.252,-0.51958,-0.64041,-9.11805,-8.5313,0.39245
2,1.25,0.28359582,-3.1652,-0.21311,0.0496,0,0.550605,216.135,227.355,-12.1305,0.0018606,0.199785,78.86,99.736,-18.3525,-0.52543,-0.653545,-9.26795,-8.5586,0.39733
2,1.75,0.3527912865,-4.9249,-0.26199,0.0454,0,0.59517,214.7,227.81,-13.739,0.000611545,0.207205,76.88,99.7615,-18.3825,-0.510425,-0.655365,-9.2352,-8.5296,0.37173
2,2.25,0.305803946,-3.95175,-0.0383,0.0526,0,0.50515,212.395,226.93,-13.4675,0,0.208425,77.9035,99.756,-18.5315,-0.50725,-0.637795,-9.2628,-8.50575,0.420485
2,2.75,0.262152412,-4.2274,-0.19298,0.0542,0,0.58572,214.095,228.01,-12.431,0.000831485,0.20707,77.2085,99.774,-18.435,-0.510045,-0.64759,-9.26825,-8.4614,0.382845
2,3.25,0.312068254,-3.3732,-0.50819,0.04735,0,0.621515,210.455,228.13,-10.7345,0.00046393,0.193795,77.484,99.841,-18.892,-0.48086,-0.64964,-9.2643,-8.4066,0.372345
2,3.75,0.330944522,-4.7789,-0.38447,0.04975,0,0.585775,210.17,227.46,-10.2945,0.00163465,0.194275,77.9215,99.854,-18.729,-0.51776,-0.658505,-9.2543,-8.3945,0.3898
2,4.25,0.2774719915,-2.62465,0.08465,0.0472,0,0.54792,213.12,224.53,-9.4738,0.00128315,0.197315,78.358,99.792,-19.079,-0.504975,-0.64696,-9.2619,-8.3839,0.388755
2,4.75,0.3441247735,-3.828,-0.27336,0.0496,0,0.573455,212.55,225.22,-9.4702,0.00087872,0.198735,76.944,99.788,-19.2055,-0.51116,-0.64646,-9.2584,-8.3653,0.38844
2,5.25,0.246880797,-1.92375,0.0478,0.04175,0,0.52216,213.41,225.895,-8.9531,0.0009515,0.20316,78.0995,99.787,-19.3305,-0.509405,-0.64283,-9.25295,-8.3453,0.377765
2,5.75,0.288962837,-3.0019,-0.339895,0.0495,0,0.55861,217.34,225.88,-8.27465,0.00061052,0.184345,78.0075,99.8015,-18.958,-0.50349,-0.65864,-9.24775,-8.3172,0.389405
2,6.25,0.250553176,-2.418,0.21752,0.049,0,0.620175,218.565,225.23,-8.87295,0.000845,0.19449,78.584,99.745,-18.415,-0.49578,-0.662545,-9.2504,-8.3058,0.39103
2,6.75,0.148229356,-1.4589,0.01165,0.046,0,0.58369,217.325,225.675,-9.34725,0.00089058,0.19655,79.0005,99.746,-18.462,-0.512115,-0.674525,-9.23995,-8.3129,0.35396
2,7.25,0.298477148,-1.67745,-0.3716,0.0527,0,0.57224,216.325,224.76,-9.86135,0.0056238,0.18831,78.5005,99.7285,-18.7615,-0.49569,-0.65715,-9.2469,-8.31125,0.361825
2,7.75,0.272563686,-1.5,0.13404,0.0471,0,0.67508,215.815,223.365,-9.48735,0.0221725,0.20061,78.7405,99.7235,-18.6005,-0.53254,-0.669135,-9.2466,-8.31305,0.388005
2,8.25,0.3608817575,-2.15625,-0.357225,0.0511,0,0.90414,215.175,223.04,-8.51205,0.39033,0.191505,79.426,99.7195,-18.841,-0.530315,-0.6935,-9.2439,-8.31875,0.383255
2,8.75,0.2502392175,-0.92497,-0.12179,0.0413,1.6531,1.85495,213.655,224.28,-4.2391,4.9017,0.194315,78.168,99.816,-17.9945,-0.500435,-0.6966,-9.247,-8.32255,0.362925
2,9.25,0.365749036,-1.79825,0.34898,0.0487,9.23515,6.2434,215.185,224.905,0.106835,19.324,0.21238,76.4905,99.892,-17.25,-0.465645,-0.67624,-9.2517,-8.3254,0.367965
2,9.75,0.416155539,-3.0661,0.34158,0.0503,22.917,13.504,220.37,228.135,5.0942,43.498,0.23493,74.854,99.904,-16.369,-0.458605,-0.677515,-9.1372,-8.39465,0.42518
2,10.25,0.496834855,-5.3248,-0.413785,0.0708,45.433,21.8785,222.78,237.455,11.859,72.4465,0.24823,73.689,99.929,-15.3745,-0.45952,-0.561405,-8.8333,-8.41665,0.44981
2,10.75,0.372804022,-4.4841,0.319065,0.0991,76.913,35.6955,228.865,240.76,28.3225,113.18,0.3532,72.7395,99.928,-14.6735,-0.421085,-0.55861,-8.84005,-8.362,0.586015
2,11.25,0.338007194,-4.77535,0.7952,0.1045,124.01,51.8475,229.24,245.125,47.341,158.23,0.45965,71.312,99.916,-12.966,-0.348515,-0.566115,-8.7162,-8.41815,0.691435
2,11.75,0.335822591,-4.1087,1.2792,0.117005,158.585,63.9545,235.115,251.85,60.515,199.97,0.62361,68.1845,99.897,-12.067,-0.291645,-0.525995,-8.8953,-8.429,0.874115
2,12.25,0.299400632,-3.7056,1.4623,0.12582,171.475,74.041,238.595,252.37,65.663,232.01,0.707955,65.7165,99.864,-10.987,-0.250605,-0.39794,-8.8882,-8.4866,0.90146
2,12.75,0.322963625,-2.2631,2.3137,0.1264,163.745,76.95,237.59,255.95,51.1195,244.535,0.898475,63.9415,99.8925,-9.7572,-0.25879,-0.447105,-9.0677,-8.475,0.92872
2,13.25,0.238150912,1.434795,1.3333,0.13748,186.455,85.0415,238.64,259.105,55.3685,258.86,0.91225,61.5305,99.918,-9.14125,-0.235755,-0.445095,-9.1279,-8.47635,0.951325
2,13.75,0.244718848,0.35266,1.8541,0.14616,173.99,86.257,240.235,259.365,51.807,253.855,1.0217,60.26,99.9175,-8.33405,-0.29806,-0.44903,-9.21855,-8.5514,1.0529
2,14.25,0.2072765265,-1.4589,2.2612,0.14706,161.56,78.857,239.09,262.085,44.599,234.3,1.02245,60.6235,99.8925,-7.9927,-0.33599,-0.490505,-9.35655,-8.76345,1.13525
2,14.75,0.232839997,-2.076,0.993925,0.13598,138.1,69.7945,239.57,261.58,31.423,205.86,1.0287,59.9515,99.8635,-8.0282,-0.28359,-0.49164,-9.68325,-8.822,0.97679
2,15.25,0.241992026,-2.5715,0.411145,0.11367,104.01,55.803,237.43,259.985,19.492,159.795,1.1539,60.0175,99.853,-7.5646,-0.318445,-0.47982,-10.0705,-8.9591,0.880115
2,15.75,0.2499259445,-5.91375,0.14742,0.11665,69.64,38.009,232.04,256.825,9.99105,106.915,1.03295,61.788,99.838,-8.5091,-0.39997,-0.579615,-9.92265,-8.82965,0.83193
2,16.25,0.2283978175,-5.7523,0.10749,0.089,34.089,19.5015,231.875,253.225,-6.72955,60.127,0.81826,65.0455,99.814,-9.4486,-0.45004,-0.61375,-9.6748,-8.62985,0.698915
2,16.75,0.338268008,-5.3301,0.05035,0.05375,11.976,8.8927,232.395,248.015,-8.7164,33.7245,0.559995,69.711,99.796,-10.43,-0.48955,-0.63754,-9.2775,-8.55975,0.37965
2,17.25,0.3705462625,-4.518,-0.186535,0.0473,2.9206,2.43035,226.65,240.97,-16.601,12.191,0.37434,72.8365,99.769,-11.1475,-0.520075,-0.66841,-9.3579,-8.68675,0.406465
2,17.75,0.3062302735,-6.3789,-0.28874,0.0453,0,0.53891,221.76,235.485,-16.22,1.7785,0.356865,74.782,99.755,-12.9835,-0.49519,-0.677,-9.3293,-8.63365,0.360465
2,18.25,0.195446735,-3.229,-0.276,0.0413,0,0.20566,217.54,232.615,-15.66,0.145665,0.297525,76.473,99.772,-14.888,-0.43834,-0.56342,-9.34935,-8.5781,0.354925
2,18.75,0.3068401085,-3.9453,-0.364185,0.0421,0,0.22381,215.56,232.015,-16.998,0.035869,0.250315,77.0425,99.7955,-15.3885,-0.41846,-0.54601,-9.358,-8.5153,0.36055
2,19.25,0.246510156,-2.7408,-0.62538,0.04465,0,0.29774,212.41,230.1,-14.916,0.0163095,0.226175,79.088,99.823,-16.347,-0.450475,-0.539145,-9.37415,-8.46785,0.35836
2,19.75,0.22262897,-2.50825,-0.49629,0.0419,0,0.42687,213.5,229.76,-14.946,0.0120045,0.228055,79.652,99.855,-16.8585,-0.472445,-0.5542,-9.17765,-8.3588,0.346035
2,20.25,0.334680794,-5.02865,-0.641265,0.0441,0,0.528835,216.04,227.37,-14.053,0.0076109,0.21471,78.2885,99.852,-16.8935,-0.45923,-0.574125,-8.99715,-8.28595,0.38713
2,20.75,0.530794241,-5.1708,-0.67031,0.0493,0,0.59158,217.685,226.325,-12.4395,0.00519115,0.205675,79.281,99.873,-16.846,-0.471845,-0.608225,-8.9552,-8.28455,0.40378
2,21.25,0.5336507885,-3.8781,-0.60913,0.04835,0,0.621035,219.2,227.67,-13.8545,0.00467385,0.211565,77.0385,99.903,-17.6215,-0.49445,-0.61742,-8.9532,-8.2798,0.394265
2,21.75,0.369406731,-4.4293,-0.42295,0.04695,0,0.551825,217.33,230.1,-13.095,0.0025223,0.209655,77.9,99.8825,-17.6065,-0.515175,-0.63583,-8.9695,-8.25235,0.41166
2,22.25,0.3574382145,-6.11,-0.50606,0.0595,0,0.53652,213.59,229.82,-11.349,0.0019404,0.19993,77.6285,99.942,-17.461,-0.519335,-0.65097,-9.0022,-8.24835,0.39703
2,22.75,0.287454029,-4.2224,-0.67705,0.0472,0,0.479005,214.11,229.49,-12.814,0.00177525,0.217635,77.345,99.786,-18.1525,-0.53503,-0.677505,-9.02035,-8.25225,0.39385
2,23.25,0.342404906,-4.0583,-0.46569,0.0476,0,0.536645,214.11,228.18,-13.148,0.00220265,0.215705,78.168,99.779,-18.3505,-0.51493,-0.668635,-9.0506,-8.2542,0.366175
2,23.75,0.346322788,-1.84935,-0.23802,0.0453,0,0.56703,213.18,228.935,-14.123,0.000857725,0.209735,77.544,99.822,-17.8965,-0.527535,-0.65913,-9.06665,-8.2575,0.407325
3,0.25,0.459201446,-6.73245,-0.06295,0.0604,0,0.43753,223.62,242.4,-20.4445,0.00567705,0.302325,80.2765,99.346,-12.551,-0.217125,-0.386055,-4.00375,-4.12175,0.35046
3,0.75,0.3292091425,-4.4972,0.0867,0.0492,0,0.55549,225.445,239.985,-18.616,0.00595725,0.290725,80.8385,99.318,-12.7985,-0.264075,-0.428885,-4.08715,-4.13395,0.34678
3,1.25,0.309251329,-4.4448,-0.2061,0.0528,0,0.499315,223.6,239.6,-19.183,0.00532385,0.25966,81.225,99.305,-13.3185,-0.26278,-0.43329,-4.1892,-4.2154,0.336495
3,1.75,0.357361605,-5.4135,-0.11182,0.04855,0,0.574705,225.08,243.605,-18.867,0.00426305,0.2614,81.2245,99.3025,-13.304,-0.27214,-0.43793,-4.20835,-4.21395,0.370385
3,2.25,0.450694112,-6.0771,-0.11089,0.0647,0,0.542655,222.03,239.995,-18.76,0.00547255,0.25534,81.465,99.295,-13.1195,-0.26034,-0.41715,-4.22315,-4.2099,0.393905
3,2.75,0.2706334905,-6.4956,-0.184995,0.04575,0,0.52262,221.54,236.67,-19.012,0.00607005,0.2495,82.2425,99.296,-13.495,-0.273145,-0.43253,-4.22535,-4.28615,0.36298
3,3.25,0.233841777,-3.199,-0.19682,0.0436,0,0.568845,222.26,235.74,-18.1145,0.0059851,0.25878,82.1215,99.295,-14.5055,-0.26807,-0.422685,-4.24245,-4.34315,0.36517
3,3.75,0.3033330035,-4.07635,0.1,0.0434,0,0.545645,221.74,237.775,-16.635,0.00586215,0.23635,82.598,99.302,-14.7055,-0.273515,-0.430515,-4.27025,-4.4444,0.367715
3,4.25,0.214055952,-3.3033,0.17571,0.04175,0,0.54998,222.3,236.725,-17.012,0.00557595,0.22837,82.456,99.3,-14.9705,-0.268445,-0.42166,-4.2919,-4.4692,0.343265
3,4.75,0.294001157,-3.8107,0.00683,0.05265,0,0.4806,223.2,237.855,-16.883,0.00450765,0.22646,82.2545,99.304,-15.064,-0.274065,-0.426085,-4.2666,-4.4073,0.36157
3,5.25,0.299000593,-5.301,-0.0562,0.0531,0,0.56242,223.88,237.02,-16.134,0.0079881,0.22707,82.0785,99.316,-15.494,-0.25766,-0.403595,-4.2749,-4.4972,0.37782
3,5.75,0.4177493705,-4.0065,-0.05315,0.0505,0,0.559535,224.64,236.445,-14.246,0.021128,0.222405,81.668,99.335,-15.6525,-0.254675,-0.390815,-4.2781,-4.52075,0.35735
3,6.25,0.337839442,-3.241,0.292085,0.0434,0,0.71882,230.09,236.895,-11.2925,0.0763535,0.22215,81.1595,99.359,-15.336,-0.247015,-0.3795,-4.27065,-4.52665,0.353575
3,6.75,0.2763831295,-2.62745,0.13362,0.0507,0.54374,1.1388,226.84,235.05,-5.8287,1.7518,0.21689,82.009,99.35,-15.3845,-0.26403,-0.39017,-4.1175,-4.5423,0.35977
3,7.25,0.352558382,-3.079,0.119235,0.05065,5.21275,3.96845,223.74,235.4,-1.8351,12.388,0.2797,79.8395,99.3585,-14.9195,-0.27347,-0.38556,-4.1098,-4.54415,0.34927
3,7.75,0.348365933,-4.871,0.12937,0.0592,22.6225,13.4805,225.905,239.765,4.38575,41.234,0.35999,74.614,99.374,-12.472,-0.248875,-0.382765,-4.2278,-4.5757,0.36284
3,8.25,0.430304508,-5.397,0.36151,0.0623,59.192,27.6325,229.31,245.455,14.105,89.3735,0.494755,71.653,99.3835,-10.7625,-0.166255,-0.31493,-3.3442,-4.5147,0.43742
3,8.75,0.251895483,-3.2693,0.74308,0.08235,90.5665,48.938,230.585,253.005,33.931,153.76,0.73752,69.8375,99.422,-9.37875,-0.094238,-0.25143,-3.08645,-4.3209,0.534565
3,9.25,0.288083633,-1.645,1.2477,0.0917,151.01,78.687,231.63,261.425,52.7835,229.065,0.917195,66.9045,99.4475,-8.25705,0.0636115,-0.117255,-2.79525,-4.20585,0.679235
3,9.75,0.214851978,0.61561,2.5053,0.139185,202.805,97.344,232.8,268.78,65.003,313.32,1.16165,61.205,99.458,-7.0465,0.1029565,-0.0807365,-3.0582,-3.83345,1.02105
3,10.25,0.209307287,4.5979,3.72485,0.13142,206.76,111.165,240.44,275.705,80.922,355.09,1.4312,58.715,99.454,-5.9883,0.1227,-0.0538535,-3.76145,-4.30255,1.1445
3,10.75,0.09245,6.29945,4.1541,0.1512,259.835,129.025,239.92,279.545,93.3005,450.79,1.5603,54.5385,99.429,-4.72065,0.119325,-0.0800675,-4.13715,-4.5029,1.32035
3,11.25,0.0644,9.18615,4.9363,0.169945,290.82,161.41,241.13,282.87,110.05,529.92,1.7406,50.632,99.414,-3.6193,0.10672,-0.033526,-4.01785,-4.6785,1.2844
3,11.75,0.116915027,9.6872,7.0935,0.15153,324.055,179.1,243.84,288.06,112.42,592.02,2.0988,47.308,99.393,-2.9597,0.13729,-0.020548,-3.73305,-4.6025,1.3913
3,12.25,0.0795,10.5265,7.4498,0.177655,342.74,187.16,244.72,291.22,113.77,614.78,2.4636,46.013,99.378,-2.1046,0.19372,0.016572,-3.8703,-4.5716,1.4281
3,12.75,0.0847,9.8128,7.65645,0.19018,329.775,188.985,248.11,293.56,103.01,624.13,2.60095,45.8395,99.3635,-1.34395,0.201295,0.0075284,-3.37145,-4.47965,1.58405
3,13.25,0.014295,10.439,8.5545,0.20043,363.02,202.03,248.92,295.95,112.18,646.055,2.8187,43.95,99.344,-0.950855,0.231915,0.040759,-3.51905,-4.2375,1.58225
3,13.75,0.0238,9.9096,9.3221,0.20181,340.155,196.55,249.28,298.32,105.63,628.45,3.052,42.049,99.327,-0.43539,0.21051,0.051012,-3.7429,-4.2994,1.6729
3,14.25,0.0303,6.7096,8.5548,0.20496,311.58,182.48,248.79,297.7,95.116,599.83,3.2202,42.538,99.295,-0.179299,0.235705,0.0635705,-4.1694,-4.159,1.73955
3,14.75,0.0458,6.6373,8.9666,0.21757,295.61,160.95,250.37,298.93,83.88,544.72,3.3867,41.23,99.2485,-0.21685,0.25233,0.047552,-4.3417,-4.5999,1.6271
3,15.25,0.0882,3.55295,8.3276,0.214995,249.51,141.12,247.945,297.98,63.826,464.14,3.4796,41.481,99.309,-0.075459,0.24777,0.086933,-4.86015,-4.9984,1.6324
3,15.75,0.135170679,-0.248845,7.3334,0.21709,201.545,124.89,249.55,296.63,50.805,372.77,3.409,41.541,99.285,0.19921,0.2009,0.10685,-5.06305,-5.2018,1.654
3,16.25,0.1855643595,-2.6161,7.4785,0.19102,157.715,102.85,251.66,293.95,27.0055,310.65,3.4384,42.871,99.2625,0.29605,0.19422,0.056399,-5.4079,-5.6008,1.6519
3,16.75,0.150795501,-4.8469,5.47105,0.1803,117.86,75.639,248.53,290.45,20.597,228.69,3.3333,43.814,99.238,0.24454,0.088173,-0.082946,-5.82955,-5.4787,1.5225
3,17.25,0.198968048,-6.7782,3.8751,0.1664,87.7295,49.391,248.165,287.02,8.36255,161.04,3.1332,46.3,99.2305,-0.33438,-0.0068673,-0.18219,-6.07035,-5.3858,1.2513
3,17.75,0.28438823,-9.85795,3.14655,0.13599,49.452,28.527,247.43,281.61,-4.9654,93.952,2.4135,49.964,99.213,-1.2757,-0.090127,-0.29803,-5.5627,-4.8628,1.1364
3,18.25,0.262005511,-10.506,1.7168,0.10352,20.7385,13.188,246.7,277.22,-19.5445,49.853,1.9462,57.513,99.243,-2.9579,-0.20877,-0.34033,-4.827,-4.6852,0.77154
3,18.75,0.2457552025,-10.517,0.5395,0.0533,4.98295,4.28,237.935,269.04,-27.9315,17.209,1.4683,64.602,99.259,-4.4212,-0.28378,-0.45095,-4.2038,-4.6381,0.43767
