DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,SH,LE,SLE,G,TS,RH,CO2,VPD,NETRAD,H2O
1,0.25,0.0627,16.474725,0.832725,-10.95,-9.815,-1.29415,-89.134,-5.396725,-3.4006,-8.2084,-16.535825,20.5834,31.253625,292.0144,2.578,-77.239875,6.559525
1,0.75,0.081375,16.567975,0.72235,0.3075,0.0701000000000013,-5.54515,-82.98565,-4.1673,-12.44155,-10.23045,-16.386325,20.58915,34.611475,300.6243,2.45725,-74.3221,7.179225
1,1.25,0.06375,16.3411,0.727575,1.680425,1.87655,-3.8887,-82.212,-3.655825,0.26175,-9.16355,-17.1116,20.5827,38.77685,296.9457,2.516,-72.173,8.0635
1,1.75,0.06995,16.037125,0.782325,-2.064,-1.954,-1.25125,-88.817,-2.95805,-34.071,-7.884575,-17.7326,20.58445,41.983075,298.9594,2.12075,-79.8139,9.3027
1,2.25,0.06,16.0266,0.81005,2.3095,1.5966,-1.6297,-85.5148,-5.590475,-4.755,-33.68715,-17.99025,20.580125,41.262425,299.8748,2.37425,-74.56775,8.99325
1,2.75,0.068275,15.8604,0.89485,-0.6298,-1.572,-1.7643,-91.4768,-4.057275,-2.334,-9.5846,-18.402375,20.576975,43.51525,301.8938,1.9945,-74.269125,8.99375
1,3.25,0.062175,15.285725,0.908175,-5.91945,-4.13475,-2.1344,-88.79355,-3.233025,-9.157925,-9.53335,-19.55215,20.560425,43.295275,299.45405,1.94125,-72.159225,8.36535
1,3.75,0.0497,14.89435,0.932725,2.529325,1.526075,-2.6185,-87.7442,-6.183225,-3.623,-8.32795,-20.3253,20.5546,41.8893,298.32935,2.056,-70.505525,8.05365
1,4.25,0.057375,15.220675,0.76485,2.81575,2.803275,-2.1081,-88.08995,-3.85315,-7.605,-13.92095,-20.90535,20.539775,40.528,298.682,2.00075,-72.134375,8.01345
1,4.75,0.059225,15.1542,0.923975,-0.5342,0.436,-1.66985,-92.077125,-4.3959,-10.442225,-11.37065,-21.192375,20.53475,39.64465,301.1729,1.88375,-70.04025,8.0814
1,5.25,0.06675,15.114475,0.803775,-10.8937,-7.87475,-2.34895,-88.6079,-5.958825,-13.702,-11.42795,-21.46245,20.5476,40.494175,288.21325,2.24275,-73.8924,8.24925
1,5.75,0.067,14.987675,0.81375,-2.04445,-1.65235,-1.2617,-87.453,-3.845125,-44.8658,-10.9881,-21.70215,20.5252,40.878725,293.78705,2.452,-78.995625,8.624725
1,6.25,0.062425,15.341025,0.894675,-0.97715,-1.0079,-3.351775,-92.46205,-7.823075,-3.4654,-41.949875,-22.1143,20.51375,39.9825,304.2503,2.67875,-79.781625,8.058225
1,6.75,0.075,15.07985,0.71955,-2.25915,-2.5631,-3.340125,-93.8317,-4.758175,-20.301475,-26.59155,-22.2793,20.4962,41.14905,305.4442,3.6705,-82.7852,7.613975
1,7.25,0.054175,15.107125,0.8425,1.225,2.399,-1.69185,-93.867,-3.937375,-30.935125,-9.0478,-22.19415,20.460025,40.468025,301.517875,3.6465,-74.00305,7.52415
1,7.75,0.056375,15.317275,0.9946,-3.1802,-2.409925,-1.55125,-86.426,-6.0341,-0.742849999999997,-11.93165,-22.14975,20.43465,41.456525,302.614875,2.94975,-63.90375,7.738475
1,8.25,0.072375,16.2511,0.7555,-5.54485,-5.088175,-2.3398,-83.855,-1.503425,2.984625,-4.8916,-21.1515,20.373025,50.651325,304.8198,3.74925,-63.2445,10.275875
1,8.75,0.0738,18.6485,0.541325,-16.2676,-15.9468,-4.756575,-51.3918,0.539925,-0.691599999999999,-8.369225,-18.03395,20.26495,47.638225,304.7435,4.763,-43.085,12.341225
1,9.25,0.0739,20.36915,0.45495,-21.05975,-20.882125,-1.863875,-18.073,0.143375,36.9919,-4.789775,-14.24205,20.086475,48.726025,305.67705,5.50475,4.5499,12.75745
1,9.75,0.118875,21.68015,0.584725,-29.6317,-29.297925,-1.501875,-2.5264,-1.486775,57.36065,-7.6352,-10.7738,20.026375,48.68445,304.81595,6.958,71.58695,13.136175
