DOY2,HR2,FC,H,LE,USTAR,TA,PA,RH,VPD,WS,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,-0.83142,-75.2738875,-2.1657825,0.1316748,-8.99839999999998,96.667405,64.75894,0,1.667414,0.360905383686874,0.29103812893933,0.181651824220681
1,0.75,-0.0526662999999999,-58.4201225,-1.4432781,0.0933,-9.27694999999996,96.66109,65.886415,0,1.40401725,0.329423529735976,0.203212915982543,0.15566034716886
1,1.25,0.081837875,-56.212645,-1.875954,0.092025,-9.11209999999997,96.643825,64.9017975,0,1.5128875,0.297938264548162,0.186912364259894,0.111110169824087
1,1.75,-0.111486225,-51.851375,0.55009375,0.1129284,-8.86714999999999,96.64942,33.634465,0,1.63800175,0.253725749507045,0.181129011042154,0.148289028040364
1,2.25,-0.04015675,-51.21392,-3.01513425,0.1433082,-9.46215,96.66352,26.43074,0,1.848354,0.384659509904679,0.262968086196681,0.140578842718318
1,2.75,-0.4823074,-45.50735,-3.080956,0.120149,-8.2888,96.67801,62.10945,0,1.5917575,0.336103123362335,0.2603864565917,0.154515307804406
1,3.25,-0.0902174,-45.52955,-3.3965495,0.1262995,-8.85829999999996,96.697,64.8315775,0,1.5307025,0.348161698998623,0.292961874996082,0.161374674856043
1,3.75,-0.23617465,-37.11295,-2.84382425,0.1438708,-8.01787499999996,96.685175,58.5358,0,1.416131,0.371387195962927,0.219383128465311,0.180683878365773
1,4.25,-0.05086,-46.4255075,-2.081582,0.1268572,-7.30859999999995,96.66347,42.85866,0,1.57836075,0.246304980969995,0.230559087393734,0.175714561960153
1,4.75,-0.0759368,-46.63338,-3.694188,0.160185125,-7.29687499999995,96.6399875,66.81112,0,1.53929375,0.389010650429906,0.245607524021743,0.192551905299173
1,5.25,-8.90742075,-48.7049275,-64.88477625,0.13323935,-7.40384999999996,96.57991,46.9186625,0,1.18994,0.402244941982021,0.220011019808588,0.197696275114535
1,5.75,-0.06597,-55.666695,-4.26628,0.1011668,-7.57092499999997,96.461045,68.8699,0,1.419425,0.348156001244568,0.254232290476237,0.140918727341686
1,6.25,-0.1852167,-55.3520125,-7.2166475,0.128722125,-7.55579999999999,96.49748,67.4259675,0,1.5170945,0.374479092863145,0.292638389176259,0.187468551686182
1,6.75,-0.08820625,-50.1544525,-10.4454725,0.14292165,-7.58019999999999,96.5274,33.600425,0.186736125,1.539202,0.442517901537558,0.311899988632312,0.108369741219118
1,7.25,-0.5757395,-45.8764525,-10.71558125,0.14473775,-7.56514999999999,96.54359,49.0168625,0.16873725,1.226725,0.406059042960018,0.265583711082983,0.211807674702583
1,7.75,-0.0108405,-47.640435,-15.80518,0.1370678,-7.59709999999999,96.5551525,56.847515,0.19126905,1.4448325,0.367400072141442,0.268558798974731,0.154925786690604
1,8.25,0.0191564,-41.66915,-11.6625665,0.139707475,-6.65359999999996,96.56242,59.34516,0,1.504208,0.345546489786586,0.299677352443649,0.132311263498648
1,8.75,-0.1743801,-31.256815,2.708925,0.1204391,-4.71519999999998,96.58826,66.7985,0,1.639661,0.416561425375159,0.35409315876218,0.147544342556068
1,9.25,-0.446125625,-18.8669875,4.579074,0.12355225,-5.14417499999996,96.6031075,63.26525,0,1.01252575,0.351774420280521,0.298499195923838,0.157666297933298
1,9.75,-0.68084955,-8.35147199999999,8.8994795,0.1229616,-4.28069999999998,96.60667,59.99014,0,1.0029966,0.407781824836969,0.352567346767776,0.181825161650633
1,10.25,-0.7819658,-13.2358335,13.4172925,0.14326725,-3.08487499999995,96.58845,57.27018,0,1.3732425,0.403510337703694,0.350334308501866,0.182644777231291
1,10.75,-1.306735,0.991549000000002,13.93142,0.119584125,-2.51279999999998,96.6034675,55.25032,0,1.40774375,0.375751735608984,0.288654616525271,0.185558051740672
1,11.25,-1.41866675,-3.227999375,23.83228,0.12601075,-2.32852499999995,96.583935,52.55805,0,1.703474,0.504518318670728,0.403358273097104,0.17468339939162
1,11.75,-1.58424775,-6.1002825,8.8527105,0.1016697,-1.87157499999997,96.543415,53.73674,0,1.4988745,0.318189416599752,0.305600020947058,0.143696770639691
