DOY2,HR2,USTAR,TA,WS,NEE,FC,H,SH,LE,SLE,TS,RH,PA,CO2,VPD,NETRAD,T_CANOPY,H2O,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,0.04656,-14.05833675,0.109175281025,-4.59842556475,-4.0209088833,-52.72640851425,-3.8704620993,-19.560128268,-55.957042881,-4.1758924,51.732923,96.51915475,382.39570846,0.01265,-9.454133125,-20.80925,1.125223243775,-4.303091375,-0.419331295,248.95351,251.558525
1,0.75,0.0386475,-14.05357725,0.253541626225,-6.18191647755,-6.819655528925,-44.03961473025,-2.145482250325,-33.626115152,-45.97127316475,-4.236930325,51.65449675,96.48531875,382.364538775,0.0127275,-9.65954495,-20.5355,1.126463545625,-4.459837725,-0.3115875375,248.9504725,251.5592525
1,1.25,0.04923,-14.35129925,0.1002537363,-4.494794996625,-2.516002751,-55.9843148115,-2.648147614225,-38.083220281,-1.417695734475,-4.274274275,51.41641875,96.4456315,383.096949475,0.012405,-9.362682875,-21.19975,1.113317631675,-4.364554575,-0.1167558155,247.4473675,250.1709775
1,1.75,0.0331175,-14.436238,0.168544936975,-23.617993042,-23.209465616,-47.1274330245,-2.277965893725,-37.659437976,-3.582917718625,-4.3534662,51.416635,96.41014775,382.9019086625,0.012505,-9.6322416,-20.474,1.12386805885,-4.0853252,-0.139254,247.46876,250.20886
1,2.25,0.0427,-14.672234,0.2005339596,-11.7096748385,-9.494563766875,-61.581394152,-2.9272226258,-30.90944775875,-35.098330788875,-4.4337646,52.60553,96.401624,382.9446047125,0.01446,-9.4362872,-21.87,1.1131266982,-4.0389042,-0.41185648,246.39032,249.0247
1,2.75,0.04002,-14.713366,0.1805031422,-6.437946864375,-12.326673170375,-50.609218372,-3.1435671954,-27.177508226,-5.25775686427501,-4.4914636,55.624678,96.39974,382.336506075,0.01432,-8.9753524,-22.102,1.1146180154,-4.4388852,-0.21315454,246.55992,249.10482
1,3.25,0.03214,-14.956584,0.1370499344,-17.2741772,-19.49568260375,-49.728674316,-2.3901696556,-17.596664668,-1.8116203767,-4.5091998,54.799964,96.41946,382.232524075,0.01518,-9.3345202,-23.4,1.1147668886,-4.2905206,-0.23673772,243.88126,246.15646
1,3.75,0.03166,-15.443296,0.2266528628,-12.87817240875,-13.40352173375,-43.842309928,-2.2880337094,-11.7732247086,-59.20785761,-4.4947756,55.109906,96.425996,382.9624704375,0.01506,-9.6843766,-24.01,1.1196287978,-4.3360846,-0.1950546,240.59574,242.82048
1,4.25,0.04152,-16.003836,0.1994267228,-6.1915128521,-4.4838856135,-52.974231134,-2.6524949858,-15.39773718225,-3.155616115475,-4.5334582,53.35541,96.44189,383.0156025,0.01536,-9.3137374,-24.228,1.0996974482,-4.2701454,-0.28843958,238.57902,240.96862
1,4.75,0.04344,-15.880802,0.2345662154,-3.9389529114,-3.7601368244,-60.314580776,-2.9234062278,-12.675373362,-113.75868575,-4.5496222,52.378778,96.436432,381.7983689875,0.01566,-9.4874046,-23.998,1.1048534542,-4.4423562,-0.29789286,238.27484,241.1419
1,5.25,0.04388,-16.431728,0.1483528336,-5.466538379375,-4.897780022375,-47.038020462,-1.9944641286,-9.9289292236,-1.6759425301,-4.5735712,52.451462,96.437288,377.2620806,0.01734,-9.697477,-23.56,1.1241556454,-4.460644,-0.36340548,237.83182,240.67664
1,5.75,0.05232,-17.042356,0.2022473246,-10.7821424025,-16.1765566075,-63.497039158,-1.9068264998,-19.3157515355,-2.103029733375,-4.582411,52.555764,96.441942,380.81788944,0.01634,-9.8085708,-23.244,1.1523778112,-4.3124962,-0.24948024,235.68738,237.97314
1,6.25,0.03282,-17.171392,0.2259122848,-31.608708779,-31.3195288935,-35.322546686,-2.3362929438,-15.906077458,-9.63295586164998,-4.59386,54.304026,96.437146,382.76882997,0.0164,-9.6606264,-23.774,1.1738985298,-4.4382734,-0.41530578,234.9306,237.20702
1,6.75,0.04278,-16.986804,0.1258479934,-22.8128151934,-24.69027361345,-49.567945866,-1.9389277076,-4.886442564,-97.4012606605,-4.6320562,56.269366,96.367204,383.279184635,0.01588,-9.5031304,-23.92,1.2120273134,-4.5068432,-0.39197288,234.47284,236.74018
1,7.25,0.03122,-16.87181,0.2454245196,-13.132880617,-15.6439927345,-46.896078896,-2.6102204132,-14.92410768925,-54.91597753,-4.6541452,58.110588,96.395044,382.67079094,0.01658,-8.6050842,-23.324,1.1829524992,-3.7461234,-0.2315286,237.52696,240.26882
1,7.75,0.03712,-17.732844,0.1113352766,-19.504924337375,-11.925815208375,-49.227536934,-3.232291137,-11.742545712,-129.40858505,-4.65455245,57.837024,96.4453,377.95119655,0.03562,-4.589497125,-23.80325,1.1166523652,0.10005440025,0.1264266485,235.6418925,237.958765
1,8.25,0.0408475,-17.2033995,0.261706926125,-9.1033565387,-14.233254711825,-51.742603059,-1.1928034056,-29.45227370025,-56.11337311625,-4.6586724,56.08938875,96.4619945,383.080649885,0.0361075,-1.694698866,-23.01,1.184626081325,4.4097386,0.615716,235.11892,237.4639
1,8.75,0.0425,-14.886776,0.1000830154,-24.7199543902,-25.3433236648,-41.277447742,-1.0425192784,-25.9651595725,-1.18042988,-4.580411325,54.907344,96.493994,383.3775229625,0.0359,-1.7686516,-21.692,1.2121109802,9.027174025,1.69847205,245.2322075,247.7467475
1,9.25,0.0370725,-14.6472205,0.1818288227,-17.72114439,-22.15835213,-40.1320136405,-0.9664988014,-15.4295560505,-1.899832288125,-4.510385225,52.70720575,96.52687825,383.47556158,0.0374525,2.7098335,-18.23125,1.252105190875,19.2374665,2.8988627,251.2097875,253.3327075
1,9.75,0.069275,-14.199804,0.183206538375,-15.86813707,-10.4363152352,-50.14414358975,-0.7388860089,-17.9570901925,-108.20750843,-4.2597139,50.12771675,96.5902165,383.08579252,0.03884,1.896217315,-15.75775,1.284392582575,27.4939295,3.9151354,255.539545,258.3959025
1,10.25,0.0636475,-13.37137475,0.2871590528,-19.402950902,-18.07487543,-43.293075406,-0.63260607255,-11.600417541,-14.8887871627,-3.7987845,48.26876075,96.6344405,382.82300534,0.0413875,16.29570625,-13.88375,1.2804728932,37.67479675,4.644512825,261.5178375,264.3951925
1,10.75,0.0593025,-12.690907,0.248153975675,-7.1726567242,-4.937291858,-39.813717487,-1.17063132535,-17.2671696425,-15.15869794375,-3.3591317,48.59012125,96.5322115,380.20843808,0.042925,18.35829075,-12.774,1.3117997193,34.10704975,4.210821925,264.4559675,266.9762775
1,11.25,0.0826025,-11.994449,0.27868078355,-21.6283494122,-23.427609534,-28.30394415225,-1.144165729075,-21.184937727,-2.347799573,-3.1776797,44.73892775,96.71608325,375.87717908,0.0381825,24.60300875,-12.7795,1.301207054875,39.04273525,5.443938425,266.06957,268.8156975
1,11.75,0.0785775,-11.48238475,0.284573536275,-6.9259367022,-7.936134659,-24.01956022975,-0.67242619465,-22.8177851325,-4.23900408169999,-3.035301275,41.78108975,96.68830275,358.12272094,0.0309025,26.9278945,-11.60675,1.3166979374,41.5507915,5.3992781,270.32803,273.686655
1,12.25,0.0804225,-10.9633165,0.122933722275,-39.746143024,-40.718314358,-19.55472736975,-1.024384408475,-10.90394704125,-3.326927751575,-2.899130475,37.2917185,96.6717875,376.14755636,0.033255,30.68638425,-11.229,1.3680866601,48.4114705,5.66120915,271.50402,273.1804725
1,12.75,0.0896925,-10.4007345,0.285440081225,-19.190899688,-15.8848252986,-14.1146489315,-1.069386854825,0.284765176000005,-1.77279905455,-2.7982878,37.48324125,96.4897025,368.60256444,0.0342575,28.01257825,-11.231,1.3181107044,43.4023005,5.3733074,272.0952875,273.78629
1,13.25,0.0756275,-10.3093785,0.2321047719,-10.1028316668,-5.96637356195,-24.13501443325,-1.31437910125,-12.33070867325,-2.091723706,-2.762456275,36.554293,96.649328,356.0601228075,0.029485,23.01700525,-11.1875,1.25761752305,38.70181675,5.1176779,270.8588125,273.114985
1,13.75,0.0720275,-10.1095207,0.222451786375,-6.908059010975,-8.065385551125,-38.03880279425,-0.9382346355,-8.4014424452,-1.073496836175,-2.672773075,35.40921175,96.4741175,362.5310905475,0.0318,21.81984325,-11.2245,1.299534739775,36.49611775,4.80927595,271.24631,273.59561
1,14.25,0.071605,-10.20172225,0.508037633775,-3.4298629163,-3.292440040075,-45.283370054,-2.52485185835,-11.38249847965,-0.975104464925,-2.599919025,32.643649,96.646076,382.264687485,0.03391,18.82805,-11.69175,1.30539126045,34.8865355,4.88013045,269.9874025,272.6049275
1,14.75,0.0603925,-10.068399475,0.3562778443,-9.809000543125,-11.9992860215,-36.142506619,-1.00169612485,-13.80205564225,-81.35852802,-2.5656319,31.006059,96.64947175,374.5875169775,0.0275825,15.254855,-11.97125,1.256443426475,31.3996015,4.536003,269.47343,271.517295
1,15.25,0.0583975,-10.053781,0.403011772525,-3.091616191125,-2.78396104425,-36.3490049875,-1.811007863275,-10.7299771085,-1.977403541,-2.5776808,30.00201825,96.66757225,382.81859749,0.0333275,7.4488722,-12.365,1.2479670787,22.195544,4.0602466,270.53748,272.763935
1,15.75,0.0579625,-10.2566335,0.351671163975,-2.378019898,-2.669084814,-45.41183827425,-2.731649012025,-7.8074922526,-2.084156399125,-2.65601845,29.74829325,96.71929475,383.36338824,0.0450125,3.05885205,-12.8235,1.257492815725,16.12708175,2.69177305,268.1500825,271.051945
