DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_7_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_8_1,TS_5_9_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-0.252301918512492,-0.169569427747828,-0.0686404610554472,-2.08347520598252,-2.14057762093401,0.032717203816119,-72.072871960715,-12.4232310565942,0.207864445757174,408.348766688034,1.800588192509,411.659226644788,1.65738326764238,410.891874033339,2.15176546329274,411.818665192654,1.59687318259963,410.472124362512,2.11357177597548,411.573529149718,1.64475954619771,410.400997073504,2.04114076018544,411.551599833322,1.60219646427861,410.405485105221,2.04306593200597,0.757393586648576,1.46816582146902,0.170432101739478,0.72875,0.43975,0.18975,0.411,0.28515,0.4242425,0.150625,0.011375,89.60647325,13.744,0.30676,0.1165,1.30075,-0.00499999999999995,0,-4.5865,0.3975,-2.23175,-0.96625,228.9125,313.1525,226.5625,311.94,-0.561,0.02225,-0.02,-0.18025,-0.47,-0.08,-0.13,-0.67,1.2959,2.15335,4.802125,5.902225,8.661625,12.755275,13.2316,15.727875,17.71385,3.19105,4.3841,6.2802,7.1134,9.2643,12.1967,13.3638,15.73635,3.450475,4.231075,6.313225,7.736575,11.344875,12.655725,16.9134,2.9775,4.372375,6.34445,7.49415,9.198,12.3466,13.512,15.27685,17.326375,2.013225,3.31295,5.679625,6.542825,8.963175,12.553275,15.176475,17.07925,-54.3834,-33.4193,-89.1995
1,0.75,-0.235449781485652,-0.769327440242741,-0.072153253080978,-1.4766303585091,-2.93719535726856,0.0349590282412277,-83.5462165138497,-8.53358398393648,0.21567318975354,408.145480655034,1.74160646652622,411.521314022813,1.64514948084573,410.982451456218,2.4435920925738,411.909543694026,1.47858810593927,410.939699476117,2.37491757464845,411.465884240033,1.53438749320689,410.840423017507,2.37314806844827,411.373573789059,1.53877949002127,410.654012355259,2.70288223335595,0.881586374435931,1.45245811687119,0.132893272996397,0.7945,0.42,0.21,0.24952,-0.00187499999999994,0.2334875,0.0293,0.1041,89.62443575,13.55625,0.30145,0.00800000000000001,1.0845,0.113,0,-4.6495,0.2,-2.22225,-0.77325,229.49,313.815,226.0925,311.4325,-0.57,0.03,-0.02,-0.20025,-0.47,-0.07,-0.13,-0.6715,1.121375,2.029625,4.66995,5.847,8.674775,12.753875,13.2326,15.729725,17.71285,3.094425,4.222625,6.18595,7.092625,9.25625,12.1992,13.365575,15.73735,3.371175,4.08125,6.196375,7.6684,11.403175,12.6585,16.91305,2.940275,4.15155,6.23575,7.4662,9.212975,12.341975,13.514925,15.275925,17.325375,1.80865,3.1702,5.5541,6.520425,8.946175,12.55385,15.17825,17.07825,-58.4459,-33.7792,-89.848
1,1.25,-0.321408096012307,-0.406899216972867,-0.35561874634024,-3.47779673083207,-2.22770765740108,0.0376137995352794,-64.8122306088992,-8.89346334843905,0.19956267201496,408.262718006307,1.75939689282317,412.879256395403,1.75683144778634,410.420479079848,2.40669176787602,412.883592986467,1.61606684867089,410.775053345334,2.31210599621999,412.626087754153,1.70237291589772,410.678385490241,2.73425213942568,412.435837585939,1.68536317800303,410.373419388862,2.39921212900447,1.22302321448285,1.39001818122742,0.168884737280143,0.862,0.48925,0.189,0.58079,0.1462,0.3489,0.1096,-0.4009625,89.6363025,13.47925,0.3111125,0.04125,1.0245,-0.0632499999999999,0,-4.52,0.4,-2.32025,-0.851,229.74,311.6625,225.8875,310.8925,-0.56,0.02,-0.02,-0.19,-0.471,-0.08,-0.13,-0.67,0.95765,1.942725,4.561275,5.78855,8.69465,12.74965,13.2346,15.730575,17.711925,3.0701,4.08075,6.095625,7.06785,9.2428,12.2016,13.36835,15.737525,3.32415,3.920925,6.069425,7.6128,11.4322,12.65265,16.912125,2.94635,3.963425,6.13545,7.426925,9.22845,12.3372,13.51585,15.274925,17.32445,1.6141,3.103925,5.4369,6.4938,8.923775,12.55385,15.17725,17.076675,-58.2253,-35.0834,-88.3725
1,1.75,-0.237223468301499,-0.372498385722859,-0.0991959937685287,-3.32291430296719,-2.06263997493727,0.036015764685943,-61.6265930654434,-11.8124740807444,0.185146051984828,408.223828149764,1.72111477856299,412.551987592883,1.87610832617693,410.650176781499,2.40384191902183,412.38004076317,1.86292998507104,410.416960391657,2.79982803021803,412.216329769865,1.71039111082122,410.469697361468,2.42090987336931,412.497530256925,1.77561602381231,410.717011770927,2.40816649917594,0.961384380380993,1.31414784163796,0.138658376004985,0.817,0.509,0.19975,0.7153,-0.0185999999999999,0.3207875,0.026575,-0.32493,89.644331,14.52725,0.385325,0.54,0.95725,-0.33225,0,-4.51,0.4,-2.32,-0.79075,232.4725,313.69,226.285,310.5925,-0.561,0.02225,-0.02,-0.20025,-0.47,-0.08,-0.13,-0.68,0.96955,1.906725,4.474625,5.726775,8.7121,12.747725,13.237375,15.728575,17.711,2.948975,3.98345,6.007375,7.03845,9.234825,12.2041,13.37105,15.7377,3.071575,3.7603,5.922,7.5452,11.459925,12.65165,16.911125,2.70055,3.843275,6.032075,7.362225,9.241275,12.331575,13.51585,15.273,17.32345,1.432025,3.00535,5.32825,6.463325,8.9087,12.554,15.1771,17.075675,-57.80275,-34.573125,-90.658
1,2.25,-0.171751361845541,-0.230089656092154,-0.0451437566610553,-2.43484124813841,-1.88143077270522,0.0377201291244872,-61.7436177640433,-8.86953810050471,0.171232261856652,408.094961383615,2.09774575248239,414.189463023702,1.93759148757595,410.534396844217,2.8126872572574,413.828434162482,1.75995288424142,410.601073962736,2.80197530324987,413.873572509079,1.77819999896989,409.669652304721,2.82046113504088,413.949817935884,1.80226943030323,410.059932083333,2.81595395880509,0.842523368307497,0.893392576150511,0.143395943691151,0.737,0.4385,0.179,0.052725,0.0183000000000001,0.031845,-0.151925,-0.79361,89.6825,14.3515,0.288655,-0.285,0.638,-0.421,0,-4.508,0.395,-2.2215,-1.191,231.945,311.83,225.79,310.19,-0.57,0.02,-0.02,-0.19,-0.47125,-0.08,-0.13,-0.67,0.819625,1.802875,4.40795,5.664375,8.73255,12.744375,13.240075,15.730275,17.710925,2.767675,3.910325,5.927225,7.006425,9.22785,12.2056,13.37005,15.7377,2.810675,3.58595,5.821725,7.4674,11.47925,12.647875,16.91105,2.419675,3.660825,5.93315,7.28765,9.256625,12.325025,13.5157,15.272925,17.32245,1.377575,2.834775,5.232325,6.430075,8.8964,12.554425,15.177025,17.074675,-53.571,-33.775875,-91.364
1,2.75,-4.78117074308817,-0.232891099212452,-1.47636288048947,-2.74776273707841,-3.66081083326909,0.0337218641464614,-60.4030134358832,-8.54163558546128,0.201943380659564,407.88217905628,2.09329365975913,413.099683145658,1.74779006793673,410.255658039458,2.82798069210299,413.329507322629,1.96955685028287,410.371461854759,2.83355879136242,413.442310402819,1.88639894691873,410.23585010291,2.82845770590781,413.168042865608,1.92837165360163,410.107757916104,2.83865789016357,0.840791202279007,0.932227436009602,0.151601763933711,0.6675,0.38,0.2095,0.2261625,0.00550000000000012,0.05322,-0.600175,-0.956345,89.668731,14.342,0.6411375,-0.47575,0.6395,-0.625,0,-4.553,0.2,-2.2105,-0.8455,230.385,310.175,225.2,309.01,-0.56,0.022,-0.02025,-0.181,-0.47,-0.08,-0.13,-0.68,0.581325,1.6839,4.324175,5.609925,8.7553,12.753975,13.241625,15.728275,17.71085,2.669475,3.79185,5.839,6.975875,9.221875,12.209075,13.368975,15.73705,2.817625,3.486875,5.7417,7.390425,11.5044,12.653575,16.9104,2.375475,3.538625,5.83575,7.213225,9.273125,12.319475,13.51385,15.272775,17.322375,1.24295,2.694875,5.131875,6.397375,8.887025,12.55485,15.176875,17.073675,-55.960025,-33.5935,-89.609
1,3.25,-3.88961939244559,-0.269756831662373,-0.211282772485851,-3.4691333154128,-2.61805926344357,0.0466310986397819,-59.296103120605,-10.0790255706383,0.201446901400598,407.798874292341,1.75995326702022,412.142634006708,1.98159165960362,410.336967078393,2.26588966479083,412.229404832949,1.98087646357996,410.272397199567,2.24924358980551,411.768898959608,1.97194743669384,410.222891147059,2.35831959615556,411.716916263302,1.92424298150957,410.202381714641,2.82307296994171,0.887114944759839,0.618106883202187,0.177131492699636,0.8155,0.459,0.2,0.024125,-0.30045,-0.23546,-0.8080875,-1.318245,89.6296625,13.6405,0.635365,-0.734,0.733,-0.846,0,-4.386,0.2,-2.3225,-0.711,228,309.36,225.65,307.19,-0.56,0.03,-0.02,-0.181,-0.47,-0.08,-0.13,-0.671,0.45455,1.561275,4.224825,5.5534,8.782025,12.759,13.245875,15.72905,17.70985,2.57595,3.6488,5.74145,6.9424,9.219675,12.210775,13.36605,15.7377,2.7311,3.401275,5.632375,7.2959,11.5345,12.6625,16.91005,2.2643,3.45115,5.7278,7.13195,9.28805,12.315925,13.51285,15.2727,17.321375,1.134425,2.5901,5.0221,6.3626,8.886125,12.5557,15.176725,17.072675,-53.1438,-33.8496,-88.49425
1,3.75,-2.27834726122424,-0.163055864583845,-0.313090937310115,-6.0666921144296,-1.85847132945621,0.0374818944378636,-98.6442584071773,-11.7486823482854,0.194871683682035,407.846798285116,1.75301382382591,411.660006851988,2.10458310314924,410.386972028463,2.44221024537852,413.173779474825,2.12517303806465,410.285267588278,2.84189198753525,413.331996826059,2.14179711445441,410.251560858459,2.19583396544606,412.006528223113,2.14529539184115,410.084606405834,2.20270019278343,0.884382588330464,0.75482598964338,0.130891530863026,0.87325,0.50775,0.20925,0.066025,-0.142875,-0.333915,-1.0074625,-1.608005,89.6056115,14.137,0.50738,-0.8115,0.2625,-1.0625,0,-4.444,0.3925,-2.13825,-0.741,227.04,309.0525,226.3125,306.4125,-0.5615,0.02,-0.0205,-0.19075,-0.47,-0.08,-0.13125,-0.67125,0.331175,1.422475,4.133875,5.492025,8.810375,12.754025,13.244025,15.729975,17.709775,2.472075,3.511625,5.64475,6.904925,9.2157,12.213325,13.364125,15.7377,2.5912,3.276925,5.4978,7.197475,11.549725,12.6713,16.90905,2.14225,3.346275,5.6204,7.050225,9.3113,12.315925,13.51185,15.27085,17.320375,0.968625,2.48705,4.917725,6.3246,8.883525,12.5574,15.17665,17.071675,-54.0462,-33.7861,-88.975
1,4.25,-0.131492290461978,-0.071623423893163,-0.020096542395646,-4.70217832722564,-3.06594508726706,0.0446580955135332,-60.9755217406866,-11.089937378944,0.191882125377503,407.660039595591,1.75261606729795,413.925262478907,1.81956774369021,410.883936583812,2.82030466147637,413.626445429175,1.72404057258954,410.229168106091,2.84353763671236,413.425885967556,2.12993443789842,410.13674731286,2.8692409113356,413.852776922394,1.65650211335817,409.930242966393,2.96233106526477,1.06343118964207,0.786470102646682,0.132053170237247,0.8855,0.465,0.1995,-0.1682,-0.44465,-0.478405,-1.340025,-2.0303375,89.62697025,14.54625,0.83262,-1.068,-0.0535,-1.158,0,-4.486,0.295,-2.15,-0.717,227.575,305.475,228.59,305.7,-0.56125,0.03,-0.0205,-0.21,-0.47,-0.08,-0.131,-0.671,0.24375,1.283475,4.056175,5.431725,8.8403,12.758325,13.247575,15.730825,17.7097,2.398575,3.392775,5.555375,6.867375,9.209025,12.216875,13.36305,15.736875,2.430325,3.164025,5.401225,7.113975,11.5272,12.679925,16.90905,2.1288,3.266725,5.523925,6.974425,9.337275,12.317925,13.510925,15.26985,17.319375,0.89125,2.415075,4.8246,6.286525,8.88155,12.55925,15.1775,17.070675,-54.240625,-33.145575,-91.2
1,4.75,-0.125496690325329,-0.204688636476455,-0.13250601123117,-5.83156830681444,-2.91852252495018,0.0385710697231917,-62.1135464593174,-11.4786614434546,0.176570431040546,407.68335462516,1.71721959210017,415.203934473502,1.73528912956814,410.882680097884,2.04738251671504,415.484682541341,1.67260057820522,410.806735581563,2.04726722927649,415.374112397629,1.61374639208522,410.390596678009,2.06282607477344,415.228923168823,1.71053118110385,410.15025156107,2.45843282075585,0.920796952230093,0.854186444991535,0.118708685205483,0.8295,0.507,0.1985,-0.0628125,-0.4471,-0.428305,-1.1998,-2.28416,89.63427675,13.47875,0.74964,-1.018,0.2255,-1.328,0,-4.57075,0.295,-2.202,-0.7245,228.89,308.105,229.88,304.96,-0.56125,0.022,-0.02,-0.2,-0.47125,-0.08,-0.13,-0.68,0.163175,1.136575,3.9908,5.3715,8.861375,12.7636,13.25035,15.7289,17.709625,2.278825,3.297925,5.472625,6.8279,9.19935,12.219575,13.36205,15.736875,2.235625,3.091175,5.2953,7.0405,11.5513,12.678225,16.90805,2.1638,3.23365,5.438625,6.90225,9.3561,12.318,13.510925,15.269775,17.319375,0.7502,2.37575,4.7404,6.213225,8.90355,12.56025,15.1765,17.069675,-53.4286,-33.34565,-90.9845
