DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,NETRAD
1,0.25,5.57298280651291,1.78676675973385,18.6321797823354,15.255250015637,0.844699517149284,3.3073945870449,8.47952151433236,1.71741336364496,453.558973930707,22.4107748627137,437.092881598652,25.0065982988162,435.409271871327,18.493658397154,437.795946921711,25.0616139558986,436.702585202252,19.2859510244053,438.705635387196,25.1900402121465,435.16049947647,18.9920384943058,439.496846134124,24.937563164273,437.719068377542,18.5457864286494,434.347222799911,23.2874676846788,433.827063959167,19.7573367715593,6.34119159475781,20.5107627475546,0.488608221171434,5.96625,4.962,2.983,1.4135,18.5842825,18.4968,18.230145,18.6297525,18.59785,18.25928,101.467603,98.585,7.487,18.417,18.2515,17.61,18.23,1.5,-0.01,3,-0.39,1.4745,417.15,418.425,417.98,412.725,0.06,0.2305,0.0609999999999999,0.31,0.02,0,0.2705,0.1,0.338,16.7482,16.03265,15.7383,15.29635,14.56425,14.64695,14.67455,14.9164,15.32025,15.94415,15.8818,15.1985,14.6983,14.7065,12.2903,14.7981,14.8187,15.203,15.60215,15.42865,15.34275,15.1517,15.2058,15.387425,14.7961,14.6758,15.71055,15.4771,15.1295,14.7496,14.70725,14.51825,14.408,14.7917,15.30295,15.8991,15.524,15.3241,15.17745,15.2531,15.22165,15.2309,15.499225,15.7193,23.756075,15.9163,6.33625
1,0.75,19.7172058336343,1.25870017395875,72.0904884906943,12.513363092283,0.831682327077384,7.03507494744469,5.14865025595703,1.53020508786876,454.130711317179,22.5568615233177,437.550426019517,25.012970619857,435.208830857466,19.4704548311902,437.570118567318,25.0248031643848,434.639435615785,19.8356693918956,437.597294332152,25.1902067048212,435.606521240671,20.2317937661637,440.164235125097,23.927027775069,437.259335805768,19.5156514524236,436.160157946526,23.5280065620159,431.665095186984,18.9060608505145,6.58157249772472,20.6352296174842,0.509357436752266,5.88525,5.405,2.74,1.43075,18.590885,18.397725,18.2952875,18.61636,18.5938,18.17079,101.471521,98.62,7.7102,18.3655,18.1865,17.83025,18.031,1.6,-0.0280000000000001,3,-0.4,1.8415,422.1675,418.3825,416.19,411.4625,0.06,0.23,0.06,0.31,0.02,0.0025,0.27075,0.1,0.33,16.832775,16.117225,15.684125,15.296475,14.560575,14.645675,14.679225,14.918025,15.320525,15.927025,15.84885,15.205675,14.693225,14.715125,12.2904,14.802775,14.8202,15.201725,15.62415,15.4398,15.3161,15.161475,15.226175,15.38395,14.799025,14.678125,15.650475,15.48465,15.13035,14.754125,14.713625,14.5263,14.406875,14.791275,15.30435,15.8481,15.533375,15.328325,15.18715,15.26325,15.22995,15.2367,15.5001,15.7203,23.72905,14.352025,7.323
1,1.25,5.4049205077531,1.60680516205833,30.3030975999408,9.92285592758966,0.871677103045491,-0.266504662177993,7.01065406315171,1.60806573913026,455.935505147172,22.8633313096201,437.727147715286,25.0873221094792,435.947204403342,18.8409425125012,438.192100857669,25.1546570576725,436.768287058191,18.9491042656346,438.017520682382,25.2635433660889,437.329266891126,19.2778603566476,443.87182643694,25.0212173587578,439.106447855144,19.6710191312798,437.590554110636,23.7279799047904,432.592209390143,19.1278416754608,6.4227781317191,20.7141955834419,0.389949893850744,5.5435,5.2915,2.822,1.423,18.606635,18.19905,18.120695,18.62282,18.58296,18.02466,101.485649,98.235,7.68095,18.34625,18.172,18.026,18.11675,1.515,0.00299999999999997,3,-0.3885,1.959,423,417.3575,416.685,412.4425,0.06,0.24,0.06,0.31,0.02,0,0.27,0.1,0.34,16.833375,16.17975,15.6897,15.292275,14.54885,14.642425,14.678375,14.91895,15.3196,15.86885,15.90145,15.2145,14.6854,14.722075,12.2819,14.806325,14.8202,15.19995,15.675575,15.459975,15.282275,15.160375,15.242375,15.37955,14.787225,14.670675,15.6066,15.52065,15.154475,14.755125,14.718725,14.5297,14.4024,14.79135,15.30435,15.824875,15.574725,15.346425,15.199175,15.26935,15.2379,15.240475,15.502875,15.720225,24.1504,13.42595,8.158
1,1.75,9.42441856575466,1.60514053932034,54.3278197396666,11.1386378486215,0.827935026772939,6.55524269577667,5.90630021162934,1.71880000325164,451.222970891088,22.9010205230057,437.661110736791,25.0729912069874,434.179689021148,19.4340626712251,438.366023142774,25.0260336391108,434.357154601615,20.2070702644987,437.979704763865,25.1912902917763,434.155317146759,19.5304810387365,439.911845182647,25.0568852853233,441.063919414455,19.0135454003789,437.606345993617,23.9849490475199,431.391797073738,17.0272242566801,5.83733648646158,20.6687334794227,0.668332285309806,5.911,5.233,2.7555,1.5325,18.5297,18.13545,18.06655,18.57162,18.547485,18.05483,101.4785225,98.011,7.156315,18.5745,18.4135,17.9605,18.3245,1.8,0.023,2.91,-0.34,1.765,419.105,417.725,418.945,414.12,0.0622499999999999,0.24,0.06,0.31,0.02,0,0.27,0.1,0.34,16.879,16.24325,15.69915,15.2607,14.52775,14.63845,14.67465,14.91925,15.3164,15.805,15.82435,15.18685,14.67535,14.71765,12.2657,14.8073,14.81885,15.1974,15.73885,15.4839,15.23915,15.15385,15.25785,15.37595,14.78615,14.68,15.55155,15.4766,15.15505,14.7436,14.7236,14.5275,14.3987,14.78985,15.30485,15.7584,15.59235,15.37405,15.21475,15.2733,15.2389,15.2406,15.5032,15.72105,23.9368,12.425025,8.152
1,2.25,7.41272337987451,0.913213817733789,25.7742738559758,29.3706079329005,0.94315900313642,10.2618110509766,7.52988803067408,1.70564565040246,452.670664724073,22.8154128328899,437.939794454536,25.0361509666075,433.925162569972,18.8799408127605,438.111718643407,25.1311733506963,434.076132191935,18.0311734168202,437.794157986248,25.2085818829093,434.133985922601,17.9161335648083,440.159639523701,25.3765226326961,436.533347401184,19.4236414867455,437.830308273761,24.0667216953044,431.855511153037,19.0696640204207,5.98327602343972,20.3309274069489,0.56190146467956,5.8,4.975,2.801,1.4355,18.3308925,18.182575,18.0763725,18.3894425,18.4346125,17.9139025,101.49318175,98.20575,7.09973,18.1555,17.9795,17.539,18.03275,1.6025,0.0144999999999999,3.0025,-0.37975,1.3645,405.7275,417.07,419.8,413.55,0.06,0.24,0.0602499999999999,0.31,0.0202499999999999,0,0.27,0.0902499999999999,0.33775,17.1318,16.313275,15.61615,15.231475,14.505775,14.633975,14.67055,14.9196,15.313225,15.78665,15.71895,15.1595,14.665675,14.710675,12.25635,14.8095,14.81745,15.1938,15.686275,15.519,15.19265,15.1468,15.272825,15.362325,14.78605,14.67325,15.50475,15.43515,15.129,14.7323,14.727025,14.528125,14.3988,14.7894,15.30445,15.7014,15.586925,15.351675,15.234125,15.276875,15.24025,15.2407,15.503575,15.721025,23.8542,10.9706,7.6485
1,2.75,4.91752914886061,0.675851868951064,29.6389786178876,21.016401181872,0.932512892955405,7.79822036153515,10.7169650656228,1.74238410277426,448.86550765344,22.8046003666438,437.791962408482,25.4878272341374,434.079185084839,18.1411389201935,437.78988453282,25.5290226651159,434.589537650386,16.8032840109761,437.715976845077,25.6165237395369,433.768189205695,17.4009419880138,439.851831204968,25.4753324471558,435.962759518598,18.245348587485,436.952365452645,21.9513428809026,433.026192328387,18.1300492138856,6.5237550086053,20.2015402645048,0.48130076532862,5.98625,5.0695,2.8585,1.5725,18.55085,18.32085,18.2293125,18.599585,18.5524875,17.95736,101.4845985,98.266,6.718925,18.1525,17.958,17.8205,18.0405,1.7025,0.03175,3,-0.37,1.55125,417.035,417.5875,419.635,413.6725,0.06,0.24,0.06,0.31,0.0202499999999999,0,0.27,0.1,0.34775,16.719775,16.362,15.53545,15.19945,14.491175,14.63025,14.66675,14.920575,15.31125,15.77035,15.6156,15.124975,14.6558,14.704,12.248725,14.812375,14.8165,15.19185,15.611775,15.5587,15.159125,15.14315,15.2892,15.34585,14.788075,14.659625,15.424075,15.270825,15.099975,14.7204,14.721225,14.532925,14.40175,14.78935,15.30445,15.632675,15.49905,15.3245,15.1997,15.282575,15.241925,15.24455,15.50455,15.719075,20.74015,12.9556,7.723
1,3.25,6.35866124746575,1.0584904361437,42.9800764863116,13.8942121860332,0.990435246668721,10.816929441466,6.16939282944992,1.7084329079313,448.98496967644,22.7087764625649,438.013809311453,25.6747031609343,434.320403738729,19.3906596752337,437.509669284145,25.6967107856123,434.306923020895,18.1508071187655,437.000743249488,25.8731663543059,433.942758201943,19.236090358175,439.227649184085,25.7402914481359,434.975599987916,19.0224265645165,437.704577359804,23.9992380597888,431.427049881855,17.903077254669,6.79383590248902,20.3034670023074,0.652340438180219,5.85325,5.335,2.99875,1.392,18.55332,18.4545,18.43274,18.6039175,18.5686775,18.0622175,101.49720825,98.352,6.46355,18.1575,17.9315,17.756,17.99775,1.6,0.0222499999999999,2.9025,-0.369,1.505,415.7975,417.9675,419.5225,413.4575,0.06,0.23025,0.06,0.31,0.02,0,0.27,0.1,0.34,16.7111,16.124075,15.447275,15.160725,14.476575,14.627475,14.66295,14.92155,15.31025,15.75625,15.52445,15.07755,14.640125,14.6983,12.24065,14.816225,14.816525,15.189925,15.53215,15.59445,15.12745,15.137575,15.285525,15.342025,14.79105,14.636275,15.25275,15.147975,15.055275,14.70255,14.71545,14.53775,14.404725,14.788325,15.30545,15.463925,15.395875,15.289375,15.1643,15.286325,15.24675,15.24745,15.5055,15.718125,20.3113,12.7324,8.45225
1,3.75,4.80132250282947,1.29729470774376,46.1670014901775,13.2799459679745,0.967239684118437,5.2607781783385,9.52758906459523,1.82702258757122,451.179384297876,22.6186179276598,437.443939585417,25.6377716938018,434.274989443621,17.1259186756092,437.299450634563,25.6684979628843,434.650793327968,15.8223654213054,437.385390221907,25.8119499631652,435.359934161367,16.624674945233,438.989686100586,25.7646100984019,435.368322612548,17.6434227710148,439.994429674372,23.8947108949394,435.161302083983,18.8610303115441,6.62768290438239,20.3489933893016,0.522651323417572,5.47025,5.074,2.957,1.3325,18.698725,18.698475,18.6757125,18.741145,18.66044,18.273305,101.49697975,98.81225,6.28652,18.3335,18.0775,17.904,18.1255,1.8025,0.1475,3,-0.36975,1.44075,417.315,419.34,419.3225,413.655,0.06,0.23,0.0602499999999999,0.31,0.02,0.00224999999999994,0.26,0.1,0.33,16.729325,16.133375,15.288125,15.114125,14.46195,14.62375,14.65915,14.92155,15.308275,15.751375,15.39215,15.0217,14.619575,14.6916,12.232025,14.819075,14.8165,15.1909,15.45555,15.5659,15.122975,15.132,15.277125,15.343075,14.793075,14.626575,15.203125,15.03255,15.0018,14.680675,14.708675,14.542575,14.407675,14.7873,15.30545,15.25365,15.2934,15.24725,15.1278,15.29105,15.251575,15.250325,15.506475,15.71715,19.716,12.2108,8.065
1,4.25,4.6095865364002,1.30821613687499,45.2311515059111,13.1996593612265,0.89130590576743,9.05964827616155,17.3763050005547,1.8166360319659,450.85720800313,22.8165216129552,436.641580518477,24.4630260704673,434.465166453846,18.7647983352206,436.942256486849,24.4985793343252,434.057973771115,18.3369395829356,436.369905980657,24.7400724616517,435.106432094816,18.9866738235381,439.331853579461,24.649195566099,434.891013772414,18.397485705622,439.578362381557,23.9042131659834,433.51502082375,18.4459387574728,6.69630868203621,20.4289124935283,0.457199612267116,5.296,5.13425,2.885,1.39225,18.8448825,18.8431,18.746815,18.95164,18.9635575,18.574915,101.470442,98.7835,5.7865,18.61675,18.2925,18.06125,18.3025,1.5025,0.0792499999999993,3,-0.34,1.66075,417.705,421.025,420.9,415.135,0.0522499999999999,0.24,0.06,0.31,0.02,0,0.26025,0.1,0.34775,16.799125,16.1754,15.24705,15.06025,14.446325,14.620025,14.6544,14.922525,15.3073,15.80695,15.383975,14.9565,14.59505,14.6849,12.2234,14.822925,14.816475,15.1928,15.38435,15.52215,15.1399,15.1244,15.2687,15.345075,14.79605,14.62175,15.168975,14.93165,14.94455,14.6549,14.7019,14.5474,14.4116,14.787275,15.306425,15.309525,15.1967,15.199025,15.087425,15.293825,15.257375,15.2532,15.50745,15.7162,19.6278,10.6487,8.278
1,4.75,6.10877709823213,3.37118963074822,33.1469723767677,17.4057999297346,0.964595981867107,31.8954925294746,13.1553211904605,1.72665457542924,449.745288113493,22.8871363882053,437.17609593821,25.4554589360865,434.602561067528,18.3272753941153,437.477467019851,25.3053394277695,435.215315295959,18.4193491595924,437.358820600884,25.4607358589174,435.415446445769,18.5800560335296,438.590402714133,25.5659453304495,435.500468252361,18.3701138830202,439.389672191185,23.965778313317,433.813395917051,19.0895720528329,7.19873409734496,20.7049244591771,0.43744200298567,5.245,5.66025,2.7775,1.46375,18.9265925,18.6244,18.5456025,19.0166475,19.03566,18.5161375,101.45448425,98.666,6.261215,18.9055,18.56475,18.183,18.56675,1.5025,0.0825,2.9,-0.36975,1.741,420.3875,420.3275,420.965,416.425,0.0522499999999999,0.24,0.06,0.3,0.02,0,0.26025,0.10025,0.34,16.95505,16.2732,15.2086,15.004225,14.429725,14.6163,14.65215,14.9235,15.3063,15.89065,15.44505,14.888275,14.5665,14.6772,12.214775,14.825775,14.81545,15.1928,15.321975,15.479325,15.156825,15.11605,15.258325,15.346125,14.79805,14.61985,15.227175,14.987775,14.885475,14.62715,14.694125,14.55125,14.4145,14.78625,15.30685,15.2959,15.111675,15.1499,15.059675,15.297525,15.262175,15.257075,15.508425,15.71525,19.712,10.41575,7.8875
