DOY2,HR2,USTAR,TA_1_1_1,WS_1_1_1,NEE,FC,SC_1_1_1,H,SH,LE,SLE,G_1_1_1,TS_1_1_1,TS_1_2_1,RH_1_1_1,PA,CO2_1_1_1,CO2_1_2_1,VPD,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O,PPFD_DIF
1,0.25,0.139,-20.64775,2.485,0.10075,0.072,-0.1845,-19.951,-11.211,-0.24725,-1.72975,-4.2205,-0.698,-0.37825,75.6675,96.517,392.80675,389.1065,0.21,-62.7075,0,0,0,0,157.72025,218.49825,0.9765,0
1,0.75,0.14525,-20.761,2.56875,0.10975,0.09,-0.215,-17.995,-10.969,-0.1935,-1.486,-4.23125,-0.68975,-0.37625,76.218,96.49875,392.839,389.807,0.21,-63.15175,0,0,0,0,155.265,217.61875,0.9565,0
1,1.25,0.121,-21.05525,2.48725,0.11125,0.053,-0.24775,-17.9245,-10.773,-0.2785,-1.574,-4.22725,-0.6915,-0.378,76.3535,96.515,392.82575,390.09275,0.205,-63.981,0,0,0,0,153.001,216.2015,0.9295,0
1,1.75,0.1205,-21.30025,2.51325,0.1155,0.046,-0.1395,-16.919,-11.482,-0.316,-1.6295,-4.196,-0.69925,-0.38025,76.377,96.543,392.9235,390.043625,0.2,-62.224,0,0,0,0,152.974,214.829,0.9125,0
1,2.25,0.11,-21.5745,2.485,0.091,0.06925,-0.1405,-17.13925,-11.058,-0.318,-1.529,-4.242,-0.69525,-0.38225,76.1105,96.559,392.875,389.9945,0.2,-61.876,0,0,0,0,150.96,213.52275,0.8955,0
1,2.75,0.103,-21.88725,2.3465,-0.003,0.046,-0.2355,-16.96625,-11.006,-0.27125,-1.4395,-4.266,-0.696,-0.3845,75.482,96.577,392.90275,389.8495,0.195,-61.1105,0,0,0,0,152.197,212.53,0.863,0
1,3.25,0.115,-22.08925,2.31925,0.136,0.03125,-0.094,-17.79025,-9.598,-0.2285,-1.4705,-4.2395,-0.697,-0.388,76.5875,96.565,392.876,390.47,0.19,-59.74775,0,0,0,0,153.5405,212.62925,0.8515,0
1,3.75,0.1165,-22.2245,2.423,0.07,0.045,-0.1615,-16.5625,-9.551,-0.271,-1.463,-4.28175,-0.706,-0.393,75.9205,96.535,392.8725,390.069,0.2,-59.0065,0,0,0,0,152.20775,212.48475,0.8285,0
1,4.25,0.1135,-22.5635,2.4325,0.07425,0.05,-0.24,-15.08625,-9.628,-0.2275,-1.4395,-4.2705,-0.699,-0.3935,75.692,96.5,392.925,390.207,0.19,-57.775,0,0,0,0,154.4875,211.35475,0.799,0
1,4.75,0.12175,-22.5095,2.43725,0.05775,0.0465,-0.2815,-17.31975,-10.285,-0.2345,-1.3445,-4.264,-0.7025,-0.395,75.2965,96.498,392.99575,390.18175,0.19,-57.796,0,0,0,0,152.797,211.408,0.786,0
1,5.25,0.11,-22.63125,2.42225,0.0805,0.058,-0.1775,-15.787,-9.846,-0.27375,-1.298,-4.255,-0.714,-0.4,75.849,96.5,393.02725,390.4635,0.19,-58.71425,0,0,0,0,155.2655,211.23175,0.7805,0
1,5.75,0.119,-22.8785,2.43175,0.0845,0.06275,-0.14925,-15.972,-10.173,-0.306,-1.318,-4.15,-0.7115,-0.39825,75.5845,96.5,392.9275,390.4125,0.18,-56.5405,0,0,0,0,153.112,210.441,0.7805,0
1,6.25,0.108,-23.13875,2.448,0.095,0.07,-0.207,-15.078,-10.075,-0.2205,-1.5425,-4.142,-0.709,-0.402,75.171,96.5,393.07725,390.4985,0.18,-56.244,0,0,0,0,155.788,209.9585,0.761,0
1,6.75,0.10775,-23.3465,2.44325,0.074,0.058,-0.23,-14.88,-9.695,-0.1765,-1.394,-4.114,-0.70825,-0.4055,75.6525,96.52075,393.025,390.9645,0.18,-54.246,0,0,0,0,160.356,210.38075,0.756,0
1,7.25,0.1135,-23.2305,2.52225,0.102,0.0595,-0.16675,-14.25825,-8.705,-0.167,-1.2945,-4.142,-0.70725,-0.40875,74.8875,96.557,393.078,390.6705,0.17,-55.479,0,0,0,0,156.436,210.09475,0.743,0
1,7.75,0.1275,-23.57075,2.44175,0.026,0.069,-0.243,-14.9415,-8.738,-0.26925,-1.1755,-4.205,-0.7145,-0.41775,74.9095,96.55325,393.224,390.543,0.175,-55.993,0,0,0,0,155.872,209.42175,0.7335,0
1,8.25,0.12525,-23.34025,2.45075,0.039,0.04525,-0.232,-14.593,-4.664,-0.213,-0.944,-4.2385,-0.7155,-0.4185,75.2295,96.554,393.182,390.673,0.17,-45.85525,5.2785,1.99125,0.7945,0.13175,154.66125,209.7245,0.747,4.7455
1,8.75,0.149,-23.31925,2.249,0.017,0.081,-0.2655,-14.68275,-0.126,-0.2695,-0.2595,-4.2275,-0.7245,-0.42125,74.9895,96.56275,393.281,390.803,0.18,-14.3025,25.22925,12.8095,3.61025,1.9035,152.5945,210.4985,0.754,22.48875
1,9.25,0.18175,-22.936,2.121,0.118,0.18825,-0.3105,-10.83525,2.834,-0.28825,0.286,-4.18175,-0.759,-0.4305,75.111,96.552,393.129,390.886,0.19,8.878,57.39425,27.35475,7.55825,4.4495,153.0265,213.888,0.761,51.462
1,9.75,0.247,-22.6085,1.91375,0.138,0.2875,-0.358,-2.5395,4.32,0.458,0.5365,-4.0595,-0.763,-0.43,74.7435,96.55575,393.188,391.278,0.19,26.66575,91.80425,46.765,13.568,8.06925,156.2355,217.746,0.77,85.5075
1,10.25,0.3005,-22.03025,1.795,0.042,0.339,-0.4805,1.4735,6.106,1.0795,0.9085,-3.9125,-0.773,-0.431,75.0235,96.575,393.11,391.189,0.2,47.3575,130.58825,67.213,19.352,11.45375,158.38725,221.527,0.798,124.01925
1,10.75,0.34775,-21.5555,1.99725,0.03,0.2605,-0.7245,10.7215,6.659,3.127,0.9185,-3.72975,-0.777,-0.44,74.2995,96.568,393.035,390.5215,0.22,59.2495,157.1055,78.959,23.128,14.40475,160.83075,225.12225,0.864,146.17575
1,11.25,0.3535,-20.7635,2.05025,0.028,0.25225,-0.5745,18.681,6.656,4.10925,0.99925,-3.61675,-0.77375,-0.4425,73.41275,96.5605,393.0715,390.042,0.24,70.227,192.62025,95.096,29.1955,17.011,159.652,229.03125,0.889,161.71375
1,11.75,0.36075,-19.77575,2.00125,0.0155,0.172,-0.4175,29.84875,6.823,5.2995,0.936,-3.507,-0.764,-0.44425,71.8615,96.536,392.877,389.97775,0.25,83.595,217.912,112.95025,31.4135,20.0975,163.26,230.684,0.91775,165.84925
1,12.25,0.366,-19.039,2.12625,0.06825,0.19375,-0.4435,29.903,5.993,5.26,0.87075,-3.4355,-0.757,-0.44325,70.11,96.5,392.37725,389.327,0.26,85.69325,227.29575,116.01725,33.124,19.434,164.234,233.03525,0.9935,171.18025
1,12.75,0.37,-18.463,2.163,-0.0085,0.1905,-0.37,26.529,4.725,5.4945,0.7145,-3.408,-0.755,-0.43875,69.702,96.486,392.322,389.3775,0.28,84.53575,225.85025,116.7345,33.806,19.323,165.6935,235.20975,1.0575,170.69725
1,13.25,0.38025,-17.9725,2.2045,0.01225,0.124,-0.32975,29.4105,3.672,7.23425,0.475,-3.388,-0.746,-0.427,68.08,96.439,392.319,389.61,0.31,78.54125,227.7185,112.98425,30.80425,19.62775,166.66475,236.92875,1.0995,173.32875
1,13.75,0.37,-17.69,2.171,0.087,0.1775,-0.257,26.11325,1.025,6.948,0.2335,-3.382,-0.7465,-0.4205,67.1675,96.41125,392.238,389.38625,0.32,67.54475,202.33775,98.74225,26.887,16.2965,169.03475,238.4495,1.125,169.884
1,14.25,0.38975,-17.4585,2.2465,0.114,0.167,-0.2525,21.46375,0.61,8.052,-0.01,-3.43375,-0.74,-0.4105,66.56375,96.4,392.20725,389.26075,0.34,62.04125,175.017,86.53875,23.39425,13.594,170.6525,238.98075,1.137,157.31975
1,14.75,0.3625,-16.978,2.299,0.05775,0.17,-0.28625,15.155,-1.128,6.507,-0.2,-3.4725,-0.7465,-0.4065,66.416,96.407,392.27925,388.911,0.34,46.51925,152.60275,75.67075,19.86925,12.60825,169.2355,238.59325,1.1915,134.27625
1,15.25,0.37225,-16.9285,2.2635,0.1265,0.166,-0.2115,9.7595,-4.054,6.4195,-0.608,-3.535,-0.7475,-0.4095,66.368,96.41375,392.08625,388.989,0.34,29.903,117.0205,59.79625,14.75325,9.23925,167.09875,238.72475,1.197,110.5985
1,15.75,0.3355,-16.96325,2.2715,0.077,0.16875,-0.236,2.61175,-7.969,3.755,-0.9535,-3.6335,-0.743,-0.402,66.5705,96.42575,392.054,389.171,0.335,9.93775,73.797,35.6345,9.518,5.82575,169.72725,238.31725,1.1995,68.56075
1,16.25,0.3085,-16.92475,2.259,0.068,0.10175,-0.232,-3.975,-11.644,1.993,-1.5915,-3.72425,-0.7395,-0.40125,68.19,96.435,391.833,388.98,0.33,-13.26075,37.7465,18.13575,4.9695,2.60775,171.91825,237.594,1.205,35.7935
1,16.75,0.242,-16.9555,2.2085,0.1125,0.06175,-0.142,-11.413,-17.075,0.46625,-2.016,-3.82875,-0.74,-0.413,69.67575,96.435,391.638,389.12,0.32,-51.13325,10.42975,4.33375,1.425,0.46775,170.36975,236.48175,1.21,10.36
1,17.25,0.158,-17.0945,2.331,0.077,0.037,-0.15,-15.77775,-20.77,-0.029,-2.256,-3.9565,-0.731,-0.401,70.2285,96.449,391.7395,389.06625,0.31,-74.53875,0,0,0,0,168.1755,234.53925,1.1915,0
1,17.75,0.14225,-17.636,2.45875,0.1105,0.03775,-0.116,-15.547,-17.599,-0.01925,-2.015,-4.1425,-0.725,-0.405,70.498,96.465,392.117,389.341,0.28,-74.24,0,0,0,0,170.2685,233.2015,1.1795,0
1,18.25,0.142,-17.729,2.53,0.03775,0.0215,-0.18525,-17.132,-15.018,-0.10275,-1.77,-4.23275,-0.7205,-0.4005,71.1575,96.515,392.058,389.351,0.27,-72.00825,0,0,0,0,163.166,231.71875,1.1595,0
1,18.75,0.15175,-17.91975,2.58725,0.139,0.0325,-0.097,-18.186,-13.649,-0.1145,-1.789,-4.34425,-0.72325,-0.40425,72.1315,96.525,391.88075,389.075,0.26,-69.93975,0,0,0,0,163.90325,229.51475,1.1505,0
1,19.25,0.143,-18.13125,2.62825,0.097,0.0175,-0.17725,-17.841,-13.0165,-0.40925,-1.7505,-4.32,-0.73,-0.405,72.605,96.52125,391.24,389.309,0.26,-68.476,0,0,0,0,163.34625,227.68025,1.1115,0
1,19.75,0.158,-18.3975,2.704,0.1145,0.04,-0.17325,-18.1185,-12.2335,-0.1155,-1.5475,-4.35275,-0.7155,-0.392,72.7065,96.5345,391.811,389.383,0.255,-66.83075,0,0,0,0,159.8875,225.9715,1.0945,0
1,20.25,0.18075,-18.63725,2.72975,0.085,0.04,-0.169,-21.7475,-12.10725,-0.13225,-1.7465,-4.31,-0.718,-0.391,73.654,96.54975,392.18725,389.62825,0.25,-66.6605,0,0,0,0,160.9785,224.74175,1.074,0
1,20.75,0.16,-19.0535,2.732,0.097,0.0385,-0.164,-19.2145,-11.78675,-0.178,-1.736,-4.24175,-0.722,-0.39375,73.5875,96.55625,392.22775,389.64575,0.25,-65.51775,0,0,0,0,161.6395,223.69025,1.0655,0
1,21.25,0.141,-19.44975,2.72575,0.1195,0.0595,-0.1765,-20.40275,-11.1665,-0.14,-1.698,-4.251,-0.7265,-0.39475,74.173,96.54625,392.233,389.804,0.24,-64.384,0,0,0,0,160.4315,222.12625,1.0635,0
1,21.75,0.143,-19.747,2.67125,0.06125,0.064,-0.2845,-19.83475,-11.3455,-0.167,-1.714,-4.24525,-0.72325,-0.38825,74.2135,96.55675,392.315,389.45925,0.23,-63.1165,0,0,0,0,159.75475,221.36375,1.0365,0
1,22.25,0.1525,-19.92675,2.67525,0.124,0.04025,-0.135,-17.958,-11.45925,-0.3155,-1.601,-4.19625,-0.722,-0.388,74.35625,96.50475,392.41,389.6305,0.23,-63.16125,0,0,0,0,160.25075,221.2495,1.02325,0
1,22.75,0.1505,-20.185,2.66675,0.1325,0.071,-0.15575,-17.6335,-11.6695,-0.2,-1.6605,-4.192,-0.72475,-0.3975,74.628,96.51,392.648,389.65625,0.22,-63.14225,0,0,0,0,159.88,220.2595,1.01275,0
1,23.25,0.14,-20.3565,2.62225,0.11275,0.048,-0.233,-17.647,-11.13075,-0.23625,-1.621,-4.18175,-0.725,-0.395,75.31075,96.4825,392.678,389.638,0.22,-61.5435,0,0,0,0,160.7775,219.085,0.9905,0
1,23.75,0.1385,-20.572,2.4995,0.10975,0.069,-0.214,-19.2405,-11.668,-0.234,-1.58125,-4.19,-0.713,-0.392,75.55675,96.452,392.60575,389.383,0.21,-61.11875,0,0,0,0,160.38475,218.00075,0.9575,0
2,0.25,0.12,-17.65575,2.50825,0.04125,0.027,-0.20975,-19.00525,-13.07175,-0.2805,-1.871,-3.627,-0.71775,-0.5255,70.599,96.63575,388.637,389.442,0.29,-68.3185,0,0,0,0,162.303,230.10775,1.1105,0
2,0.75,0.109,-17.7365,2.52925,0.11325,0.028,-0.139,-17.4605,-13.02675,-0.171,-2.02025,-3.6035,-0.7235,-0.528,71.174,96.65425,388.63,389.47975,0.27,-66.668,0,0,0,0,161.84525,229.16575,1.089,0
2,1.25,0.10925,-17.95475,2.41475,0.0745,0.02225,-0.203,-16.482,-12.72775,-0.245,-1.76525,-3.6015,-0.72175,-0.52775,71.723,96.643,388.657,389.49,0.26,-65.5515,0,0,0,0,162.585,228.17525,1.0705,0
2,1.75,0.0995,-18.33775,2.41425,0.122,0.01375,-0.0895,-16.2545,-12.07275,-0.261,-1.7335,-3.60525,-0.72,-0.521,72.414,96.6415,388.646,389.648625,0.25,-65.3045,0,0,0,0,163.419,226.86475,1.068,0
2,2.25,0.108,-18.51825,2.45475,0.109,0.04675,-0.0895,-15.621,-12.10775,-0.187,-1.746,-3.5575,-0.7205,-0.519,73.054,96.6585,388.64925,389.80725,0.25,-64.58125,0,0,0,0,165.28075,226.5135,1.0605,0
2,2.75,0.096,-18.6345,2.534,0.042,0.0375,-0.19,-16.0985,-13.22525,-0.2935,-1.7235,-3.555,-0.723,-0.52625,73.07025,96.64775,388.725,389.72,0.24,-64.066,0,0,0,0,162.36575,224.35225,1.0455,0
2,3.25,0.1,-18.85725,2.4825,0.12,0.028,-0.12,-17.69825,-12.724,-0.293,-1.87475,-3.55975,-0.7285,-0.541,72.6675,96.63225,388.7115,390.126,0.24,-65.323,0,0,0,0,160.73025,222.6685,1.031,0
2,3.75,0.1075,-19.0375,2.41125,0.076,0.0225,-0.166,-16.309,-12.62425,-0.28,-1.68525,-3.5515,-0.7345,-0.53625,73.7345,96.636,388.793,389.971,0.23,-64.164,0,0,0,0,159.44175,221.586,1.023,0
2,4.25,0.0925,-19.27775,2.42225,0.067,0.021,-0.1695,-16.23175,-12.16225,-0.295,-1.6175,-3.5195,-0.742,-0.5445,74.28025,96.62975,388.779,389.953,0.22,-62.52575,0,0,0,0,160.41325,221.0755,1.00775,0
2,4.75,0.0905,-19.5005,2.44975,0.101,0.0285,-0.2145,-15.40475,-10.97975,-0.2665,-1.71725,-3.549,-0.743,-0.541,73.6425,96.637,388.843,390.025,0.22,-61.46275,0,0,0,0,160.592,220.215,0.99025,0
2,5.25,0.08575,-19.62875,2.4845,0.11925,0.03975,-0.162,-15.323,-11.038,-0.247,-1.6445,-3.53,-0.743,-0.53875,73.326,96.65325,388.944,389.993,0.22,-60.93375,0,0,0,0,159.58525,219.28075,0.98,0
2,5.75,0.0975,-20.01575,2.48075,0.1035,0.039,-0.117,-15.1855,-10.154,-0.24225,-1.58675,-3.53725,-0.74725,-0.54725,74.2,96.64775,389.0595,390.1575,0.21,-61.67125,0,0,0,0,160.14825,219.57525,0.9455,0
2,6.25,0.0935,-20.24875,2.488,0.0625,0.0225,-0.184,-15.1215,-11.138,-0.268,-1.64375,-3.53675,-0.74,-0.545,74.268,96.64325,389.09,390.23975,0.21,-63.38775,0,0,0,0,160.11425,219.11625,0.941,0
2,6.75,0.10775,-20.279,2.5235,0.0515,0.05225,-0.194,-15.0285,-10.265,-0.26625,-1.62025,-3.578,-0.75325,-0.5535,74.21475,96.63825,389.293,390.295,0.21,-62.11875,0,0,0,0,158.8235,219.059,0.94,0
2,7.25,0.11025,-20.75475,2.392,0.025,0.0405,-0.251,-16.10225,-7.60175,-0.2745,-1.459,-3.57925,-0.74225,-0.5525,74.5635,96.62775,389.3945,390.155,0.21,-59.19725,0,0,0,0,159.7745,218.94625,0.931,0
2,7.75,0.112,-20.71925,2.40825,-0.009,0.0395,-0.191,-14.709,-4.315,-0.195,-0.83025,-3.6125,-0.757,-0.569,74.701,96.6465,389.3655,390.442,0.21,-42.827,5.6055,2.80825,0.6275,0.01175,159.883,218.70775,0.934,5.57675
2,8.25,0.14,-20.53875,2.253,0.0265,0.0775,-0.24875,-12.9835,1.36425,-0.2855,-0.02625,-3.6285,-0.75975,-0.57175,74.55925,96.6585,389.0275,390.4035,0.21,-7.272,36.14925,18.28875,3.9605,2.5165,161.6115,220.83675,0.923,33.34175
2,8.75,0.2115,-20.278,2.02325,0.1075,0.175,-0.277,-8.752,5.15725,-0.3195,0.6515,-3.5525,-0.771,-0.575,74.27325,96.66425,389.174,390.7165,0.22,18.6935,89.08675,44.103,9.721,6.318,159.59925,225.323,0.9385,81.08225
2,9.25,0.26175,-20.0065,1.87975,0.10075,0.314,-0.515,-0.91775,8.0455,0.41825,0.816,-3.45775,-0.769,-0.575,72.962,96.65925,389.235,390.725,0.23,45.1345,153.9485,75.3435,16.31525,11.06175,161.07675,228.52525,0.95425,131.8055
2,9.75,0.312,-19.2405,1.94625,0.02,0.29775,-0.624,12.147,9.773,1.998,1.06975,-3.30575,-0.766,-0.574,71.838,96.643,389.18475,390.3025,0.25,76.6845,221.5185,105.93625,23.4975,15.47625,163.2105,232.7865,0.974,161.1485
2,10.25,0.362,-18.6395,2.00925,-0.04,0.266,-0.6625,23.377,11.24275,4.19275,0.8865,-3.081,-0.76275,-0.5705,69.245,96.641,389.027,390.0665,0.28,104.18875,290.407,140.238,30.851,21.275,165.3435,237.33375,0.991,188.6385
2,10.75,0.3905,-17.9665,2.257,0.021,0.2275,-0.49725,45.84,11.85875,6.4755,0.418,-2.8785,-0.74175,-0.5665,66.687,96.64475,388.962,389.632,0.32,130.00225,354.3425,175.71025,37.16775,26.148,167.64575,240.49775,1.04,213.24175
2,11.25,0.42,-17.1995,2.289,-0.01,0.2305,-0.42275,66.603,10.25375,7.251,0.23825,-2.758,-0.727,-0.547,63.88,96.643,388.65325,389.6995,0.36,152.15725,406.232,198.916,44.00975,30.379,172.01825,242.791,1.05,230.7925
2,11.75,0.444,-16.63225,2.34225,0.09225,0.221,-0.335,68.9095,10.25925,9.1715,0.33575,-2.638,-0.709,-0.529,61.817,96.6245,388.26975,389.28575,0.4,163.25675,433.565,212.98775,46.6115,32.34,175.2175,246.4365,1.0605,222.9405
2,12.25,0.44775,-15.6995,2.56775,0.122,0.21275,-0.317,77.107,9.36675,10.2555,0.038,-2.652,-0.70375,-0.52425,59.18475,96.6145,388.21825,389.2,0.4525,166.48475,449.374,220.37025,46.67775,33.279,175.05725,248.6995,1.091,216.665
2,12.75,0.469,-15.1445,2.525,0.065,0.167,-0.298,77.20375,7.576,12.27825,0.157,-2.612,-0.70075,-0.516,57.274,96.6015,388.12075,389.01225,0.49,166.381,445.3025,220.10775,45.121,31.686,178.4475,251.106,1.11,225.06375
2,13.25,0.4685,-14.7365,2.61275,0.0645,0.18625,-0.2635,77.795,6.20775,12.191,0.0555,-2.654,-0.686,-0.508,55.548,96.585,388.062,389.11375,0.53,158.42125,435.2455,206.722,43.628,30.234,181.4415,253.22875,1.136,230.52975
2,13.75,0.467,-14.2215,2.6455,0.158,0.2285,-0.22675,74.158,4.0775,12.01425,0.059,-2.7,-0.67425,-0.50225,54.9605,96.571,388.0795,389.049,0.57,147.6655,403.76875,190.253,40.954,27.659,180.855,254.528,1.177,225.8725
2,14.25,0.478,-13.7335,2.791,0.139,0.2,-0.22675,62.885,1.8565,11.945,-0.54,-2.7365,-0.6675,-0.4955,53.97125,96.57225,388.0065,388.957,0.58,137.13625,388.9325,183.71675,37.949,27.47775,181.71925,255.3545,1.188,216.505
2,14.75,0.46525,-13.4555,2.64275,0.13125,0.215,-0.221,51.88,0.31925,11.33275,-0.40725,-2.791,-0.667,-0.496,53.144,96.577,388.02725,388.88575,0.595,108.9035,327.94125,160.63025,32.762,22.47525,181.426,255.72625,1.19825,203.5725
2,15.25,0.468,-13.115,2.78575,0.191,0.2235,-0.1665,39.3845,-1.84025,10.56175,-0.451,-2.8975,-0.6675,-0.49575,51.8125,96.57125,387.9645,388.82125,0.63,81.5885,258.30625,123.9765,26.74525,17.90975,182.40525,255.87775,1.194,179.664
2,15.75,0.45,-12.87125,2.73075,0.16925,0.17,-0.17475,26.401,-4.12825,8.038,-0.682,-3.01275,-0.6695,-0.486,51.52225,96.5765,387.88875,388.876,0.63,57.52975,192.64575,92.76475,18.94875,13.97125,181.42875,255.4365,1.1925,149.87625
2,16.25,0.4055,-12.67925,2.7555,0.1515,0.191,-0.132,13.518,-6.74825,6.4295,-0.774,-3.092,-0.6635,-0.48675,51.64,96.5845,387.9565,388.871,0.62,29.85825,133.433,63.33275,13.4915,9.11,178.60825,254.888,1.237,116.37525
2,16.75,0.3875,-12.758,2.6155,0.14725,0.177,-0.108,2.0005,-10.8285,3.9535,-1.1005,-3.2245,-0.66075,-0.48625,52.954,96.599,387.93025,388.992,0.57,0.24675,76.1385,37.454,7.645,5.37875,177.66075,254.004,1.2595,72.5075
2,17.25,0.319,-13.04025,2.5365,0.16075,0.117,-0.12,-5.4465,-17.72275,1.857,-1.5675,-3.359,-0.649,-0.473,53.8255,96.59475,388.0335,389.0765,0.525,-41.034,28.904,13.69125,2.79975,1.98325,176.84,252.089,1.25425,26.973
2,17.75,0.26925,-13.362,2.47675,0.12125,0.06425,-0.06325,-13.691,-24.46675,0.52825,-2.23125,-3.5045,-0.6585,-0.47925,55.451,96.60475,388.0365,388.8395,0.49,-76.622,1.99125,0,0.1665,0,172.64975,248.879,1.246,2.15175
2,18.25,0.1875,-13.71275,2.5755,0.127,0.04,-0.07475,-15.903,-22.72375,0.0285,-2.288,-3.572,-0.663,-0.483,57.86975,96.61075,388.0805,389.064,0.4625,-83.43475,0,0,0,0,169.45625,245.7045,1.247,0
2,18.75,0.1655,-14.33575,2.73525,0.085,0.034,-0.09475,-15.923,-19.598,0.0175,-2.064,-3.69125,-0.66225,-0.482,58.748,96.61525,388.1745,388.692,0.42,-81.1025,0,0,0,0,168.97025,243.26775,1.22775,0
2,19.25,0.15125,-14.4795,2.7715,0.1,0.0265,-0.07025,-19.641,-17.3775,-0.075,-2.20175,-3.74225,-0.6635,-0.4815,60.231,96.63125,388.2955,388.946,0.4,-79.4305,0,0,0,0,170.6025,241.58575,1.223,0
2,19.75,0.151,-14.7945,2.73675,0.127,0.033,-0.06,-18.651,-16.49525,-0.048,-2.0715,-3.7805,-0.67025,-0.4925,61.64175,96.635,388.33,389.28,0.38,-78.16575,0,0,0,0,171.25325,240.339,1.223,0
2,20.25,0.14825,-15.12875,2.6565,0.1425,0.041,-0.11875,-19.032,-15.66675,-0.064,-2.084,-3.812,-0.676,-0.49625,62.86825,96.65125,388.355,389.338,0.36,-76.55325,0,0,0,0,167.33975,238.902,1.22525,0
2,20.75,0.138,-15.47475,2.652,0.1065,0.037,-0.107,-17.3435,-14.697,-0.093,-2.019,-3.807,-0.68275,-0.5,63.79275,96.655,388.329,389.25925,0.3475,-75.68775,0,0,0,0,166.93475,238.106,1.21625,0
2,21.25,0.144,-15.88425,2.6415,0.107,0.0525,-0.12475,-19.804,-14.622,-0.1565,-2.0515,-3.75625,-0.68475,-0.50025,65.17125,96.65525,388.37,389.44125,0.32,-74.98525,0,0,0,0,168.4895,237.47425,1.2135,0
2,21.75,0.15825,-16.21575,2.68475,0.0855,0.0295,-0.131,-21.14,-14.3105,-0.2325,-1.961,-3.7,-0.692,-0.503,66.4575,96.66075,388.446,389.277,0.3125,-73.2715,0,0,0,0,165.85125,235.985,1.2135,0
2,22.25,0.15025,-16.23375,2.7035,0.0825,0.0415,-0.12675,-20.269,-14.60725,-0.13275,-1.98725,-3.6645,-0.696,-0.511,67.5665,96.6445,388.534,389.35,0.31,-72.51075,0,0,0,0,167.507,234.616,1.204,0
2,22.75,0.14875,-16.52975,2.59725,0.086,0.05075,-0.1555,-20.813,-13.797,-0.22675,-2.04675,-3.641,-0.70025,-0.514,68.804,96.6365,388.576,389.508,0.3025,-70.86525,0,0,0,0,166.99175,233.34275,1.179,0
2,23.25,0.1365,-16.89125,2.5345,0.0935,0.0465,-0.12675,-20.40625,-12.78775,-0.241,-2.00375,-3.6165,-0.701,-0.513,68.976,96.642,388.823,389.346,0.3,-69.179,0,0,0,0,166.87975,231.99025,1.1645,0
2,23.75,0.11725,-17.09075,2.59425,0.0405,0.03225,-0.134,-19.0115,-13.00375,-0.16,-1.7585,-3.578,-0.7085,-0.51675,70.19825,96.638,388.779,389.504,0.3,-67.50325,0,0,0,0,166.3055,231.012,1.135,0
3,0.25,0.14025,-11.62325,2.8525,0.219,0.066,-0.14875,-20.34425,-15.24025,-0.15225,-2.2915,-2.938,-0.471,-0.376,54.48125,97.02325,389.07475,389.45725,0.49,-79.418,0,0,0,0,178.087,251.81,1.61525,0
