DOY2,HR2,TA,RH,WS,PA,PPFD_IN,PPFD_OUT,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,VPD,T_CANOPY,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,TS_7,G,TAU,H,SH,LE,SLE,FC,SC,H2O,CO2,CO2_SIGMA,U_SIGMA,H2O_SIGMA,V_SIGMA,W_SIGMA,USTAR,T_SONIC,T_SONIC_SIGMA
1,0.25,-1.4035,53.5375,2.27,97.07275,0,0,-85.45175,-2.24625,0.33575,230.90787874498,303.24534026093,0.891565906215644,-1.97985406342017,2.6325,4.0975,5.415,5.3925,6.5,8.2725,11.18,-29,-0.1682,-15,-7.53152835549329,0,-2.29702666428195,-0.0883872249176305,-0.381401628780196,3.80982855631013,352.364,0.341836474376678,0.380980964183339,0.0144873943886728,0.337099934745326,0.178502659031236,0.104749227459972,-1.46099999999998,0.0703496686069575
1,0.75,-1.56375,53.1075,2.12,97.0585,0,0,-84.915,-2.2275,0.335,231.089374098404,301.947500796441,0.927146416076072,-2.04699159655391,2.595,4,5.4,5.395,6.495,8.28,11.1725,-29,-0.176978,-15.8208,-7.45040031611214,0,-3.19730212122486,-0.16204103081756,-0.475276430305088,3.83219584316199,352.912908668181,0.349421377790557,0.397200975291851,0.0144160461362132,0.330029183044497,0.166063778016039,0.11173835965836,-1.62874999999998,0.0702665080432839
1,1.25,-1.578,54.02,2.08,97.046,0,0,-84.011,-2.23425,0.328,227.792817876019,300.782404177824,0.916231310605633,-2.25748995420015,2.5125,3.995,5.3925,5.38,6.48,8.28,11.17,-30,-0.16391825,-15,-8.33640126913389,0,-2.95101279970777,-0.0908904996705219,-0.449968,3.81487418007482,352.637090906852,0.342776040866058,0.372015324294584,0.0141025971134353,0.318786219993686,0.161807908460329,0.104877374047329,-1.75075,0.0676592881858755
1,1.75,-1.58925,54.4375,2.08,97.0435,0,0,-84.28325,-2.17325,0.32675,229.21156633465,300.24261673997,0.898215324313457,-2.47089980252709,2.4725,3.9875,5.38,5.37,6.475,8.2725,11.17,-30,-0.1628,-14.308225,-6.85574877855414,0,-2.42386768412918,-0.0509036249176305,-0.384408,3.85749753456242,352.63625,0.348073246857291,0.352210164532485,0.0151781908463042,0.342926980730195,0.158247880797954,0.0982400955317113,-1.7645,0.0663377720457961
1,2.25,-1.64,54.875,2,97.04335,0,0,-83.20275,-2.225,0.325,229.208063107977,299.554460462741,0.900354761694994,-2.49403112831348,2.515,3.95,5.3525,5.34,6.48,8.2725,11.17,-30,-0.16021,-15,-7.82252,0,-2.48542977904684,-0.0855639,-0.335006475243862,3.92242087352154,352.585778932975,0.342950036590164,0.323264597504892,0.0160148871299502,0.309145177573334,0.142755568474998,0.0996740739404988,-1.889,0.0670223843204642
1,2.75,-1.842,56.2825,2,97.04875,0,0,-83.00825,-2.21275,0.32075,229.741934197813,299.618060022667,0.849832408305171,-2.67092137852774,2.485,3.8975,5.33,5.325,6.48,8.27,11.17,-30,-0.164466,-15.66665,-7.46839346910738,0,-2.64378323495437,-0.137392562129337,-0.32155275,3.830484343247,352.273995668446,0.385638056943062,0.365361096872326,0.0157860545808487,0.316934061680687,0.15518150939945,0.1028875,-2.01899999999998,0.0641092816992984
1,3.25,-1.9245,56.8475,2.11,97.0415,0,0,-81.383,-2.1295,0.333,230.439080727981,300.004614179816,0.78617526542981,-2.64887627439556,2.43,3.8375,5.33,5.285,6.4725,8.2725,11.17,-30,-0.1532695,-15,-7.94896231146588,0,-2.25393620354446,-0.181780999341044,-0.349780414438938,3.85654185258316,353.246581439856,0.508849454077845,0.34875828497042,0.0161058556764817,0.295929876019286,0.152310372048596,0.0928507815108092,-2.0765,0.0639398154517199
1,3.75,-1.9195,57.8125,2.03,97.03675,0,0,-83.75225,-2.17425,0.335,226.331126336321,298.724622013538,0.808614856074662,-2.95056308792512,2.375,3.7875,5.2675,5.2575,6.48,8.27,11.17,-30,-0.15955,-14,-7.53858476916918,0,-3.94418300657893,-0.0610786,-0.787200684329227,3.81628037072782,352.515,0.471965554853319,0.331409856204437,0.0152531963863316,0.306370685179352,0.139284207679691,0.0849795712441947,-2.275,0.0643372450304402
1,4.25,-2.0375,58.8125,1.975,97.006,0,0,-83.283,-2.17,0.332,224.206646246304,298.439804889736,0.746736347906817,-2.81551770780968,2.31,3.8275,5.25,5.24,6.4825,8.27,11.16,-31,-0.143825,-14.2952,-7.76905563379048,0,-3.39629334880166,-0.159058374423413,-0.472273674835138,3.84161362870789,352.793134280109,0.436559171243043,0.339142117117736,0.0135339044190452,0.304183635959598,0.142364010132748,0.0949126901351805,-2.5005,0.0679466673751297
1,4.75,-2.255,60.47,1.96,97.00775,0,0,-82.8535,-2.158,0.33375,225.359840503322,297.584260071364,0.664696864345754,-3.09401321322324,2.295,3.76,5.245,5.245,6.48,8.27,11.1625,-31,-0.148792,-14,-7.79613900072333,0,-2.66781396442951,-0.158806843605853,-0.340953341055136,3.80282927428145,352.744954840018,0.415245704411033,0.336014086106841,0.0142716426343875,0.30832711695463,0.142202313863976,0.0926402238391745,-2.53174999999999,0.0731839250793696
