DOY2,HR2,LE,H,CH4,FCH4,CO2,FC,WS,USTAR,PA,RH,TA,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,T_SONIC,TS_1_1_1,TS_1_2_1
1,0.25,-41.105,-36.22025,1928.816,-64.17,354.211,-7.5815,0.20575,0.03,99.31,91.98675,21.1925,-43.9765,-1.78365775,0.38680275,405.08236,430.0600875,25.29191875,25.3349905,25.7
1,0.75,-18.31225,-39.21225,1909.06,-49.253,356.2715,-2.1025,0.46,0.01575,99.28975,91.1755,20.9975,-41.7665,-1.98419675,0.462149,404.8815125,429.80502,25.24415075,25.29,25.7
1,1.25,-53.465,-30.32125,1943.9775,-26.5005,367.0225,-6.82125,0.37575,0.03575,99.26975,92.27975,20.895,-41.2165,-1.763444,0.40683425,402.2638525,430.0352825,25.17768775,25.1925,25.7
1,1.75,-67.445,-28.97475,1930.551,-23.05,363.864,-5.16,0.38575,0.03,99.25925,93.735,20.695,-41.78875,-1.73632575,0.40070625,402.1683725,430.791135,25.230663,25.1925,25.7
1,2.25,-11.7715,-28.17975,1953.459,-33.615,358.9745,-17.9805,0.453,0.03,99.249,93.49,20.5925,-41.3625,-1.6938475,0.40304075,400.8537475,430.697835,25.20785075,25.0925,25.7
1,2.75,-25.845,-24.9035,1937.6225,-25.647,377.0265,-6.1505,0.2345,0.03,99.21975,93.7925,20.49,-40.6445,-1.5264135,0.38083675,400.52147,429.7880475,25.238984,24.995,25.7
1,3.25,-16.03025,-27.86,1942.3735,-33.084,385.5625,-4.33025,0.28575,0.03,99.19975,92.017,20.256,-41,-1.58887975,0.40157925,398.591995,428.7046025,25.178083,24.995,25.7
1,3.75,-27.58175,-20.26325,1973.4725,-75.948,391.31,-10.85725,0.1945,0.03,99.1995,92.68775,19.998,-42.26275,-1.52400475,0.3391915,393.967075,428.68992,25.15510425,24.8975,25.7
1,4.25,-23.4945,-19.85175,1950.16,-19.7365,371.07625,-10.356,0.16175,0.03,99.19975,93.5945,19.99575,-42.3485,-1.5002,0.283076,400.4398,428.97112,25.1680805,24.8,25.7
1,4.75,-25.8485,-28.70925,1924.785,-117.23,387.92725,-14.85325,0.23,0.0305,99.20925,94.19925,20.0195,-42.2,-1.440868,0.231374,399.57138,428.84376,25.213285,24.7975,25.7
1,5.25,-21.00625,-26.98175,1964.31325,-27.0725,396.5795,-4.9035,0.25575,0.03,99.21975,94.34575,20.1975,-44.022,-1.477626,0.262448,397.10158,429.18746,24.80513475,24.7975,25.7
1,5.75,-15.36975,-24.0485,1976.788,-17.065,395.39125,-15.12,0.14525,0.03,99.25,93.6825,20.098,-41.1125,-0.8717835,0.32663875,395.7006625,430.2620425,24.47663225,24.7,25.7
1,6.25,-19.148,-27.533,1953.673,-36.05,388.238,-18.6065,0.19675,0.04,99.28,94.0585,20.1905,-23.12975,3.571397,1.2435025,394.6333725,429.6478375,24.53772125,24.7,25.7
1,6.75,-31.016,-22.36825,1968.9125,-37.27875,388.43,-7.255,0.1805,0.03525,99.31975,93.3975,20.995,-6.3655,14.94625,3.53305,396.0127,431.63936,24.61655425,24.7,25.7
1,7.25,-83.8135,-28.0115,1932.62875,-103.04175,386.118,-15.3685,0.25675,0.0605,99.33,90.28825,21.795,-4.57,22.63460925,4.3870215,397.51742,434.87365,24.82858025,24.7,25.7
1,7.75,18.90675,-12.12125,1899.50125,-77.36625,358.61125,-18.57575,0.3305,0.07,99.35,82.6695,22.195,11.206,41.409439,7.4024175,405.8255275,439.37451,24.80183875,24.8,25.7
1,8.25,0.314750000000001,-32.3335,1873.973,-72.78375,366.72125,-37.54,0.3275,0.09575,99.37,74.595,22.8875,24.488,46.58059225,6.185,409.440975,438.255645,25.2809015,24.8,25.7
1,8.75,25.17,-19.843,1855.8795,-102.233,365.36,-40.914,0.26575,0.0915,99.40975,69.395,22.5925,37.201,58.0491005,7.7228935,410.840855,437.876005,25.1165525,24.8975,25.7
1,9.25,-1.66224999999999,-21.21225,1840.41,-83.008,356.37125,-40.44275,0.2515,0.113,99.4395,65.4875,22.79075,42.33625,53.00935675,7.21425,414.2433325,437.248345,25.196305,24.9975,25.7
1,9.75,70.536,-11.988,1837.362,-56.46125,350.90125,-41.57225,0.366,0.09725,99.44,61.29,23.29575,40.4125,30.1818775,4.7983905,418.6331475,436.518485,25.5376975,25,25.697819
1,10.25,56.606,-6.8895,1826.4,-131.766,359.42,-44.17525,0.403,0.15,99.44975,57.5975,23.539,47.82875,45.75590225,6.2364395,421.96118,436.89277,25.8268905,25,25.697788
1,10.75,-154.73,-2.582,1831.604,-82.6635,347.9675,-43.6495,0.613,0.1755,99.43,55.485,23.87525,66.83,43.11651025,5.30205475,421.367215,436.5428025,25.832671,25,25.69776125
1,11.25,40.14,-27.6225,1831.489,-118.33375,357.0575,-30.2,0.44625,0.151,99.41975,55.6185,24.31925,81.548,53.4656115,7.71175425,424.907835,439.0478875,26.3685135,25.07221825,25.69795325
1,11.75,83.47325,-20.43675,1835.9535,-141.1315,357.04625,-39.842,0.4515,0.15,99.39,53.38,23.94925,111.158,105.58319,16.0834615,427.28083,439.5467725,26.1350635,25.1,25.61369875
1,12.25,-62.58575,-14.7915,1829.915,-82.43425,353.50125,-31.67,0.311,0.181,99.37,52.775,23.856,66.6975,69.32531025,8.34189925,427.2561375,440.824165,26.234226,25.1,25.6
1,12.75,-123.276,-17.07,1829.51,-52.32,335.573,-41.755,0.3785,0.1355,99.32975,52.1,23.5975,37.608,70.0151285,8.6469715,428.20051,440.3680925,26.1304035,25.1975,25.59909875
1,13.25,-39.89675,-44.84775,1814.491,-131.185,355.92125,-37.0605,0.465,0.1055,99.2995,52.039,23.5995,19.0325,36.01909825,6.832629,427.4340475,440.230325,26.1010225,25.23520725,25.5990465
1,13.75,-64.22625,-32.263,1807.7225,-119.72475,341.8525,-43.455,0.3985,0.1165,99.24975,50.5875,23.6195,11.059,33.34106625,5.182564,431.2274325,440.6548,26.139302,25.2532935,25.59893225
1,14.25,-72.315,-73.12525,1829.05075,-73.09625,334.782,-29.13,0.452,0.17575,99.21975,47.58025,23.5755,0.380000000000001,56.62800625,8.05262325,427.85651,441.8241275,26.36460225,25.29971875,25.59875775
1,14.75,18.78875,-62.40575,1820.118,-78.952,340.2055,-27.6075,0.59725,0.1415,99.17975,47.865,23.69325,3.436,47.3994775,5.88832225,423.1072025,443.74942,26.60871875,25.39778925,25.6
1,15.25,-21.162,-29.95,1814.82575,-65.22875,331.812,-24.611,0.35025,0.14,99.12975,43.57725,23.2,10.585,35.5732635,4.25563925,424.25579,444.8822575,26.744248,25.39858175,25.6
1,15.75,-33.357,-37.18675,1830.90175,-120.08925,351.9235,-36.0915,0.509,0.10575,99.07975,43.5725,22.595,-2.36775,11.110562,2.428407,421.6310075,442.2747125,26.74912475,25.43814475,25.6
