DOY2,HR2,NEE,FC,SC,LE,SLE,H,SH,CO2,H2O,USTAR,WS,T_SONIC,TA,RH,PA,TS_1_1_1,PPFD_IN,SW_IN,NETRAD,FCH4,SCH4,CH4,TA_1_1_2
1,0.25,1.504273,-0.300781,-1.064268,-0.991673,-6.263587,-3.42372,-4.36594125,424.2492689662,37.27727925,0.069241,0.9383735,25.6720415,23.529,98.62,98.799415,24.3379817258464,0.014,0.045,-28.542,24.83875,-164.7135,2141.82825,25.89628225
1,0.75,-1.7583925,-0.424981250000001,-1.6445675,-0.137947,-6.14356425,-5.503888,-6.14179,424.6593886024,37.242962,0.0858325,0.610953,25.54916225,23.292,98.763,98.758449,24.3213875404366,0.014,0.047,-26.525,-43.34,-44.989,2178.02,25.8500605
1,1.25,1.195724,0.810348,-2.1457455,-0.36785125,-8.39754675,-3.916695,-3.760371,423.8720109976,37.382509,0.0650895,0.5983935,25.3033355,23.134,99.69475,98.721579,24.3130295605051,0.014,0.048,-23.93975,2.79,-43.1025,2228.55825,25.409936
1,1.75,3.646472,3.2127015,-3.015226,0.409495,-7.11047025,-4.090066,-7.119991,429.1434704914,36.972685,0.05939775,0.70237,25.22701475,22.9755,100,98.69711425,24.2699330016354,0.01425,0.052,-23.85925,-3.409,-97.31725,2225.92475,25.32641
1,2.25,-0.88301375,-0.61029525,-3.832441,0.1578095,-9.28006875,-3.645558,-4.421579,426.516831985,37.214753,0.06532975,0.62309475,25.2472525,22.97,99.99325,98.68241175,24.2223907087595,0.015,0.054,-27.32625,-9.608,-21.77,2204.65525,25.266885
1,2.75,2.953012,2.947586,-2.40054625,-0.911373,-5.204986,-2.29892,-4.0030425,428.461552147,36.957849,0.06542725,0.63845825,25.21249975,22.82175,100,98.66314925,24.1627908120879,0.01425,0.051,-25.57075,-20.111,-88.8895,2154.424,25.178926
1,3.25,-0.7950105,2.708723,-7.691579,-1.981035,-9.82154375,-2.510663,-5.773111,427.7916446002,36.930041,0.060103,0.699323,25.119367,22.844,100,98.65969675,24.1668866861571,0.014,0.0605,-25.08425,23.047,-107.3445,2180.3195,25.025652
1,3.75,-1.4952225,0.68064625,-3.189642,-0.31006525,-8.329602,-2.871383,-7.466517,428.5942646698,36.819223,0.0617685,0.693032,25.009401,22.8965,100,98.676564,24.1757684895302,0.015,0.062,-25.8665,-31.2175,-129.1015,2198.3035,25.064439
1,4.25,1.0902255,0.74958525,-3.4041205,-2.37453475,-6.76854,-3.66380575,-3.6896845,422.4399358102,36.790578,0.0766055,0.7429455,24.9000075,22.759,100,98.68523075,24.2852340583277,0.016,0.06075,-22.69875,0.830999999999998,-70.8375,2204.579,24.963949
1,4.75,1.83437475,-2.395305,-4.8683155,-1.8030485,-5.39321125,-4.536057,-1.2991845,429.1297063054,36.61936375,0.07410925,0.63777975,24.8904565,22.84925,100,98.6812295,24.3869640499546,0.015,0.059,-24.68975,-0.580000000000001,-124.1145,2237.65,24.74401875
1,5.25,-1.37762625,3.92304775,-1.74074825,0.78116975,-9.330333,-4.705752,-1.524854,428.8234753672,36.805398,0.065382,0.72056575,24.93027575,22.8035,100,98.72789575,24.3943381696213,0.014,0.05975,-23.51225,10.98,-44.1525,2223.9395,24.73362875
1,5.75,1.8861805,0.5776685,-1.783568,-2.111749,-9.33519975,-4.4207595,-4.202878,432.42090752755,36.69502875,0.0704315,0.661972,24.9375945,22.7635,100,98.759601,24.3871380134592,0.485,0.35425,-23.1005,2.311,-114.636,2213.144,24.85101925
1,6.25,2.99214,1.3473125,-4.059476,-0.40075425,-7.6085455,-3.763779,-3.47478,436.7262706897,36.67046725,0.064282,0.728052,24.930675,22.64175,100,98.797628,24.4036935403125,13.865,6.61225,-10.03155,41.70125,-183.536,2196.476,24.7650585
1,6.75,2.0481695,3.626908,-3.07271025,5.355732,-1.5606575,-3.860595,-0.147998,432.67184578915,36.677521,0.090213,0.74552075,25.009838,22.88575,100,98.837583,24.3784591675081,54.545,25.875,8.488575,13.1475,-43.2705,2188.68625,24.68521575
1,7.25,-4.78676975,2.72841525,-14.140801,25.263343,0.713102,-2.9882835,3.600603,435.4313380732,36.596809,0.100873,0.690959,25.3274005,23.036,97.6355,98.88809675,24.3617354759338,111.425,53.3575,24.7575,47.309,-84.5015,2176.25325,24.9848005
1,7.75,-11.75906,-2.719405,-14.138888,39.747809,-14.305797,2.9968615,5.88489225,431.1443608948,36.9640125,0.1367405,0.6573245,25.67964675,23.32525,94.512,98.92060975,24.3818572546311,188.725,88.25,48.20975,50.6825,-193.73825,2114.365,25.49706575
1,8.25,-17.99864425,-10.270934,-10.932773,61.1051725,-10.852374,9.713031,8.19928475,424.03192955275,36.95309975,0.13102,0.7144165,25.942588,23.91525,91.251,98.943404,24.5507158968225,305.225,124.525,68.53375,20.888,-187.52625,2117.92625,26.2388795
1,8.75,-22.4695715,-17.5497875,-11.1276855,64.2779005,-4.53283125,16.11689275,3.8403655,417.2615334445,36.63851575,0.15363175,0.72837875,26.34277825,24.10875,87.19725,98.97515,24.7091289970275,359.75,171.675,96.105,24.722,-78.183,2017.04625,26.73201025
1,9.25,-24.8899145,-20.232123,-6.62471025,122.814349,-14.6763585,30.931689,6.73047125,412.3411185886,36.9609125,0.16833175,0.74926475,26.8074455,24.59175,84.9075,99.0033155,24.9687270032116,473.7,217.275,156.2925,28.556,-45.2005,2023.2715,27.2193475
1,9.75,-22.7904035,-21.904015,-5.1373615,125.1894515,-13.213764,22.72545175,5.399245,407.7091857487,36.551642,0.1803205,0.8491445,27.029117,25.2015,82.30475,99.004044,25.1210900393126,546.425,262.225,193.4125,48.107,-53.413,1991.369,27.87489475
1,10.25,-29.8206975,-26.00629275,-3.874488,139.592986,-19.7878015,20.619331,6.1699835,405.8262520687,36.680485,0.188813,0.741898,27.411196,25.6395,80.53875,99.00139,25.2783491816037,637.675,306.75,268.18,20.8545,-23.28025,1998.9935,28.0456745
