DOY2,HR2,CO2,FC,H2O,SC,G,H,LE,SH,SLE,PA,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT,TS_1_1_1,TS_1_2_1,TS_2_1_1,TS_2_2_1,TAU,USTAR,WS
1,0.25,383.8492849,6.62446368,32.3969957925,0.12106935725,-7.77479838775,-26.67214594,25.68141794,0.362709344,0.323119207,101.06695,27.89245,25.738562,12.26063162,411.2127,450.8398,-39.12,-9.721999,-4.030167,26.805,29.88375,26.0175,29.58,-0.039939625,0.444381714,4.3851322845
1,0.75,384.1251639,5.85806183075,32.364731375,0.21465990225,-7.700899677,-21.65687149,28.88137366,0.1662752855,0.0731553635,101.0425,27.695558925,25.620502,12.1887985025,406.9151,449.2715,-38.653362,-10.49233,-3.9345,26.57,29.69625,25.84375,29.3925,-0.036227771,0.446766872,4.3446492285
1,1.25,385.80619175,6.3787343665,32.25230804,0.233175545,-7.695898005,-17.87163199,30.039388495,-0.1642685955,0.385832725,101.010825,27.5152522,25.4669144325,12.017825,399.4605,448.454,-37.64,-10.34717,-4.051667,26.38875,29.56,25.6875,29.215,-0.02375417,0.4842505235,4.2957156405
1,1.75,387.73598005,5.418304037,31.976916335,0.2433788355,-8.576954296,-19.79731068,27.64334,0.16205396475,0.33305608225,100.98165,27.33511195,25.35075,11.791685435,397.0153,447.6852,-37.73,-10.22833,-3.958667,26.24625,29.43375,25.555,29.040625,-0.0214235655,0.422685461,3.9568375
1,2.25,388.9579819,6.38274431775,32.0311787675,0.2388807515,-7.78352741875,-21.75011755,25.3639398075,0.76486114825,0.407124721,100.9664,27.24892795,25.3149165025,11.6549189275,398.5406,447.762,-37.862633,-10.36333,-3.924833,26.14625,29.3,25.46375,28.928125,-0.027875,0.421257176,3.9748726565
1,2.75,389.3913662,6.2195969195,32.0155671225,0.1815595,-8.033124417,-17.964239105,29.2173578975,0.617634209,0.466681118,100.949025,27.21451575,25.28175,11.7333351225,397.5977,446.9053,-36.854862,-10.39217,-3.845666,26.01,29.17125,25.34,28.8,-0.02234000525,0.43342718825,4.06214344875
1,3.25,390.676964575,5.81759692775,31.8926577625,0.2557308075,-8.6017020335,-14.616570005,29.59594862,0.330156309,0.4404004165,100.94615,27.14887575,25.236437375,11.518528395,396.3956,447.1612,-37.73253,-10.318,-3.945167,25.84875,29.055,25.1925,28.661875,-0.02009295,0.443578168,4.112825579
1,3.75,391.041576075,5.839757264,31.7229493325,0.21728690325,-8.104036906,-14.625752365,29.6202414125,0.360794949,0.39264975725,100.960825,27.04734595,25.188645625,11.42530495,401.8911,446.3938,-36.768534,-10.13217,-3.959833,25.7325,28.923125,25.135,28.52375,-0.0155303145,0.442365442,3.9147127635
1,4.25,390.8363504,6.0617652175,31.73695394,0.2595097915,-8.1740675625,-15.88002818,27.50677069,0.373553049,0.22507913275,100.976325,27.0776231,25.0834985,11.370660145,401.4621,446.7466,-35.79734,-10.01,-3.906667,25.63125,28.77875,24.975,28.37625,-0.0221753725,0.4237154995,3.8391087065
1,4.75,390.825353625,6.20215114025,31.50498721,0.36704264,-7.8915498045,-16.003403545,28.051195015,0.23279491575,0.717064986,100.99165,27.045688175,25.0365,11.3987577175,396.1823,445.827,-36.279342,-10.03433,-3.85,25.5325,28.65375,24.80625,28.2625,-0.02305304275,0.4482510115,3.99788026775
