DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.307699556333077,-0.125844403365949,0.248161347707636,1.05854241087758,-1.42113143119794,0.250080380271977,-93.9014842001544,-3.32621743838925,0.991111488670138,406.735893592513,1.71364377521697,404.544847180802,1.88774343196172,413.247427311906,404.756321142716,1.91030023152661,412.905757640435,405.167714685433,1.89203043034855,413.091951162881,405.020331536678,1.93947672593183,414.071958343104,406.117998267111,2.03914571567821,414.040434423913,2.49638445222422,-7.66713168002971,0.231243935707838,1.875,0.9875,0.5075,0.83,-7.4459,-7.826,-7.8489,-7.9889,-9.0878,-9.489175,72.2942625,34.4575,1.5745,-8.64,-9,-8.5775,-7.2375,0.6,-3.74,1.925,0.345,188.375,276.575,254.55,273.5,0.2,0.09,0.0475,0.14,-0.0025,0.17,-0.05,-0.165,0.0375,-2.89625,-2.6145,-1.5525,-1.349,-0.75425,-0.3385,0.033,-1.304,-1.10225,-0.66775,-0.36125,0.05175,0.7815,1.114,2.025,2.50175,-2.22,-2.038,-1.39575,-0.97825,-0.72775,-0.32375,0.10975,0.2885,1.021,-2.2255,-1.94725,-1.1915,-1.284,-0.1455,-0.0395,0.3775,0.80825,-2.99175,-2.68325,-2.01925,-1.154,-0.6905,-0.37875,0.174,0.3335,-1.218,-4.24,-2.326,-95.87
1,0.75,0.331301407782482,-0.173870086452035,0.352257626746445,5.11242443129879,-1.5127635365367,0.254950684132764,-82.3588678946643,-4.98287816829703,0.908015996177502,406.735496936731,1.65761165197004,404.884338839623,1.81807785524059,412.418737139451,404.609577592082,1.83802119349303,412.639592819661,404.487591110635,1.84099995529291,412.752094218254,404.920499666914,1.91493061597843,413.766361961702,405.875494861657,1.93273856484112,413.646380494355,2.39813529826708,-7.77760819744634,0.229706311813055,1.92,0.9775,0.5375,0.84,-7.582575,-7.948,-7.7569,-7.85415,-8.685,-9.12425,72.3018575,33.07,1.6965,-8.5525,-8.995,-8.72,-7.38,0.675,-3.79,1.95,0.3475,188.1,276.2,255.175,272.575,0.2,0.0925,0.0525,0.13,0.0275,0.17,-0.0525,-0.1625,0.04,-2.94625,-2.67375,-1.55375,-1.35225,-0.75375,-0.33675,0.034,-1.31375,-1.099,-0.668,-0.361,0.0525,0.7805,1.113,2.02425,2.50075,-2.28725,-2.0445,-1.40175,-0.9545,-0.731,-0.32425,0.11025,0.2885,1.02025,-2.242,-1.961,-1.1985,-1.28525,-0.14425,-0.042,0.377,0.80775,-3.0625,-2.702,-2.025,-1.1595,-0.6935,-0.37725,0.17325,0.3335,-1.146,-4.336,-2.34,-93.78
1,1.25,0.346844819864106,-0.114770181516637,0.409409787156661,4.93993551194614,-1.71785786826436,0.289615825180963,-87.6241010237407,-7.91350717962131,0.922187469875541,406.595421674416,1.61134025036994,404.857429455839,1.80840298615879,413.137488592476,404.795698430774,1.82922132876382,413.330525188679,404.660589462938,1.82289314304254,412.738401593886,405.064145319964,1.83132752100043,413.512389669192,405.823362004853,1.9588790215911,414.46002200625,2.27776062673056,-7.65513624932456,0.210678856024796,1.64,0.93,0.525,0.83,-7.5212,-7.5205,-7.8016,-7.6064,-8.74015,-9.184075,72.2899675,31.9875,1.4917,-8.6175,-9.3525,-8.8925,-7.5925,0.7,-3.55,1.8,0.335,187.775,276.325,253.275,273.05,0.19,0.09,0.0475,0.13,0.035,0.18,-0.045,-0.1575,0.03,-2.96225,-2.66825,-1.55175,-1.35425,-0.75375,-0.3375,0.03875,-1.30425,-1.0875,-0.66625,-0.362,0.05225,0.781,1.1155,2.02325,2.5,-2.33825,-2.06425,-1.406,-0.95175,-0.73475,-0.3135,0.1105,0.28825,0.9965,-2.28675,-2.00025,-1.195,-1.2845,-0.14325,-0.041,0.377,0.8055,-3.07875,-2.7585,-2.02675,-1.16425,-0.69275,-0.37575,0.17325,0.334,-1.143,-4.69825,-2.64,-91.395
1,1.75,0.322372565401868,-0.131888477710681,0.324283813077672,3.13235841661704,-1.97909794973572,0.296811327662863,-83.142890293508,-6.85044001720041,1.09844167436325,406.615360320883,1.55465387943956,404.402084334672,1.70759884464277,412.68719916695,404.564886092916,1.71517071203124,412.367842684539,404.899901603586,1.78913418394567,412.782904724897,404.94965327689,1.74787538979307,413.234000789208,405.976068144085,1.85928886180611,414.18914210625,2.66247791207877,-7.68211972517608,0.245106218166544,1.9,1.035,0.54,0.87,-7.5291,-7.593,-7.7344,-8.1719,-8.9124,-9.55525,72.29387,32.555,1.582125,-8.9325,-9.405,-9.0075,-7.5725,0.7,-3.79,2.15,0.33,187.65,275.575,254.4,273,0.195,0.115,0.025,0.13,0.02,0.1725,-0.0425,-0.155,0.04,-2.9465,-2.681,-1.55425,-1.35525,-0.757,-0.338,0.0435,-1.3145,-1.09475,-0.66425,-0.3635,0.0515,0.7815,1.11325,2.02225,2.49975,-2.35925,-2.0895,-1.41,-0.95075,-0.7375,-0.323,0.111,0.283,0.9955,-2.30425,-2.01675,-1.19875,-1.287,-0.1435,-0.0395,0.378,0.80475,-3.1275,-2.77525,-2.0295,-1.169,-0.69025,-0.374,0.17325,0.334,-1.276,-4.57,-2.7465,-92.93
1,2.25,0.310151413605811,-0.117227442062851,0.605822135059831,2.88813422044824,-1.21439713777534,0.312647592375037,-90.5476740587571,-4.36408105832241,1.0154374562431,406.628108166578,1.52657324104431,404.508172298386,1.71831177091093,412.894995075221,404.712268200531,1.69187746603439,413.108094916453,404.889795663602,1.76975551554452,413.322082971506,405.184267254165,1.79132458998055,413.280070133786,405.738320296945,1.85813797355206,414.639445355538,2.56564248784014,-7.48572256641777,0.246031922148078,1.995,1.09,0.56,0.8675,-7.639575,-7.7585,-7.9451,-8.389,-8.7815,-9.5291,72.2825625,31.6375,1.537625,-8.6875,-9.21,-8.6225,-7.5725,0.7,-3.725,1.8,0.38,187.625,274.925,256.025,273.625,0.19,0.0775,-0.03,0.14,-0.02,0.17,-0.05,-0.1625,0.03,-2.92975,-2.687,-1.568,-1.3605,-0.7575,-0.3395,0.039,-1.31525,-1.10225,-0.66175,-0.36325,0.05,0.7815,1.11325,2.0215,2.49975,-2.3545,-2.104,-1.4135,-0.963,-0.73875,-0.323,0.1115,0.2835,1.0065,-2.3215,-2.0315,-1.21075,-1.2885,-0.14225,-0.04,0.3785,0.804,-3.16375,-2.78325,-2.0405,-1.1695,-0.692,-0.3715,0.17425,0.3345,-1.178,-4.551,-2.66725,-95.1125
1,2.75,0.338308904747431,-0.0893808825836664,0.329682395039469,4.66303236754553,-1.43166757101218,0.341524510722189,-91.1169605615366,-3.78014708387561,1.15981083878898,406.590893771487,1.4780440953434,404.744081601668,1.70806064597635,413.002649539799,405.069213889382,1.69710818777127,412.851340175824,404.913208427402,1.70732310584361,412.937933135552,405.473654288556,1.76117685343123,413.769236894061,406.154298479289,1.87921990396926,414.282280770107,2.51309731070754,-7.4683921267048,0.241177734480038,1.92,1.07,0.57,0.87,-7.5234,-7.8185,-7.9273,-8.3719,-8.6451,-9.222425,72.29793,33.81,1.65735,-8.79,-9.16,-8.535,-7.66,0.6,-3.91,1.9,0.3375,186.85,275.25,256.175,273.9,0.19,0.0825,0.045,0.13,0.02,0.17,-0.06,-0.1625,0.0375,-2.965,-2.697,-1.5765,-1.36075,-0.7565,-0.34025,0.0395,-1.31675,-1.10875,-0.6625,-0.36425,0.05,0.7815,1.1125,2.02075,2.49875,-2.3435,-2.123,-1.42575,-0.9725,-0.74075,-0.32475,0.11175,0.28625,1.01625,-2.32425,-2.04375,-1.21625,-1.2895,-0.13725,-0.0385,0.37825,0.804,-3.19875,-2.79425,-2.0625,-1.173,-0.689,-0.36925,0.17425,0.3355,-1.198,-4.63475,-2.81,-98.12
1,3.25,0.413585025421943,-0.0775932348518975,0.396257194519385,2.9910960315633,-1.65948047863932,0.281573556825565,-90.9199267724029,-4.69806493539022,1.04769244035543,406.776928567426,1.43387799303341,405.08840280713,1.67674771260851,412.399225845701,404.616526887353,1.69950678143922,412.88672767732,404.911029905674,1.62780690666266,412.288312298631,405.225958009536,1.69284328570822,413.130400905882,405.921040310348,1.90020996428393,414.067256327515,2.33163984292296,-7.28161384235693,0.254470116635119,1.845,1.0375,0.6075,0.89,-7.3776,-7.33475,-7.616,-7.6756,-8.4016,-9.037225,72.27976,33.965,1.748625,-8.75,-9.2075,-8.675,-7.5725,0.7,-3.885,2.025,0.3375,188.975,276,256.5,273.5,0.19,0.08,0.0025,0.13,-0.005,0.1725,-0.035,-0.165,0.04,-2.97475,-2.69925,-1.585,-1.35925,-0.75175,-0.33975,0.03925,-1.31775,-1.12125,-0.66325,-0.36875,0.05,0.7815,1.11225,2.01975,2.4985,-2.335,-2.11375,-1.43,-0.975,-0.742,-0.324,0.1125,0.28725,1.005,-2.3425,-2.0475,-1.22025,-1.2905,-0.13625,-0.0385,0.3805,0.80475,-3.21075,-2.858,-2.06825,-1.1785,-0.686,-0.36725,0.17425,0.33625,-1.277,-4.48825,-2.711,-93.51
1,3.75,0.305579660749852,-0.0935960804509901,0.440018041046093,2.71213588728032,-2.37393760654747,0.388839801416348,-102.123027278866,-4.4901889808028,1.11457736350448,406.905890627973,1.3529347405642,404.443570877439,1.62290772903154,412.741246097619,404.85151983021,1.63642171693369,412.783315828125,404.743169319359,1.60699009621056,412.613573845742,405.026019090436,1.66977808301535,413.279999867089,405.96554623407,1.89302670945628,414.391727052219,2.24408436513591,-7.01005119572232,0.253609553694346,1.9,0.9975,0.5975,0.91,-7.3245,-7.32025,-7.5758,-7.7117,-8.5445,-9.030425,72.24243,32.625,1.83265,-8.875,-9.28,-8.57,-7.9225,0.7,-3.7125,1.95,0.29,189.1,275.5,256.45,273.275,0.19,0.1075,0.035,0.13,0.0175,0.18,-0.045,-0.17,0.03,-2.9765,-2.6955,-1.586,-1.3625,-0.7495,-0.33925,0.03975,-1.3235,-1.1335,-0.66525,-0.36975,0.05,0.7815,1.1115,2.01875,2.49775,-2.316,-2.12225,-1.4295,-0.9775,-0.7435,-0.325,0.11375,0.28725,1.0045,-2.3655,-2.05825,-1.2295,-1.29175,-0.1355,-0.0365,0.384,0.8045,-3.31175,-2.894,-2.05925,-1.18375,-0.68475,-0.3655,0.17425,0.337,-1.242,-4.5795,-2.85625,-96.7375
1,4.25,0.350959479526646,-0.129018718067364,0.342130434566727,2.42119759845326,-0.855617920431159,0.325855955072624,-96.3975974007792,-5.36555518045888,1.11150323316758,406.743476039121,1.29742434466648,404.602556468359,1.62560311681205,412.609724668122,404.882635642404,1.64206545888548,412.366388916837,404.869835309177,1.69162768469336,412.643872137931,405.112423843592,1.72156366190114,413.008737940524,405.455511683913,1.84616782385923,413.882433424084,2.45426693373979,-7.01680621649356,0.265405888143959,2.05,1.075,0.5875,0.9175,-7.315475,-7.23425,-7.5512,-7.44205,-8.6593,-9.30625,72.2205025,32.2325,1.7976,-8.8025,-9.195,-8.605,-7.78,0.6,-3.7825,1.85,0.31,186.5,276.45,255.275,272.925,0.19,0.09,0.0475,0.13,0.02,0.18,-0.045,-0.1625,0.04,-2.987,-2.7055,-1.58825,-1.368,-0.749,-0.34,0.042,-1.351,-1.14025,-0.6675,-0.37175,0.049,0.7815,1.11125,2.018,2.4975,-2.30325,-2.1275,-1.4315,-0.98,-0.744,-0.325,0.1175,0.2815,1.02875,-2.416,-2.072,-1.239,-1.29525,-0.134,-0.0365,0.3835,0.80425,-3.33325,-2.91925,-2.0625,-1.187,-0.68425,-0.3635,0.1745,0.337,-1.213,-4.483,-2.775,-98.325
1,4.75,0.356084861865137,-0.0665938090272814,0.0944096286329385,3.98009023465275,-2.03780757142849,0.294480735190046,-88.2706063421957,-5.70649214268547,1.14165550209536,406.832516798479,1.37550490163775,404.562035270905,1.58766310270664,412.793478557018,404.753938359731,1.65301706767929,412.705736259276,405.108995615889,1.70033139902095,412.980795158528,404.908130154639,1.6781795206874,413.445571388889,405.586562525928,1.90801804819785,414.019824123504,2.20136093843244,-7.13690857752062,0.263622428869511,1.87,1.0025,0.5575,0.88,-7.351275,-7.29,-7.418,-7.7927,-8.5515,-9.4373,72.21906,31.5725,1.846275,-8.765,-9.34,-8.7625,-7.7825,0.675,-3.7125,1.85,0.2775,187.5,276.5,256.075,273.375,0.19,0.085,0.035,0.13,0.02,0.18,-0.05,-0.17,0.04,-3.004,-2.725,-1.589,-1.367,-0.746,-0.33975,0.0415,-1.374,-1.1425,-0.66925,-0.371,0.04825,0.7855,1.1105,2.017,2.49675,-2.2915,-2.12825,-1.44275,-0.982,-0.74325,-0.324,0.11275,0.2825,1.0275,-2.41525,-2.097,-1.249,-1.2985,-0.13275,-0.03775,0.381,0.8035,-3.304,-2.92175,-2.07125,-1.188,-0.685,-0.3625,0.174,0.34,-1.2465,-4.7085,-3.0745,-99.1025
