DOY2,HR2,USTAR,NEE,FC,SC,H,SH,LE,SLE,CO2,H2O,TA,RH,WS,SW_IN,LW_IN,PPFD_IN,PA,G,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,NETRAD,VPD,SW_OUT,LW_OUT,T_CANOPY
1,0.25,0.241123,0.1722275,0.174124,0.02394825,-1.0299845,0.1208505,3.75727225,0.07562,402.1799235,6.013072,-5.73450593675,91.926,4.0933125,0,275.2759,0.00856928675,99.0687,-3.5783590705,-0.23366755,-0.226997025,-0.160865775,-0.078492215,-4.6119585,0.7542821475,0.79326205,293.2788,-2.394301
1,0.75,0.239499,0.261062,0.27155175,0.0187805,-1.028042,0.2345535,4.1963675,0.08578375,401.79997,5.878591,-5.851,92.2655,4.104315419,0,272.81,0,99.070865,-4.16226840825,-0.209946775,-0.197201825,-0.1143009725,-0.0465941,-4.7692495,0.62502030575,0.96310545,293.33615,-2.2297845
1,1.25,0.2321345,0.20128,0.228017,0.0211275,-0.470399,0.106588,3.4767955,0.02880725,401.5390645,5.8782065,-5.925325,91.757,3.838875,0,273.79,0,99.0724245,-3.7147491945,-0.2330656,-0.21178295,-0.147921575,-0.058061695,-4.585006,0.66693100575,0.8338192,293.3025,-2.459916
1,1.75,0.221828,0.1996825,0.2020595,0.023367,-0.2057445,0.090922,3.0653235,0.0517535,401.56183625,5.8354735,-5.861025,91.914,3.9751975,0,275.284225,0,99.11793125,-3.83317894425,-0.259399675,-0.217817475,-0.194370225,-0.107924465,-3.8433905,0.6822823495,0.764899,293.8349,-2.5189955
1,2.25,0.240928,0.1697385,0.1763095,0.01982775,-0.4596655,0.10997425,3.2559015,0.07398275,401.431003,5.547586,-6.0303,92.155145,3.962611111,0,275.93,0,99.1056245,-3.94602141575,-0.3159881,-0.2346627,-0.1995672,-0.114264155,-3.7978115,0.68527537925,0.993466775,293.0609,-2.276817
1,2.75,0.228816,0.198741,0.21203,0.0235775,-0.325374,0.1284985,3.593133,0.0624205,401.3317885,5.70316025,-5.752,92.766665,4.088674945,0,272.065,0.003,99.14227,-4.376519417,-0.295185225,-0.231676025,-0.217859575,-0.1189924125,-4.02936525,0.701243539,1.16346225,292.54315,-2.655787
1,3.25,0.226112,0.2423615,0.21695775,0.0228755,-1.0265705,0.129825,3.83899875,0.0411595,401.8328,5.58511525,-5.703032,91.979,4.1585662675,0,272.553275,0.0080725,99.132,-4.8344010825,-0.307038725,-0.216557575,-0.20826895,-0.10050417,-4.319564,0.70787611675,1.0732422,292.0858,-2.59705575
1,3.75,0.2344135,0.16221225,0.166088,0.037724,-0.4097075,0.0990925,4.1258885,0.038912,402.036609,5.6955675,-5.721308,92.0525,4.2375,0,274.0725,0.00355894425,99.1202505,-4.128039383,-0.304014775,-0.2201001,-0.2269569,-0.0805207875,-4.7511325,0.70091005525,1.04559805,291.5891,-2.976736
1,4.25,0.23831,0.22203675,0.1904205,0.037137,-0.22217425,0.1558325,4.6614155,0.0663215,402.41443075,5.7612335,-5.67815,91.666185,4.2400250555,0,273.285,0,99.087,-4.85762139375,-0.31100495,-0.255425675,-0.220471775,-0.0962066325,-3.74780575,0.6698705785,1.06721995,292.005,-2.956946
1,4.75,0.235703,0.237852,0.23914,0.0308355,-0.192517,0.1001465,4.4906755,0.04281,402.027253,5.660401,-5.944375,91.6105,3.938034308,0,273.79,0.00487263125,99.0747,-5.06230435125,-0.323772775,-0.25450045,-0.2156551,-0.111095635,-3.526174,0.6215297385,0.7408812,291.9795,-3.0839675
1,5.25,0.210774,0.189849,0.18237675,0.0255545,-0.645381,0.07438975,3.3076715,0.0616655,401.76284775,5.3452735,-6.039725,91.9715,3.8305625,0,273.875,0.003,99.05647,-4.95584706525,-0.3064703,-0.226151625,-0.19821075,-0.0969549125,-3.46556925,0.631508331,1.07261575,291.47135,-3.26576975
1,5.75,0.21912375,0.19569,0.178255,0.039661,0.26436125,0.17622775,3.106691,0.07671375,401.03383,5.32643225,-6.15507225,92.273,3.7904345,0,273.955,0.00355894425,99.08755,-4.96198624875,-0.30885485,-0.25490405,-0.19122755,-0.095649285,-3.51170325,0.59953054875,0.689123825,290.453975,-2.887252
1,6.25,0.21187475,0.170287,0.1625835,0.03908825,0.034911,0.132831,3.791801,0.05141175,401.5332045,5.460827,-6.239325,92.1505,3.936516,0,271.685,0.1653525,99.14839,-4.48621048475,-0.34091505,-0.3000468,-0.25249655,-0.107107645,-3.30711975,0.655975759,0.9116831,290.58,-2.94277625
1,6.75,0.2078995,0.177275,0.16235,0.0421115,0.6314495,0.146449,3.8355645,0.09715,403.38518275,5.7610245,-6.21305,92.3035,3.851894,0,271.345,0.00282,99.1025375,-4.474326066,-0.363427025,-0.306950375,-0.2623542,-0.0987325075,-4.7674415,0.64647292375,1.0731445,290.09805,-2.565753675
1,7.25,0.205748,0.271242,0.2776485,0.043866,0.599159,0.0856525,3.61909,0.03480125,403.90413575,5.728934,-6.1283,92.498,3.837474,0.13268,270.43,0.3258125,99.0865975,-4.60502206625,-0.408860725,-0.333367875,-0.278474775,-0.121170425,-5.058574,0.65037549825,1.12990625,289.613225,-3.399095
1,7.75,0.218853,0.2030005,0.18514825,0.0409275,0.736562,0.1969085,4.93596825,0.069816,404.3684315,5.58011825,-6.15805,92.51292132,4.1108718615,7.0117,270.966425,13.794206585,99.10941,-4.5285302285,-0.4290489,-0.375854925,-0.300828,-0.141816975,-2.28552775,0.6585090345,6.941009,289.68665,-2.7449819
1,8.25,0.23211075,0.2976425,0.225042,0.05707325,0.1028005,0.471359,5.4027305,0.155902,404.3733095,5.756893,-6.267225,91.8295,4.0585065,44.8535,274.1275,86.760710125,99.1615,-4.1715850125,-0.45612825,-0.411917825,-0.40356845,-0.339220025,-0.0396138375,0.679001011,37.5255125,291.44355,-1.7866808
1,8.75,0.24643,0.339057,0.314835,0.0401635,2.6319165,0.60103575,6.779108,0.176558,404.814537,5.72930025,-6.17949875,90.5425,4.1850679125,108.20885,278.2,199.276157,99.17125,-4.4131724125,-0.48926565,-0.444650875,-0.433947475,-0.378312225,9.791154,0.69784439025,90.4845325,292.711725,-3.0920935
1,9.25,0.25832675,0.317462,0.3036585,0.03171275,3.4847185,0.743066,9.45170125,0.181884,404.14007475,5.74559225,-5.9017533635,90.4315,4.2004670705,172.5148,278.19,339.56809395,99.19529,-4.2070065935,-0.524440125,-0.47569235,-0.461807375,-0.398841125,15.15035,0.789094491,141.114625,294.808225,-2.189967
1,9.75,0.253755,0.208378,0.21468225,0.023144,7.03270525,0.8751225,10.291261,0.216633,403.54710075,5.8145955,-5.34437775,89.2095,4.277,247.122,279.1125,481.540074275,99.175,-4.35532597725,-0.552856325,-0.508071675,-0.498310325,-0.397666675,24.7184475,0.84621994625,187.208075,296.387425,-2.2783735
