DOY2,HR2,USTAR,H,V_SIGMA,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.111478214948753,-59.3449472640045,0.228090605301365,403.7931705275,1.7978677126516,412.63853499,1.5333206544,417.975585848398,1.71457236220517,412.5654787125,1.75510140425,403.652143435,1.82363034160254,412.3389035,1.764746232,406.693470595,1.81466353007744,412.67155096,1.5564130542,404.7558188975,1.83436992007396,413.3243160625,1.448127714475,405.0876842825,2.01913682666697,414.133435805,1.57765452135,0.949870232043272,-11.3533555655,0.0344299508329848,0.5335,0.4,0.20725,0.244,0.16725,-12.472105,-12.197425,-12.18038,-12.158745,-12.132535,-11.5349875,-12.644915,95.9428475,32.264,0.1635,-10.49475,-10.59575,-11.2465,-8.91025,-10.424,0.4,-4.457,1.1,-1.74275,-0.23275,168.1425,257.845,226.5,260.145,-0.81275,-0.33,-0.34,-0.21,-0.99275,-0.04,-0.41,-0.34875,0.02,-0.19,-2.077125,-1.499875,-0.004375,1.61625,3.58775,5.806125,7.25375,8.515,9.461125,-3.8758,-2.4469,-0.3569,1.06325,2.5145,4.6207,6.21325,7.66355,8.947225,-1.825475,-1.258425,0.273425,1.51545,3.0435,5.1147,6.5568,7.73665,8.6514,-4.31125,-2.66845,-0.56935,1.1704,2.93245,5.111625,6.818425,8.5518,9.442475,-2.390125,-2.376,-0.826375,0.974125,2.6745,5.353375,7.321875,8.6819,9.57205,-8.1181,-20.3388,-11.40075,-101.126
1,0.75,0.122258872189208,-79.4380120997018,0.206632926150731,403.94684473,1.87350867881155,412.7875654,1.248012745225,417.990234389725,1.78283805095008,413.8891470675,1.36181540445,403.61820162,1.87903398797183,414.097778915,1.401988505875,404.1584769,1.90444816190345,412.603606925,1.2545597978,404.28199649,1.93737681557454,412.59814152,1.4166190938,406.5483522,2.11513405650156,413.8324719475,1.6958775919,0.698019921988229,-11.557091569,0.031640570725,0.51025,0.434,0.27,0.304,0.15,-12.579715,-12.284525,-12.3323375,-12.200575,-12.31603,-11.6656375,-12.76431,95.86629375,32.733,0.11813,-10.4675,-10.63025,-11.1165,-8.72925,-10.28175,0.3,-4.3825,1.0725,-1.674,-0.21275,172.075,258.0725,226.8575,260.645,-0.82,-0.33,-0.34,-0.21,-0.99,-0.03275,-0.41,-0.3425,0.02,-0.19,-2.08575,-1.512375,-0.008125,1.603625,3.584375,5.80725,7.254,8.514,9.460125,-3.80205,-2.4961,-0.36615,1.04185,2.51245,4.6185,6.212,7.66355,8.947225,-1.819625,-1.27115,0.249275,1.512375,3.041625,5.113,6.5579,7.736,8.651475,-4.3378,-2.72315,-0.590625,1.1546,2.9282,5.112175,6.817425,8.5514,9.441475,-2.41525,-2.41075,-0.84,0.9865,2.67425,5.350375,7.3497,8.680425,9.57005,-8.3514,-16.880875,-10.8996,-100.315
1,1.25,0.0943018709363672,-72.5974425630916,0.170989645912987,404.648784475,1.84744838687046,412.591533895,1.487508634375,417.343173004457,1.73553888605458,412.493003765,1.32498818295,405.2794825375,1.85925494903391,412.512259475,1.3969408428,405.423557425,1.86191167095462,412.8964503,1.46983483775,406.2799880625,1.84791404037354,413.29646549,2.06622646295,408.7065478,1.9725730745153,414.1061256025,2.427439870175,0.784184973375,-11.79461145,0.036734241,0.4735,0.364,0.24,0.27,0.16725,-12.77169,-12.54125,-12.56796,-12.335385,-12.3916425,-11.62595,-12.92325,95.7675435,32.614,0.08688,-10.41275,-10.5205,-11.104,-8.885,-10.32625,0.3725,-4.387,1.0725,-1.68125,-0.152,170.0075,257.645,232.265,260.6275,-0.81,-0.34,-0.34,-0.21,-0.99,-0.04,-0.42,-0.33125,0.02,-0.19,-2.07975,-1.51625,-0.0285,1.594875,3.582125,5.808125,7.25425,8.51425,9.45875,-3.73425,-2.4832,-0.38755,1.0311,2.50995,4.6173,6.21075,7.6636,8.9465,-1.828575,-1.2873,0.261575,1.51095,3.0391,5.111675,6.5587,7.736,8.6512,-4.34195,-2.74305,-0.615125,1.141275,2.9235,5.111725,6.816425,8.550375,9.440475,-2.44175,-2.429875,-0.86125,0.99725,2.675875,5.347375,7.3771,8.67795,9.56805,-6.1725,-18.016625,-11.00545,-100.725
1,1.75,0.092111571675,-77.7141290798618,0.257822870314029,406.36062553,1.5939728662,413.05370114,1.522873549875,417.461893498634,1.5758458114,414.102066015,2.04082932502275,407.455664525,1.59527597275,414.246759865,2.0640169484,406.81354064,1.632267147,412.8778334075,1.47735369355,407.00451248,1.7051096805,412.8312169225,1.39555967795,408.675045625,1.9922686635,415.1627233775,1.75733981375,0.83942707685,-11.80601814825,0.0318461968,0.55025,0.454,0.26,0.313,0.17,-13.171755,-12.89095,-12.86195,-12.58951,-12.69773,-11.94644,-13.036955,95.745477,32.4045,0.045185,-10.51675,-10.61075,-11.25725,-9.162,-10.8085,0.2,-4.292,1,-1.60425,-0.10825,167,256.1725,223.33,258.8525,-0.82,-0.33275,-0.34,-0.20275,-0.99,-0.03275,-0.42,-0.31375,0.02,-0.19,-2.09075,-1.529375,-0.04825,1.581375,3.578125,5.80925,7.2545,8.512625,9.457125,-3.752,-2.48795,-0.4074,1.02565,2.50635,4.6151,6.2085,7.663125,8.9465,-1.84685,-1.3023,0.25475,1.501525,3.0343,5.1104,6.5598,7.7367,8.650475,-4.371825,-2.757425,-0.63195,1.127675,2.918525,5.111725,6.81585,8.54995,9.439475,-2.47725,-2.453875,-0.8795,0.992125,2.675625,5.34475,7.4085,8.69215,9.565575,-6.6229,-18.495875,-11.329875,-100.816
1,2.25,0.114640617720631,-91.3098646803362,0.2472237732,406.704724465,1.39853182,412.679361295,1.19222191,417.142371344141,1.3279117862,412.59983394,1.32974890925,406.808617305,1.4109883631,412.8166538725,1.38543576575,406.890532165,1.4245760381,413.00428234,1.2466243094,406.795867035,1.4481288599,413.1008333,1.5004337709,408.303671865,1.927166958,414.216868415,1.7175273245,0.639574714525,-11.84548327,0.0341881343078869,0.544,0.434,0.2645,0.294,0.15,-13.157235,-12.9866,-12.96456,-12.716555,-12.7932,-12.0545875,-13.4868525,95.76949,32.09025,0.042265,-10.66975,-10.80075,-11.51025,-9.193,-11.10625,0.3725,-4.31,1.1725,-1.66,-0.1655,164.09,255.645,223.62,256.8925,-0.8255,-0.33275,-0.34,-0.20275,-0.99,-0.03275,-0.41,-0.31375,0.02,-0.19375,-2.1405,-1.57225,-0.05925,1.56325,3.571625,5.810375,7.255375,8.511625,9.456125,-3.8331,-2.55615,-0.42605,1.00855,2.50165,4.6139,6.207,7.66365,8.945775,-1.8539,-1.319175,0.233325,1.486075,3.025225,5.1098,6.5606,7.7367,8.649475,-4.440075,-2.811825,-0.649975,1.108875,2.911175,5.1129,6.81485,8.54895,9.4389,-2.485125,-2.492625,-0.8975,0.97925,2.673875,5.34175,7.43495,8.71605,9.563575,-6.746875,-19.422025,-11.3493,-101.815
1,2.75,0.12835764835,-100.660855693,0.198864501614978,407.156521635,1.83089159780503,412.9204533625,1.523447437225,417.88105696418,1.76623680498973,413.9942625775,1.31658881225,406.764370665,1.85213796525527,414.855205595,2.0259450945,408.301832495,1.86381913967603,412.809323235,1.439898540625,407.676904045,1.90435421167792,412.8751988675,1.79074327755,409.20183707,2.02271520083888,414.05875007,2.1260618734,0.74349066347445,-11.868106481,0.03683342665,0.51375,0.446,0.27,0.287,0.16725,-13.142375,-13.06305,-12.8104,-12.697475,-12.6515075,-11.9690375,-13.687545,95.82507,34.2235,0.05912,-10.76125,-10.8995,-11.638,-9.421,-11.02125,0.2,-4.46375,0.9725,-1.66,-0.376,164.145,255.5,223.1175,257.06,-0.82275,-0.33275,-0.34,-0.21,-0.99,-0.03,-0.41,-0.32,0.02,-0.2,-2.179125,-1.61175,-0.0485,1.54,3.563,5.8115,7.25525,8.51025,9.455125,-3.9039,-2.58485,-0.429,0.9861,2.4942,4.61215,6.205,7.663175,8.944775,-1.823225,-1.319975,0.2259,1.46705,3.014775,5.1085,6.5617,7.7367,8.648,-4.488575,-2.8605,-0.645525,1.0886,2.901,5.11335,6.8154,8.548525,9.4366,-2.47025,-2.513375,-0.9044,0.96225,2.669375,5.33875,7.433525,8.731325,9.561575,-6.10705,-18.8894,-11.02625,-102.64125
1,3.25,0.108799198077631,-88.6516314113194,0.21370736247118,406.472159925,1.71229140747613,412.8437594,1.498619800075,417.676953879735,1.63762783852736,412.743749405,1.75457099875,406.706329,1.62660478953715,412.9694478425,1.782594344125,407.0167149,1.67436165577075,412.902112785,1.4133388591,406.9618102,1.76938760286578,412.93456666,1.365457956,409.5302006625,2.0449769951672,415.447983225,1.654771755,0.7478754162,-11.5864092025,0.0278312367968984,0.60725,0.492,0.27175,0.3,0.16725,-13.14446,-13.1506,-12.95792,-12.788825,-12.79054,-12.0632425,-13.914365,95.81676,32.0815,0.0653375,-10.74575,-10.8405,-11.6325,-9.5355,-11.11275,0.3725,-4.31,1.1,-1.5985,-0.301,164.1725,255.69,222.235,256.84,-0.81,-0.34,-0.34,-0.2,-0.99,-0.04,-0.41,-0.31375,0.02,-0.19375,-2.1975,-1.625,-0.03025,1.51825,3.555,5.813,7.2555,8.508625,9.453125,-3.95305,-2.606,-0.41525,0.96475,2.48685,4.61095,6.20575,7.663225,8.944775,-1.799125,-1.314625,0.2306,1.449475,3.005775,5.1072,6.5625,7.7367,8.647,-4.525375,-2.88375,-0.62435,1.069775,2.89245,5.114525,6.815,8.547525,9.436325,-2.50925,-2.529125,-0.8968,0.945875,2.664875,5.33575,7.4321,8.7298,9.5601,-6.0926,-18.049325,-11.06125,-102.68225
1,3.75,0.112777252396325,-82.9316780316645,0.231471780529491,405.95599868,1.59399837793438,413.040351925,1.39567431105,417.990697459595,1.55615585940802,416.1697693,1.217845289,406.050929175,1.57423114136748,414.7675283,1.28236769905,406.368079735,1.58986397860689,412.98746822,1.35489907235,407.295108765,1.60071431669247,413.150494565,2.0257745566,410.778977175,1.8177383623484,413.8541715,2.014817987625,0.694493189275113,-11.836417398,0.0411871411559432,0.6035,0.524,0.31725,0.291,0.1545,-13.35495,-13.25685,-13.07415,-12.880915,-12.93699,-12.24638,-14.32798,95.76065075,33.16775,0.09444,-10.8685,-11.00975,-11.8345,-9.5405,-11.0465,0.3725,-4.435,1.1,-1.6155,-0.302,160.9175,255.445,218.4225,256.9175,-0.81275,-0.33,-0.34,-0.21,-0.99,-0.04,-0.41,-0.32,0.02,-0.19375,-2.22775,-1.640125,-0.0355,1.505375,3.549,5.8135,7.25575,8.507625,9.452125,-3.9857,-2.6223,-0.43395,0.9466,2.4815,4.6092,6.20675,7.663225,8.94405,-1.8115,-1.30865,0.229525,1.434725,2.998325,5.1017,6.5633,7.7367,8.647,-4.55585,-2.91555,-0.6217,1.055225,2.885625,5.11525,6.8148,8.5471,9.435325,-2.554,-2.558375,-0.90625,0.93375,2.66175,5.333125,7.4312,8.727,9.557625,-6.8326,-19.76075,-11.221725,-102.8765
1,4.25,0.0764260514,-71.0009892644681,0.080860357125,405.860766505,1.56505074849406,413.2534882,1.722986855,417.705655963094,1.56093613215252,413.357188085,1.7691595175,408.844258925,1.60299149861511,413.3798545775,1.845390016875,406.741950345,1.60814763109094,413.00293813,1.82132106305,407.16213813,1.57773850778589,414.02400648,2.4170275735,410.4341168275,1.77425984658465,415.5465298275,2.37875699525,0.666839506308745,-12.1292092375,0.0357305768976715,0.52025,0.418,0.277,0.294,0.15,-13.52558,-13.3959,-13.10608,-12.912045,-12.965055,-12.2775825,-14.51823,95.769583,32.2935,0.3191625,-10.953,-11.181,-12.06,-9.601,-11.2195,0.3,-4.316,1.145,-1.6,-0.22375,162.8025,255.545,219.3975,256.5075,-0.82,-0.33275,-0.34,-0.21,-0.99,-0.04,-0.41,-0.3525,0.02,-0.2,-2.25225,-1.66525,-0.03825,1.503,3.543125,5.812125,7.256,8.50625,9.4505,-4.0062,-2.6428,-0.44255,0.9347,2.4767,4.60755,6.20775,7.66275,8.94405,-1.8222,-1.304625,0.217675,1.425525,2.9921,5.0972,6.5637,7.7367,8.646,-4.568925,-2.9362,-0.625425,1.0473,2.880525,5.1157,6.815375,8.545675,9.43475,-2.586375,-2.581,-0.924,0.9275,2.6605,5.3295,7.4265,8.725,9.555625,-6.0551,-19.066,-11.038875,-102.454
1,4.75,0.0978196367036833,-112.416268626148,0.0588809799,406.046475405,1.60380342116421,413.51933313,1.71613758905,416.587992950919,1.5719337296511,413.7964837625,1.99540714081396,406.39290957,1.61965590593596,415.86559415,1.998670817375,407.102113325,1.62716348920449,413.53101769,1.77705809035,408.974468675,1.64541519365104,413.675133095,1.864090406825,410.47813239,1.75126883011883,414.19706202,2.116055685475,0.63569620395,-11.40261634125,0.0413418737067106,0.407,0.382,0.247,0.26,0.15,-13.65502,-13.4971,-13.18592,-12.96029,-13.03937,-12.36354,-14.24599,95.75633775,32.20925,0.15884,-11.08425,-11.1545,-12.001,-9.66475,-11.1575,0.3,-4.421,1.1,-1.58275,-0.14275,160.005,255.5625,216.6775,256.5175,-0.81,-0.33275,-0.34,-0.21,-0.99,-0.04,-0.41,-0.32375,0.01975,-0.19375,-2.29075,-1.698375,-0.0185,1.51425,3.537875,5.80825,7.25625,8.504625,9.448875,-4.0045,-2.66455,-0.42835,0.93855,2.47225,4.60635,6.20875,7.663275,8.943775,-1.839,-1.278975,0.21815,1.42785,2.9863,5.0925,6.5652,7.7357,8.646025,-4.578775,-2.947325,-0.60655,1.047625,2.876425,5.116875,6.81405,8.54525,9.43375,-2.6185,-2.60975,-0.9105,0.92575,2.65925,5.3265,7.425,8.7235,9.553625,-6.900875,-19.541,-11.26275,-102.31975
